ts,open,high,low,close,volume,dtm,symbol
1777240800,27357.25,27399.75,27345.0,27395.5,4866,2026-04-26T22:00:00.000000,NQ=F
1777244400,27395.25,27398.0,27366.75,27384.0,4868,2026-04-26T23:00:00.000000,NQ=F
1777248000,27385.0,27474.5,27379.0,27455.5,9211,2026-04-27T00:00:00.000000,NQ=F
1777251600,27456.0,27540.0,27456.0,27537.75,10760,2026-04-27T01:00:00.000000,NQ=F
1777255200,27537.5,27542.5,27511.0,27518.75,4667,2026-04-27T02:00:00.000000,NQ=F
1777258800,27518.75,27536.25,27512.75,27527.5,3557,2026-04-27T03:00:00.000000,NQ=F
1777262400,27524.5,27540.0,27508.0,27517.75,3838,2026-04-27T04:00:00.000000,NQ=F
1777266000,27518.75,27520.25,27443.5,27449.5,6625,2026-04-27T05:00:00.000000,NQ=F
1777269600,27449.25,27456.0,27421.25,27434.0,5949,2026-04-27T06:00:00.000000,NQ=F
1777273200,27433.75,27443.5,27405.75,27426.0,5924,2026-04-27T07:00:00.000000,NQ=F
1777276800,27425.0,27444.75,27388.0,27440.75,6322,2026-04-27T08:00:00.000000,NQ=F
1777280400,27439.25,27466.25,27435.75,27455.0,4450,2026-04-27T09:00:00.000000,NQ=F
1777284000,27455.25,27483.25,27440.0,27475.5,4364,2026-04-27T10:00:00.000000,NQ=F
1777287600,27475.5,27500.25,27475.0,27482.0,6687,2026-04-27T11:00:00.000000,NQ=F
1777291200,27482.0,27483.75,27390.0,27419.25,16998,2026-04-27T12:00:00.000000,NQ=F
1777294800,27419.75,27435.0,27298.5,27401.75,79166,2026-04-27T13:00:00.000000,NQ=F
1777298400,27401.5,27409.5,27321.5,27368.0,74251,2026-04-27T14:00:00.000000,NQ=F
1777302000,27369.0,27383.0,27307.5,27367.25,50847,2026-04-27T15:00:00.000000,NQ=F
1777305600,27367.0,27406.5,27347.75,27390.5,27813,2026-04-27T16:00:00.000000,NQ=F
1777309200,27391.0,27439.75,27380.25,27428.5,31847,2026-04-27T17:00:00.000000,NQ=F
1777312800,27428.5,27437.25,27391.0,27399.25,20002,2026-04-27T18:00:00.000000,NQ=F
