wid,n,vol,days,bid_share,touch,inside,fast,fill,life,sz
803,8,3000.65,4,1.0,0.5,0.375,0.125,0.75,59.0292293245,276.635
804,13,2999.0,5,0.5384615384615384,0.9230769230769231,0.7692307692307693,0.46153846153846156,1.0,11.068534666000001,200.0
805,25,2985.0,1,1.0,0.0,0.0,0.0,0.0,2285026.7920347443,119.4
806,41,2977.4700000000003,5,0.3170731707317073,0.1951219512195122,0.1951219512195122,0.1951219512195122,0.1951219512195122,5.546797218,63.410000000000004
807,13,2965.03,2,0.0,0.0,0.0,0.0,0.23076923076923078,394.98231554650005,211.595
808,2979,2951.44,7,0.5028533064786841,0.000671366230278617,0.0003356831151393085,0.031554212823095,0.0010070493454179255,12.358079983000001,1.05
809,2,2950.32,2,0.0,0.0,0.0,0.0,1.0,200680.54022501953,1475.16
810,9,2942.2000000000003,1,1.0,0.0,0.0,0.1111111111111111,0.0,9.306971131000001,327.83
811,4,2941.2700000000004,3,1.0,0.5,0.5,0.0,0.5,545.846816629,822.4200000000001
812,2425,2934.42,13,1.0,0.0070103092783505155,0.006597938144329897,0.006185567010309278,0.1665979381443299,5525.1373728260005,1.0
813,29,2925.0,4,1.0,0.0,0.0,0.0,0.4482758620689655,126613.002642765,75.0
814,1285,2922.2200000000003,2,0.5719844357976653,0.28715953307392994,0.053696498054474705,0.9852140077821012,0.010894941634241245,0.43473950400000005,2.4
815,7,2910.08,5,0.8571428571428571,0.2857142857142857,0.14285714285714285,0.0,0.7142857142857143,25.687232283,305.33
816,3,2903.01,2,1.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,2.0355776805000003,914.3725000000001
817,54,2902.14,18,0.9074074074074074,0.0,0.0,0.0,0.3888888888888889,935.2975447865,50.055
818,1444,2884.12,2,0.628808864265928,0.24445983379501385,0.029778393351800554,0.006925207756232687,0.14958448753462603,20.5188640235,1.935
819,505,2870.3199999999997,2,0.497029702970297,0.0,0.0,0.07524752475247524,0.0019801980198019802,33.95937031275,5.695
820,6,2869.55,4,0.0,0.8333333333333334,0.8333333333333334,0.3333333333333333,1.0,7.378726811250001,483.9775
821,28,2863.7799999999997,7,0.75,0.5714285714285714,0.5714285714285714,0.5,0.5714285714285714,156915.52312993002,100.0
822,258,2849.47,21,0.7829457364341085,0.6627906976744186,0.6046511627906976,0.5387596899224806,0.6201550387596899,1.011457419,5.0
823,200,2842.0,2,0.5,0.0,0.0,0.0,0.0,1171.84444730575,14.21
824,830,2810.7200000000003,11,0.163855421686747,0.018072289156626505,0.00963855421686747,0.007228915662650603,0.27951807228915665,4264.497461426,4.74
825,362,2802.95,44,0.5607734806629834,0.35359116022099446,0.2983425414364641,0.2513812154696133,0.6961325966850829,13.81887065925,3.5825
826,101,2799.8,3,1.0,0.019801980198019802,0.019801980198019802,0.019801980198019802,0.32673267326732675,1264.0752817720002,30.0
827,15,2798.13,11,1.0,0.4666666666666667,0.26666666666666666,0.0,0.7333333333333333,26.416709996,120.99000000000001
828,1,2791.04,1,1.0,1.0,1.0,0.0,1.0,32.805578869,2791.04
829,21,2786.64,6,1.0,0.14285714285714285,0.14285714285714285,0.047619047619047616,0.7142857142857143,180.43399006,130.7225
830,416,2783.58,5,0.5,0.0,0.0,0.0,0.0,437.037446653,19.795
831,18,2781.84,7,1.0,0.3888888888888889,0.3888888888888889,0.2222222222222222,0.7222222222222222,10.641138153,140.0
832,8,2778.24,5,1.0,0.625,0.375,0.25,0.5,42.334210579,405.44
833,1,2777.61,1,1.0,1.0,1.0,0.0,1.0,2065.4826940810003,2777.61
834,8,2758.74,2,0.0,0.75,0.625,0.125,1.0,340.04304645,408.225
835,13,2748.38,2,1.0,0.5384615384615384,0.3076923076923077,0.07692307692307693,0.7692307692307693,28.368261964,171.87
836,5794,2747.69,2,0.5236451501553331,0.4130134622022782,0.042802899551259925,0.007248878149810148,0.14394200897480153,248.87383717812503,0.3725
837,10124,2746.63,10,0.977973133148953,0.6544843935203477,0.07852627419992098,0.9838008692216516,0.0300276570525484,0.40447396850000006,0.295
838,8,2743.58,4,1.0,0.5,0.375,0.5,0.75,1.1779802457500002,320.08
839,3,2729.05,1,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,34.072230247,822.0600000000001
840,1711,2720.54,1,1.0,0.5219170075978959,0.04441846873173583,0.009351256575102279,0.20514319111630624,18.965245049,1.77
841,1520,2719.01,3,0.5197368421052632,0.04013157894736842,0.02631578947368421,0.008552631578947369,0.12236842105263158,128.187030609,1.82
842,15,2718.73,2,0.0,0.8666666666666667,0.8666666666666667,0.6666666666666666,0.9333333333333333,0.962783771,259.255
843,53,2714.45,17,1.0,0.5094339622641509,0.4528301886792453,0.24528301886792453,0.5849056603773585,3501.3992119460004,42.5
844,9,2707.0299999999997,2,0.0,0.6666666666666666,0.2222222222222222,0.2222222222222222,0.3333333333333333,0.9199515645,254.935
845,1048,2697.2000000000003,1,0.5324427480916031,0.09446564885496184,0.008587786259541985,0.0019083969465648854,0.09732824427480916,21.0741568505,1.43
846,254,2690.19,8,0.24803149606299213,0.4251968503937008,0.3425196850393701,0.42913385826771655,0.5826771653543307,12.828411094,0.96
847,285,2687.04,10,0.5473684210526316,0.014035087719298246,0.014035087719298246,0.014035087719298246,0.12982456140350876,74702.02656922751,9.75
848,281,2686.27,42,0.9181494661921709,0.9893238434163701,0.9786476868327402,0.9288256227758007,1.0,0.0,9.682500000000001
849,45,2679.76,4,0.1111111111111111,0.7777777777777778,0.6444444444444445,0.4666666666666667,0.8222222222222222,13.42014831,50.0
850,354,2671.42,2,0.4971751412429379,0.0,0.0,0.13559322033898305,0.0,5.651877655,7.69
851,49,2667.06,12,0.7551020408163265,0.9183673469387755,0.1836734693877551,0.02040816326530612,0.8775510204081632,54.503182903500004,50.99
852,28,2657.82,1,0.8214285714285714,0.07142857142857142,0.07142857142857142,0.14285714285714285,0.32142857142857145,7.291302857000001,93.88
853,26,2615.14,10,0.8846153846153846,0.0,0.0,0.0,0.07692307692307693,69602.26952263701,100.035
854,9,2609.28,4,1.0,0.8888888888888888,0.8888888888888888,0.7777777777777778,0.8888888888888888,0.0,292.165
855,378,2602.66,8,0.5476190476190477,0.005291005291005291,0.005291005291005291,0.0026455026455026454,0.30158730158730157,17784.890380072,5.75
856,8,2600.0,6,0.125,0.5,0.5,0.125,1.0,14.01270605875,312.5
857,5,2599.42,3,1.0,0.0,0.0,0.0,0.0,2331.523038308,500.0
858,19,2584.06,3,0.0,0.8421052631578947,0.7368421052631579,0.6842105263157895,0.9473684210526315,3.0193581590000003,378.05
859,9,2580.8,2,1.0,0.8888888888888888,0.6666666666666666,0.0,0.5555555555555556,2105.3305488150004,293.8575
860,20,2578.71,4,1.0,0.35,0.3,0.15,0.35,13.449806666499999,152.485
861,5,2576.15,2,1.0,0.4,0.2,0.0,0.6,2112.04414168475,374.0125
862,75,2569.73,32,0.9866666666666667,0.24,0.21333333333333335,0.10666666666666667,0.36,9437.286077314751,32.5
863,1,2542.67,1,1.0,1.0,1.0,0.0,1.0,352.17797441600004,2542.67
864,6,2533.78,1,0.0,0.3333333333333333,0.3333333333333333,0.0,0.5,31.909022881000002,414.39
865,27,2516.81,9,0.9629629629629629,0.5555555555555556,0.48148148148148145,0.3333333333333333,0.9259259259259259,25.466243581,95.05
866,4,2516.68,1,0.0,0.0,0.0,0.0,0.0,651310.072135083,629.17
867,40,2514.3900000000003,9,0.525,0.875,0.85,0.575,0.875,0.0627678545,53.65
868,15,2511.75,5,1.0,0.6,0.3333333333333333,0.2,0.6,9.706425432000001,134.27
869,88,2501.9700000000003,8,0.8409090909090909,0.5568181818181818,0.48863636363636365,0.3977272727272727,0.8522727272727273,7.4031816390000005,17.5
870,3,2500.0,1,1.0,1.0,1.0,0.0,1.0,28.891035925,500.0
871,102,2500.0,1,0.9901960784313726,0.0196078431372549,0.0196078431372549,0.00980392156862745,0.9901960784313726,1181.2531929410002,10.0
872,32,2499.37,7,0.4375,0.09375,0.09375,0.09375,0.40625,193.47580944700002,57.07
873,34,2494.0,9,1.0,0.8235294117647058,0.7352941176470589,0.5,0.9117647058823529,2.0647736620000003,75.0
874,6,2491.0,3,1.0,0.6666666666666666,0.5,0.5,0.8333333333333334,0.0,436.06
875,10,2490.98,5,1.0,0.5,0.5,0.4,0.6,22.7593589885,281.605
876,142,2483.4700000000003,9,1.0,0.04225352112676056,0.035211267605633804,0.007042253521126761,0.07042253521126761,1545.3251216635,12.955
877,30,2460.0,7,0.6666666666666666,0.5666666666666667,0.5333333333333333,0.4,0.8666666666666667,3.056561624,50.0
878,6,2458.9399999999996,3,1.0,0.8333333333333334,0.8333333333333334,0.8333333333333334,1.0,0.0,1031.29
879,2,2449.2200000000003,1,1.0,0.5,0.5,0.0,0.5,43.0274407105,1224.6100000000001
880,17,2448.3,1,1.0,0.0,0.0,0.0,0.0,71.91222611900001,194.85
881,31,2446.95,6,0.12903225806451613,0.4838709677419355,0.3225806451612903,0.25806451612903225,0.7419354838709677,21.6933070585,85.6175
882,2,2443.53,2,0.5,0.5,0.5,0.0,1.0,82.716174554,1221.765
883,25,2437.64,10,0.16,0.56,0.56,0.44,0.72,4.0165535740000005,87.415
884,2507,2429.93,7,0.9848424411647387,0.0,0.0,0.0,0.0023932987634623054,42684.52373411275,0.56
885,1,2421.4900000000002,1,1.0,1.0,1.0,0.0,1.0,19.063278162,2421.4900000000002
886,7,2413.9500000000003,4,1.0,0.0,0.0,0.0,0.0,13519.0875889305,291.395
887,484,2411.8,1,1.0,0.48140495867768596,0.03512396694214876,0.7024793388429752,0.03925619834710744,0.739287115,5.0
888,25,2406.27,7,0.8,0.2,0.16,0.12,0.44,26402.1400331875,74.465
889,2,2405.9700000000003,2,0.0,0.5,0.5,0.5,1.0,172.9428231765,1202.9850000000001
890,5,2376.01,2,0.4,0.6,0.6,0.4,0.8,44.208808134,394.0025
891,94,2375.0,11,0.7127659574468085,0.0851063829787234,0.07446808510638298,0.05319148936170213,0.3617021276595745,23688.8667100165,27.5
892,2505,2371.46,1,0.49141716566866267,0.0,0.0,1.0,0.0,0.0,0.9500000000000001
893,1922,2366.16,3,0.7081165452653486,0.3142559833506764,0.1004162330905307,0.07180020811654526,0.581165452653486,12.105413599,0.38
894,2,2355.87,1,1.0,0.0,0.0,0.0,0.0,72433.812446996,1177.935
895,18,2354.51,10,1.0,0.0,0.0,0.0,0.1111111111111111,35793.1754246725,104.3375
896,37,2353.27,15,0.2702702702702703,0.21621621621621623,0.13513513513513514,0.10810810810810811,0.2972972972972973,7189.772329930501,42.01
897,17,2350.0,3,1.0,0.5882352941176471,0.5882352941176471,0.5294117647058824,0.6470588235294118,0.0,50.0
898,6,2349.45,3,0.3333333333333333,0.0,0.0,0.0,0.0,17.018368945000002,387.56
899,8,2348.0,5,1.0,0.0,0.0,0.0,0.0,163544.06094396202,300.0
900,1,2340.51,1,1.0,0.0,0.0,0.0,0.0,465894.02823031,2340.51
901,3,2337.44,2,1.0,0.6666666666666666,0.6666666666666666,0.0,0.0,10197.941654227501,828.07
902,400,2336.0,3,1.0,0.0025,0.0025,0.0,0.25,38094.95087189,3.02
903,58,2325.79,2,0.5517241379310345,0.017241379310344827,0.017241379310344827,0.05172413793103448,0.017241379310344827,11.682956212,39.29
904,6,2325.0,4,1.0,0.0,0.0,0.0,0.6666666666666666,805.4147332445001,375.0
905,4,2322.69,1,1.0,0.0,0.0,0.0,0.0,194542.55804560825,580.6725
906,3196,2308.91,2,0.6733416770963705,0.7509386733416771,0.06320400500625782,0.008448060075093867,0.1323529411764706,21.014168844500002,0.28500000000000003
907,12,2300.0,9,0.9166666666666666,0.16666666666666666,0.16666666666666666,0.08333333333333333,0.4166666666666667,59943.93283300201,200.0
908,3,2299.46,2,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,15.65937785975,637.365
909,62,2295.95,8,0.22580645161290322,0.45161290322580644,0.3870967741935484,0.3064516129032258,0.7903225806451613,8.974300629000002,16.845
910,306,2288.41,8,0.026143790849673203,0.06209150326797386,0.0392156862745098,0.006535947712418301,0.5947712418300654,420.0501331625,8.625
911,23,2287.63,5,1.0,0.34782608695652173,0.30434782608695654,0.21739130434782608,0.6521739130434783,156.207986691,100.81
912,15,2280.7,5,1.0,0.2,0.0,0.13333333333333333,0.0,14.959554214,148.5
913,54,2276.55,3,1.0,0.0,0.0,0.07407407407407407,0.018518518518518517,4.362583672,35.905
914,122,2273.83,15,0.6147540983606558,0.5573770491803278,0.45901639344262296,0.48360655737704916,0.6475409836065574,6.1119773870000005,20.41
915,20,2267.51,3,0.0,0.6,0.3,0.05,0.45,2.020378731,248.48000000000002
916,202,2265.6800000000003,4,1.0,0.0,0.0,0.0,0.0049504950495049506,21171.6666931655,128.205
917,3,2262.57,3,1.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,46.274746704,768.15
918,15,2250.0,2,0.4666666666666667,0.06666666666666667,0.06666666666666667,0.0,0.5333333333333333,111.20984787125002,112.5
919,610,2243.41,6,0.44098360655737706,0.0,0.0,0.0,0.004918032786885246,754.620732280875,3.5300000000000002
920,75,2197.34,8,1.0,0.68,0.4666666666666667,0.3333333333333333,0.88,12.821884411500001,25.7275
921,1,2196.4700000000003,1,1.0,1.0,1.0,0.0,1.0,17063.214666570002,2196.4700000000003
922,1,2192.87,1,1.0,1.0,1.0,0.0,1.0,18.066222056,2192.87
923,7,2175.0,5,0.7142857142857143,1.0,1.0,0.42857142857142855,1.0,18.862810567,150.0
924,2291,2158.9,46,0.33828022697512006,0.8184199039720647,0.7786992579659537,0.7114797031863815,0.8088171104321257,0.0,0.8
925,630,2140.7400000000002,31,0.0,0.14126984126984127,0.11587301587301588,0.8587301587301587,0.13333333333333333,0.4963775065,0.1
926,283,2139.32,45,0.8939929328621908,0.9858657243816255,0.9787985865724381,0.9399293286219081,0.9929328621908127,0.0,8.28
927,248,2137.0,40,0.9637096774193549,0.24193548387096775,0.1935483870967742,0.11290322580645161,0.592741935483871,244.8526155705,5.1850000000000005
928,11735,2125.64,20,0.5136770345121432,0.00008521516829995739,0.00008521516829995739,0.00008521516829995739,0.08973157221985513,10214.5844226095,0.18
929,6,2123.7799999999997,4,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.8333333333333334,7.768306527500001,155.56
930,3,2117.73,2,1.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,21.0283189585,778.7125
931,82,2117.09,2,0.9878048780487805,0.012195121951219513,0.0,0.024390243902439025,0.024390243902439025,14.956120754,35.605000000000004
932,76,2099.11,5,0.8947368421052632,0.3026315789473684,0.2631578947368421,0.25,0.6710526315789473,21.338985644,25.310000000000002
933,10518,2096.2200000000003,15,0.5573302909298345,0.2080243392279901,0.0764403879064461,0.056759840273816316,0.26316790264308804,8.598947299,0.2
934,12,2095.05,5,1.0,0.5,0.3333333333333333,0.16666666666666666,0.8333333333333334,15.116167751,60.0
935,19,2089.21,4,1.0,0.7894736842105263,0.631578947368421,0.21052631578947367,0.8421052631578947,10.404879235,104.825
936,3,2088.6,1,1.0,0.0,0.0,0.0,0.3333333333333333,53.474463064000005,692.52
937,128,2069.0,10,0.3203125,0.09375,0.0703125,0.265625,0.1015625,0.629876964,15.0
938,15,2061.34,3,0.26666666666666666,1.0,0.7333333333333333,0.13333333333333333,0.5333333333333333,19.085058901,100.0
939,5,2050.0,3,0.0,0.6,0.6,0.6,0.8,2.4400181975,150.0
940,20,2049.45,4,1.0,0.45,0.2,0.15,0.9,40.222359182000005,100.0
941,7,2043.24,1,1.0,0.7142857142857143,0.42857142857142855,0.0,0.2857142857142857,4.624844917,253.87
942,2753,2038.8200000000002,3,0.531057028695968,0.002179440610243371,0.002179440610243371,0.10061750817290228,0.0018162005085361425,37.070950437,0.74
943,8,2037.8899999999999,5,1.0,0.5,0.375,0.25,1.0,2.6329946585000004,200.0
944,3,2019.3700000000001,1,1.0,1.0,1.0,0.3333333333333333,1.0,8.171011874000001,807.4200000000001
945,20,2018.8600000000001,1,1.0,0.0,0.0,0.0,0.0,10.386794080500001,100.93
946,5,2017.8600000000001,3,0.4,0.8,0.8,0.6,1.0,0.0,546.19
947,120,2009.44,14,0.9166666666666666,0.19166666666666668,0.125,0.09166666666666666,0.5333333333333333,626.8766025010001,5.555
948,2,2000.0,1,0.0,0.5,0.5,0.5,0.5,4.741261436,1000.0
949,2,2000.0,2,0.5,0.5,0.5,0.5,1.0,2.1161364475,1000.0
950,2,2000.0,1,1.0,1.0,0.5,0.0,1.0,10.2270604085,1000.0
951,1,2000.0,1,0.0,0.0,0.0,0.0,1.0,88.351931511,2000.0
952,40,2000.0,1,0.0,1.0,1.0,1.0,1.0,0.0,50.0
953,100,1999.5,1,0.0,0.0,0.0,0.0,0.0,34695.816360686,19.995
954,343,1991.5900000000001,1,0.5131195335276968,0.2886297376093295,0.22740524781341107,0.597667638483965,0.1661807580174927,0.9502492090000001,6.0
955,25,1990.8799999999999,2,1.0,0.0,0.0,0.04,0.0,3.351982945,68.7225
956,16,1983.66,4,0.5625,0.0,0.0,0.0,0.375,865.2389130665001,98.3175
957,2,1978.22,1,0.5,0.0,0.0,0.0,1.0,3.7797298840000004,989.11
958,6,1978.1100000000001,2,1.0,1.0,1.0,0.8333333333333334,1.0,0.0,425.0
959,2,1970.57,2,0.5,1.0,1.0,1.0,1.0,0.0,985.285
960,55,1961.53,9,1.0,0.18181818181818182,0.16363636363636364,0.14545454545454545,0.36363636363636365,16620.621346359,21.18
961,22,1957.96,3,0.9545454545454546,0.0,0.0,0.0,0.45454545454545453,11959.617455722,88.48
962,4,1955.15,2,1.0,0.75,0.75,0.0,0.75,89.1332363245,488.7875
963,239,1951.45,11,0.702928870292887,0.02510460251046025,0.02510460251046025,0.02510460251046025,0.5606694560669456,1450.3171426745,8.365
964,10,1933.13,2,0.0,0.7,0.6,0.2,0.7,8.2875246375,251.82500000000002
965,10,1929.0,7,0.9,0.8,0.8,0.6,0.9,9.840488428,210.22
966,6,1926.8600000000001,3,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.3333333333333333,0.8333333333333334,2.326160503,100.0
967,39,1917.52,1,0.8461538461538461,0.1282051282051282,0.10256410256410256,0.05128205128205128,0.23076923076923078,3.67931342,46.95
968,2337,1914.73,7,0.4830979888746256,0.6829268292682927,0.36499786050492083,0.7376979032948224,0.10740265297389816,0.469279259,0.75
969,1,1914.05,1,1.0,1.0,1.0,0.0,1.0,687.496753119,1914.05
970,7,1911.67,3,1.0,0.0,0.0,0.0,0.42857142857142855,164.71590875700002,118.9
971,10,1910.6599999999999,2,1.0,0.0,0.0,0.0,0.0,46249.2016008535,193.8325
972,12,1910.0,6,1.0,0.08333333333333333,0.08333333333333333,0.0,0.4166666666666667,2946.0445070737505,250.0
973,51,1909.9,2,1.0,0.0196078431372549,0.0196078431372549,0.0,0.058823529411764705,20268.6118711855,437.755
974,8,1909.01,3,1.0,0.0,0.0,0.0,0.0,39741.275881859,267.69
975,6,1891.69,3,0.8333333333333334,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.5,83.1411418505,335.89
976,10,1881.76,3,0.8,0.6,0.5,0.3,0.8,9.397145168,169.58
977,7,1873.3200000000002,3,1.0,0.42857142857142855,0.42857142857142855,0.0,0.8571428571428571,910.541521662,219.185
978,52,1871.45,11,0.6346153846153846,0.38461538461538464,0.34615384615384615,0.3076923076923077,0.8076923076923077,8.510699544000001,42.5
979,2684,1870.56,3,0.3386736214605067,0.0011177347242921013,0.00037257824143070045,0.011922503725782414,0.007078986587183309,35.190244607000004,0.38
980,22,1867.4,9,1.0,0.0,0.0,0.0,0.5,5415.529442876001,74.505
981,5,1863.39,1,0.0,1.0,1.0,0.0,0.8,21.139508788,519.6
982,210,1859.77,14,0.5428571428571428,1.0,1.0,1.0,1.0,0.0,10.0
983,2,1837.1399999999999,2,1.0,0.0,0.0,0.0,0.0,198455.922606606,918.57
984,23,1836.3300000000002,16,1.0,0.782608695652174,0.782608695652174,0.782608695652174,0.8260869565217391,0.0,67.23
985,3,1835.74,1,1.0,1.0,0.6666666666666666,0.0,1.0,124.873120751,750.04
986,321,1835.08,45,0.8660436137071651,0.9719626168224299,0.9657320872274143,0.9096573208722741,0.9875389408099688,0.0,6.11
987,17,1829.3799999999999,10,0.0,0.8235294117647058,0.6470588235294118,0.23529411764705882,0.6470588235294118,8.13293359,0.21
988,5,1825.0,2,0.0,0.0,0.0,0.0,0.2,274.73936110150004,287.5
989,2,1818.78,2,1.0,0.0,0.0,0.0,1.0,214.01279087,909.39
990,10,1815.0700000000002,2,0.0,0.1,0.0,0.1,0.5,23.840924694999998,152.435
991,1,1812.8500000000001,1,0.0,0.0,0.0,0.0,1.0,3.443532868,1812.8500000000001
992,33,1809.3700000000001,2,0.48484848484848486,0.21212121212121213,0.21212121212121213,0.24242424242424243,0.2727272727272727,13.002690070500002,73.58500000000001
993,97,1807.98,20,1.0,0.1134020618556701,0.07216494845360824,0.05154639175257732,0.21649484536082475,925.032204547,13.592500000000001
994,1040,1807.8,1,1.0,0.14423076923076922,0.0038461538461538464,0.0009615384615384616,0.12980769230769232,32.622154386000005,1.1300000000000001
995,15,1805.75,2,0.3333333333333333,0.26666666666666666,0.2,0.13333333333333333,0.4,9213.117101971751,136.725
996,14,1802.91,3,0.2857142857142857,0.35714285714285715,0.35714285714285715,0.21428571428571427,0.7142857142857143,86.439475266,152.68
997,12,1798.0800000000002,3,1.0,0.0,0.0,0.0,0.0,25.307806761000002,171.37
998,614,1793.7,3,0.49022801302931596,0.0,0.0,0.017915309446254073,0.0016286644951140066,56.721783344500004,3.14
999,6,1793.0,3,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.6666666666666666,214.11713203000002,250.0
1000,7,1789.8200000000002,5,0.8571428571428571,0.5714285714285714,0.5714285714285714,0.14285714285714285,0.8571428571428571,2.760336429,469.09000000000003
1001,25,1779.98,5,1.0,0.6,0.44,0.24,0.84,8.756036092,95.96000000000001
1002,24,1774.3000000000002,4,0.9583333333333334,0.625,0.625,0.5,0.875,0.9478329635,86.81
1003,4,1772.56,3,1.0,0.75,0.5,0.5,1.0,3.398706498,501.56
1004,8,1772.5100000000002,4,0.0,0.75,0.5,0.375,0.875,15.651597528500002,120.49000000000001
1005,1,1766.96,1,1.0,1.0,1.0,1.0,1.0,0.0,1766.96
1006,5,1766.79,2,0.0,0.0,0.0,0.0,0.2,40933.986910944004,352.89
1007,1,1763.82,1,1.0,1.0,1.0,1.0,1.0,0.0,1763.82
1008,13,1760.53,7,0.5384615384615384,0.9230769230769231,0.8461538461538461,0.46153846153846156,0.8461538461538461,1.2797340525,97.39
1009,11,1760.31,1,1.0,0.36363636363636365,0.36363636363636365,0.2727272727272727,1.0,4.048684211,169.0
1010,6,1760.0,1,0.16666666666666666,1.0,1.0,0.16666666666666666,1.0,21.997683769,300.0
1011,15,1749.97,6,0.0,0.06666666666666667,0.0,0.0,0.7333333333333333,351.12063645225004,87.6025
1012,57,1744.3200000000002,16,1.0,0.2631578947368421,0.24561403508771928,0.19298245614035087,0.3508771929824561,70243.87915699276,25.0
1013,1646,1737.46,12,0.456865127582017,0.023086269744835967,0.01761846901579587,0.01701093560145808,0.6385176184690158,23636.929417863503,0.425
1014,13,1734.56,6,1.0,0.9230769230769231,0.8461538461538461,0.23076923076923078,0.8461538461538461,38.22483724675,104.145
1015,916,1719.71,5,0.45633187772925765,0.1703056768558952,0.07423580786026202,0.09497816593886463,0.4923580786026201,15.802006561,1.585
1016,17,1715.1100000000001,6,1.0,0.5882352941176471,0.47058823529411764,0.4117647058823529,0.7058823529411765,3.107061256,77.86
1017,54,1714.8200000000002,12,0.07407407407407407,0.018518518518518517,0.018518518518518517,0.018518518518518517,0.09259259259259259,11679.1014919355,25.055
1018,49,1711.57,1,0.0,0.0,0.0,0.0,0.40816326530612246,66517.64820228425,34.93
1019,237,1706.29,35,0.9071729957805907,0.15611814345991562,0.1350210970464135,0.09282700421940929,0.4641350210970464,77.975597441,4.76
1020,28,1705.55,2,0.8571428571428571,0.10714285714285714,0.10714285714285714,0.14285714285714285,0.14285714285714285,14.373754618250002,48.7175
1021,34,1705.0,16,0.4117647058823529,0.11764705882352941,0.08823529411764706,0.08823529411764706,0.4411764705882353,66763.593279138,52.5
1022,6,1704.41,2,0.0,0.3333333333333333,0.0,0.0,0.5,1899.75618476175,197.09
1023,5,1703.02,5,0.0,0.0,0.0,0.0,0.2,5207.2217117870005,281.76
1024,4,1699.74,1,0.0,0.0,0.0,0.0,0.0,641693.8867353125,424.90500000000003
1025,63,1696.75,8,1.0,0.23809523809523808,0.2222222222222222,0.1111111111111111,0.49206349206349204,12.640497601,20.0
1026,6,1696.0500000000002,4,1.0,0.0,0.0,0.0,0.16666666666666666,82094.81610682076,279.2425
1027,9,1693.8500000000001,2,1.0,1.0,1.0,0.4444444444444444,0.8888888888888888,19.622708032,225.41
1028,90,1689.88,27,0.05555555555555555,0.044444444444444446,0.044444444444444446,0.044444444444444446,0.15555555555555556,7123.010747971501,18.635
1029,71,1688.0,21,0.5070422535211268,0.04225352112676056,0.04225352112676056,0.014084507042253521,0.6338028169014085,116425.75452024475,10.0
1030,15,1684.26,1,1.0,0.6,0.4,0.06666666666666667,0.5333333333333333,72.15619827900001,100.0
1031,10,1675.0,3,1.0,0.0,0.0,0.0,0.6,85789.002539009,250.0
1032,18,1674.64,4,0.0,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.3333333333333333,3.7542102680000005,100.0
1033,2120,1666.4,3,0.5330188679245284,0.2599056603773585,0.03632075471698113,0.03537735849056604,0.3278301886792453,18.235732608000003,0.43
1034,313,1665.88,1,1.0,0.025559105431309903,0.006389776357827476,0.0,0.003194888178913738,2.0037677350000003,5.3
1035,300,1659.4099999999999,3,1.0,0.006666666666666667,0.006666666666666667,0.006666666666666667,0.2733333333333333,85467.043923193,3.1125000000000003
1036,2,1649.38,1,0.5,0.5,0.5,0.0,0.5,217.15068856800002,824.69
1037,23,1645.3,7,1.0,0.34782608695652173,0.21739130434782608,0.17391304347826086,0.7391304347826086,112.78732734600001,75.66
1038,19,1641.94,10,0.42105263157894735,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.21052631578947367,3150.6668785660004,52.765
1039,56,1641.44,1,0.5535714285714286,0.0,0.0,0.017857142857142856,0.017857142857142856,7.668436819,29.310000000000002
1040,9,1638.1399999999999,5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.1111111111111111,0.3333333333333333,133516.08674429852,82.11
1041,2,1635.81,2,1.0,0.5,0.5,0.0,0.5,123353.18603304801,817.905
1042,2,1630.22,2,1.0,0.5,0.5,0.0,1.0,65.820442133,815.11
1043,2,1628.63,1,0.0,0.5,0.5,0.0,1.0,6837.3640415,814.315
1044,46,1625.61,4,1.0,0.0,0.0,0.13043478260869565,0.0,8.666890304,51.84
1045,11,1617.66,2,1.0,0.0,0.0,0.0,0.0,316247.554566336,147.06
1046,38,1614.05,20,0.47368421052631576,0.18421052631578946,0.18421052631578946,0.18421052631578946,0.5789473684210527,23700.17425087525,43.145
1047,325,1603.17,1,0.5323076923076923,0.003076923076923077,0.003076923076923077,0.7230769230769231,0.003076923076923077,0.538612254,5.0
1048,6,1601.28,2,1.0,1.0,0.16666666666666666,0.0,0.8333333333333334,12.789795849499999,282.305
1049,5,1600.0,2,0.4,0.8,0.8,0.6,1.0,1.4126132887500003,350.0
1050,8,1600.0,6,1.0,0.0,0.0,0.0,0.25,62123.055811484504,200.0
1051,11,1600.0,3,0.0,0.36363636363636365,0.0,0.0,0.45454545454545453,124.554824307,150.0
