ts,open,high,low,close,volume,n_trades,dtm
1779966000,905.6,914.38,897.24,911.17,10967.79,5460,2026-05-28T11:00:00.000000
1779969600,910.99,931.3,910.17,927.72,15914.49,6986,2026-05-28T12:00:00.000000
1779973200,927.73,944.55,906.81,909.59,35962.808,14905,2026-05-28T13:00:00.000000
1779976800,910.03,940.54,906.17,935.4,30603.094,10576,2026-05-28T14:00:00.000000
1779980400,935.55,947.9,934.3,935.64,15506.691,6280,2026-05-28T15:00:00.000000
1779984000,935.18,949.9,933.45,949.54,9064.254,3560,2026-05-28T16:00:00.000000
1779987600,949.55,950.28,936.47,940.57,23372.05,7886,2026-05-28T17:00:00.000000
1779991200,940.72,943.27,925.88,932.77,13584.996,5249,2026-05-28T18:00:00.000000
1779994800,933.16,935.97,920.15,923.81,20453.363,6019,2026-05-28T19:00:00.000000
1779998400,923.64,931.09,923.26,927.7,4317.942,1363,2026-05-28T20:00:00.000000
1780002000,927.84,935.29,926.35,935.02,2064.64,852,2026-05-28T21:00:00.000000
1780005600,934.96,940.15,932.27,934.66,2390.975,1490,2026-05-28T22:00:00.000000
1780009200,934.57,937.62,933.63,936.2,1076.845,1116,2026-05-28T23:00:00.000000
1780012800,936.21,940.94,931.09,932.48,2253.05,1682,2026-05-29T00:00:00.000000
1780016400,932.69,937.55,929.51,935.53,2354.16,1442,2026-05-29T01:00:00.000000
1780020000,935.29,936.26,930.84,931.45,767.512,566,2026-05-29T02:00:00.000000
1780023600,931.14,934.96,930.58,930.81,718.245,699,2026-05-29T03:00:00.000000
1780027200,930.81,939.58,930.58,936.18,1720.178,1703,2026-05-29T04:00:00.000000
1780030800,936.16,939.54,933.12,934.83,1432.356,1234,2026-05-29T05:00:00.000000
1780034400,934.92,939.23,934.43,939.15,1302.195,915,2026-05-29T06:00:00.000000
1780038000,938.99,939.88,934.8,937.72,2111.497,994,2026-05-29T07:00:00.000000
1780041600,937.46,956.7,936.78,953.78,3922.703,2231,2026-05-29T08:00:00.000000
1780045200,953.56,963.12,952.43,954.68,3239.632,1652,2026-05-29T09:00:00.000000
1780048800,954.6,958.36,951.0,953.13,2476.078,1641,2026-05-29T10:00:00.000000
1780052400,953.0,955.08,945.65,948.5,5748.016,2610,2026-05-29T11:00:00.000000
1780056000,948.29,950.0,938.4,949.9,4467.996,1755,2026-05-29T12:00:00.000000
1780059600,949.94,979.8,945.31,976.91,20925.604,9513,2026-05-29T13:00:00.000000
1780063200,976.94,980.93,954.63,964.86,17100.425,7694,2026-05-29T14:00:00.000000
1780066800,965.22,974.83,956.62,958.94,10837.152,4796,2026-05-29T15:00:00.000000
1780070400,959.14,971.7,957.1,965.23,9106.7,3590,2026-05-29T16:00:00.000000
1780074000,965.13,967.02,950.88,952.61,32087.511,5520,2026-05-29T17:00:00.000000
1780077600,952.68,959.72,949.41,950.63,15956.994,5087,2026-05-29T18:00:00.000000
1780081200,950.72,971.44,940.26,969.85,14704.295,5122,2026-05-29T19:00:00.000000
1780084800,969.74,970.0,961.0,965.36,11044.014,3319,2026-05-29T20:00:00.000000
1780088400,965.35,965.76,963.16,964.61,2001.004,1235,2026-05-29T21:00:00.000000
1780092000,964.62,965.07,961.11,961.35,1684.037,638,2026-05-29T22:00:00.000000
1780095600,961.43,965.3,960.72,964.95,988.066,880,2026-05-29T23:00:00.000000
1780099200,964.9,968.06,959.72,965.07,2658.624,2305,2026-05-30T00:00:00.000000
1780102800,964.84,968.45,962.77,967.77,916.505,874,2026-05-30T01:00:00.000000
1780106400,967.7,969.94,965.89,969.12,725.32,851,2026-05-30T02:00:00.000000
1780110000,969.01,970.97,963.22,967.48,1283.401,1488,2026-05-30T03:00:00.000000
1780113600,967.55,969.74,965.99,969.74,508.444,998,2026-05-30T04:00:00.000000
1780117200,969.56,971.07,967.43,969.87,662.802,738,2026-05-30T05:00:00.000000
1780120800,969.92,978.7,967.73,975.84,3050.987,1615,2026-05-30T06:00:00.000000
1780124400,976.15,976.7,973.0,973.43,649.787,648,2026-05-30T07:00:00.000000
1780128000,973.63,976.38,972.72,972.73,1046.905,953,2026-05-30T08:00:00.000000
1780131600,972.73,974.31,970.68,973.95,510.154,739,2026-05-30T09:00:00.000000
1780135200,974.0,975.19,972.7,973.06,424.312,690,2026-05-30T10:00:00.000000
1780138800,972.98,973.57,968.51,971.59,882.715,1171,2026-05-30T11:00:00.000000
1780142400,971.56,976.39,970.17,976.19,801.943,1097,2026-05-30T12:00:00.000000
1780146000,976.11,977.85,974.21,976.42,1160.376,1312,2026-05-30T13:00:00.000000
1780149600,976.42,977.35,973.0,973.61,1287.843,1388,2026-05-30T14:00:00.000000
1780153200,973.59,975.45,971.0,975.45,1065.379,1017,2026-05-30T15:00:00.000000
1780156800,975.24,976.38,972.74,974.2,1096.309,1489,2026-05-30T16:00:00.000000
1780160400,974.29,975.36,971.4,973.12,963.633,1299,2026-05-30T17:00:00.000000
1780164000,973.02,973.98,972.09,973.18,326.871,541,2026-05-30T18:00:00.000000
1780167600,973.18,974.26,972.38,973.77,220.375,284,2026-05-30T19:00:00.000000
1780171200,974.02,976.38,973.73,975.92,212.024,392,2026-05-30T20:00:00.000000
1780174800,975.92,976.38,975.71,976.26,302.734,385,2026-05-30T21:00:00.000000
1780178400,976.38,977.29,973.89,976.8,359.58,698,2026-05-30T22:00:00.000000
1780182000,976.73,978.79,976.72,978.04,531.679,517,2026-05-30T23:00:00.000000
1780185600,978.04,980.89,977.5,979.01,440.354,836,2026-05-31T00:00:00.000000
1780189200,979.05,981.73,979.0,981.06,686.456,907,2026-05-31T01:00:00.000000
1780192800,981.04,981.5,979.68,980.31,1319.041,887,2026-05-31T02:00:00.000000
1780196400,980.27,980.59,979.2,980.19,381.741,607,2026-05-31T03:00:00.000000
1780200000,980.15,981.28,979.25,979.8,605.233,714,2026-05-31T04:00:00.000000
1780203600,979.8,980.48,978.13,979.29,433.207,746,2026-05-31T05:00:00.000000
1780207200,979.0,981.01,978.91,979.5,424.724,680,2026-05-31T06:00:00.000000
1780210800,979.38,982.1,979.01,981.17,1476.321,1810,2026-05-31T07:00:00.000000
1780214400,981.17,981.38,980.72,980.73,253.576,621,2026-05-31T08:00:00.000000
1780218000,980.73,980.91,980.51,980.61,168.501,301,2026-05-31T09:00:00.000000
1780221600,980.51,981.03,980.15,980.46,733.056,530,2026-05-31T10:00:00.000000
1780225200,980.57,981.15,980.1,981.09,369.972,490,2026-05-31T11:00:00.000000
1780228800,981.09,981.3,980.23,980.66,664.995,433,2026-05-31T12:00:00.000000
1780232400,980.64,981.17,980.31,980.57,194.192,469,2026-05-31T13:00:00.000000
1780236000,980.57,981.3,980.56,980.88,556.496,775,2026-05-31T14:00:00.000000
1780239600,980.88,991.33,980.47,987.29,3275.102,2663,2026-05-31T15:00:00.000000
1780243200,987.23,989.0,986.06,988.5,1622.551,1177,2026-05-31T16:00:00.000000
1780246800,988.43,991.62,986.92,990.82,1071.931,1031,2026-05-31T17:00:00.000000
1780250400,991.01,1003.6,989.93,990.48,6258.83,4123,2026-05-31T18:00:00.000000
1780254000,990.39,994.7,988.55,992.01,1930.806,2597,2026-05-31T19:00:00.000000
1780257600,991.98,993.53,990.76,992.02,701.576,1217,2026-05-31T20:00:00.000000
1780261200,992.05,998.96,987.19,990.25,1903.889,2389,2026-05-31T21:00:00.000000
1780264800,990.23,991.42,984.6,991.02,1930.743,2399,2026-05-31T22:00:00.000000
1780268400,991.47,993.58,983.0,988.71,2961.677,2806,2026-05-31T23:00:00.000000
1780272000,988.6,1012.0,978.73,1007.4,7889.973,7229,2026-06-01T00:00:00.000000
1780275600,1007.6,1010.5,1000.0,1009.3,3901.624,2672,2026-06-01T01:00:00.000000
1780279200,1009.5,1015.4,1004.8,1007.9,3890.186,2660,2026-06-01T02:00:00.000000
1780282800,1008.1,1010.6,998.42,1000.5,12399.952,4457,2026-06-01T03:00:00.000000
1780286400,1000.5,1008.8,1000.4,1007.3,2137.562,1711,2026-06-01T04:00:00.000000
1780290000,1007.3,1008.2,1001.8,1004.8,2052.561,1548,2026-06-01T05:00:00.000000
1780293600,1005.1,1008.2,1004.1,1007.4,1511.282,1200,2026-06-01T06:00:00.000000
1780297200,1007.1,1007.5,1002.4,1005.6,2347.948,1607,2026-06-01T07:00:00.000000
1780300800,1005.5,1013.7,1000.7,1011.8,3859.442,3045,2026-06-01T08:00:00.000000
1780304400,1011.8,1025.0,1011.8,1016.7,4829.266,3576,2026-06-01T09:00:00.000000
1780308000,1016.9,1026.1,1016.9,1021.5,2952.524,2493,2026-06-01T10:00:00.000000
1780311600,1021.4,1021.4,1000.6,1006.6,6044.882,4035,2026-06-01T11:00:00.000000
1780315200,1006.5,1015.3,1002.0,1006.5,6500.196,3885,2026-06-01T12:00:00.000000
1780318800,1006.5,1037.9,996.85,1013.4,27884.246,13239,2026-06-01T13:00:00.000000
1780322400,1013.4,1039.8,1012.2,1031.9,15994.355,7712,2026-06-01T14:00:00.000000
1780326000,1031.8,1036.4,1021.3,1031.7,9269.98,4213,2026-06-01T15:00:00.000000
1780329600,1031.8,1044.6,1030.8,1044.6,21089.094,6761,2026-06-01T16:00:00.000000
1780333200,1044.8,1047.4,1038.1,1047.3,7931.443,4101,2026-06-01T17:00:00.000000
1780336800,1047.4,1047.6,1032.3,1032.9,5244.052,3057,2026-06-01T18:00:00.000000
1780340400,1032.6,1037.4,1028.4,1035.6,4339.169,2325,2026-06-01T19:00:00.000000
1780344000,1035.7,1041.7,1033.2,1039.3,3153.581,1571,2026-06-01T20:00:00.000000
1780347600,1039.3,1041.7,1039.1,1041.7,654.013,704,2026-06-01T21:00:00.000000
1780351200,1041.7,1041.7,1034.7,1036.2,1201.511,878,2026-06-01T22:00:00.000000
1780354800,1036.6,1041.2,1036.4,1040.4,745.321,719,2026-06-01T23:00:00.000000
1780358400,1040.9,1041.3,1020.0,1022.4,7151.934,4134,2026-06-02T00:00:00.000000
1780362000,1022.1,1026.5,1012.1,1012.2,4721.863,2326,2026-06-02T01:00:00.000000
1780365600,1012.3,1022.8,1009.4,1019.6,5473.884,2514,2026-06-02T02:00:00.000000
1780369200,1019.5,1021.2,1012.3,1016.3,3512.269,2668,2026-06-02T03:00:00.000000
1780372800,1016.1,1026.6,1015.9,1026.6,2396.529,2108,2026-06-02T04:00:00.000000
1780376400,1026.6,1037.7,1025.1,1037.7,4531.537,2792,2026-06-02T05:00:00.000000
1780380000,1037.7,1041.1,1023.5,1025.7,6791.445,4040,2026-06-02T06:00:00.000000
1780383600,1025.7,1031.1,1021.0,1025.9,5218.029,2534,2026-06-02T07:00:00.000000
1780387200,1026.7,1039.1,1026.7,1028.0,6079.268,3113,2026-06-02T08:00:00.000000
1780390800,1028.0,1033.8,1023.7,1032.1,1699.465,1568,2026-06-02T09:00:00.000000
1780394400,1031.9,1033.0,1026.9,1031.0,2478.916,1887,2026-06-02T10:00:00.000000
1780398000,1030.9,1052.7,1030.9,1044.6,5374.893,4029,2026-06-02T11:00:00.000000
1780401600,1045.3,1048.6,1043.6,1044.4,2030.114,1733,2026-06-02T12:00:00.000000
1780405200,1044.4,1057.2,1019.0,1053.9,22001.673,9809,2026-06-02T13:00:00.000000
1780408800,1053.9,1073.1,1024.0,1029.7,36541.38,12926,2026-06-02T14:00:00.000000
1780412400,1029.8,1045.3,1026.1,1044.0,7185.431,4790,2026-06-02T15:00:00.000000
1780416000,1044.0,1045.9,1032.1,1045.7,4349.44,3598,2026-06-02T16:00:00.000000
1780419600,1046.2,1051.0,1041.8,1049.1,3286.266,2032,2026-06-02T17:00:00.000000
1780423200,1049.9,1056.9,1045.0,1056.5,3236.449,2372,2026-06-02T18:00:00.000000
1780426800,1056.2,1076.6,1055.5,1065.0,5742.734,3754,2026-06-02T19:00:00.000000
1780430400,1065.1,1070.5,1061.3,1068.6,2199.97,1961,2026-06-02T20:00:00.000000
1780434000,1068.6,1069.1,1063.7,1065.5,1100.173,1182,2026-06-02T21:00:00.000000
1780437600,1065.4,1069.5,1052.0,1053.7,8638.392,4681,2026-06-02T22:00:00.000000
1780441200,1054.0,1059.2,1046.9,1057.2,2656.809,2706,2026-06-02T23:00:00.000000
1780444800,1057.5,1069.0,1055.5,1066.4,3821.71,3026,2026-06-03T00:00:00.000000
1780448400,1066.4,1066.6,1057.0,1060.6,1883.56,2018,2026-06-03T01:00:00.000000
1780452000,1060.6,1062.6,1058.3,1060.8,882.228,1691,2026-06-03T02:00:00.000000
1780455600,1060.7,1065.8,1059.0,1063.3,1250.034,1405,2026-06-03T03:00:00.000000
1780459200,1063.3,1066.4,1060.7,1063.7,806.167,1554,2026-06-03T04:00:00.000000
1780462800,1063.2,1067.2,1061.6,1062.1,1363.125,1445,2026-06-03T05:00:00.000000
1780466400,1062.4,1063.9,1060.2,1061.7,1108.31,1457,2026-06-03T06:00:00.000000
1780470000,1061.7,1062.9,1060.9,1062.0,498.054,842,2026-06-03T07:00:00.000000
1780473600,1062.0,1077.0,1062.0,1076.5,3462.229,2217,2026-06-03T08:00:00.000000
1780477200,1077.1,1086.2,1076.2,1081.4,6409.997,2891,2026-06-03T09:00:00.000000
1780480800,1081.6,1088.4,1078.1,1082.2,3405.502,2053,2026-06-03T10:00:00.000000
1780484400,1082.2,1085.2,1073.7,1078.7,2819.051,2110,2026-06-03T11:00:00.000000
1780488000,1078.5,1081.2,1072.8,1076.4,4405.184,2091,2026-06-03T12:00:00.000000
1780491600,1076.1,1089.4,1039.6,1043.6,27484.939,11549,2026-06-03T13:00:00.000000
1780495200,1043.9,1076.2,1042.5,1066.4,15233.634,7439,2026-06-03T14:00:00.000000
1780498800,1066.3,1075.4,1055.1,1057.4,7406.128,4462,2026-06-03T15:00:00.000000
1780502400,1057.3,1069.7,1054.6,1065.8,9492.739,3896,2026-06-03T16:00:00.000000
1780506000,1065.9,1073.5,1056.1,1071.7,2655.032,2144,2026-06-03T17:00:00.000000
1780509600,1072.0,1077.2,1067.2,1072.1,4389.243,2551,2026-06-03T18:00:00.000000
1780513200,1072.2,1090.2,1070.0,1080.6,17653.501,5412,2026-06-03T19:00:00.000000
1780516800,1080.6,1081.1,1055.1,1060.9,7729.023,4272,2026-06-03T20:00:00.000000
1780520400,1061.1,1066.8,1043.6,1060.1,6824.773,3644,2026-06-03T21:00:00.000000
1780524000,1060.5,1062.0,1052.0,1056.4,2927.54,2270,2026-06-03T22:00:00.000000
1780527600,1056.8,1056.9,1050.6,1052.3,2441.982,2251,2026-06-03T23:00:00.000000
1780531200,1052.0,1061.7,1043.1,1057.2,5866.285,3984,2026-06-04T00:00:00.000000
1780534800,1057.1,1060.6,1049.1,1050.3,5800.514,2175,2026-06-04T01:00:00.000000
1780538400,1050.4,1053.0,1041.2,1047.6,2955.901,2224,2026-06-04T02:00:00.000000
1780542000,1047.5,1056.0,1046.8,1054.0,644.054,917,2026-06-04T03:00:00.000000
1780545600,1053.9,1058.2,1053.3,1053.9,1201.599,985,2026-06-04T04:00:00.000000
1780549200,1054.1,1056.4,1051.7,1055.2,344.53,447,2026-06-04T05:00:00.000000
1780552800,1055.4,1057.4,1053.3,1056.0,330.959,560,2026-06-04T06:00:00.000000
1780556400,1056.0,1056.4,1052.5,1052.5,1506.012,1116,2026-06-04T07:00:00.000000
1780560000,1053.0,1053.6,1033.2,1035.2,10258.644,4312,2026-06-04T08:00:00.000000
1780563600,1035.7,1036.1,994.66,1018.8,26223.335,9899,2026-06-04T09:00:00.000000
1780567200,1018.9,1020.2,997.98,1007.9,5252.479,3238,2026-06-04T10:00:00.000000
1780570800,1008.3,1014.2,997.52,1005.9,8148.814,3951,2026-06-04T11:00:00.000000
1780574400,1005.6,1019.2,998.67,1015.7,7732.268,5195,2026-06-04T12:00:00.000000
1780578000,1015.2,1029.7,985.07,985.47,24442.883,11539,2026-06-04T13:00:00.000000
1780581600,985.42,1006.3,971.74,999.21,25990.574,12257,2026-06-04T14:00:00.000000
1780585200,999.2,1015.2,992.4,1007.6,10548.368,5253,2026-06-04T15:00:00.000000
1780588800,1007.6,1026.3,1005.1,1024.2,25839.236,6608,2026-06-04T16:00:00.000000
1780592400,1024.2,1026.6,1018.0,1025.0,25413.44,5377,2026-06-04T17:00:00.000000
1780596000,1025.3,1035.8,1014.4,1015.3,9959.854,3748,2026-06-04T18:00:00.000000
1780599600,1015.4,1029.0,997.4,997.4,8510.735,3801,2026-06-04T19:00:00.000000
