dt,slope,iv_hat,omega_bp,half_spread_bp
2026-07-16,-0.2724757639983778,591565.0939553782,0.0,0.6534879928559671
2026-07-17,-0.38809530658872554,809357.4404093948,0.0,0.7176175098665881
2026-07-18,-0.015558531702344827,27840.380189687712,0.0,0.37195462153583425
2026-07-19,-0.043072353515137274,81668.20302061045,0.0,0.3693444136654074
2026-07-20,-0.2142153574117787,459702.70702821383,0.0,0.6976419701410822
2026-07-21,-0.04452825686338942,338047.0628555194,0.0,0.3458651817526248
2026-07-22,-0.15509656548311343,313026.4938604775,0.0,0.33126842680669305
2026-07-23,-0.17369641268914984,340417.5669387394,0.0,0.6122948812149324
2026-07-24,-0.17604021996113278,351749.83418451075,0.0,0.6317518478742987
2026-07-25,-0.015587928830659147,26084.713407500258,0.0,0.34827430083981614
2026-07-26,-0.018970779424100474,37816.3022479347,0.0,0.34479191807791065
2026-07-27,-0.30383968932418876,557300.31696213,0.0,0.4040240798347908
2026-07-28,-0.49316358190115595,866519.962347818,0.0,0.4631559446061278
2026-07-29,-0.7578857459741436,1363327.9816048392,0.0,0.5065368581675955
2026-07-30,-0.28350279018749575,663371.4276647816,0.0,0.49094211792440834
2026-07-31,-0.4593151730596013,840720.7791202071,0.0,0.4073817574454574
2026-08-01,-0.022714603159188097,57421.32528497318,0.0,0.4128307806635694
2026-08-02,-0.04814769696083976,92999.33316433379,0.0,0.40487469128267967
2026-08-03,-0.2874225390512226,648200.2648954758,0.0,0.4137189193658064
2026-08-04,-0.25059555225471253,463263.66676937585,0.0,0.3817230980651847
2026-08-05,-0.09427996016553877,1086477.5555841923,0.0,0.3571301024960146
2026-08-06,0.10854277842340312,987978.1252679675,0.23296220554352065,0.4044816567574179
2026-08-07,-0.19192938261955741,337480.43829740194,0.0,0.4064544974195684
2026-08-08,-0.004845448183136818,10487.260658145517,0.0,0.41116730397561385
2026-08-09,-0.007132058373218954,13535.425252469711,0.0,0.40914856184243303
2026-08-10,-0.15125135065554932,260995.67288389776,0.0,0.4095507228575846
