dt,slope,iv_hat,omega_bp,half_spread_bp
2026-05-04,0.022633090659632864,209214.3870851286,0.1063792523465757,2.4228719108379466
2026-05-05,0.1724066661466898,352559.2012491919,0.2936040413096266,1.7919220155538829
2026-05-06,-0.060753556027171314,311640.04751695844,0.0,2.4120464491232054
2026-05-07,-0.07961772276892956,247676.87845000668,0.0,1.810216863980305
2026-05-08,-0.05208085147795725,512587.1085289583,0.0,1.4673514306679785
2026-05-09,0.002307928864509913,22414.01764657614,0.03397005199076028,2.22922836852344
2026-05-10,0.015553793195004656,69519.27060460753,0.08818671440473519,1.8956148110708215
2026-05-11,-0.09879885197456562,355460.1346522128,0.0,1.620587949308009
2026-05-12,-0.10196687989167838,337391.44495572057,0.0,1.4232849416456408
2026-05-13,-0.09707602431319252,251087.61135955108,0.0,1.30565347956682
2026-05-14,-0.05724501470815506,222101.72771395158,0.0,1.0757700720764318
2026-05-15,-0.12187036170105926,415945.42337803455,0.0,1.1459566828372152
2026-05-16,0.008791166357462627,46648.80005431325,0.06629919440484412,1.086130118388018
2026-05-17,-0.0034089049369477337,35045.18946315496,0.0,1.0770059235332323
2026-05-18,-0.07147430660878391,500186.4011768741,0.0,1.1514104778360463
2026-05-19,-0.06432513111543496,290359.24599623756,0.0,1.131349700192158
2026-05-20,-0.03721244346622862,200974.67472815962,0.0,1.0642449182303544
2026-05-21,-0.0508691498847015,217965.8867929944,0.0,0.976149415937118
2026-05-22,-0.04415116449681706,174496.659821058,0.0,0.6703311435850834
2026-05-23,-0.0005939612788544839,32306.035813963943,0.0,1.0149193139143902
2026-05-24,-0.002958560381151549,40362.67999865134,0.0,1.318391562294301
2026-05-25,-0.0001151212817119498,25369.899658813338,0.0,0.9752608822858636
2026-05-26,-0.06936815740871505,229092.397744599,0.0,0.9449711783789163
2026-05-27,-0.028976381482774094,188642.43959680462,0.0,0.9395847035608837
2026-05-28,-0.050621407440798655,244517.81452145244,0.0,0.9150526155259475
2026-05-29,-0.04133619105769356,144743.25395813966,0.0,0.6045583701107717
2026-05-30,-0.00663600148319711,15197.454637404584,0.0,0.8874426859937343
2026-05-31,-0.003888929077978091,18118.52912362929,0.0,0.8692376785557747
2026-06-01,-0.06295352686324063,225280.66836092088,0.0,0.8509431286347522
2026-06-02,-0.038268192153944905,159405.9801185508,0.0,0.8620937383256834
2026-06-03,-0.061272737390951716,209067.50931378524,0.0,0.8690865899937847
2026-06-04,-0.07381083603273937,256875.62927288652,0.0,0.8619946556330044
2026-06-05,-0.06641831971707783,308473.4760057902,0.0,0.9787608887147384
2026-06-06,-0.004688807764743979,49761.38869142901,0.0,0.9854482146961683
2026-06-07,-0.016602918770022613,58340.57168314991,0.0,0.9671491666396549
2026-06-08,-0.08283798714962548,333187.5737211234,0.0,1.2009848075424576
2026-06-09,-0.09744852615570856,376363.6878174416,0.0,1.1787587670185977
2026-06-10,-0.14657422635870418,482749.89983788185,0.0,1.2073649260491728
2026-06-11,-0.1419189196433127,451656.84113456914,0.0,0.8887045649789809
2026-06-12,-0.08220476439227514,331126.5074026932,0.0,0.9958175662215285
2026-06-13,-0.0015207276610289676,24588.867784244696,0.0,0.7524265757065398
2026-06-14,-0.003012633255551525,50763.98233236883,0.0,0.7472166180974733
2026-06-15,-0.03886304793676798,156560.73917972087,0.0,0.7151200209762035
2026-06-16,-0.04468051053367356,211707.00201910103,0.0,0.7418947993173444
2026-06-17,-0.06378768508777458,264614.3405297556,0.0,0.7334066740011781
2026-06-18,-0.05312584166366981,190031.43981626935,0.0,0.6903058054711962
2026-06-19,-0.010814861892028672,55629.9352418013,0.0,0.4609569466207663
2026-06-20,-0.006377223165058657,21885.591779051298,0.0,0.6735972337611018
2026-06-21,-0.008330418968378493,21348.523099348313,0.0,0.6759040216293385
2026-06-22,-0.056776767434928474,159625.63814837817,0.0,0.8588482844507471
2026-06-23,-0.11613922137655133,376579.88945079496,0.0,1.0077597500752384
2026-06-24,-0.15779569046717712,428698.02727974404,0.0,1.0444409629742115
2026-06-25,-0.11220455987346249,434838.15482685063,0.0,0.9049364282161235
2026-06-26,-0.17217033954515423,459421.48112322524,0.0,1.1340182803746797
2026-06-27,-0.005925071897898321,18871.951214848457,0.0,0.7157000739561082
2026-06-28,-0.009728814845690124,27917.229304281016,0.0,0.7186489399932493
2026-06-29,-0.13109522662155162,512000.2087019078,0.0,0.9917683229194277
2026-06-30,-0.12324091044117878,328474.21831755753,0.0,0.9284189026090682
2026-07-01,-0.11673791769947985,350317.7594778374,0.0,0.9121174807317257
2026-07-02,-0.19248832694491547,643283.2187417987,0.0,1.2507191635190236
2026-07-03,-0.043060940942032694,155233.27540027126,0.0,0.8219403271321257
2026-07-04,-0.0044510081277599435,12637.647296234773,0.0,0.8217377019421463
2026-07-05,-0.01220156158823258,27674.333418351573,0.0,0.806343233436855
2026-07-06,-0.17217075232167944,446955.1213386415,0.0,0.8599191675981155
2026-07-07,-0.19631944916790894,538027.0060785608,0.0,0.9122700319300043
2026-07-08,-0.27260085501106873,766020.0222498489,0.0,0.967960507211159
2026-07-09,-0.15901563888076917,450839.6659384252,0.0,0.7958192959650755
2026-07-10,-0.16027704889774616,352322.9767393306,0.0,0.5538325210457617
2026-07-11,-0.03128886107339633,50557.93207321773,0.0,0.5155702206641717
2026-07-12,-0.01876433881312624,34120.01484796528,0.0,0.5119279205489031
2026-07-13,-0.20042192993648697,469849.0182013204,0.0,0.5972645284597905
2026-07-14,-0.1957347585154118,483556.27512694703,0.0,0.5787706910523366
2026-07-15,-0.20258154116873076,555310.3920938391,0.0,0.5812601720531431
