dt,ok,n_lgt,n_bnc,gz_bad,usable_pct,lgt_fresh_pct,bnc_fresh_pct,lgt_move_pct,bnc_move_pct,lgt_lat_ms_p50,bnc_lat_ms_p50
2026-08-18,true,824718,6108555,7,43.96724537037037,62.23888888888889,45.37627314814815,49.103262371767705,22.794220234444307,-29.9568,-29.177
2026-08-19,true,1508587,13165719,0,99.03495370370369,99.11840277777777,99.90671296296296,53.93414689445132,26.225659197206376,-34.8521,-34.6261
2026-08-20,true,1716633,12256097,0,98.453125,98.62534722222223,99.75914351851853,51.30073415742357,21.956185673056012,-76.5624,-76.7817
2026-08-21,true,1262710,8564276,0,96.11203703703704,96.84965277777778,99.02465277777777,44.259448367549446,17.864110172349015,-74.3127,-73.3008
2026-08-22,true,265118,1099868,2,68.47152777777778,75.19074074074074,87.86284722222221,17.727191283211123,3.165853609062972,-59.08355,-59.19675
2026-08-23,true,351978,1515660,20,77.38888888888889,83.24467592592593,90.59722222222221,20.24422708782005,3.6843443407513763,-57.40145,-57.5766
2026-08-24,true,1394345,8955733,0,97.47037037037038,97.97928240740741,99.34502314814814,48.494200516776225,17.80039993160315,-67.1097,-66.3068
2026-08-25,true,1275326,8782970,0,97.125,97.609375,99.25486111111111,50.06303922970589,17.589255922589256,-62.2109,-62.5701
2026-08-26,true,1188998,6603205,0,98.68344907407408,98.97581018518518,99.6863425925926,48.46304060988125,15.81093681278405,-59.0591,-61.2352
2026-08-27,true,1360926,7029953,0,97.4599537037037,97.77662037037037,99.65034722222222,51.12890622216627,17.143081085061056,-59.5189,-62.8074
2026-08-28,true,1413613,7479127,14,92.48217592592593,94.39548611111111,96.15567129629629,48.101736320562274,15.889823614660484,-63.4033,-64.7769
2026-08-29,true,124779,823987,0,56.977546296296296,60.99803240740741,87.09560185185185,11.444160508322398,1.4294536102997037,-54.8231,-55.9578
2026-08-30,true,270676,1691594,0,68.65266203703703,73.98819444444445,89.1519675925926,16.744751407295514,3.453037044030353,-66.4934,-67.7461
2026-08-31,true,1254679,6648922,0,90.35682870370371,94.04583333333333,92.39305555555556,46.73740814133265,12.046374776958126,-69.5896,-69.6225
2026-09-01,true,1397488,7804237,0,98.08796296296296,98.1681712962963,99.88310185185185,50.158705810166616,13.865695945627035,-71.8473,-70.5258
2026-09-02,true,1169509,6150276,0,97.82708333333333,97.98819444444445,99.75983796296296,43.095456126527104,11.74029194558615,-70.9165,-69.1171
2026-09-03,true,1148036,6099835,2,92.7318287037037,92.99398148148148,99.1420138888889,41.110804627541334,12.46687793230929,-66.9897,-66.5921
2026-09-04,true,1065704,6219954,36,90.27719907407408,90.746875,96.99131944444444,37.071776101128854,13.674703042968225,-57.23,-56.5237
2026-09-05,true,148364,874447,1,51.420833333333334,54.6050925925926,86.16782407407408,9.865939190953371,3.0998748525691235,-61.0386,-62.0866
2026-09-06,true,232333,1120788,0,62.21435185185186,65.39525462962963,83.94953703703703,13.677697327786998,3.7473117879493687,-63.8446,-64.836
2026-09-07,true,524984,2425353,0,82.29594907407407,84.19606481481482,95.45787037037037,23.614804855443527,5.582269277126225,-61.5098,-62.2468
2026-09-08,true,1457157,8161264,44,97.23634259259259,97.43449074074074,99.71550925925926,46.48931940837164,17.143462497113514,-62.2006,-60.9159
2026-09-09,true,277952,952349,11,26.661805555555556,26.68460648148148,26.860416666666666,42.10012241814914,8.407782668715651,-64.388,-62.1027
2026-09-10,true,863889,5605823,3,53.649537037037035,53.79675925925926,55.27337962962962,51.13368656317148,18.792230094146685,242.608,241.3738
2026-09-11,false,1474943,7296832,,,,,,,,
2026-09-12,true,182625,607751,0,54.83460648148149,60.65983796296296,86.12696759259259,12.618965702839557,1.3588843555219716,423.6819,423.5355
2026-09-13,true,572110,2074237,16,73.68969907407407,76.49907407407407,87.3400462962963,24.238430983274146,4.8036765779929915,422.69455,423.5535
2026-09-14,false,1258353,5396548,,,,,,,,
