feat,x_form,y_kind,day_type,hor,sample,n,beta,r,r2,t,lay,hor_ms
var_ask_exp10,log1p,二乗,立会日,10ms,full,1727992,2.2903733780576287e-11,0.005130800564980028,0.00002632511443759937,6.744681760154018,全窓,10
var_ask_exp10,log1p,二乗,立会日,10ms,sub,1727992,2.2903733780576287e-11,0.005130800564980028,0.00002632511443759937,6.744681760154018,全窓,10
var_ask_exp10,log1p,二乗,立会日,20ms,full,1727992,2.1023758025908366e-10,0.004603387099327423,0.00002119117278625414,6.051356100956409,全窓,20
var_ask_exp10,log1p,二乗,立会日,20ms,sub,1727992,2.1023758025908366e-10,0.004603387099327423,0.00002119117278625414,6.051356100956409,全窓,20
var_ask_exp10,log1p,二乗,立会日,50ms,full,1727992,3.1200086656379015e-10,0.0059231669584430295,0.00003508390681759125,7.78631923090618,全窓,50
var_ask_exp10,log1p,二乗,立会日,50ms,sub,1727992,3.1200086656379015e-10,0.0059231669584430295,0.00003508390681759125,7.78631923090618,全窓,50
var_ask_exp10,log1p,二乗,立会日,100ms,full,1727992,4.490501850707581e-10,0.0016389811935121688,2.6862593526865735e-6,2.1544933901127976,全窓,100
var_ask_exp10,log1p,二乗,立会日,100ms,sub,1727992,4.490501850707581e-10,0.0016389811935121688,2.6862593526865735e-6,2.1544933901127976,全窓,100
var_ask_exp10,log1p,二乗,立会日,500ms,full,1727984,1.9102788490907504e-9,0.004975270431011288,0.000024753315861695247,6.54020971041054,全窓,500
var_ask_exp10,log1p,二乗,立会日,500ms,sub,345596,2.1051050547646464e-9,0.006891678448860761,0.000047495231842491865,4.051524007127148,全窓,500
var_ask_exp10,log1p,二乗,立会日,1s,full,1727974,4.7617644231260435e-9,0.008927309972875882,0.00007969686335180918,11.735626297912212,全窓,1000
var_ask_exp10,log1p,二乗,立会日,1s,sub,172796,4.9845415066888255e-9,0.011430329168087665,0.00013065242489083566,4.7517265383531,全窓,1000
var_ask_exp10,log1p,二乗,立会日,3s,full,1727934,1.4237076323088293e-8,0.025308343002666017,0.000640512225540594,33.278685664644605,全窓,3000
var_ask_exp10,log1p,二乗,立会日,3s,sub,57596,1.2525302798015096e-8,0.027561371818313682,0.0007596292165073357,6.616898382397637,全窓,3000
var_ask_exp10,log1p,二乗,立会日,5s,full,1727894,2.4222326592593698e-8,0.03432206372883659,0.0011780040586063202,45.14271149775003,全窓,5000
var_ask_exp10,log1p,二乗,立会日,5s,sub,34556,2.597076117224818e-8,0.04343800641771747,0.0018868604015456643,8.082191997511952,全窓,5000
