metric,unit,side,day_type,hor,hor_ms,bin_i,n_up,n_dn,n,p_up,base,diff,lo,hi
kappa_depth,1/s,売り,立会日,50ms,50,1,113,128,239465,0.46887966804979253,0.4763458401305057,-0.0074661720807131515,-0.07969931730982648,0.04726953977208064
kappa_depth,1/s,売り,立会日,50ms,50,2,116,145,352329,0.4444444444444444,0.4763458401305057,-0.03190139568606126,-0.08555799414318542,0.02141704080662252
kappa_depth,1/s,売り,立会日,50ms,50,3,148,157,319748,0.4852459016393443,0.4763458401305057,0.008900061508838597,-0.0428129408047675,0.061041693712792486
kappa_depth,1/s,売り,立会日,100ms,100,0,7571,6788,239666,0.5272651298836967,0.4944141708961769,0.032850958987519774,0.024374292053993142,0.040779732884020606
kappa_depth,1/s,売り,立会日,100ms,100,1,11844,12227,239465,0.4920443687424702,0.4944141708961769,-0.0023698021537066905,-0.011883515290690415,0.007083047913098184
kappa_depth,1/s,売り,立会日,100ms,100,2,16294,17102,352329,0.4879027428434543,0.4944141708961769,-0.00651142805272259,-0.011602472034359376,-0.0008250080953564832
kappa_depth,1/s,売り,立会日,100ms,100,3,17382,18065,319748,0.49036589838350214,0.4944141708961769,-0.004048272512674755,-0.009961955946134516,0.0016890133472914476
kappa_depth,1/s,売り,立会日,100ms,100,4,9257,9453,144419,0.49476215927311595,0.4944141708961769,0.0003479883769390568,-0.006173066480434308,0.0079023901675466
kappa_depth,1/s,売り,立会日,100ms,100,5,6192,6445,108550,0.48998971274827885,0.4944141708961769,-0.004424458147898047,-0.013361494311063971,0.0033847969268267315
kappa_depth,1/s,売り,立会日,100ms,100,6,234,248,3438,0.4854771784232365,0.4944141708961769,-0.008936992472940386,-0.05849141202221686,0.03746674103890483
kappa_depth,1/s,売り,立会日,500ms,500,0,57764,46449,239666,0.554287852763091,0.4811487304624315,0.0731391223006595,0.06669179392793245,0.0791607302470803
kappa_depth,1/s,売り,立会日,500ms,500,1,70100,83961,239464,0.4550145721499925,0.4811487304624315,-0.026134158312438982,-0.03395540025866606,-0.017905683732537106
kappa_depth,1/s,売り,立会日,500ms,500,2,100231,115221,352329,0.46521266917921394,0.4811487304624315,-0.015936061283217562,-0.021925497867352085,-0.010703690391999407
kappa_depth,1/s,売り,立会日,500ms,500,3,101846,112107,319748,0.47602043439446984,0.4811487304624315,-0.0051282960679616685,-0.008934027305443282,-0.0018571463443070133
kappa_depth,1/s,売り,立会日,500ms,500,4,49168,51856,144419,0.4866962305986696,0.4811487304624315,0.005547500136238115,0.0017800095698785616,0.009657180733002079
kappa_depth,1/s,売り,立会日,500ms,500,5,36110,38288,108550,0.4853625097448856,0.4811487304624315,0.004213779282454089,-0.001112602843789109,0.008952306299767341
kappa_depth,1/s,売り,立会日,500ms,500,6,1221,1190,3438,0.5064288676897553,0.4811487304624315,0.02528013722732375,0.0074649897512986075,0.04218108609574192
kappa_depth,1/s,売り,立会日,1s,1000,0,78303,66616,239666,0.5403225249967223,0.47984472948936346,0.06047779550735882,0.055195912926071476,0.06613091074025743
kappa_depth,1/s,売り,立会日,1s,1000,1,84453,103401,239464,0.4495672170941263,0.47984472948936346,-0.030277512395237183,-0.03557454263644586,-0.023596578243476468
kappa_depth,1/s,売り,立会日,1s,1000,2,124036,141335,352328,0.46740600894596623,0.47984472948936346,-0.01243872054339723,-0.0172775437669336,-0.008846140351617807
kappa_depth,1/s,売り,立会日,1s,1000,3,121411,133602,319747,0.4760972970005451,0.47984472948936346,-0.0037474324888183697,-0.007369615207003098,-0.0001908670892557179
kappa_depth,1/s,売り,立会日,1s,1000,4,57873,61464,144419,0.48495437291032956,0.47984472948936346,0.005109643420966092,0.0016157393582826613,0.008451478090359956
kappa_depth,1/s,売り,立会日,1s,1000,5,42854,45440,108550,0.48535574331211634,0.47984472948936346,0.005511013822752875,0.00040888152609053793,0.010145595016411364
kappa_depth,1/s,売り,立会日,1s,1000,6,1477,1427,3438,0.5086088154269972,0.47984472948936346,0.028764085937633743,0.012061717177602582,0.04714081326767708
kappa_depth,1/s,売り,立会日,3s,3000,0,109398,106965,239663,0.5056224955283481,0.4817193096610034,0.023903185867344745,0.017774697870159274,0.03115292539580238
kappa_depth,1/s,売り,立会日,3s,3000,1,102093,118934,239462,0.46190284444886825,0.4817193096610034,-0.019816465212135148,-0.024031507975765122,-0.014788895940836204
kappa_depth,1/s,売り,立会日,3s,3000,2,149469,166063,352320,0.47370472725428797,0.4817193096610034,-0.008014582406715431,-0.012259085809277296,-0.004331227106241166
kappa_depth,1/s,売り,立会日,3s,3000,3,141553,153041,319744,0.48050197899482,0.4817193096610034,-0.0012173306661834027,-0.004634076237758673,0.001768623235445166
kappa_depth,1/s,売り,立会日,3s,3000,4,66416,69156,144417,0.4898946685156227,0.4817193096610034,0.008175358854619286,0.004417857834109959,0.011937035990079866
kappa_depth,1/s,売り,立会日,3s,3000,5,49826,51696,108546,0.4907901735584405,0.4817193096610034,0.00907086389743711,0.004618551973290148,0.013118877030854223
kappa_depth,1/s,売り,立会日,3s,3000,6,1646,1633,3438,0.5019823116803903,0.4817193096610034,0.02026300201938691,0.006271021314808373,0.036113524420709905
