metric,side,day_type,hor,hor_ms,x_form,y_kind,n,beta,r,r2,t
kappa_depth,売り,立会日,10ms,10,log1p,二乗,145254,2.261220652042181e-11,0.003722370797741923,0.00001385604435588184,1.418677568051804
kappa_depth,売り,立会日,20ms,20,log1p,二乗,145254,2.261220652042181e-11,0.003722370797741923,0.00001385604435588184,1.418677568051804
kappa_depth,売り,立会日,50ms,50,log1p,二乗,145254,2.7682137683279676e-11,0.004194852291765419,0.000017596785749729586,1.5987536712508776
kappa_depth,売り,立会日,100ms,100,log1p,二乗,145254,7.875225583259924e-9,0.012542973290607032,0.0001573261789688814,4.780746586260091
kappa_depth,売り,立会日,500ms,500,log1p,二乗,145254,1.2808478825312092e-7,0.010884302929357607,0.00011846805025802257,4.148464781433726
kappa_depth,売り,立会日,1s,1000,log1p,二乗,145253,2.789209546545192e-7,0.014991424157618356,0.00022474279827362323,5.714145112898791
kappa_depth,売り,立会日,3s,3000,log1p,二乗,145248,7.060419877320811e-7,0.002134784351650715,4.5573042280527634e-6,0.8135927891389179
kappa_depth,売り,立会日,5s,5000,log1p,二乗,145238,1.1467509665217115e-6,0.030369798368329235,0.0009223246529329731,11.579223079018739
kappa_depth,売り,立会日,10s,10000,log1p,二乗,145222,2.21998011108419e-6,0.03350671049554632,0.001122699648232354,12.775824507730567
kappa_depth,売り,立会日,30s,30000,log1p,二乗,145188,6.534073678665984e-6,0.019040627645009803,0.00036254550111591155,7.2564193086937365
kappa_depth,売り,立会日,50s,50000,log1p,二乗,145137,7.932869920389124e-6,0.0596285229830022,0.0035555607531344213,22.756925437601012
kappa_depth,売り,立会日,100s,100000,log1p,二乗,144963,0.000013289698949249726,0.0641733273867818,0.00411821594789108,24.483655036632552
kappa_depth,売り,立会日,10ms,10,log1p,符号つき,145254,-9.980953820229053e-9,-0.0015183507202505724,2.305388909685432e-6,-0.5786735883893059
kappa_depth,売り,立会日,20ms,20,log1p,符号つき,145254,-9.980953820229053e-9,-0.0015183507202505724,2.305388909685432e-6,-0.5786735883893059
kappa_depth,売り,立会日,50ms,50,log1p,符号つき,145254,1.0022838764229716e-8,0.0012160999504974366,1.4788990895998678e-6,0.4634796308899181
kappa_depth,売り,立会日,100ms,100,log1p,符号つき,145254,7.424071419888253e-7,0.004448404135754758,0.00001978829935500003,1.6953899068798575
kappa_depth,売り,立会日,500ms,500,log1p,符号つき,145254,3.6048901122573834e-6,0.005517332106031509,0.000030440953568246087,2.1027943289343267
kappa_depth,売り,立会日,1s,1000,log1p,符号つき,145253,8.031432161732468e-7,0.0008549949769081029,7.310164105380874e-7,0.325854173315425
kappa_depth,売り,立会日,3s,3000,log1p,符号つき,145248,9.79793663274321e-6,0.004708985707720275,0.000022174546395513824,1.7946686564184886
kappa_depth,売り,立会日,5s,5000,log1p,符号つき,145238,0.000010606486710595414,0.005018081873400501,0.000025181145688150683,1.9124071141346466
kappa_depth,売り,立会日,10s,10000,log1p,符号つき,145222,0.000012613142383956966,0.004144004958755803,0.000017172777098192684,1.5792002776511784
kappa_depth,売り,立会日,30s,30000,log1p,符号つき,145188,0.000029469300402157412,0.005329891615587801,0.00002840774463391314,2.030892409962501
kappa_depth,売り,立会日,50s,50000,log1p,符号つき,145137,2.9448029173564696e-6,0.00043272373861970645,1.8724983396501602e-7,0.16485299433528508
kappa_depth,売り,立会日,100s,100000,log1p,符号つき,144963,-0.00006834464086128905,-0.007253542392011443,0.00005261387723270709,-2.7617678328554915
kappa_depth,売り,立会日,10ms,10,log1p,絶対値,145254,2.939777090290025e-8,0.004472183812550529,0.000020000428053238984,1.704453073580564
kappa_depth,売り,立会日,20ms,20,log1p,絶対値,145254,2.939777090290025e-8,0.004472183812550529,0.000020000428053238984,1.704453073580564
kappa_depth,売り,立会日,50ms,50,log1p,絶対値,145254,4.5180492227561135e-8,0.005482066152254471,0.00003005304929769414,2.0893531798313085
kappa_depth,売り,立会日,100ms,100,log1p,絶対値,145254,6.44331212556509e-6,0.03870865208551779,0.0014983597462776609,14.763683207757056
kappa_depth,売り,立会日,500ms,500,log1p,絶対値,145254,0.00005061912774364492,0.07944507250612354,0.006311519545503226,30.37406364557782
kappa_depth,売り,立会日,1s,1000,log1p,絶対値,145253,0.00007871185768314445,0.08692581734772543,0.007556097721570124,33.254878438253236
kappa_depth,売り,立会日,3s,3000,log1p,絶対値,145248,0.00013211343270839293,0.06607810867850349,0.004366316446528118,25.238288699730667
kappa_depth,売り,立会日,5s,5000,log1p,絶対値,145238,0.00016854062823656692,0.08642435775810545,0.0074691696139010015,33.05988188457712
kappa_depth,売り,立会日,10s,10000,log1p,絶対値,145222,0.00025350094822504247,0.09200379188976128,0.008464697722094504,35.209904935908376
kappa_depth,売り,立会日,30s,30000,log1p,絶対値,145188,0.00043722050268209364,0.09003519152001224,0.008106335712045285,34.44626233286992
kappa_depth,売り,立会日,50s,50000,log1p,絶対値,145137,0.0005283089385265231,0.09130687206364442,0.00833694488604673,34.930715135185096
kappa_depth,売り,立会日,100s,100000,log1p,絶対値,144963,0.0006673929822369577,0.08596986968686626,0.007390818493976767,32.853580887418765
kappa_depth,売り,立会日,10ms,10,生,二乗,145254,3.655379237366731e-15,0.000029876719914281156,8.926183928364042e-10,0.011386597688159772
kappa_depth,売り,立会日,20ms,20,生,二乗,145254,3.655379237366731e-15,0.000029876719914281156,8.926183928364042e-10,0.011386597688159772
kappa_depth,売り,立会日,50ms,50,生,二乗,145254,-1.5517455974512851e-15,-0.000011675120092532638,1.3630842917505932e-10,-0.004449614809984624
kappa_depth,売り,立会日,100ms,100,生,二乗,145254,1.222056568566612e-10,0.009663903623328864,0.00009339103324098874,3.6832731842613344
kappa_depth,売り,立会日,500ms,500,生,二乗,145254,1.1490029147227805e-9,0.004847836698664003,0.0000235015206569135,1.8476263437562517
kappa_depth,売り,立会日,1s,1000,生,二乗,145253,3.6514119438701645e-9,0.009744205608752228,0.00009494954294563837,3.713869368312735
kappa_depth,売り,立会日,3s,3000,生,二乗,145248,7.034184347064423e-9,0.0010560006927727576,1.115137463136544e-6,0.40245426645634796
kappa_depth,売り,立会日,5s,5000,生,二乗,145238,1.236670425177107e-8,0.016261424871173002,0.0002644339388408039,6.198022741143497
kappa_depth,売り,立会日,10s,10000,生,二乗,145222,2.670042025005269e-8,0.020009667192595827,0.00040038678115844573,7.626759327594036
kappa_depth,売り,立会日,30s,30000,生,二乗,145188,9.018339351851887e-8,0.013049904612226158,0.00017030001038820155,4.97286524283314
kappa_depth,売り,立会日,50s,50000,生,二乗,145137,1.0474107444600186e-7,0.03909938440568385,0.0015287618609034334,14.906930230520677
kappa_depth,売り,立会日,100s,100000,生,二乗,144963,1.7388618945597837e-7,0.041648883566315145,0.0017346295023204757,15.87106058490436
kappa_depth,売り,立会日,10ms,10,生,符号つき,145254,5.710988669863527e-12,0.000043135529947192364,1.8606739438251292e-9,0.016439787474032796
kappa_depth,売り,立会日,20ms,20,生,符号つき,145254,5.710988669863527e-12,0.000043135529947192364,1.8606739438251292e-9,0.016439787474032796
kappa_depth,売り,立会日,50ms,50,生,符号つき,145254,3.6684347608714127e-11,0.00022099533826504408,4.883893953488126e-8,0.08422561363256285
kappa_depth,売り,立会日,100ms,100,生,符号つき,145254,2.8207991156649056e-8,0.008391856315696394,0.00007042325242329346,3.198411899599518
kappa_depth,売り,立会日,500ms,500,生,符号つき,145254,1.3247604552120037e-7,0.010066957547820016,0.0001013436342696104,3.8369072873181196
kappa_depth,売り,立会日,1s,1000,生,符号つき,145253,2.953186111913672e-7,0.015609365275747996,0.0002436522843117273,5.949736387794116
kappa_depth,売り,立会日,3s,3000,生,符号つき,145248,6.539915662421601e-7,0.015606009583495882,0.00024354753512016532,5.948354622050943
kappa_depth,売り,立会日,5s,5000,生,符号つき,145238,5.779857033752015e-7,0.013577353184594536,0.00018434451949921938,5.174784738009124
kappa_depth,売り,立会日,10s,10000,生,符号つき,145222,8.278504879052018e-7,0.013504793128655398,0.00018237943744777804,5.14684108289388
kappa_depth,売り,立会日,30s,30000,生,符号つき,145188,2.1790254632037483e-8,0.00019570160528054455,3.829911830938206e-8,0.0745687334197654
kappa_depth,売り,立会日,50s,50000,生,符号つき,145137,-7.900014571302272e-7,-0.00576516251950627,0.000033237098876319886,-2.1963667002726344
kappa_depth,売り,立会日,100s,100000,生,符号つき,144963,-2.1833088095527445e-6,-0.011493696200576612,0.00013210505235114925,-4.376369574259879
kappa_depth,売り,立会日,10ms,10,生,絶対値,145254,3.797195669945823e-12,0.000028680849262257876,8.225911144043582e-10,0.010930828177578655
kappa_depth,売り,立会日,20ms,20,生,絶対値,145254,3.797195669945823e-12,0.000028680849262257876,8.225911144043582e-10,0.010930828177578655
kappa_depth,売り,立会日,50ms,50,生,絶対値,145254,1.2843468551704155e-13,7.737477982916035e-7,5.98685655361104e-13,0.000294890299624391
kappa_depth,売り,立会日,100ms,100,生,絶対値,145254,6.940306830285305e-8,0.020701477148147962,0.0004285511561152923,7.891425750778367
kappa_depth,売り,立会日,500ms,500,生,絶対値,145254,4.797121410585494e-7,0.03738150690989689,0.0013973770588546687,14.256782161388843
kappa_depth,売り,立会日,1s,1000,生,絶対値,145253,8.600235824107231e-7,0.04715663847102127,0.0022237485518866035,17.992264346006728
kappa_depth,売り,立会日,3s,3000,生,絶対値,145248,1.506934820162271e-6,0.03742243739512621,0.0014004388205921408,14.272119571965836
kappa_depth,売り,立会日,5s,5000,生,絶対値,145238,1.9220812165879114e-6,0.04893674910509506,0.002394805412975022,18.67208880771615
kappa_depth,売り,立会日,10s,10000,生,絶対値,145222,2.75866670170505e-6,0.04971236564822547,0.0024713192983428674,18.967712176078656
kappa_depth,売り,立会日,30s,30000,生,絶対値,145188,4.6829596336997884e-6,0.04788678921196952,0.0022931445810316,18.267394620700404
kappa_depth,売り,立会日,50s,50000,生,絶対値,145137,5.400601436794414e-6,0.04635395667050529,0.002148689299011082,17.67827856681259
kappa_depth,売り,立会日,100s,100000,生,絶対値,144963,6.713629888442456e-6,0.04289640403188792,0.0018401014788669704,16.34731444076521
kappa_depth,売り,閉場日,50ms,50,log1p,二乗,23572,-1.747651940349789e-13,-0.0004343695356007028,1.886768934579702e-7,-0.06668669445903164
kappa_depth,売り,閉場日,100ms,100,log1p,二乗,23572,2.3111288790868397e-10,0.0025149621842336,6.325034788125041e-6,0.38611139960512053
kappa_depth,売り,閉場日,500ms,500,log1p,二乗,23571,5.314693426175893e-8,0.023158221139054146,0.0005363032063253343,3.556249829496413
kappa_depth,売り,閉場日,1s,1000,log1p,二乗,23571,1.9380619400321811e-7,0.03249471998636416,0.0010559068269922146,4.991289791675015
kappa_depth,売り,閉場日,3s,3000,log1p,二乗,23568,8.007088748272726e-7,0.03673097809579235,0.0013491647518735774,5.642461377855373
kappa_depth,売り,閉場日,5s,5000,log1p,二乗,23563,6.142745492615862e-7,0.04200780603121838,0.0017646557675564671,6.453723996943767
kappa_depth,売り,閉場日,10s,10000,log1p,二乗,23557,1.0469857173069917e-6,0.03947408216636734,0.0015582031628771198,6.063064920334854
kappa_depth,売り,閉場日,30s,30000,log1p,二乗,23531,7.670879826157687e-7,0.015311849234172052,0.00023445272697001526,2.3489852830868885
kappa_depth,売り,閉場日,50s,50000,log1p,二乗,23493,1.0498302038121556e-6,0.010896412199789273,0.00011873179882771651,1.670167621483441
kappa_depth,売り,閉場日,100s,100000,log1p,二乗,23428,2.1171950790786045e-6,0.012468692184524946,0.00015546828479243347,1.908550848966081
