feat,k,side,s_dec,h,n,n_fill,sum_edge,sum_as,sum_pnl,sum_wait
obi,0,-1,1,5.0,828918.0,304933.0,30086.75624877311,173659.75455314302,-170407.10230436962,515459.8170000001
obi,0,-1,1,10.0,828918.0,408859.0,-24816.855059890622,275331.62752313184,-336128.07458302256,1253632.065000002
obi,0,-1,1,30.0,828918.0,567951.0,-111724.65576764366,449644.28991550254,-611348.6336831462,4076287.013999992
obi,0,-1,1,60.0,828918.0,633160.0,-147111.0454118626,584216.6076029992,-787045.7330148626,6891081.849999986
obi,0,-1,2,0.1,833844.0,38619.0,32038.673979460687,903.3030345191129,27736.89894494159,1651.9509999999996
obi,0,-1,2,0.5,833844.0,77981.0,54793.210879758066,13962.794285939155,33968.08859381891,13073.822000000004
obi,0,-1,2,1.0,833844.0,117060.0,64114.77842907537,41362.30081303275,12451.197616042551,41598.441999999966
obi,0,-1,2,3.0,833844.0,228257.0,53328.84620271087,126874.4734987075,-93632.24329599667,240766.305
obi,0,-1,2,5.0,833844.0,296130.0,27629.912005871094,186986.5034451662,-185416.031439295,500002.0170000001
obi,0,-1,2,10.0,833844.0,399735.0,-25535.20798066227,284169.3803420907,-344881.2683227529,1237336.8850000005
obi,0,-1,2,30.0,833844.0,562793.0,-110409.19461265788,468172.34776360827,-628107.3263762664,4146232.596
obi,0,-1,2,60.0,833844.0,631813.0,-144925.84941394738,597827.973466813,-798353.3668807622,7123919.728999996
obi,0,-1,3,0.1,842051.0,38842.0,32473.30842951124,2226.774752577711,26828.437676933514,1661.6499999999996
obi,0,-1,3,0.5,842051.0,77648.0,54687.31803413321,18475.724777265707,29378.56925686748,12858.374
obi,0,-1,3,1.0,842051.0,116368.0,63199.62099545268,47927.9736559848,5031.263339467892,41140.08799999999
obi,0,-1,3,3.0,842051.0,228385.0,51334.76106580329,138347.1165784223,-107110.23551261898,241181.25799999997
obi,0,-1,3,5.0,842051.0,296434.0,27514.918189572658,200821.67651230554,-199392.95032273306,500497.5950000004
obi,0,-1,3,10.0,842051.0,400139.0,-21215.567259454318,302729.798233761,-359157.59749321523,1237854.1300000008
obi,0,-1,3,30.0,842051.0,564800.0,-108214.41488250438,470728.34956630954,-628645.1644488145,4182920.016999996
obi,0,-1,3,60.0,842051.0,634346.0,-143618.73760231925,596148.567139028,-795589.7527413466,7193639.300999994
obi,0,-1,4,0.1,833454.0,36781.0,31642.595484831036,3133.417275732592,25272.450209098442,1569.1299999999994
obi,0,-1,4,0.5,833454.0,73290.0,52315.60773791826,22422.880049353174,23443.207688565068,12166.577000000001
obi,0,-1,4,1.0,833454.0,109757.0,59462.56930134799,54522.74170013697,-4718.788398788988,38840.33500000001
obi,0,-1,4,3.0,833454.0,216482.0,48078.247403861955,147485.69886498392,-118457.86746112202,229508.69699999975
obi,0,-1,4,5.0,833454.0,282375.0,22371.38320406838,207249.07030368844,-209726.68709961994,480687.86100000003
