x,day_type,k,n,beta_ols,se_ols,t_ols,se_hac,t_hac,beta_gls,se_gls,t_gls,beta_nonoverlap,se_nonoverlap,t_nonoverlap,n_nonoverlap,r2,r2_nonoverlap,rho,dw,beta_placebo
BookSlope_z,立会日,1,30575693,0.03436046799637896,0.0001504179063195371,228.43336167295152,0.0003933726310048779,87.34839510467336,0.0318859716666219,0.00011914237294370831,267.6291472026262,0.03436046799637896,0.00015041790631953713,228.43336167295146,30575693,0.0017037357136983375,0.0017037357136983375,-0.27356866406852137,2.5471364099342955,-5.243992155187222e-6
BookSlope_z,立会日,2,30575626,0.06543537588411026,0.00018120605301054997,361.11032052720975,0.0007738286089197166,84.56055401655365,0.06384798792835719,0.00021593944036611587,295.67543483536735,0.06646198713767619,0.00020112424969736208,330.4523807431655,15287830,0.004246745224101986,0.007092198872412998,0.32755195102115675,1.3448910754148724,-0.0002469172789612706
BookSlope_z,立会日,3,30575559,0.09287033020362317,0.0002100256933018409,442.1855666494741,0.0011345406897314057,81.8572053379677,0.07852680326743627,0.00025254080995452873,310.9469842976089,0.09393888177885765,0.000306995010717476,305.9948158744134,10191878,0.006354279508645919,0.00910337338811198,0.4971000891873092,1.005793045412196,6.885070044125769e-6
BookSlope_z,立会日,5,30575425,0.12883265451454134,0.0002631540276550903,489.5712813614969,0.0016466069382633005,78.24129215101144,0.07647494042332849,0.0002826758342535886,270.53936402190925,0.12851466557848598,0.000530853147120573,242.09080472738796,6115113,0.0077780054548720065,0.009493136654712572,0.6769135327981182,0.6461670853437911,-0.00027539365345258487
BookSlope_z,立会日,10,30575090,0.15852919025295403,0.00037513130981341376,422.59653115013174,0.0021779613419026884,72.78788066755187,0.05957802463172519,0.00029467989708291224,202.17878864998414,0.16171077484277754,0.0011452950764363461,141.19573040159244,3057540,0.005807040079960566,0.006478115742301201,0.8390591546286013,0.321869784322143,0.0002023810584173733
BookSlope_z,立会日,20,30574420,0.17564948746670322,0.0005451819257332838,322.18508937259816,0.002657536203741391,66.09486155613479,0.05466766598154494,0.0002939993065177319,185.94488071776382,0.173305525500054,0.002374543965545407,72.98476171202313,1528753,0.0033836131185592576,0.0034722981633871094,0.9234765287225168,0.15303163862839306,-0.0020450041619602148
BookSlope_z,立会日,30,30573750,0.1832037696765325,0.0006792031469031018,269.7333934800941,0.003040610909579811,60.25228979456956,0.05378992322656997,0.00029292452130590287,183.6306601672204,0.19902082101836355,0.003817173759597696,52.13826604512208,1019162,0.0023740425110947583,0.002660197915349713,0.9506146899743587,0.0987476512768274,-0.001341192023249855
BookSlope_z,立会日,50,30572410,0.19085693739350695,0.000894160689792079,213.44814144970667,0.0037238233676153846,51.25295121495667,0.053312865965964816,0.0002917689824217422,182.7228704143159,0.19651034325156885,0.0063354722263558975,31.017473714757283,611483,0.001488018699542978,0.0015708948329885713,0.9714747633555759,0.05702514087778388,0.0021760149847119318
BookSlope_z,立会日,100,30569060,0.19982103288172134,0.0012954967744969715,154.24278687170786,0.005294548653669025,37.740900301907516,0.05314880063172562,0.0002908761388594793,182.71969931985905,0.1845287468745508,0.012572234297268564,14.677482340162989,305722,0.0007776600809056677,0.0007041632572945208,0.9863871444586447,0.02720503806962618,0.000898701975391467
BookSlope_z,立会日,300,30555660,0.2155639465351808,0.002319638141912922,92.9299887944647,0.010829920451346751,19.90448106277405,0.053192653702078666,0.00029028867091960355,183.24054305519402,0.23994164762834488,0.041362714503633984,5.800916368950216,101881,0.00028255135951101376,0.0003301909086977592,0.9957401086391198,0.008506549077366362,0.005566084597755655
