dt,day_type,kappa_売り,kappa_買い,t_half_売り,t_half_買い,n_売り,n_買い,asym
2026-05-04,立会日,0.6389637561827033,1.1319046060137776,1084.7989011159952,612.3724356957941,1839,2619,0.278361091289507
2026-05-05,立会日,0.8003774225432051,0.4305450534082793,866.025403811948,1609.9294992321638,1303,1318,-0.3004513902055862
2026-05-06,立会日,0.5625625829903322,1.0588106033996727,1232.125408380677,654.6470216744123,716,2188,0.30606650250226414
2026-05-07,立会日,0.6549522553832847,0.6882028648992553,1058.3233189679645,1007.1849644622926,1190,1272,0.024755598972794845
2026-05-08,立会日,0.5659523030024226,0.8003888248295912,1224.7448714012535,866.0130664711886,1148,1716,0.17157978856945572
2026-05-09,閉場日,0.5659523030068888,0.28297615150347155,1224.7448713915883,2449.489742782942,34,14,-0.3333333333332907
2026-05-10,閉場日,0.5658329223049681,1.1320684692958776,1225.0032708177387,612.283796748679,75,267,0.3334914205218015
2026-05-11,立会日,0.565952303007784,0.8973115452555689,1224.744871389651,772.495241318044,549,1004,0.22645214849054898
2026-05-12,立会日,0.6139265420704032,0.5972590459424604,1129.0392792309951,1160.5469775115346,2260,2707,-0.013761306518919547
2026-05-13,立会日,0.5675592393433649,0.8003774225686313,1221.2772385872508,866.0254037844362,1689,2548,0.1701966104920758
2026-05-14,立会日,0.572595048838983,0.6644648579623785,1210.5366141712184,1043.1660489698775,1440,2865,0.07426464039315706
2026-05-15,立会日,1.342987687412971,0.8989815275564071,516.1233777022373,771.0360953737861,10574,5380,-0.19804293336946122
2026-05-16,閉場日,1.9443085366532085,1.788151712426808,356.50061062483354,387.633317543976,25943,6067,-0.04183750497138991
2026-05-17,閉場日,0.5837572769511059,0.8099027632766859,1187.3938747210032,855.8399995520776,896,599,0.16226732474055636
2026-05-18,立会日,0.6848422044395646,0.8823149057883164,1012.1268462523815,785.6007318016427,3351,3392,0.12600695875350829
2026-05-19,立会日,0.651275532744395,0.848723588180302,1064.2918043301288,816.6936682484354,3826,4399,0.13163211410029843
2026-05-20,立会日,1.1319046060136193,1.123960074162563,612.3724356958799,616.7008981679423,5062,4060,-0.0035217235860245805
2026-05-21,立会日,0.8040542747090842,1.0879628362555378,862.065231123279,637.1056395126097,3112,3494,0.1500560221686929
2026-05-22,立会日,0.7799903490097455,0.5923827185039978,888.6627819802931,1170.1044265653632,1910,998,-0.1367030838382938
2026-05-23,閉場日,0.5723544148035566,0.5659523030068466,1211.0453988510724,1224.7448713916797,681,469,-0.005624241425039501
2026-05-24,閉場日,0.6251536721027652,0.5715812285846993,1108.7628714208417,1212.6923101022153,563,460,-0.044765506117763594
2026-05-25,閉場日,1.209006530296777,0.8887041178079531,573.3196332610356,779.9527054375485,2079,1218,-0.15269141755952628
2026-05-26,立会日,1.1896236363979296,0.8556710396328594,582.6609162139744,810.0626858393528,2036,1283,-0.16327847555598046
2026-05-27,立会日,0.676843885859796,0.7701282122526911,1024.0872305131916,900.0412782339583,2089,1265,0.06446864214906456
2026-05-28,立会日,0.8781472523348004,0.9200376703041381,789.3291757033251,753.3900029670381,1838,1854,0.02329594550701777
2026-05-29,立会日,1.144519613950333,1.1977729646229354,605.6229695911152,578.6966332868737,2438,1826,0.022735567349592097
2026-05-30,閉場日,1.3760136691874565,1.7896983245195295,503.7428633360005,387.29833462074157,488,519,0.13067665541098591
2026-05-31,閉場日,1.5971205528302703,1.4531972899429835,434.0066672424515,476.98078621272464,1204,1110,-0.04718303806544839
2026-06-01,立会日,1.1779947562062087,1.1924809057410455,588.4127895375873,581.2648045120703,4411,5501,0.006111072881860732
2026-06-02,立会日,1.5998507618302236,1.7422159207587904,433.25739943829973,397.8537786128809,8991,9084,0.042597940870012854
2026-06-03,立会日,1.3565434417441133,1.7207526334979375,510.96570830696226,402.8162834485507,8611,9141,0.11835363996464869
2026-06-04,立会日,0.9667823792956085,1.1250330500431158,716.9629850566453,616.1127271179998,13495,14603,0.07565231068093535
2026-06-05,立会日,1.1346920554159483,1.1509484059478694,610.8681005137166,602.2400109143906,15929,15773,0.00711238307455456
2026-06-06,閉場日,1.0616863227765263,0.9733026513713953,652.8755299576706,712.1599633816804,756,615,-0.04343201487965728
2026-06-07,閉場日,1.197419728089837,1.3567455389325629,578.8673464280367,510.88959717632326,8131,8350,0.06237881819936615
2026-06-08,立会日,1.1078229740181944,1.2116017750040171,625.6840689322455,572.091587528031,14898,14918,0.04474333604898034
2026-06-09,立会日,1.1319046060139408,1.182003969738822,612.372435695706,586.4169651795705,15246,15654,0.021651401550548663
2026-06-10,立会日,1.1760615044552631,1.1875824281527798,589.3800442053351,583.6623759388619,17828,16696,0.004874221340438741
2026-06-11,立会日,1.1843846877017576,1.2122301654272152,585.2382150473125,571.795027321124,15913,15869,0.011618670262809659
2026-06-12,立会日,1.166277933207776,1.200167620694443,594.3241837843026,577.5419771438887,14048,14931,0.014320924236259568
2026-06-13,閉場日,0.8803645636480418,1.0031814469754938,787.3410734705581,690.9509481310204,2314,2146,0.0652051410662351
2026-06-14,閉場日,1.1320331701275812,1.1528129790834194,612.3028890415172,601.2659409083458,4201,3647,0.009094620643501028
