lag_ms,pos,pos_bonf,neg_bonf,n_pos,share_n,fills_pos,pnl_pos,ev_pos,pnl_per_fill,spread_pos,ev_all
0,55,29,25,8804024.0,0.24783576404455604,106966.0,36959.840698479675,0.004198062238185593,0.34552886616756423,1.4763505561858496,-0.04601795088104649
65,51,20,29,4655742.0,0.13106045323869284,54504.0,21465.008014409803,0.004610437608958959,0.3938244535155182,1.603483046752298,-0.05580523989821762
130,27,10,39,2256635.0,0.0635249130845948,18727.0,7503.534927852452,0.0033250990646925406,0.4006800303226599,1.7569329455782023,-0.05375187825937952
