dt,n_keep,n_post_bid,n_post_ask,n_fill_bid,n_fill_ask,n_fill,n_pair,realized_bp,forced_n,forced_pnl_bp,forced_cost_bp,n_timeout,timeout_pnl_bp,timeout_cost_bp,total_bp,q_abs_mean,q_abs_max,p_absq_ge2,t_off_med,pair_pnl_mean,p_off_0.25s,p_off_1s,p_off_5s,p_off_10s,p_off_30s,p_off_60s
2026-05-04,0,25178,23822,1673,1673,3346,1673,-2403.72623751393,0,0.0,0.0,0,0.0,0.0,-2403.72623751393,0.5,1,0.0,13.947,-1.436775993732176,0.010759115361625823,0.058577405857740586,0.24148236700537956,0.3927077106993425,0.7118947997609085,0.8637178720860729
2026-05-05,0,29159,26490,1426,1426,2852,1426,-5018.894468640849,0,0.0,0.0,0,0.0,0.0,-5018.894468640849,0.5,1,0.0,16.063000000000002,-3.519561338457818,0.009817671809256662,0.05049088359046283,0.22230014025245443,0.3751753155680224,0.6661991584852734,0.8225806451612904
2026-05-06,0,38265,39477,2066,2066,4132,2066,-4466.0013889887805,0,0.0,0.0,0,0.0,0.0,-4466.0013889887805,0.5,1,0.0,13.835,-2.1616657255512015,0.00968054211035818,0.05614714424007745,0.24830590513068732,0.41771539206195546,0.7047434656340755,0.8630203291384317
2026-05-07,0,36982,40632,1821,1822,3643,1821,-4745.388815383501,1,-6.1859038151316215,1.5962719735897442,0,0.0,0.0,-4751.574719198633,0.5001372495196267,1,0.0,13.83,-2.6059246652298187,0.020318506315211423,0.06809445359692477,0.27347611202635913,0.4211971444261395,0.6847885777045579,0.8336079077429983
2026-05-08,0,40365,38852,2252,2252,4504,2252,-5213.152199706522,0,0.0,0.0,0,0.0,0.0,-5213.152199706522,0.5,1,0.0,10.446000000000002,-2.3148988453403803,0.018206039076376555,0.07726465364120781,0.31349911190053287,0.49023090586145646,0.7668738898756661,0.8867673179396093
2026-05-09,0,2837,3516,361,360,721,360,36.46950719229493,1,-9.226667368353615,2.759692469619842,0,0.0,0.0,27.24283982394131,0.5006934812760055,1,0.0,39.572,0.10130418664526317,0.013888888888888888,0.06111111111111111,0.26666666666666666,0.3388888888888889,0.4777777777777778,0.5666666666666667
2026-05-10,0,6078,7111,704,705,1409,704,-403.2916502481382,1,-18.826517093743718,4.999620039619,0,0.0,0.0,-422.1181673418819,0.5003548616039745,1,0.0,20.8415,-0.5728574577388312,0.011363636363636364,0.052556818181818184,0.21448863636363635,0.328125,0.5909090909090909,0.7414772727272727
2026-05-11,0,42212,48714,3481,3480,6961,3480,-7682.465601977274,1,-2.885156059965234,1.1711926766606258,0,0.0,0.0,-7685.350758037239,0.5000718287602356,1,0.0,8.04,-2.2076050580394417,0.023563218390804597,0.08994252873563219,0.3718390804597701,0.5635057471264368,0.8479885057471265,0.9425287356321839
2026-05-12,0,54175,57073,3458,3457,6915,3457,-7140.070041165068,1,3.309731654701058,1.1996443045589575,0,0.0,0.0,-7136.760309510367,0.5000723065798988,1,0.0,8.175,-2.065394862934639,0.0228521839745444,0.08822678623083599,0.36852762510847553,0.5637836274226208,0.8498698293317906,0.9369395429563205
2026-05-13,0,48367,52196,3572,3571,7143,3571,-7226.186004437493,1,-0.9339999999999999,1.8858613518196,0,0.0,0.0,-7227.120004437493,0.500069998600028,1,0.0,7.947,-2.023574910231718,0.02156258751050126,0.08905068608232988,0.37524502940352844,0.5639876785214226,0.8493419210305236,0.9448333800056007
