metric,side,day_type,hor,hor_ms,x_form,y_kind,n,beta,r,r2,t
kappa_depth,売り,立会日,10ms,10,log1p,二乗,2041919,3.899716421202757e-12,0.0014764097327150658,2.179785698855772e-6,2.1097277494904887
kappa_depth,売り,立会日,20ms,20,log1p,二乗,2041919,3.929342594094593e-12,0.0014833439036730576,2.2003091365640253e-6,2.119636411482651
kappa_depth,売り,立会日,50ms,50,log1p,二乗,2041919,5.4822200283408335e-12,0.0013737677014893975,1.8872376976554624e-6,1.9630562932641251
kappa_depth,売り,立会日,100ms,100,log1p,二乗,2041913,4.434957915327426e-7,0.00015071415202591544,2.271475562089075e-8,0.2153636701446029
kappa_depth,売り,立会日,500ms,500,log1p,二乗,2041903,4.4732135862346624e-7,0.00015201397251142826,2.3108247838705267e-8,0.2172205226502716
kappa_depth,売り,立会日,1s,1000,log1p,二乗,2041889,-7.463013651246796e-7,-0.00014640678744060173,2.1434947408677538e-8,-0.20920741238689797
kappa_depth,売り,立会日,3s,3000,log1p,二乗,2041828,2.9620779248585255e-7,0.00007118367590486823,5.067115715329318e-9,0.10171611801967882
kappa_depth,売り,立会日,5s,5000,log1p,二乗,2041751,3.638475632734329e-7,0.00012360885722177147,1.5279149583672284e-8,0.1766244288312479
kappa_depth,売り,立会日,10s,10000,log1p,二乗,2041596,-1.0952853496638308e-6,-0.00026360332750231786,6.948671427029425e-8,-0.3766479374582944
kappa_depth,売り,立会日,30s,30000,log1p,二乗,2040978,6.673049429218841e-7,0.00022740471071575283,5.171290245571523e-8,0.32487658927734964
kappa_depth,売り,立会日,50s,50000,log1p,二乗,2040399,-1.364560008556011e-7,-0.00003281385943017902,1.0767493707035487e-9,-0.04687212591830057
kappa_depth,売り,立会日,100s,100000,log1p,二乗,2039139,2.0174047219854526e-6,0.00039482812693924406,1.5588924982235181e-7,0.5638081116559173
kappa_depth,売り,立会日,10ms,10,log1p,符号つき,2041919,-1.4163574602714796e-9,-0.00040873031869650495,1.670604734217465e-7,-0.5840579403588274
kappa_depth,売り,立会日,20ms,20,log1p,符号つき,2041919,-1.1363309627463148e-9,-0.00032218833803307495,1.0380532516451497e-7,-0.4603931799524432
kappa_depth,売り,立会日,50ms,50,log1p,符号つき,2041919,-4.584320194302948e-9,-0.000824422677203866,6.796727506879899e-7,-1.1780646363171567
kappa_depth,売り,立会日,100ms,100,log1p,符号つき,2041913,-6.572201699052365e-7,-0.00044147332603473155,1.948986976001684e-7,-0.6308453630474646
kappa_depth,売り,立会日,500ms,500,log1p,符号つき,2041903,-4.039646444694902e-6,-0.002694735286909956,7.261598266517683e-6,-3.8506587012970916
kappa_depth,売り,立会日,1s,1000,log1p,符号つき,2041889,-3.6959939646247312e-6,-0.0014241742675660254,2.0282723443972248e-6,-2.035070350773436
kappa_depth,売り,立会日,3s,3000,log1p,符号つき,2041828,-2.785411728687091e-7,-0.00012769366184400038,1.6305671275129918e-8,-0.1824646379435855
kappa_depth,売り,立会日,5s,5000,log1p,符号つき,2041751,5.30528324231097e-6,0.0031805982470560186,0.000010116205209175818,4.544772911758271
