lag_ms,n,surv,ev0,ev1,dev,dmid,dobi,dofi
10,562624,0.9745744938004778,0.011023076702557689,0.0099845602306159,-0.0010385164719417868,0.020339812825763068,-5.736661444154023e-6,0.29743623472483216
25,562624,0.9745567199408486,0.011023076702557689,0.009984242243608358,-0.0010388344589493316,0.02033684692175949,-4.689999373072231e-6,0.2975599750657766
50,562624,0.9731454754862928,0.011023076702557689,0.009922129901296742,-0.0011009468012609493,0.021615217355395757,-0.0004121781108698982,0.2837282576098294
65,562624,0.9288974519394836,0.011023076702557689,0.00816785225376449,-0.002855224448793196,0.04365531468795518,-0.01488518013578947,0.003541055558661039
100,562624,0.764688317597543,0.011023076702557689,0.0017603538149158777,-0.00926272288764181,0.10399728202193334,-0.07239393780573469,-0.2714201819569893
130,562624,0.7130872483221476,0.011023076702557689,-0.0008185335984048663,-0.011841610300962558,0.12646169188404746,-0.09466653696818911,-1.0473495225913967
200,562624,0.5457747980889546,0.011023076702557689,-0.011260676960780078,-0.02228375366333777,0.19153694723561251,-0.13444271791158935,-3.0104506757665908
300,562624,0.401092025935616,0.011023076702557689,-0.026392169242088127,-0.03741524594464583,0.2630751020549548,-0.11647417615561366,-4.66697017054362
500,562624,0.2699209418723695,0.011023076702557689,-0.058326102527674256,-0.06934917923023196,0.3597231864007093,-0.10622502770010027,-8.947660883787535
