metric,unit,side,day_type,hor,hor_ms,bin_i,n_up,n_dn,n,p_up,base,diff,lo,hi
kappa_depth,1/s,売り,立会日,10ms,10,3,97,124,796801,0.43891402714932126,0.4839948783610755,-0.04508085121175426,-0.10619347077233622,0.024589458988322006
kappa_depth,1/s,売り,立会日,20ms,20,3,99,134,796801,0.4248927038626609,0.4806763285024155,-0.05578362463975456,-0.11906238103663674,0.017064597655281642
kappa_depth,1/s,売り,立会日,50ms,50,0,253,183,506943,0.5802752293577982,0.4955730447614363,0.08470218459636186,0.04902473056979634,0.12573068622141803
kappa_depth,1/s,売り,立会日,50ms,50,1,356,373,535502,0.4883401920438957,0.4955730447614363,-0.007232852717540594,-0.0438138099882502,0.035119459665083425
kappa_depth,1/s,売り,立会日,50ms,50,2,370,428,692382,0.46365914786967416,0.4955730447614363,-0.03191389689176216,-0.06737340496769655,0.007843640657105534
kappa_depth,1/s,売り,立会日,50ms,50,3,536,561,796801,0.4886052871467639,0.4955730447614363,-0.006967757614672443,-0.03223905966098368,0.021496578344992027
kappa_depth,1/s,売り,立会日,50ms,50,4,297,272,363091,0.5219683655536028,0.4955730447614363,0.0263953207921665,-0.015727807358617348,0.06629234660395496
kappa_depth,1/s,売り,立会日,50ms,50,5,176,202,277534,0.4656084656084656,0.4955730447614363,-0.02996457915297074,-0.07486400330513256,0.014989156195501478
kappa_depth,1/s,売り,立会日,100ms,100,0,30595,20582,506943,0.5978271489145515,0.4923773849737669,0.10544976394078459,0.09643258988460526,0.11449740246027336
kappa_depth,1/s,売り,立会日,100ms,100,1,37499,42690,535502,0.4676327177044233,0.4923773849737669,-0.0247446672693436,-0.03208268222045779,-0.018076063092138564
kappa_depth,1/s,売り,立会日,100ms,100,2,47349,54923,692382,0.46297129224030037,0.4923773849737669,-0.029406092733466505,-0.033654143636577094,-0.024764748396764097
kappa_depth,1/s,売り,立会日,100ms,100,3,61687,64542,796799,0.48869118823725133,0.4923773849737669,-0.0036861967365155457,-0.007113917725431773,-0.001122330053609653
kappa_depth,1/s,売り,立会日,100ms,100,4,31739,32749,363091,0.4921690857213745,0.4923773849737669,-0.00020829925239235214,-0.004398468724195162,0.003686010541969627
kappa_depth,1/s,売り,立会日,100ms,100,5,22260,22857,277534,0.49338386860828515,0.4923773849737669,0.0010064836345182737,-0.004128568120984269,0.00563428882531444
kappa_depth,1/s,売り,立会日,100ms,100,6,1798,1796,19459,0.5002782415136339,0.4923773849737669,0.007900856539866996,-0.009623776312980966,0.023666470105128627
kappa_depth,1/s,売り,立会日,500ms,500,0,174749,116375,506943,0.6002562481966447,0.4844536050119432,0.11580264318470151,0.10751817711506233,0.12366602815158194
kappa_depth,1/s,売り,立会日,500ms,500,1,174916,221761,535500,0.440953218865727,0.4844536050119432,-0.04350038614621615,-0.0513613735859665,-0.034205411918951684
kappa_depth,1/s,売り,立会日,500ms,500,2,226696,267234,692378,0.4589638207843217,0.4844536050119432,-0.025489784227621493,-0.028804084128042855,-0.021988392468161574
kappa_depth,1/s,売り,立会日,500ms,500,3,281645,307396,796791,0.4781415894649099,0.4844536050119432,-0.006312015547033256,-0.01061579005568259,-0.0029151143800505144
kappa_depth,1/s,売り,立会日,500ms,500,4,133123,141742,363090,0.48432139413894093,0.4844536050119432,-0.00013221087300224754,-0.005303334354396637,0.004754749982405018
kappa_depth,1/s,売り,立会日,500ms,500,5,100226,107684,277533,0.48206435476889037,0.4844536050119432,-0.0023892502430528095,-0.009226799544030655,0.0025513657677852532
kappa_depth,1/s,売り,立会日,500ms,500,6,7706,7408,19459,0.5098584094217282,0.4844536050119432,0.025404804409785042,0.017215255125450635,0.03414706752952867
kappa_depth,1/s,売り,立会日,1s,1000,0,215913,154675,506943,0.5826227508715879,0.48443485352631,0.09818789734527789,0.09181269485458116,0.10505712791456935
kappa_depth,1/s,売り,立会日,1s,1000,1,201622,260957,535498,0.43586500900386743,0.48443485352631,-0.04856984452244256,-0.05723579695862872,-0.04022780359257075
kappa_depth,1/s,売り,立会日,1s,1000,2,270698,309822,692375,0.4663026252325501,0.48443485352631,-0.018132228293759878,-0.021547879412226852,-0.015005315759863252
kappa_depth,1/s,売り,立会日,1s,1000,3,327695,356274,796788,0.47910797126770366,0.48443485352631,-0.005326882258606336,-0.009409964346480759,-0.0022205186860083694
kappa_depth,1/s,売り,立会日,1s,1000,4,152937,162779,363089,0.4844132068061169,0.48443485352631,-0.000021646720193113644,-0.004526228879063228,0.0043246088111712575
kappa_depth,1/s,売り,立会日,1s,1000,5,116125,123929,277531,0.4837453239687737,0.48443485352631,-0.000689529557536317,-0.005619710869510647,0.003444467471447938
kappa_depth,1/s,売り,立会日,1s,1000,6,8733,8423,19459,0.5090347400326416,0.48443485352631,0.024599886506331603,0.016582549810737694,0.03273898379643899
kappa_depth,1/s,売り,立会日,3s,3000,0,248585,224010,506938,0.5260000634793005,0.4862361674341879,0.0397638960451126,0.03462362906268583,0.04510834332357022
kappa_depth,1/s,売り,立会日,3s,3000,1,233550,276593,535489,0.45781280934953533,0.4862361674341879,-0.028423358084652572,-0.03324372544658007,-0.024048090441570195
kappa_depth,1/s,売り,立会日,3s,3000,2,312543,340404,692361,0.478665190283438,0.4862361674341879,-0.007570977150749891,-0.01017751521861026,-0.0047959896292617925
kappa_depth,1/s,売り,立会日,3s,3000,3,367573,391200,796777,0.48443078496467323,0.4862361674341879,-0.0018053824695146714,-0.00458412530566131,0.0010019182332771145
kappa_depth,1/s,売り,立会日,3s,3000,4,170268,177482,363081,0.489627606038821,0.4862361674341879,0.00339143860463309,0.0004595697891266307,0.00609206167901348
kappa_depth,1/s,売り,立会日,3s,3000,5,129462,135833,277526,0.4879926119979645,0.4862361674341879,0.0017564445637766046,-0.002216556674140624,0.005520905308627136
