window,n,mean_s,max_s,p1,p5,p25,p50,p75,p90,p95,p99,share_zero,share_lt_0.001,share_lt_0.01,share_lt_0.1,share_lt_1.0,share_lt_10.0,share_lt_60.0,share_lt_600.0,share_lt_3600.0,n_rejected,n_orphan,n_censored,n_nonresting,n_other_tif
開場前 1 時間,11162375,35.4405146708383,4086673.798285203,0.0,0.0,0.2601187446426134,0.7976377688625413,4.190879090692736,15.141503107052097,32.269066781251205,136.19055579313817,0.09342501035845865,0.09342501035845865,0.09343800042553668,0.14050540319600444,0.5353402837657757,0.8604830065286285,0.9735743513365211,0.9982168669302008,0.9997325837915318,0,0,1369,79992,0
開場後 1 時間,38916631,14.895939058475923,3668188.122315702,0.0,0.0,0.1346067502585012,0.40666961013353226,1.2728829637102683,4.057134346500659,8.325441691620092,38.54601879819821,0.12935004574265435,0.12935014852647445,0.1293744312039755,0.20753194180657622,0.7049822992128995,0.9585433024765171,0.9937384353748401,0.999506740447291,0.9998336700831066,0,0,1870,276217,0
昼 12 時から 1 時間,18609763,25.263682560236155,4002102.913450083,0.0,0.0,0.20057760531468796,0.5658795511783065,2.3645106785726977,8.723788325245671,19.15260337926927,83.9636509735079,0.10180613261974374,0.10180613261974374,0.1018282715368272,0.16223898176457163,0.604407643450376,0.9105697907060933,0.984060087170374,0.9988608667396786,0.9997683473991582,0,0,293,89226,0
閉場前 1 時間,18000012,24.76302295017311,2393296.674787306,0.0,0.0,0.20024509429240647,0.5515781488539376,2.32658601025265,8.690964966724232,19.315462197228285,85.55720067587471,0.1038483752121943,0.1038483752121943,0.10388154185674987,0.16509516771433264,0.6079800391244183,0.9110710037304419,0.9836635664465112,0.9988350007766662,0.9997265001823332,0,0,287,78943,0
夜 12 時から 1 時間,5920329,42.00368945378438,3354555.4662544923,0.0,0.0,0.2810572962124199,1.093673645805722,6.961695871411996,26.635417956129107,58.00993654018486,259.11609925485845,0.07568616541411803,0.07568616541411803,0.07569950926713702,0.11771372840935022,0.4844531444114001,0.7975805060833613,0.9517077513766549,0.9966096478759879,0.9994789140941323,0,0,138,31555,0
(参考)昼 12 時 UTC,4736664,42.252092077550685,3375160.1685273014,0.0,0.0,0.2686696933279869,0.8795848760989312,4.980297700420533,18.145133586397137,38.59207324237943,170.77475655710984,0.08715923274270668,0.08715923274270668,0.0871737999571006,0.1312987368325049,0.5152491289228031,0.8401657791221839,0.9681149011202821,0.997537929648377,0.9994709356627365,0,0,111,31475,0
(参考)夜 12 時 UTC,8260446,20.267305815399425,2929687.3053015373,0.0,0.0,0.26806521353173624,0.8866944142021288,4.801160040833619,17.831946461863375,38.23629621759524,167.56252714014923,0.08171326342427515,0.08171326342427515,0.0817230691902108,0.12801415323095144,0.5143150866188096,0.8433085816431704,0.9677284979527739,0.9978424893764816,0.9996160013636067,0,0,118,44462,0
