dt,side,delta,grp,n,markout,obi,ofi,aggr,depth,qdepl,drift
2026-05-04,1,0.0,0,2075,-11.68789656938527,-0.596181632105522,-319.54346024096304,-58.091310843373385,43.431262650602406,1.9478996221364593,-2.5978094470316044
2026-05-04,1,0.0,1,2069,-3.6498410460702986,-0.6331529226553828,-248.2763170613831,-33.10628322861271,19.709652005799903,1.8463162392653059,-1.3782151607989115
2026-05-04,1,0.0,2,2077,-1.558489300383275,-0.5010918818943044,-123.49537313432786,-26.42956668271519,28.189918151179587,1.8818074847614155,-0.9961398835319156
2026-05-04,1,0.0,3,2066,-0.04820303994068367,-0.3069278602142721,-96.76671345595449,-35.87915779283625,55.657323330106486,1.9562894204862433,-0.8773863662050351
2026-05-04,1,0.0,4,2069,5.807955281023656,-0.31051976908475226,-210.39322377960357,-69.46245529241165,74.45304978250361,2.0112703327932975,-2.3763339176617166
2026-05-04,1,0.5,0,2075,-11.68789656938527,-0.4448016686543843,-145.1446457831333,-3.7263180722892018,51.76023614457831,0.264706253125857,-1.5484207367153109
2026-05-04,1,0.5,1,2069,-3.6498410460702986,-0.550835761466315,-123.03561140647828,-3.5991348477525396,25.94000966650556,0.21044901927889137,-0.8616176199168597
2026-05-04,1,0.5,2,2077,-1.558489300383275,-0.45492350721688407,-69.92509388541174,-0.5114010592200166,27.389537794896484,0.17015115385696403,-0.6612678524302353
2026-05-04,1,0.5,3,2066,-0.04820303994068367,-0.31297413486301623,-58.99155372700943,-2.2681316553727338,47.877192642787996,0.22333061369872517,-0.5978624837836937
2026-05-04,1,0.5,4,2069,5.807955281023656,-0.28629264002200744,-124.00042532624411,-8.060246495891768,90.2093523441276,0.3051640991013715,-1.6069990134980932
2026-05-04,1,1.0,0,2075,-11.68789656938527,-0.40155184594871046,-112.16853012048361,-3.080361445783182,49.243166265060246,0.21821012497914113,-1.0262364569161297
2026-05-04,1,1.0,1,2069,-3.6498410460702986,-0.48677920889712917,-94.66752054132483,-1.192460125664533,34.383040115998064,0.16344761145571765,-0.5200191435223116
2026-05-04,1,1.0,2,2077,-1.558489300383275,-0.4391581703777256,-55.840635532017195,-0.21089552238807738,30.830649975926818,0.12511825820182332,-0.39323380746515474
2026-05-04,1,1.0,3,2066,-0.04820303994068367,-0.28545194597607065,-50.76905614714485,-0.09062439496613957,40.42395934172313,0.17398641261831135,-0.4769016578921524
2026-05-04,1,1.0,4,2069,5.807955281023656,-0.2565287777830056,-113.55972450459167,-4.708593523441281,66.2751377477042,0.26102754611473206,-1.1766779246269772
2026-05-04,1,2.0,0,2075,-11.68789656938527,-0.3171079652790609,-108.94570602409802,-2.2748963855422106,59.14483373493976,0.14621533671540318,-0.34820200509037375
2026-05-04,1,2.0,1,2069,-3.6498410460702986,-0.42962617259661223,-40.53289995166887,-1.4554470758820812,47.36803286611891,0.11033835342209376,-0.17178058255998593
2026-05-04,1,2.0,2,2077,-1.558489300383275,-0.4282727726993844,-63.308541165142664,-5.582725084256153,32.345666827154545,0.09052995681355597,-0.1536156366648299
2026-05-04,1,2.0,3,2066,-0.04820303994068367,-0.2809562203236011,-34.62786060019467,0.3469361084220826,46.24390609874153,0.12880435131326243,-0.3285886199030216
2026-05-04,1,2.0,4,2069,5.807955281023656,-0.28554470919293024,-119.7133929434512,-8.787916868052202,74.91399710004833,0.17635089101502763,-0.473627234046587
2026-05-04,-1,0.0,0,1706,-11.17907288080682,-0.5819483783966475,-277.5784056271986,-61.83792497069149,56.48408558030481,1.9821806538862015,-2.623179293501603
2026-05-04,-1,0.0,1,1703,-3.5669287834904635,-0.6241828137865404,-180.33053435114437,-32.200275983558,31.569671168526135,1.793216134154898,-1.4166375132525837
2026-05-04,-1,0.0,2,1704,-1.3591898889501979,-0.5840098136418009,-141.79721244131304,-24.17575704225315,25.03308098591549,1.8882539727491139,-0.8508264338403164
2026-05-04,-1,0.0,3,1704,0.05319316384019286,-0.30876429765848695,-90.96574530516399,-22.909536384976366,38.56544014084508,1.9028416780471908,-1.002510341424175
2026-05-04,-1,0.0,4,1701,6.001376395168607,-0.3220649443736008,-140.63118165784954,-56.51541446208082,68.34832451499119,2.034976400018206,-2.5349541452701265
2026-05-04,-1,0.5,0,1706,-11.17907288080682,-0.41455474097152045,-138.03483001172407,-1.1631887456036973,62.107033997655336,0.24346132201783285,-1.6869469609344006
2026-05-04,-1,0.5,1,1703,-3.5669287834904635,-0.5199394007008317,-96.37314738696371,-2.4875220199647243,37.43052260716383,0.18981436375780167,-0.9153597090430394
