dt,ok,n_hl,n_bnc,cells,usable,usable_pct,hl_fresh_pct,bnc_fresh_pct,hl_move_pct,bnc_move_pct,bnc_half_spread_bp
2026-05-23,true,136579,139457,4320000,1274416,29.500370370370373,59.047916666666666,34.358078703703704,4.554713688465933,1.9397119935719576,0.11899845274865925
2026-05-24,true,124866,103683,4320000,1126023,26.065347222222222,57.51541666666667,31.277337962962964,4.3310838233322055,1.693659898598874,0.17058374031247203
2026-05-25,true,165794,96160,4320000,1741699,40.31710648148148,82.66201388888888,43.59335648148148,3.9184152944911834,1.5605451917926116,0.09544241613770585
2026-05-26,true,348952,487778,4320000,3055040,70.71851851851851,95.15050925925927,71.84217592592591,6.724101812087567,4.327864774274641,0.2173976909869248
2026-05-27,true,409343,1380322,4320000,3844484,88.99268518518518,94.6330324074074,93.83666666666667,7.2942428684837815,6.563897781860972,0.0
2026-05-28,true,369170,806635,4320000,3614911,83.67849537037037,96.91962962962964,84.81067129629629,6.690787131412088,4.829524157026273,0.0
2026-05-29,true,305805,524304,4320000,3024695,70.01608796296296,91.36034722222223,72.36273148148148,6.152289734998074,3.8801267565820687,0.016241568718760365
2026-05-30,true,99440,104671,4320000,1266585,29.319097222222222,56.85622685185186,37.46976851851852,3.7515839837042124,1.5334146543658735,0.0
2026-05-31,true,105776,120983,4320000,1331325,30.817708333333332,55.819259259259255,41.244282407407404,3.5717048804762177,1.7917488216626292,0.003770171740515996
2026-06-01,true,367245,659034,4320000,3443377,79.70780092592594,97.53372685185185,80.48465277777778,3.885487996231606,4.219055886125743,0.0
2026-06-02,true,361876,692713,4320000,3468130,80.28078703703704,95.99585648148148,81.6920138888889,3.964268928788713,4.241709509159115,0.0
2026-06-03,true,306888,589929,4320000,3261726,75.50291666666666,93.01733796296297,77.97037037037036,3.7284860837482974,4.072598372763378,0.0
2026-06-04,true,358160,749780,4320000,3517714,81.42856481481482,93.21150462962963,83.93620370370371,5.165599022547029,5.134982548325418,0.0
2026-06-05,true,422049,1052739,4320000,3881005,89.8380787037037,97.27722222222222,91.20557870370371,8.266570128098264,7.025293706140549,0.007201236488647853
2026-06-06,true,161989,348007,4320000,2580950,59.74421296296296,75.1204861111111,70.17699074074073,4.10596873244348,3.3796082837714794,0.011761340974454006
2026-06-07,true,180215,329406,4320000,2646603,61.263958333333335,80.10539351851853,69.26962962962962,4.3211240975696015,2.8976389734312247,0.0788868729673422
2026-06-08,true,405246,1119989,4320000,3853867,89.20988425925927,96.30965277777777,90.91273148148147,7.733998085559257,6.8796613894563565,0.022943304685969983
2026-06-09,true,362884,1327577,4320000,3592590,83.16180555555556,92.74458333333332,88.07995370370371,7.611027141978349,8.370841092359552,0.06852840752707773
2026-06-10,true,458557,1584196,4320000,4057291,93.91877314814815,98.98310185185186,94.46009259259259,8.579961358453215,8.493820137623848,0.0
2026-06-11,true,411453,1164852,4320000,3873338,89.66060185185185,97.30969907407408,91.11729166666666,7.848630819205553,7.482925579951968,0.018705687744506008
2026-06-12,true,359431,856787,4320000,3533402,81.79171296296296,90.65287037037038,85.45877314814815,7.043806507156559,6.174304537100506,0.05566087902512958
2026-06-13,true,88582,92594,4320000,1203665,27.862615740740743,56.25939814814814,36.339305555555555,3.486601338412266,1.6723091557867016,0.01706040773977412
2026-06-14,true,123565,144099,4320000,1449343,33.54960648148148,64.61076388888888,38.95472222222222,2.7413800597926095,2.22604311056803,0.09625798901840642
2026-06-15,true,293301,515923,4320000,3149434,72.90356481481481,90.05708333333334,76.61162037037037,3.2822405549695595,4.153920990247772,0.0
2026-06-16,true,343350,695189,4320000,3322697,76.91428240740741,91.42314814814814,80.27298611111111,4.213234008397395,5.44978973406242,0.062294151493833286
2026-06-17,true,364022,896449,4320000,3557982,82.36069444444445,93.8801388888889,84.93268518518519,4.548224246215973,6.478110344571726,0.0
2026-06-18,true,318412,692299,4320000,3413364,79.01305555555555,93.52706018518518,81.77425925925927,3.646051226883509,5.407773680158343,0.0
2026-06-19,true,198735,290005,4320000,2646316,61.25731481481481,82.29400462962963,67.64581018518518,2.553285397511106,2.6457913567389535,0.0
2026-06-20,true,108451,155465,4320000,1680328,38.89648148148148,66.420625,47.95634259259259,1.7240681581215098,1.8061354687894267,0.03339247551062148
2026-06-21,true,107574,136249,4320000,1512823,35.019050925925924,66.06467592592593,42.201087962962966,1.8491257734711861,1.765308962119164,0.0
2026-06-22,true,339280,727846,4320000,3611295,83.59479166666667,94.41143518518518,86.62409722222222,3.8277127733956933,5.212589943496723,0.08071457308891165
2026-06-23,true,492120,1888790,4320000,4152847,96.13071759259259,98.8742824074074,96.8833101851852,5.840402981376391,8.80379171204718,0.0
2026-06-24,true,498433,2128381,4320000,4115176,95.2587037037037,98.45983796296296,96.29337962962963,5.839774532122076,9.48472191711849,0.2711176962658039
2026-06-25,true,462898,2331665,4320000,4114298,95.23837962962963,98.36449074074073,96.37479166666667,5.354254844933449,10.139639860797638,0.204242187514813
2026-06-26,true,483615,1852906,4320000,4079940,94.44305555555556,97.785,95.60421296296296,5.534958847434031,9.692397437217213,0.018718604254429654
2026-06-27,true,121441,169699,4320000,2095657,48.51057870370371,68.37124999999999,63.39421296296296,1.606465180132054,1.836607803662527,0.023412624545510685
2026-06-28,true,152299,191641,4320000,2071419,47.94951388888889,72.84150462962963,56.200578703703705,2.2971209591106385,2.1754652245634514,0.033748497939196445
2026-06-29,true,430426,1678940,4320000,3883729,89.90113425925927,97.0811574074074,91.17648148148149,5.281418966153406,9.442007925887722,0.0038399348327100994
2026-06-30,true,372460,929136,4320000,3623480,83.87685185185185,94.67976851851851,85.56252314814814,4.64131166723702,5.655806020731451,0.0
2026-07-01,true,437322,1186234,4320000,3844821,89.00048611111112,97.43645833333333,90.10590277777779,5.038622084097023,7.0153330935302325,0.0
2026-07-02,true,530361,1958386,4320000,4157274,96.23319444444445,98.9712962962963,96.8470138888889,7.810045717458122,10.792769492701225,0.0
2026-07-03,true,282599,510364,4320000,3309267,76.60340277777777,88.96365740740741,81.32891203703704,4.000311851536911,3.9990729064774766,0.0
2026-07-04,true,100998,119448,4320000,1840379,42.601365740740746,62.18287037037037,56.82858796296296,1.6763938297491985,1.5402262251416692,0.0
2026-07-05,true,137920,189894,4320000,2203355,51.00358796296296,72.45421296296296,61.76583333333333,2.241490817412537,2.1484962704602752,0.0
2026-07-06,true,459044,1067039,4320000,4045430,93.64421296296295,98.57101851851851,94.37974537037037,5.8338174186674845,7.447910358107792,0.0
2026-07-07,true,494230,1370623,4320000,4155489,96.19187500000001,99.30090277777778,96.59678240740742,9.180652385314941,8.71731341365601,0.0
2026-07-08,true,521800,1366991,4320000,4133135,95.6744212962963,99.23125,96.04108796296296,9.922226106817222,9.591363456552955,0.025711149675383696
2026-07-09,true,518293,1066531,4320000,4112293,95.19196759259259,99.07578703703703,95.58921296296296,7.383788071521169,6.680628058360627,0.0
2026-07-10,true,438588,936007,4320000,3902910,90.34513888888888,97.18354166666666,91.65386574074074,8.035747685701182,6.159199161651179,0.0
2026-07-11,true,143585,119621,4320000,2126600,49.22685185185185,77.8630787037037,55.52826388888889,3.292767798363585,1.381171823568137,0.0
2026-07-12,true,169087,122008,4320000,1931043,44.700069444444445,76.31597222222221,50.79280092592593,4.201045756101754,1.5372521481914179,0.0
2026-07-13,true,542278,1071508,4320000,4060990,94.00439814814816,98.82939814814816,94.34569444444443,9.863038323167503,7.302480429648927,0.0
2026-07-14,true,540397,1190331,4320000,4012020,92.87083333333334,97.88837962962963,93.61384259259259,10.225397679971685,8.061749442924013,0.0
2026-07-15,true,503773,1086045,4320000,3943692,91.28916666666666,98.38891203703703,91.96905092592593,9.179139750264472,7.366878549339045,0.0
2026-07-16,true,582146,1297886,4320000,4121065,95.39502314814816,99.36041666666667,95.62789351851852,10.603448380455053,8.231197518117282,0.0
2026-07-17,true,624593,1984820,4320000,4144351,95.93405092592593,99.04875,96.31307870370371,11.204480508528356,10.868456846439889,0.0
2026-07-18,true,175572,94517,4320000,1869910,43.28495370370371,70.20868055555556,54.03180555555556,4.762207806792841,1.4291596921776986,0.014141882378273355
2026-07-19,true,233805,172002,4320000,2077941,48.10048611111111,79.18247685185186,53.076203703703705,6.164419490255017,2.268784339882605,0.002372306323960799
2026-07-20,true,580922,1139696,4320000,4016101,92.96530092592593,98.81793981481482,93.36324074074074,10.46756543224386,7.635913539027031,0.019376304092750287
2026-07-21,true,525044,993284,4320000,4059494,93.96976851851852,99.17430555555555,94.34847222222223,8.92761511656379,6.724261693698772,0.0172946385324717
2026-07-22,true,557332,1156429,4320000,4145660,95.96435185185184,99.594375,96.14826388888889,9.611907392309066,6.973895592016712,0.001886285003506062
2026-07-23,true,585940,1335735,4320000,4103773,94.99474537037037,99.07553240740741,95.38148148148147,10.498192760661956,7.6007615430970485,0.0
2026-07-24,true,536049,1175504,4320000,4030651,93.30210648148149,97.98277777777777,94.2287962962963,9.718901487625695,7.251955081201523,0.0
2026-07-25,true,142612,129110,4320000,1895129,43.868726851851854,68.8886111111111,52.84631944444445,4.034026179748186,1.7216242271634281,0.0
2026-07-26,true,170344,142413,4320000,1957068,45.3025,71.7098148148148,52.40858796296296,4.888741729975657,2.0363625586847265,0.012978092228775932
2026-07-27,true,555020,1329526,4320000,3979830,92.12569444444443,98.24724537037038,92.77261574074073,10.163499445956234,9.402185520487057,0.015857068932884844
2026-07-28,true,660573,1959661,4320000,4245048,98.265,99.78724537037037,98.34284722222222,11.689926709898216,11.684508632175655,0.02623022680235616
2026-07-29,true,718666,2968191,4320000,4311394,99.80078703703704,99.97155092592592,99.82085648148148,12.531700883751288,17.032658114753605,0.0727383397036375
2026-07-30,true,601866,2048799,4320000,4091775,94.71701388888889,95.13071759259259,99.55935185185186,10.221920804540817,13.215804876856621,0.03323874211817099
2026-07-31,true,581223,2143634,4320000,4100516,94.91935185185186,97.66793981481482,96.08868055555556,10.04007788288108,13.210947110071025,0.0422177845402985
2026-08-01,true,116552,139640,4320000,1826331,42.276180555555555,62.82951388888889,53.9344675925926,3.0816976769271287,2.1555785889852386,0.017837548794593622
2026-08-02,true,209373,328263,4320000,2649407,61.328865740740746,78.17074074074074,68.57150462962963,4.4962136810237165,3.590539316911294,0.03667388475684913
2026-08-03,true,504511,1551713,4320000,4054892,93.86324074074074,97.29564814814815,95.29261574074074,8.157085318178634,9.646644102974875,0.0
2026-08-04,true,576105,1321515,4320000,4189948,96.98953703703704,99.39750000000001,97.24719907407408,8.749034594224081,8.396237853071208,0.0
2026-08-05,true,597511,1646452,4320000,4209201,97.43520833333334,99.77576388888889,97.52895833333334,8.66069356155717,9.117217258097202,0.0
2026-08-06,true,535123,1461609,4320000,4114075,95.2332175925926,98.74425925925927,95.82925925925926,7.941031702144468,8.959608174376985,0.0
2026-08-07,true,443348,1092196,4320000,3802382,88.01810185185185,94.85405092592593,89.17442129629629,6.863802742596614,8.12969343953343,0.010433026027511356
2026-08-08,true,80514,81965,4320000,1415694,32.770694444444445,55.544699074074074,38.97099537037037,2.0406952349872216,1.1499660237311171,0.0
2026-08-09,true,83533,71804,4320000,1426431,33.01923611111111,53.29428240740741,42.96706018518518,2.0746885057882225,1.1964826900144487,0.0
2026-08-10,true,400473,840832,4320000,3652004,84.53712962962963,95.09567129629629,85.63092592592592,6.144270378674284,5.875705503060785,0.0
