feat,bin_i,bin,n_full,n_sub,fill_rate,spread_bp_mean_full,spread_bp_med,spread_bp_q1,spread_bp_q3,qsize_mean_full,qsize_med,qsize_q1,qsize_q3,fillsz_mean_full,fillsz_med,fillsz_q1,fillsz_q3
OBI,0,−1.00〜−0.75,7995935,239381,0.25392827730590606,3.030279212732877,1.6169455897812715,0.860844488444337,3.0409001064304664,47.12083043409202,13.018,4.058,36.681,0.7723819762165594,0.0,0.0,0.007
OBI,1,−0.75〜−0.50,2885767,86156,0.25546414523417865,3.2525230232953484,1.7162962327298341,0.8867213478156423,3.1954496821033787,21.48096191480569,9.2745,1.873,23.518250000000002,0.8304211878507117,0.0,0.0,0.009
OBI,2,−0.50〜−0.25,2345432,70297,0.2511422202818074,3.346851078604502,1.776146354459338,0.8974646623281046,3.2876352039977648,17.759600718758946,9.02,1.854,20.713,0.8035902558676478,0.0,0.0,0.007
OBI,3,−0.25〜0,2240546,67165,0.24560129539853232,3.529369917505673,1.8325087044167623,0.9064128710619447,3.413551800648057,16.071189359200535,8.424999999999999,1.525,19.118,0.7614982638161297,0.0,0.0,0.0
OBI,4,ちょうど 0,221287,6571,0.04707009449267241,11.882929538776164,10.26101455781382,2.999969591938666,16.673283285317,1.0286825163702298,0.182,0.106,0.236,0.13229752312607612,0.0,0.0,0.0
OBI,5,0〜+0.25,2277996,68010,0.24327171777298995,3.7664443531176586,1.8245678092974371,0.9024252692862366,3.472825143254037,15.815640879527473,8.258500000000002,1.4522499999999998,18.8615,0.7446957922666144,0.0,0.0,0.0
OBI,6,+0.25〜+0.50,2361699,71154,0.2507110347254244,3.3581142571497344,1.7493221376720496,0.8920208732876238,3.264133709349008,17.60901699454498,8.9635,1.9380000000000002,20.625749999999996,0.7916424976257382,0.0,0.0,0.0
OBI,7,+0.50〜+0.75,2916201,87536,0.25488229377878957,3.171311024376679,1.708330962036069,0.881950875337447,3.141228626680495,20.940735730493053,9.4145,2.134,23.484499999999997,0.8149262543975403,0.0,0.0,0.008
OBI,8,+0.75〜+1.00,7896727,237432,0.25248675812143434,2.96639831481904,1.624827362093147,0.8638189435506104,3.009238361770636,40.16512892822813,13.488999999999999,4.326,36.35625,0.7722820702801843,0.0,0.0,0.007
OFI_z,0,< −2σ,725624,21947,0.08266815871580874,2.4752811286634855,1.3006438186905476,0.8277803071057411,2.6832731463614694,73.47497704871839,42.033,15.1585,89.59049999999999,1.9310938929804111,0.0,0.0,0.0
OFI_z,1,−2〜−1σ,1160643,34815,0.08969166229409042,2.3365266764756245,1.3928546556170032,0.8417508432411209,2.685645226264949,48.33054554673526,27.215999999999998,11.725999999999999,53.113,1.0198855091531125,0.0,0.0,0.0
OFI_z,2,−1〜−0.5σ,1632849,49153,0.10447138712765235,2.386470363981125,1.6092693916965357,0.8570816370251472,2.753872633391332,32.89777778471845,15.851999999999999,7.104,32.335,0.9875954653492172,0.0,0.0,0.0
OFI_z,3,−0.5〜0σ,11784000,353659,0.28822751188051593,3.4302840821332397,1.7406945371200473,0.8908289163058131,3.3246522967801244,26.413255501529612,8.461,1.953,21.714,0.6630976391713264,0.0,0.0,0.038
OFI_z,4,ちょうど 0,42256,1236,0.05942351382052253,8.118489052522976,3.570929373070136,1.3475650968211297,12.408533000954161,8.488392488640605,0.91,0.182,9.547,0.16766184683831867,0.0,0.0,0.0
OFI_z,5,0〜+0.5σ,12038411,360071,0.30376425925315226,3.426120020361659,1.737921445951038,0.889956837094615,3.32185270128302,27.32802175195626,8.356,1.8900000000000001,21.5105,0.6449227063267832,0.0,0.0,0.04
OFI_z,6,+0.5〜+1σ,1634307,48688,0.10387399674602141,2.364767126611546,1.6181393421892718,0.8584059401683253,2.7557224301305854,32.8630782772155,15.983,7.215,32.844,0.9604627380290348,0.0,0.0,0.0
OFI_z,7,+1〜+2σ,1153485,34867,0.08929201506738275,2.3222275520485076,1.401639918705203,0.8427084650076806,2.6594566052708766,47.618283991555614,27.351,11.776,52.772,0.9760229175065247,0.0,0.0,0.0
OFI_z,8,> +2σ,722515,21888,0.08207995681750552,2.4609721565592952,1.3358268827963014,0.8270272505490337,2.6955994380045016,71.52118480446818,40.611999999999995,14.826,86.53325,1.8941280471686095,0.0,0.0,0.0
