feat,q,side,h,n,n_fill,n_touch,sum_pnl,sum_pnl_touch,sum_ret,sum_ret_fill,sum_retc,sum_retc_fill,sum_mmend_fill,sum_spr,sum_tau,sum_q,fill_rate,touch_rate,pnl,pnl_touch,ret,ret_fill,retc,spread,tau,q_ahead,per_order,adverse,pnl_micro
obi,0,1,3.0,1681929,450658,605809,-586914.4656984088,-589689.2690800643,-561023.7898565162,-845136.9722510027,208459.24153642368,-635204.0241684909,-28610.69751506264,2430039.800819375,532956175662.84326,1866322.312,0.2679411556611486,0.36018702335235314,-1.3903500430446343,-1.0613913974207452,-0.3335597340057257,-1.875339996740328,0.1239405715321061,1.4447933300510158,316871.9819105582,1.1096320427318869,-0.37253199730690706,-2.024746708070142,-1.4538365394899713
obi,0,1,5.0,1681872,559272,739812,-843256.387199979,-828073.1659068955,-621337.2282293187,-1176661.300867154,206463.82407588084,-901005.559084207,-31152.98010439352,2429982.6799752833,532935174400.1235,1866264.8969999999,0.3325294671651588,0.4398741402437284,-1.5957750847529988,-1.2073021550162684,-0.36943193550360476,-2.1039159851863745,0.12275834550779181,1.4448083326051466,316870.23412014917,1.1096355115014698,-0.5306422386483508,-2.230179251055572,-1.6514778199237092
obi,0,1,10.0,1681760,730041,934560,-1320880.2020715151,-1228048.23157494,-711704.4048842059,-1776668.8736883048,184409.94543655138,-1395264.4134728923,-35616.36261697991,2429853.4238064326,532892172584.60156,1866182.833,0.43409344971934166,0.5557035486633051,-1.897323314815901,-1.4020389397951336,-0.42319023218783053,-2.433656292849723,0.10965295014541396,1.44482769468083,316865.7671633298,1.1096606132860813,-0.8236156229613709,-2.531737162156316,-1.9461101125669586
obi,0,1,30.0,1681283,1026153,1222725,-2264982.2615754777,-1856334.447220354,-796794.9172850719,-2946140.6418269593,169772.30536859133,-2377620.0903770863,-47558.92759878734,2429117.545640237,532695157655.51227,1865621.654,0.6103392468727752,0.7272571006784699,-2.29525589807317,-1.6061945631440873,-0.4739207600892128,-2.8710539674171,0.10097782786633264,1.4447999210366351,316838.4844523571,1.1096416569964724,-1.400884756210274,-2.9296558585914876,-2.341602717308496
obi,0,1,60.0,1680702,1193035,1351235,-2858234.6578574693,-2175108.9011859884,-816205.4854419744,-3677149.909991492,183058.5752408631,-2992881.115443023,-48659.94969016398,2428223.83515383,532507129943.86975,1865068.907,0.7098432678725913,0.8039706027600372,-2.4837676496141934,-1.697719183699348,-0.48563367297829974,-3.082181084370108,0.10891792551021127,1.4447676239772607,316836.1374853304,1.1096963691362298,-1.7630857450383643,-3.1181514616028236,-2.5245543404406687
obi,2,-1,0.1,1681919,15332,114421,3228.4986296165616,81701.47712437282,-461.6927594574616,-10272.28095516766,1515.4689385706988,-4744.074869879693,5215.818220154356,2867454.6653630356,434291338805.36694,9950126.127,0.00911577787039685,0.068030029983608,0.12257256911143763,0.626042676819577,-0.00027450356376107385,-0.6699896266089004,0.0009010356257172306,1.7048708441744433,258211.80378208877,5.91593657423455,0.0011173443130237317,-0.641862852975784,0.4627642088293059
obi,2,-1,0.5,1681919,46807,202731,-11703.267580045876,79736.3311666002,-2072.8033339137933,-44594.97468213781,926.8708278707378,-40970.33296363164,3001.2805805599996,2867454.6653630356,434291338805.36694,9950126.127,0.027829520922232284,0.12053553114032245,-0.3380324220746016,0.30531099420710295,-0.001232403780392393,-0.9527415703236227,0.0005510793491664806,1.7048708441744433,258211.80378208877,5.91593657423455,-0.00940728036251798,-1.1024678441618232,-0.27391208578814874
obi,2,-1,1.0,1681905,81024,286451,-44316.02628034253,32770.45923622962,1694.5678461058208,-99653.55555686631,3305.31673047715,-95067.56905930793,3613.4830197101755,2867426.191600245,434289337951.9767,9950089.712,0.04817394561523986,0.17031342436106678,-0.6349493764852702,0.02640162274256197,0.0010075288711941643,-1.229926386710929,0.001965222013417613,1.704868105868194,258212.7634747365,5.915964166822739,-0.030588016731231866,-1.3993834294193672,-0.5903516891369515
obi,2,-1,3.0,1681879,173198,531969,-185788.53730251812,-115646.64547293614,6875.193795663534,-308442.9113655101,8566.327021348661,-298604.0020039536,7847.722739458991,2867376.3886226756,434284335194.2148,9950012.565,0.10297887065597466,0.31629445400055534,-1.160694472814456,-0.30539358021414054,0.004087805243815717,-1.7808687823503162,0.005093307557409696,1.7048648497440515,258213.78065497862,5.9160097515933066,-0.11952700598706456,-1.9251268976864817,-1.1153837721166477
obi,2,-1,5.0,1681850,245577,686168,-355327.5577262043,-271712.5268751356,8580.615708989728,-534579.8405126348,10225.800098575306,-523101.5092773566,8933.815412640031,2867354.011005655,434282332019.53546,9949611.237,0.14601599429199988,0.4079840651663347,-1.5349089439410217,-0.4839854246702493,0.0051018911965928756,-2.1768318715214976,0.006080090435279785,1.7048809412287986,258217.0419594705,5.915873137913607,-0.22412125559723178,-2.299349414555421,-1.4985300672032165
obi,2,-1,10.0,1681775,383361,912819,-767463.2522808831,-543448.1522375409,6683.5959384851585,-1059697.5752876103,8661.36332781694,-1044157.1427597142,11978.08499547067,2867234.9106874987,434269326624.0806,9949337.08,0.2279502311545837,0.5427711792600081,-2.0899335620495645,-0.6833514905337651,0.003974132056003424,-2.7642289520520094,0.005150132049659996,1.7048861534316415,258220.82420304776,5.915973944195865,-0.4764008385669207,-2.8543766387653853,-2.058688638868879
obi,2,-1,30.0,1681470,690611,1236254,-1940654.5074477568,-983067.1868773487,8142.18877905892,-2499497.0247734278,7161.021836922195,-2485137.16099522,9794.75430677012,2866801.38618272,434218173245.8023,9947853.59,0.4107185974177357,0.7352221568032733,-2.8980544408469555,-0.8831983871254198,0.004842303923982539,-3.619254580036269,0.004258786559928036,1.7049375761581949,258237.24077491855,5.916164778437914,-1.190284855184902,-3.662523228926053,-2.883871703666734
obi,2,-1,60.0,1680924,903850,1358751,-2934553.985038564,-1226149.2374140571,17187.3310762917,-3672482.7678142656,21322.04458787073,-3657228.4869750612,11960.864107445444,2866005.1842789724,434140029615.36005,9945418.763,0.537710211764482,0.8083357724679997,-3.3347267633330353,-0.9904090782005365,0.010224930500303226,-4.063155133942873,0.012684716612928798,1.7050177070938202,258274.63324657155,5.9166379699498615,-1.7931166340884919,-4.0992356168799455,-3.3214935231853944
obi,2,1,0.1,1681919,13271,57933,931.3759208752112,34717.62446887864,461.6927594574616,-9543.595315766166,-1515.4689385706988,-5905.83818318609,3355.6475276788688,2867454.6653630356,599414493381.2847,9842725.14,0.007890391867860462,0.034444583835487916,-0.017818708396110966,0.5112719946986802,0.00027450356376107385,-0.7191315888603848,-0.0009010356257172306,1.7048708441744433,356387.25371512224,5.852080355831642,-0.0001405965918244509,-0.7822541304833326,0.2350369564127858
obi,2,1,0.5,1681919,45430,148245,-13130.796823989116,31557.551325885055,2072.8033339137933,-44522.70287448256,-926.8708278707384,-42357.82559422267,1363.6855714013764,2867454.6653630356,599414493381.2847,9842725.14,0.02701081324368177,0.0881403920165002,-0.37703360827622967,0.12487430487291346,0.001232403780392393,-0.9800286787251279,-0.0005510793491664809,1.7048708441744433,356387.25371512224,5.852080355831642,-0.01018398437974071,-1.1414690303634514,-0.3470163163677688
obi,2,1,1.0,1681905,80426,233933,-47043.378873640315,-22625.865456072115,-1694.5678461058214,-102198.32778744058,-3305.31673047715,-99804.75879398643,1061.8440612659797,2867426.191600245,599410493076.7045,9842679.654,0.04781839640169926,0.13908811734313176,-0.6729274969989844,-0.18471942588720752,-0.0010075288711941647,-1.2707125529982912,-0.001965222013417613,1.704868105868194,356387.84180836874,5.852102023598241,-0.03217831380110073,-1.4373615499330814,-0.6597247508563691
obi,2,1,3.0,1681879,172148,438755,-200381.41886534196,-220913.71940604658,-6875.193795663535,-320806.8817822519,-8566.327021348661,-314961.2032322195,3185.1848288924066,2867376.3886226756,599404492639.4318,9842574.959,0.1023545689077514,0.26087191765876144,-1.2520066620892603,-0.591501314870592,-0.0040878052438157175,-1.8635527672831045,-0.005093307557409696,1.7048648497440515,356389.7834739787,5.852130241830714,-0.128148602167779,-2.016439086961286,-1.2335040664802934
obi,2,1,5.0,1681850,243825,569924,-381277.68075627805,-410115.6906393908,-8580.615708989728,-556469.9680857421,-10225.800098575304,-549113.0694187285,3864.731211355874,2867354.011005655,599397488164.4021,9842304.56,0.1449742842702976,0.33886731872640247,-1.6517349769559235,-0.8075971579357788,-0.0051018911965928756,-2.2822514839977117,-0.006080090435279783,1.7048809412287986,356391.7639292458,5.8520703748848,-0.23945909608840152,-2.416175447570323,-1.6358845464776877
obi,2,1,10.0,1681775,378590,771674,-802477.0490085717,-745354.0375308971,-6683.595938485158,-1085070.179994118,-8661.363327816938,-1076747.169665344,3548.783066571284,2867234.9106874987,599368482675.8466,9841976.599,0.22511334750486836,0.45884497034383315,-2.2076467128254094,-1.053892381408337,-0.003974132056003423,-2.8660825166911907,-0.005150132049659995,1.7048861534316415,356390.4105340171,5.852136343446656,-0.4969707416322467,-2.97208978954123,-2.198273028717083
obi,2,1,30.0,1681470,678942,1091250,-2004603.6762694558,-1364911.4907595096,-8142.188779058925,-2539544.41045462,-7161.0218369222,-2531116.4372009668,1454.0209000322245,2866801.38618272,599269449034.0808,9840597.267,0.4037788363753145,0.6489857089332548,-3.0405403882356015,-1.338777998405049,-0.0048423039239825424,-3.740443823558743,-0.004258786559928039,1.7049375761581949,356396.15873853286,5.85237754286428,-1.2277058599139181,-3.805009176314699,-3.038398790131445
obi,2,1,60.0,1680924,891957,1245344,-3038684.905921655,-1756758.9186969206,-17187.331076291695,-3763285.5754952296,-21322.044587870725,-3758768.3029786,-3293.740719951846,2866005.1842789724,599121397937.6204,9838245.348,0.5306349364992111,0.7408687126842142,-3.494761655462825,-1.4986615671629049,-0.010224930500303223,-4.21913340608934,-0.012684716612928797,1.7050177070938202,356423.846609139,5.852879337792785,-1.854442629126394,-4.259270509009735,-3.4984543679141558
obi,4,-1,0.1,1698062,78228,162500,-18542.438901482725,36550.84824375749,-108092.00202692697,-62831.900809720864,90259.56867650144,-42658.80636282258,-21470.82365735077,2436162.9253381453,392859230320.734,1814154.73,0.046068989235964294,0.09569733025060334,-0.3250307166421579,0.1369282968846615,-0.06365609855642902,-0.8031894054522788,0.053154460011767206,1.434672541602218,231357.41234462228,1.0683677804461793,-0.014973836586345332,-0.9543669874432668,-0.5994954052108388
obi,4,-1,0.5,1698062,196041,314222,-137456.2766971608,-90622.49570398686,-320123.2227343817,-239019.77548332192,194465.50519346466,-180353.3211132972,-36125.89267392954,2436162.9253381453,392859230320.734,1814154.73,0.11544984812097556,0.18504742465233895,-0.7891608627642217,-0.376402771620023,-0.18852269395015123,-1.2192336066604532,0.11452202875599635,1.434672541602218,231357.41234462228,1.0683677804461793,-0.09110850174914743,-1.4184971335653307,-0.9734380939246909
obi,4,-1,1.0,1698041,285240,427682,-257244.3036619565,-222622.749433783,-416952.57309773046,-409453.9978892738,212107.2894806294,-297153.0781122428,-29127.351980542455,2436134.0952187907,392853229375.6604,1814135.129,0.16798180962650489,0.25186788776007174,-0.9898521373648734,-0.6085333622499497,-0.2455491787876326,-1.4354718759264964,0.12491293760317296,1.4346733060148669,231356.73954613606,1.0683694498542733,-0.16627715329721512,-1.619188790372307,-1.0919673806005432
obi,4,-1,3.0,1697995,473849,698240,-569295.5648013646,-518362.04925520055,-561972.2727842876,-835541.510053931,206505.12989449108,-617159.8264599044,-27528.35678239454,2436056.8099613152,392844226354.1779,1814090.502,0.2790638370548794,0.4112144028692664,-1.28942822882683,-0.8303837781496342,-0.3309622659573718,-1.76330753057183,0.1216170423908734,1.434666656828386,231357.70503103832,1.0683721106363682,-0.35983278914329225,-1.9187615572410228,-1.347523438022997
obi,4,-1,5.0,1697963,587129,850538,-820650.779272339,-737572.0880583666,-629304.2853768155,-1162710.0889663452,196946.6756824298,-876988.8249910995,-29432.02766029841,2436005.518184608,392838224302.51605,1814065.617,0.34578433098954453,0.5009166866415817,-1.4857350450622249,-0.9551829924804848,-0.37062308505945973,-1.9803315608092007,0.11598996897013057,1.4346634868867036,231358.53036992918,1.068377589499889,-0.5137438985845623,-2.1150667885055765,-1.5358637691761732
obi,4,-1,10.0,1697861,763698,1063627,-1291041.652136515,-1085339.7482513376,-724851.8996531678,-1756434.5214313734,170952.63143663062,-1364135.381131749,-35338.99718179043,2435862.715514259,392819221018.9911,1813944.947,0.4498000719729118,0.6264511641412341,-1.778513333983479,-1.108413874649043,-0.4269206369974738,-2.2999071903178656,0.10068705944516695,1.4346655677433306,231361.2368851108,1.0683707011351342,-0.7999754256305521,-2.4078461178551445,-1.8247868572633494
obi,4,-1,30.0,1697431,1064519,1351335,-2248665.9771133475,-1640657.1502424332,-872701.7037466469,-2933425.060403919,96905.50407230979,-2349442.430868778,-44833.51663737791,2435346.357272195,392740143417.2172,1813444.625,0.6271353592576075,0.7961059978284831,-2.2003774936035407,-1.3021009818012805,-0.5141308858779219,-2.755634291547562,0.05708951001384433,1.4347248031125832,231373.25960066548,1.0683465925860904,-1.3799345299534105,-2.8297398951598325,-2.242493713828241
obi,4,-1,60.0,1696747,1230274,1452602,-2885783.639527692,-1954261.0286346157,-965234.7279818607,-3691488.132206452,33370.126094864565,-2993081.0185710555,-45601.72338045662,2434445.87366269,392554018362.32666,1812754.465,0.725078046402911,0.856109956286942,-2.4336430352325515,-1.4333520156482062,-0.5688736906456064,-3.0005414502838,0.019667119549858975,1.4347724638161672,231356.83655979746,1.0683705142840978,-1.764581137628469,-3.063029267140635,-2.470709350037592
obi,4,1,0.1,1698062,4774,63282,-77.21483482375426,44501.1998179873,108092.00202692697,-3569.7151292250596,-90259.56867650144,-3658.126926445755,2933.200179609532,2436162.9253381453,508622847827.6567,63608725.064,0.002811440336100802,0.03726719047949957,-0.10417403326848643,0.6152205021647119,0.06365609855642902,-0.7477409152126224,-0.053154460011767206,1.434672541602218,299531.3762557885,37.45960104165808,-0.0002928790791053296,-0.7335103040695954,0.5102373994105106
obi,4,1,0.5,1698062,17884,157481,-5427.386163052398,76341.72801816229,320123.2227343817,-16871.437743621173,-194465.50519346466,-23986.85332621178,2913.7912443554546,2436162.9253381453,508622847827.6567,63608725.064,0.01053200648739563,0.09274160778581701,-0.39147719542900905,0.39676786417512144,0.18852269395015123,-0.9433816676146932,-0.11452202875599635,1.434672541602218,299531.3762557885,37.45960104165808,-0.00412304036192577,-1.020813466230118,-0.22854992835478322
obi,4,1,1.0,1698041,33881,248251,-23214.008370994216,43216.43755625605,416952.57309773046,-44196.020973563915,-212107.2894806294,-59816.47945601229,2789.664291718692,2436134.0952187907,508618843588.3223,63607862.36,0.019952992890042112,0.14619847223948068,-0.773163022667401,0.08608363936602895,0.2455491787876326,-1.3044485396996521,-0.12491293760317296,1.4346733060148669,299532.72246566624,37.45955625335313,-0.01542691629412612,-1.4024996756748345,-0.6908258929569824
obi,4,1,3.0,1697995,80828,462932,-127472.46169244286,-134129.19730243113,561972.2727842876,-177287.20918757794,-206505.12989449108,-215875.62341361883,5078.656492630706,2436056.8099613152,508608826390.11914,63606307.151,0.047602024740944465,0.27263448950085245,-1.6650829624937258,-0.3777384438803779,0.3309622659573718,-2.193388543420324,-0.1216170423908734,1.434666656828386,299534.9376117828,37.45965515269479,-0.07926132037635145,-2.2944162909079187,-1.602250076703768
obi,4,1,5.0,1697963,121814,600159,-269143.80965545157,-324667.0956055266,629304.2853768155,-345608.7944124227,-196946.6756824298,-405377.12355270475,7277.819121222695,2436005.518184608,508602229691.4819,63604988.498,0.0717412570238574,0.3534582320109449,-2.297465329563528,-0.6289684693648293,0.37062308505945973,-2.837184514197241,-0.11598996897013057,1.4346634868867036,299536.697614425,37.45958451273673,-0.16482305071161832,-2.9267970730068797,-2.2377199873103986
obi,4,1,10.0,1697861,208696,805426,-658313.0286798124,-655647.4038407636,724851.8996531678,-792633.2119496542,-170952.63143663062,-900739.9294099382,9733.329783945619,2435862.715514259,508575138324.1344,63601698.118,0.12291701146324699,0.47437687773027354,-3.242411338405204,-0.9020380417825642,0.4269206369974738,-3.798027810545742,-0.10068705944516695,1.4346655677433306,299538.73628296686,37.459896963296764,-0.39854751165131447,-3.871744122276869,-3.1957725442551217
obi,4,1,30.0,1697431,435824,1119927,-2031014.6337280879,-1226416.248454628,872701.7037466469,-2322994.5166523773,-96905.50407230979,-2564604.4953253167,13672.406039339648,2435346.357272195,508442648978.26984,63587621.183,0.2567550610304631,0.6597776286635509,-4.748171614523495,-1.183085883682265,0.5141308858779219,-5.330120683239971,-0.05708951001384433,1.4347248031125832,299536.56377093965,37.46109337168934,-1.2191170926700925,-5.377534016079787,-4.7168002213938385
obi,4,1,60.0,1696747,627960,1270727,-3414590.858129639,-1540904.1316887098,965234.7279818607,-3844976.551302223,-33370.126094864565,-4202657.364876044,15643.411202689385,2434445.87366269,508193384210.18945,63565216.43,0.3700964256898642,0.7489195501745398,-5.5255929328773155,-1.3006161887554997,0.5688736906456064,-6.122964123992329,-0.019667119549858975,1.4347724638161672,299510.4068020686,37.4629903161756,-2.045002194275068,-6.154979164785399,-5.500681455708882
ofi_10s,0,-1,0.1,1744119,25161,145580,-2241.25227239755,98009.03096943334,36599.64912065665,-19309.304333097127,22313.41750121726,-11420.77576706459,-551.6496731413856,2878661.00066719,339243401609.4384,34686516.816,0.01442619454291823,0.08346907521791805,-0.1770764386311176,0.585231425810093,0.02098460547741103,-0.7674299246094005,0.01279351781685611,1.6504957521059,194507.0271062,19.887700791058407,-0.0025545391526596234,-0.9143243146840676,-0.19900122990099503
ofi_10s,0,-1,0.5,1744119,71172,262507,-35563.136781719026,91425.76691606005,129858.23709161172,-80048.75856749933,75199.396381282,-65701.36950972198,-4685.915624890935,2878661.00066719,339243401609.4384,34686516.816,0.04080684861526077,0.1505097989300042,-0.5876787610537715,0.26027934842141376,0.07445491797957118,-1.1247226236089942,0.043115977970128186,1.6504957521059,194507.0271062,19.887700791058407,-0.023981318236725262,-1.3249266371067216,-0.6535180746165621
ofi_10s,0,-1,1.0,1744096,113907,366227,-87676.1849347098,20713.986047374292,194004.10289646278,-160405.29997762677,118870.37986990261,-134924.62982360175,-2480.133115718326,2878625.08303629,339240389664.83154,34685723.224,0.06531005174027117,0.20998098728510356,-0.8577172687781243,-0.031439489586037365,0.11123476167393467,-1.408212840103126,0.06815586978578164,1.6504969239286655,194507.8652005575,19.887508040841787,-0.05601755920242337,-1.594965730742457,-0.8794905848668486
ofi_10s,0,-1,3.0,1744050,214136,629259,-286937.230033751,-214940.17076500016,331299.09033622214,-428215.270688579,235513.2944452981,-380861.67312140256,2484.14098992594,2878531.2507605767,339236370423.5024,34684863.781,0.12278088357558556,0.3608033026576073,-1.4279766038113677,-0.4295766334132689,0.1899596286438016,-1.9997350781212828,0.1350381551247373,1.6504866550618253,194510.6908766964,19.887539795877412,-0.1753282291412236,-2.16521993134228,-1.4163758407919504
ofi_10s,0,-1,5.0,1744004,288637,789208,-508460.7057415708,-440920.0335671906,409021.4732018456,-705277.1829299242,305684.73532408726,-647229.8678447222,3867.2905087912122,2878451.9017712455,339232337799.16174,34684117.593,0.1655024873796161,0.4525264850309976,-1.8495922620508487,-0.6466867258912613,0.23453012332646347,-2.4434746166635746,0.17527754255385153,1.65048469027092,194513.50902816837,19.88763649223282,-0.30611212000750615,-2.586834607186309,-1.8361938047886432
ofi_10s,0,-1,10.0,1743890,425195,1014479,-1042227.7284911401,-803730.585529195,531061.1100441898,-1344002.113423183,419484.9354391442,-1272647.7795415858,6941.6659318716875,2878282.2504793843,339215227158.1622,34682859.877,0.24381985102271359,0.5817333662100247,-2.5391758804575315,-0.880259460796325,0.30452672476141834,-3.1609076151487745,0.24054552491220443,1.6504953010106052,194516.4128231495,19.88821535589974,-0.6191014848936229,-3.276423530962834,-2.5228500395330813
ofi_10s,0,-1,30.0,1743514,723818,1315312,-2577749.3730584565,-1342342.1917816051,677859.1305337668,-3118475.270375136,549744.4975083472,-3049507.9481798178,7953.0183747259025,2877529.3490402275,339145808183.1571,34675849.594,0.4151489463233447,0.7544028897961244,-3.6493225604481467,-1.1085504030842912,0.38878903784756924,-4.308369328166937,0.3153083356418974,1.6504194110516046,194518.54598423478,19.888483599214,-1.5150124157640585,-4.386532265973949,-3.6383349663641007
ofi_10s,0,-1,60.0,1742929,932177,1437237,-3858883.7528026737,-1534918.3169267895,784683.5825853768,-4564712.350667065,646538.1138094175,-4517029.979032813,7741.995472260044,2876614.767154266,339031727247.25024,34665286.034,0.5348336048112114,0.8246101820556087,-4.2276470335598,-1.155964655047699,0.45020972316449887,-4.896830055522787,0.37094919747701566,1.6504486224936679,194518.38098238668,19.88909819849231,-2.261087702828213,-4.964871344806634,-4.219341748756314
ofi_10s,0,1,0.1,1744119,39584,106654,-12822.51360292191,35919.52780909473,-36599.64912065665,-38791.85945964549,-22313.41750121726,-33409.91455477938,-9260.621742197896,2878661.00066719,261610548911.83212,27359983.543,0.02269569908933966,0.061150643964087315,-0.41193173006573136,0.24878556649628455,-0.02098460547741103,-0.9799883654922568,-0.01279351781685611,1.6504957521059,149995.81388186937,15.686993572686267,-0.00934907859092293,-1.1491796061186814,-0.6458803391552094
ofi_10s,0,1,0.5,1744119,126907,284843,-97278.1587780187,-34783.570828731376,-129858.23709161172,-174910.7910039024,-75199.396381282,-154740.09604405885,-21220.765671103745,2878661.00066719,261610548911.83212,27359983.543,0.07276281033576264,0.16331626454387574,-0.8545310721868667,-0.21011488724922633,-0.07445491797957118,-1.3782595995800264,-0.043115977970128186,1.6504957521059,149995.81388186937,15.686993572686267,-0.062178082331548874,-1.5917789482398168,-1.0217461641132675
ofi_10s,0,1,1.0,1744096,199518,426174,-199853.1704322347,-170282.3672444284,-194004.10289646275,-325698.3478072583,-118870.37986990261,-280815.3702450612,-17755.045985202632,2878625.08303629,261604547489.4363,27359896.96,0.11439622589582225,0.24435237509861843,-1.0896799007219133,-0.48756066593557656,-0.11123476167393466,-1.632425885420154,-0.06815586978578164,1.6504969239286655,149994.35093563446,15.687150799038585,-0.12465526807712117,-1.826928362686246,-1.1786695958130962
ofi_10s,0,1,3.0,1744050,353060,696772,-535100.2560479896,-561300.3062827291,-331299.09033622214,-770321.1990404535,-235513.2944452981,-683974.922154192,-15423.529245180473,2878531.2507605767,261592535911.82394,27359664.416,0.2024368567414925,0.39951377540781513,-1.6036071377329337,-0.8935724200782023,-0.1899596286438016,-2.1818421770816676,-0.1350381551247373,1.6504866550618253,149991.4199201995,15.687431218141683,-0.32462918841087673,-2.340850465263846,-1.6472924298792557
ofi_10s,0,1,5.0,1744004,452828,848303,-851547.9139909109,-871259.4477163715,-409021.47320184554,-1164594.2069475786,-305684.73532408726,-1058630.9035697,-18428.093792981937,2878451.9017712455,261577535355.69916,27359522.876,0.25964848704475446,0.48641115502028665,-1.968510732531802,-1.1150616132636235,-0.23453012332646345,-2.571824637494984,-0.17527754255385153,1.65048469027092,149986.77489025207,15.687763833110473,-0.5111208334332438,-2.705753077667262,-2.0092063030198943
ofi_10s,0,1,10.0,1743890,618027,1054909,-1505481.069089948,-1365105.417273587,-531061.1100441898,-1953250.9432148952,-419484.9354391442,-1820241.263328256,-21865.73187592531,2878282.2504793843,261551533078.84113,27358892.813,0.35439563275206576,0.6049171679406384,-2.52394708498164,-1.3820504036590713,-0.30452672476141834,-3.160462153295722,-0.24054552491220443,1.6504953010106052,149981.66918718562,15.688428061976387,-0.8944758242148002,-3.2611947354869426,-2.5593269824228932
ofi_10s,0,1,30.0,1743514,927216,1332735,-3039342.564748483,-2097999.715548855,-677859.1305337668,-3755074.6585455406,-549744.4975083472,-3589066.0111431587,-27130.38611165305,2877529.3490402275,261452490835.81238,27356169.589,0.5318087494565573,0.7643959268465869,-3.365922905502583,-1.6622062116991412,-0.38878903784756924,-4.049838072839059,-0.3153083356418974,1.6504194110516046,149957.20759099862,15.690249455410166,-1.7900272511425106,-4.103132611028386,-3.395182955061319
ofi_10s,0,1,60.0,1742929,1116977,1450724,-4193255.848426677,-2488941.3355664853,-784683.5825853768,-5084995.643893136,-646538.1138094175,-4906772.866991203,-25356.0958427592,2876614.767154266,261350401256.92664,27347007.714,0.6408620201970361,0.8323483056395298,-3.842111184408163,-1.8036546218071015,-0.45020972316449887,-4.552462265465749,-0.37094919747701566,1.6504486224936679,149948.9659400507,15.690259163741036,-2.4622631354614426,-4.5793354956549965,-3.864811827163349
ofi_10s,2,-1,0.1,2108075,24039,120543,3510.1239553898645,67185.6042163859,-2444.9242804073365,-13629.058264290448,2227.8728886008194,-3241.965161605913,3665.910241935553,2936827.6292769564,800172037923.8213,14619457.11,0.011403294474817072,0.057181551889757244,0.05801788574357772,0.469357990230755,-0.001159789988689841,-0.5669561239773055,0.0010568280960595896,1.3931324214162002,379574.74849036266,6.934979595128256,0.000661595035940308,-0.5505483249645224,0.2105163358428145
ofi_10s,2,-1,0.5,2108075,56079,197519,-13944.742652671433,63805.86702359559,-2930.502520275509,-45192.7017528575,227.8323513597427,-31308.792483040706,1666.6029769775205,2936827.6292769564,800172037923.8213,14619457.11,0.02660199471081437,0.09369638177009831,-0.3366624699561589,0.23503660419299202,-0.0013901320020755946,-0.8058756709794664,0.00010807601786451748,1.3931324214162002,379574.74849036266,6.934979595128256,-0.00895589324510344,-0.9452286806642589,-0.3069436273060132
ofi_10s,2,-1,1.0,2108050,89019,275146,-40958.70631962173,34539.9553158199,-787.9657829270934,-88244.26323497215,580.8665147097975,-69086.45185879782,1787.4021488191706,2936803.6960565806,800163008733.7742,14619112.531,0.04222812551884443,0.1305215720689737,-0.548111957218366,0.03753319079986589,-0.0003737889437760458,-0.9912969504821685,0.0002755468393585529,1.3931375897424543,379574.96678625944,6.934898380493821,-0.023145740527796648,-1.1566807520895932,-0.5280330735101783
ofi_10s,2,-1,3.0,2108009,187404,562932,-140595.54712545604,-30763.90959469931,-2281.1453078423147,-246549.02850976246,748.9285643183595,-208636.27821603187,6211.545129404676,2936756.231490279,800148998989.0463,14618484.732,0.0889009487151146,0.26704440066432356,-0.838227034243965,-0.1426494240773296,-0.0010821326226986292,-1.3156017401430196,0.0003552776882443858,1.393142169454817,379575.7034192199,6.9347354456266554,-0.07451917858294535,-1.4467981189713734,-0.8050818232057552
ofi_10s,2,-1,5.0,2107965,262803,752624,-250715.28866948775,-114977.49584180144,-2875.4835872506837,-405744.0813188175,-428.14587112563754,-355817.05576933234,8587.041949361697,2936711.655124642,800133989010.9666,14617718.842,0.12467142481018423,0.35703818611789095,-1.0420046676388313,-0.24076884053896958,-0.001364104046912868,-1.5439096255324996,-0.00020310862425402583,1.3931501021718302,379576.505782101,6.93451686436919,-0.12990820657339555,-1.6505797187247464,-1.0093298429626987
ofi_10s,2,-1,10.0,2107836,406457,1048505,-520204.79713828966,-285116.68883353844,-3775.796870021474,-774009.6723644248,1026.557131855491,-704764.4199673631,12360.139079910672,2936557.3494047015,800086940833.8031,14616681.573,0.19283141572684023,0.4974319633975319,-1.3678519822226944,-0.359926875726428,-0.001791314347995515,-1.9042842720495028,0.00048701945116009544,1.3931621574945592,379577.4153367734,6.934449156860401,-0.2637648342367669,-1.976433060969974,-1.3374425192784944
ofi_10s,2,-1,30.0,2107300,738021,1499641,-1364098.9884797903,-612935.9831533238,28230.385542740696,-1854515.881352096,33977.43437373166,-1761985.903167483,12492.44127710872,2935867.6017608335,799908252473.3651,14611923.071,0.3502211360508708,0.7116409623689081,-1.9363200186441718,-0.49672180952196143,0.013396472046097231,-2.512822645090175,0.016123681665511157,1.39318920028512,379589.1674053837,6.933954857400465,-0.6781401966876052,-2.5449146187867315,-1.9193930731004696
