feat,k,side,s_dec,h,n,n_fill,sum_edge,sum_as,sum_pnl,sum_wait
obi,1,1,0,60.0,893020.0,446226.0,367172.8698975647,-1893545.6386241238,-1565640.656726557,6897815.485000002
obi,1,1,1,0.1,781503.0,6444.0,20149.167637579598,-10016.811856073975,9565.283781505617,297.959
obi,1,1,1,0.5,781503.0,21887.0,49143.96483768988,-38726.8595726391,8491.049265050742,4858.375999999998
obi,1,1,1,1.0,781503.0,39554.0,70315.54513382027,-82029.32944993227,-15194.536316111977,17914.623000000007
obi,1,1,1,3.0,781503.0,90016.0,124163.12782022297,-217357.0653128609,-101115.34549263798,113427.88099999995
obi,1,1,1,5.0,781503.0,125477.0,157292.30170905104,-325222.1887675221,-178971.86305847103,252196.39100000006
obi,1,1,1,10.0,781503.0,186922.0,217243.2428373765,-541006.7493514679,-340212.64251409104,699156.9410000005
obi,1,1,1,30.0,781503.0,310990.0,365991.1485254745,-1050899.4776427587,-712275.4491172858,2996313.1000000006
obi,1,1,1,60.0,781503.0,391865.0,480198.1675313764,-1423181.2702429434,-977467.2227115674,6497935.605999995
obi,1,1,2,0.1,825241.0,5718.0,20800.369947891166,-7985.235715580105,12311.950232311065,267.2319999999998
obi,1,1,2,0.5,825241.0,19603.0,47942.683995930776,-32154.295331159377,14063.3246647714,4430.8859999999995
obi,1,1,2,1.0,825241.0,36605.0,71588.8570867796,-70537.4097320726,-2169.7926452930133,16988.139999999996
obi,1,1,2,3.0,825241.0,87544.0,136833.2108688639,-195322.39280452838,-66193.0539356645,113513.19399999996
obi,1,1,2,5.0,825241.0,123481.0,181024.68027717998,-295236.7086379651,-125078.35636078496,254312.63900000008
obi,1,1,2,10.0,825241.0,186388.0,267649.59366574575,-504178.23015069094,-252930.78048494487,711977.0399999997
obi,1,1,2,30.0,825241.0,313932.0,500566.63398815796,-1002550.9206439755,-529610.3026558172,3068493.865
obi,1,1,2,60.0,825241.0,394437.0,656929.8313565438,-1362150.0396064287,-739930.6642498844,6555244.918000003
