dt,n_seg,n_wallet_day,n_stale,n_carry,n_grid_ok,n_inc,n_maker_mean,n_maker_p10,n_maker_p25,n_maker_p50,n_maker_p75,n_maker_p90,n_maker_bid_mean,n_maker_bid_p10,n_maker_bid_p25,n_maker_bid_p50,n_maker_bid_p75,n_maker_bid_p90,n_maker_ask_mean,n_maker_ask_p10,n_maker_ask_p25,n_maker_ask_p50,n_maker_ask_p75,n_maker_ask_p90,hhi_mean,hhi_p10,hhi_p25,hhi_p50,hhi_p75,hhi_p90,eff_n_mean,eff_n_p10,eff_n_p25,eff_n_p50,eff_n_p75,eff_n_p90,mci_mean,mci_p10,mci_p25,mci_p50,mci_p75,mci_p90,top1_mean,top1_p10,top1_p25,top1_p50,top1_p75,top1_p90,overlap_mean,overlap_p10,overlap_p25,overlap_p50,overlap_p75,overlap_p90,clustering_mean,clustering_p10,clustering_p25,clustering_p50,clustering_p75,clustering_p90,depth_near_mean,depth_near_p10,depth_near_p25,depth_near_p50,depth_near_p75,depth_near_p90,turnover60,entry60,exit60
2026-05-14,2084030,617,530,1666,86399,1886043,6.362492621442378,4.0,5.0,6.0,8.0,9.0,3.6268938297896964,1.0,2.0,3.0,5.0,6.0,3.4906769754279563,1.0,2.0,3.0,4.0,6.0,0.4666822683411044,0.2635478425507111,0.32683359300108716,0.42384965023252785,0.5733213409146467,0.7508710054079386,2.485048508823545,1.3317866758080061,1.7442225304538672,2.359327179936071,3.0596610061860625,3.7943774850307443,0.4126537975476839,0.23639920019277808,0.29728718206479116,0.3874144748613299,0.5031268986792012,0.6259124924876187,0.5937610791629708,0.3650640379570711,0.44825467432730126,0.5713726536784983,0.7323214251263348,0.8612369458190783,1.2877289336981206,1.0,1.1111111111111112,1.2222222222222223,1.4,1.625,0.824103358702951,0.6928067587859912,0.7650137078904647,0.8345682252961486,0.8950687086541935,0.9378071288994219,76.62689064688249,12.823,30.067999999999998,52.548,95.73750000000001,151.75820000000002,0.6127815418421534,0.44217775041798557,0.441562155093596
2026-05-15,2663982,704,452,1615,86399,1971774,6.311566106089191,4.0,5.0,6.0,8.0,9.0,3.604879686107478,1.0,2.0,3.0,5.0,6.0,3.551649903355363,1.0,2.0,3.0,5.0,6.0,0.5011646690815137,0.28021452265535635,0.34865639715586416,0.46102060335259565,0.6220816364449387,0.8074853114881935,2.317918390955247,1.2384126197777117,1.6075060593581116,2.169100453923064,2.868153311351114,3.568694408570822,0.3931412834097435,0.2139816652161559,0.2763046845755708,0.368336671849196,0.48621542126776096,0.6027456296172977,0.6294434731147944,0.3895514174733863,0.4813257302262722,0.6204933256956379,0.7704317074222625,0.8954437522572274,1.3542115981450351,1.0,1.125,1.3,1.5,1.75,0.7947513008028778,0.6306611545061663,0.7182413110254785,0.8067118893075826,0.8776615783817336,0.9374992229195224,101.51161872243893,12.522,33.1395,69.617,145.548,204.98039999999997,0.6216102053953427,0.4509111326816898,0.4509900345149647
2026-05-16,313229,467,174,1360,86399,1683296,6.212201530110303,4.0,5.0,6.0,7.0,9.0,4.04077640686127,2.0,3.0,4.0,5.0,6.0,3.5888146853551546,2.0,3.0,3.0,4.0,5.0,0.484649497603478,0.2511449734133497,0.31076416479042845,0.42156243571761665,0.6168043571996722,0.8500924366440381,2.4991674147631593,1.1763426626094715,1.6212596236188384,2.372127863569536,3.2178742420011233,3.9817639451237157,0.43642693579132574,0.18048439135227526,0.2656462658963516,0.3925969931946489,0.6160172487725559,0.7452346058822985,0.6012757548126628,0.3333333333333333,0.41887125220458554,0.5705846404563047,0.7730364873222016,0.9207758822154709,1.3827091581602626,1.1,1.2,1.3333333333333333,1.5,1.75,0.7537248204184199,0.6004955225694565,0.6763969653736267,0.7583852528709918,0.8350448226802709,0.9,39.268951978610865,2.343,3.364,9.612,22.81,94.44459999999842,0.3966201772874718,0.24762911861960152,0.247205763596317
2026-05-17,469955,394,638,890,86399,1635904,5.961631500364588,4.0,5.0,6.0,7.0,8.0,3.762462528501487,2.0,3.0,4.0,5.0,6.0,3.611407539439114,2.0,3.0,3.0,4.0,5.0,0.4601542989539748,0.24101364611538126,0.2995008405084335,0.4081042365659918,0.6001473349464701,0.7680460290405889,2.603459677745866,1.3020052994175557,1.6662575034360696,2.4503543712619527,3.3388887949901753,4.149142656931827,0.4702215200047903,0.20736746370919854,0.2747282048559451,0.432997264730465,0.6485774911908897,0.7821590830379072,0.5840310771581125,0.3288242730720607,0.4107692307692308,0.5611311339062933,0.760063157993816,0.8725895023626069,1.3801340490553458,1.0909090909090908,1.1818181818181819,1.3333333333333333,1.5,1.75,0.7456709426054099,0.5899961288330418,0.6703233154992007,0.7533380002651898,0.8333333333333334,0.8925264789232101,15.945934443685692,2.33,3.504,9.145,22.744,32.536999999999985,0.49073965485900584,0.3251047992012339,0.3251766726107919
2026-05-18,2754101,769,210,1845,86399,2263050,6.285165337561778,4.0,5.0,6.0,8.0,9.0,3.6620944311328727,1.0,2.0,3.0,5.0,6.0,3.615643699579856,1.0,2.0,3.0,5.0,6.0,0.4976571620663064,0.28546986683810016,0.35714024069196093,0.45258667389755486,0.6135000609955017,0.7888939331749635,2.310635135329243,1.2675975313032297,1.6299916885611982,2.2095215296293826,2.800020513343635,3.5029966948113245,0.3936949501536319,0.21299316482422592,0.2762879958006669,0.3689285183452183,0.4967643319205923,0.5991271885633607,0.6248119736458554,0.39881823362702135,0.49079525463885565,0.6049537241075363,0.7639508279365572,0.8842031074616977,1.389100143508493,1.0,1.1538461538461537,1.3333333333333333,1.5454545454545454,1.7777777777777777,0.7369290895637172,0.5706350156954989,0.659716449673702,0.7502014135461263,0.8205040134820749,0.8939980134739514,110.6944876098103,13.773800000000001,30.3015,69.784,159.459,238.9322,0.5819158846147314,0.410627796740116,0.41023892546203805
2026-05-19,2883515,817,61,2289,86399,2272379,6.6208520931955235,4.0,5.0,6.0,8.0,9.0,3.8439565272746212,2.0,2.0,4.0,5.0,6.0,3.8076019398372667,1.0,2.0,4.0,5.0,6.0,0.5051185958019877,0.2741525214849373,0.342439736848819,0.4582957956981251,0.6468292611603197,0.8212743193269546,2.330009472329252,1.2176199553258527,1.546003033638494,2.181996888006998,2.9202218454483004,3.647604605750947,0.3768142418285442,0.18139966460423976,0.2529118702598835,0.36014064098837617,0.4738007603964083,0.5868299693979586,0.6304038745648121,0.38069303395889253,0.4723900561418367,0.6169094658418147,0.7906858172114959,0.9037033716885503,1.40909042171934,1.0,1.1666666666666667,1.3571428571428572,1.5714285714285714,1.8,0.753443221660942,0.593249510907427,0.6756879226073443,0.7579374634227899,0.835613292413689,0.9021542761230038,156.150489762613,20.7828,48.004000000000005,96.376,205.2545,363.035,0.605851779947904,0.43485762079572776,0.4344534227351785
2026-05-20,2365492,692,822,2515,86399,2505339,7.164203289389923,4.0,6.0,7.0,9.0,10.0,3.9957638398592574,1.0,3.0,4.0,5.0,7.0,4.274366601465295,2.0,3.0,4.0,6.0,7.0,0.5213131315792267,0.2678418761378835,0.3399496225392806,0.4826635604230094,0.6704959053044943,0.8389786445233803,2.2943036019822403,1.191925451890489,1.491433418582321,2.071836537905604,2.941612326416469,3.7335461297165278,0.346178703036532,0.1570349337710062,0.20934034268262325,0.3272551930821206,0.4623684396832231,0.5505600914132355,0.6468396954582672,0.37749750129356785,0.47505927479289556,0.6520281681164962,0.8086825444471791,0.9139106973190361,1.4255872463502357,1.0,1.1666666666666667,1.3636363636363635,1.5833333333333333,1.8333333333333333,0.765560820204414,0.6160892804124622,0.692547995412365,0.7707017980625,0.8359381293219542,0.9058053893826389,171.89590805449134,15.752,44.686,96.59400000000001,274.552,449.40619999999996,0.6097508617618267,0.4387446051948598,0.4385311576778851
2026-05-21,2357344,630,364,2264,86399,2660571,7.1722242155580505,4.0,6.0,7.0,9.0,10.0,4.2737068716073106,2.0,3.0,4.0,6.0,7.0,4.222047116353987,2.0,3.0,4.0,5.0,7.0,0.4938281946945186,0.25712664689594283,0.3242655904617984,0.4451130757776511,0.6457654725874773,0.8099410967597968,2.422911863563357,1.2346576857046734,1.5485498101859836,2.2466201386084053,3.083891814317595,3.889134059314279,0.3629719206977427,0.1616582291962136,0.2211742314910763,0.35149532547880036,0.47286746353002107,0.5820285087198501,0.6232782531834111,0.36465812702181377,0.4573496493329031,0.6140516516053617,0.792371328924261,0.8969504411222377,1.4540652117761346,1.1,1.2,1.3846153846153846,1.6,1.8333333333333333,0.7521644475541599,0.5993233507961943,0.6766460268395345,0.7560699432573512,0.8343217360437188,0.9010204081632652,168.5914864408153,24.681600000000003,47.1845,88.973,256.707,438.423,0.5959013521955179,0.4244438989570784,0.4243841465581003
2026-05-22,1686217,560,1081,1001,86399,2646690,7.568930195951342,5.0,6.0,7.0,9.0,10.0,4.30504982696559,2.0,3.0,4.0,5.0,7.0,4.564858545168311,2.0,3.0,4.0,6.0,7.0,0.5088014224718473,0.25716299428276884,0.32918675507561335,0.46377049650967933,0.6770964608304595,0.8311397428546872,2.3681585641966088,1.203167107106824,1.4768944425719992,2.156238931812104,3.037789293586883,3.8885843695845446,0.3300321031994252,0.15702371647269242,0.20718222606611564,0.30617744858278834,0.4203065252238498,0.5365290548351452,0.6322363503146783,0.36076475037100825,0.45757499549228364,0.6280603531448089,0.8141742287719166,0.909811262477857,1.4358386405139034,1.1,1.2142857142857142,1.375,1.5714285714285714,1.8,0.7639215974603517,0.6165998166295098,0.6945840693633831,0.77033526192819,0.8404917673424608,0.9010410567091572,175.3607699278927,21.37140000000001,49.417,94.559,273.507,442.6366,0.5697189139978378,0.3984089166769954,0.39829109265711526
2026-05-23,468500,381,298,904,86397,1682605,6.135143581374353,4.0,5.0,6.0,7.0,8.0,3.8617313101149344,2.0,3.0,4.0,5.0,6.0,3.5391738139055753,2.0,3.0,3.0,4.0,5.0,0.4607699272809358,0.2697839707637455,0.3267820290781523,0.41812681271521246,0.5522501871259843,0.7454736414227761,2.4891663214388253,1.3414290518594956,1.8107734923625676,2.3916189289709657,3.060143799281088,3.706669440623355,0.4276011193771503,0.23415108824913083,0.30244504315593945,0.39525363069187236,0.5207506717600324,0.6805605639423818,0.5932428259243528,0.38049974796572333,0.459091974681566,0.5676713380687272,0.7189179173614971,0.858738247692089,1.2798681072436238,1.0,1.125,1.25,1.4,1.5714285714285714,0.7803615796153462,0.6397537601895402,0.7133997829600568,0.7869325414505298,0.856441470464929,0.9173467839641237,27.853183872125186,3.943,8.697000000000001,16.623,28.551000000000002,49.19,0.4890068828209012,0.3236490083477749,0.32362446717334753
2026-05-24,493807,445,128,1144,86399,1536680,5.409518628687832,4.0,4.0,5.0,6.0,7.0,3.4504681767150083,2.0,3.0,3.0,4.0,5.0,3.2732218929431376,2.0,2.0,3.0,4.0,5.0,0.5201210053084119,0.2877612693816595,0.35819451274102454,0.4703285198412256,0.6629275470430904,0.8529258824313,2.2411141036499753,1.1724348159648519,1.5084604773936734,2.126173425199862,2.7917792304849636,3.4751028247381712,0.4439515581819734,0.21655202832566564,0.2915470813867931,0.3960083462510853,0.5766507632425535,0.7465862539827037,0.6439811500557,0.3944656307614647,0.49481642277031324,0.6298245614035087,0.8041761752906771,0.9220533020572853,1.25702009460965,1.0,1.1111111111111112,1.2,1.3636363636363635,1.5,0.755682184620202,0.5969613174125155,0.6826249996922993,0.7648343549550042,0.8352229570675475,0.9024674015193046,41.887885357469415,2.109,4.866,13.489,28.197,111.8344,0.48395605180420365,0.3195026878841747,0.3190786232892849
2026-05-25,666134,556,140,1070,86399,1998840,6.704788249864003,4.0,5.0,7.0,8.0,9.0,3.931156610608919,2.0,3.0,4.0,5.0,6.0,4.213132026537299,2.0,3.0,4.0,5.0,7.0,0.49436234716619515,0.25864428661920863,0.32581065904844053,0.4423430509893181,0.6375542840742662,0.8337068632450496,2.431126722696604,1.199462357917608,1.568493891913378,2.2606888426605996,3.0692672944482244,3.86631389802265,0.38697262567328894,0.18511129459981593,0.24495317291925453,0.33845993688203807,0.4864775060839672,0.6847115483474363,0.6234245622529061,0.3698653981251717,0.4608664389717778,0.6070185236898445,0.7872653098741191,0.9109193727044832,1.320934084783067,1.0,1.1428571428571428,1.2727272727272727,1.4285714285714286,1.625,0.7946958692425748,0.6547763995246384,0.7325164292245949,0.8039993715138669,0.8681068932892069,0.9280877943842797,64.14066000763897,4.261,10.715,23.45,52.111000000000004,121.85659999999987,0.546662699593375,0.3762096042708684,0.37611285320617477
2026-05-26,2394809,1072,321,2001,86399,2216556,6.991689718631003,4.0,5.0,7.0,8.0,10.0,4.03067165129226,2.0,3.0,4.0,5.0,7.0,3.9448940135912665,2.0,3.0,4.0,5.0,7.0,0.5092634928127855,0.2611625130044624,0.33257381825496746,0.4664609877646359,0.6726447850084831,0.8309430071330095,2.3554493880115523,1.2034519713426246,1.4866687772114398,2.143802003233278,3.0068512480133416,3.829033458097237,0.36109987850325737,0.1704364935028226,0.22583443694971694,0.3341741570488369,0.466942284191269,0.5898893735145823,0.6358862119961565,0.3722168967014496,0.4673213451677611,0.63015604810655,0.8105221485545628,0.909657125462495,1.4319522520312495,1.0,1.1818181818181819,1.3571428571428572,1.5714285714285714,1.8571428571428572,0.8033252888965381,0.6703274574120633,0.7443062989496134,0.8089008860794538,0.875,0.9285714290061037,153.27618493269597,20.62,43.981,86.709,216.872,383.4126,0.6406150776672357,0.47161320254506894,0.47112440349946977
2026-05-27,3152881,1356,92,3641,86399,1940464,6.727739904397041,4.0,5.0,7.0,8.0,10.0,3.923772265882707,1.0,2.0,4.0,5.0,7.0,3.4768920936584915,1.0,2.0,3.0,5.0,6.0,0.46736696900189956,0.2583649816389105,0.32204119674482656,0.4174761329749881,0.5867417374045604,0.7701446285790183,2.5186506374225774,1.2984574103307016,1.704327372183012,2.395346514479457,3.1051927831219763,3.87049356952699,0.41099907666897784,0.1855264853180818,0.2757666332111024,0.39594280345173727,0.5166080079654067,0.661777132502041,0.5976941728882965,0.3656239497720223,0.45270930611358456,0.5736353436641246,0.7456224948702279,0.8731413254758656,1.380690293300934,1.0,1.125,1.3333333333333333,1.5454545454545454,1.8,0.8483898584529007,0.7096363987211045,0.7802809192953375,0.8550949813090739,0.9244444444459861,1.0,115.04018431926295,16.959600000000002,29.3095,55.527,136.59,319.7576,0.6925852885424968,0.5300078532949395,0.5296530772516224
2026-05-28,3070859,1094,487,3298,86399,2378221,7.679440734267757,5.0,6.0,8.0,9.0,11.0,4.882000949085059,2.0,3.0,5.0,6.0,8.0,3.769360756490237,1.0,2.0,4.0,5.0,6.0,0.4448300071294315,0.23667165051204342,0.29329257932426744,0.39440358020924005,0.5646790051184059,0.7491654231948246,2.683980677468473,1.3348186788056866,1.770917621015383,2.535473941360972,3.4095646139566496,4.225263134973269,0.3686850557789506,0.17573216117340426,0.25107805931675087,0.36326674572442985,0.467616752509326,0.5620529887048414,0.5794694695494029,0.3440401709223355,0.42594249220567737,0.5542553191489362,0.7290228323485113,0.8604576054504787,1.4113891397981249,1.0,1.1666666666666667,1.3333333333333333,1.5555555555555556,1.8333333333333333,0.8399825460441738,0.7106186857259492,0.779477871234973,0.8469390802071759,0.9103696078030117,0.9682335852987509,121.65609988541536,17.1328,30.6605,58.785000000000004,154.945,342.113,0.6877432455299227,0.5240632517174033,0.5241009554116113
2026-05-29,2004747,852,1824,1532,86399,2128518,6.592379541429878,4.0,5.0,6.0,8.0,9.0,3.9350223960925472,2.0,3.0,4.0,5.0,6.0,3.884290912462048,1.0,3.0,4.0,5.0,6.0,0.48820918405498376,0.2732301078616121,0.33939570599263,0.44645608447310703,0.6170136705596043,0.7797309052477565,2.3789714575027165,1.2824937337807403,1.6207096336998008,2.239861959055094,2.946413234981443,3.6599187691058046,0.38408146001424875,0.18778172494083586,0.2605202430437562,0.36927342296092425,0.4854928910489711,0.595205631366398,0.62134710445065,0.38474585544673634,0.4702978039958822,0.6116439983369959,0.7719845122309245,0.8795551297252846,1.3650714427368844,1.0,1.1428571428571428,1.2857142857142858,1.5,1.75,0.8070567771720951,0.6608040645443571,0.7377127734207529,0.8125839789731917,0.8888888888888888,0.938895751867457,115.40577725436637,15.591000000000001,30.9565,54.242000000000004,145.8425,336.387,0.5787838875398723,0.4074124183396998,0.4071752125188447
2026-05-30,430498,494,413,1408,86399,2163655,6.548918390259146,5.0,5.0,6.0,8.0,9.0,4.051065405849605,2.0,3.0,4.0,5.0,6.0,4.133959883794951,2.0,3.0,4.0,5.0,6.0,0.5496829562942156,0.326677562094256,0.40724712122438617,0.5214542631702705,0.6867033671013957,0.817400328600033,2.0511511314007733,1.2233907487088624,1.4562328479923476,1.9177137299066818,2.455511526248105,3.061122391152452,0.3268530947930718,0.19084848338747004,0.23282927789409633,0.2988630909304879,0.38818790752505816,0.4990211702870607,0.6820100298628929,0.4541411565778884,0.5504582594987071,0.689396679270097,0.819863147605083,0.9019795790789747,1.3433598328056273,1.0,1.1428571428571428,1.2857142857142858,1.5,1.6666666666666667,0.7755849704498577,0.6191390739424454,0.700131388916665,0.7805903343626689,0.859479562491161,0.9183673469387754,47.333807497771964,13.222,22.13,32.766,52.175000000000004,81.31619999999998,0.4642281446273977,0.30214089557939633,0.3023495564188849
2026-05-31,478036,493,430,1203,86399,2239279,7.31158925450526,5.0,6.0,7.0,8.0,10.0,4.317052280697693,2.0,3.0,4.0,5.0,7.0,4.383784221985454,2.0,3.0,4.0,5.0,6.0,0.5349589522678203,0.32126146656871607,0.38993296894001545,0.49009209961792827,0.6644047020282373,0.8365463521089854,2.1321410164263037,1.1953910234369414,1.5051067473593824,2.0404328100363007,2.564543343740275,3.112729362443406,0.30249936201525635,0.18130933210925138,0.21762795038807575,0.2751898391493183,0.34855560987423656,0.450140584931772,0.6608506865333386,0.4410775413007888,0.5162766389872829,0.651775910936343,0.8040630539545743,0.9132506129206595,1.5074684976880985,1.1666666666666667,1.2857142857142858,1.4444444444444444,1.6363636363636365,1.875,0.8097903389657838,0.6722344486444017,0.7417866873037564,0.8165356981635012,0.8898362384549419,0.9365079365079365,82.0831047350085,17.977800000000006,36.728,61.465,101.11200000000001,169.008,0.42684143839072464,0.2713226303084828,0.2713305498710695
2026-06-01,2093891,847,380,1297,86399,14400209,26.510191090174654,22.0,25.0,27.0,30.0,32.0,19.363835229574416,14.0,17.0,20.0,22.0,25.0,19.934675169851502,15.0,18.0,21.0,23.0,25.0,0.20569290490451334,0.1305089104580226,0.14559286942481792,0.17074731125841291,0.21447447024291372,0.31588817006749687,5.663499824563861,3.165677270529919,4.6625595991368005,5.856607595340561,6.868468243341704,7.662312071335066,0.2204163711509517,0.1317660565647917,0.17815327368421668,0.22006954824175695,0.259950596244359,0.29596086155564805,0.3468614323163068,0.22732878863849482,0.2574986401136012,0.31096453247746864,0.3923014022746306,0.5178917630462712,4.145736083657282,3.2857142857142856,3.772727272727273,4.2272727272727275,4.681818181818182,5.045454545454546,0.5992311688398856,0.5236690551029661,0.5546861522052426,0.5906302155049581,0.6305218179902166,0.6735926153488508,780.5720524890336,296.577,393.3655,770.215,1034.3795,1250.8006,0.2840325452357566,0.1658703146231382,0.16527479825408406
2026-06-02,2108758,833,109,1920,86399,15915264,28.68463755367539,24.0,26.0,29.0,31.0,33.0,21.436648572321438,17.0,19.0,22.0,24.0,26.0,21.09967707959583,16.0,19.0,21.0,24.0,26.0,0.20230375545943732,0.14004779950911955,0.15911373342468177,0.18786179330418407,0.2310008585173185,0.28357638684445696,5.350109306005519,3.5263867036717715,4.328988240246774,5.323062142714721,6.284812621346676,7.1404192254828045,0.188903613644682,0.11879258145124698,0.1500178361175029,0.18987100210168747,0.22393953703208858,0.25461977204590464,0.3554371907900561,0.2461014931029312,0.28564056751685596,0.33962202543321773,0.41325688010926354,0.4895592387616565,4.354001330409545,3.5454545454545454,3.9545454545454546,4.409090909090909,4.7727272727272725,5.136363636363637,0.6036826642605773,0.5323224724435814,0.5659018222474064,0.6028133732140337,0.6403399029544857,0.6754840850715588,858.3913667635042,525.403,681.569,844.563,1006.8620000000001,1202.0456000000001,0.3004161424429267,0.17687719784202147,0.17667571006271962
2026-06-03,2066499,764,361,1222,86399,15915776,29.4204446810727,24.0,27.0,29.0,32.0,35.0,22.24767647773701,17.0,20.0,22.0,25.0,27.0,20.988182733596453,16.0,18.0,21.0,24.0,26.0,0.22095170257325333,0.15377970057033385,0.17811750725775777,0.20835042296414408,0.24897784491591135,0.30204864691857897,4.878747846136616,3.310724979120797,4.016421624286961,4.799606287202471,5.614271249352418,6.502808864332264,0.16754611855612397,0.11277367305848641,0.13844694088170892,0.1654543185174723,0.19138924349797876,0.22089297206981362,0.3848871402410068,0.2703276633519691,0.315423920388501,0.37453038446772335,0.44313729517497885,0.5121840340604678,3.977650117469272,3.238095238095238,3.5454545454545454,3.9,4.380952380952381,4.863636363636363,0.6267734708148951,0.5569402331737109,0.5879556240470178,0.6240979196142097,0.6630282202331108,0.6994908786557876,749.1538563293558,495.26880000000006,600.0275,720.725,878.8585,1045.9656,0.29779188815574786,0.17512811467483913,0.1748155054190854
2026-06-04,2950045,871,264,1735,86399,13230185,24.427944767879257,6.0,21.0,28.0,31.0,34.0,17.00337970786361,3.0,12.0,19.0,23.0,26.0,17.795043924119494,3.0,13.0,21.0,24.0,27.0,0.30432930847584005,0.13821662501420465,0.16254994006414156,0.21304412327634692,0.35157345284588515,0.6813348295153894,4.577076300437668,1.4677071526287935,2.844355836611796,4.693863339768661,6.151955513520555,7.235019664950659,0.21602804785702348,0.11515736452732214,0.14661671154671024,0.18664747558573583,0.23342458044357273,0.343508232588286,0.45332071884850206,0.2546667043553144,0.2996317727511836,0.38712542819107515,0.5498190342516327,0.8157205479041943,3.3566752402244777,1.3333333333333333,2.619047619047619,3.7142857142857144,4.2272727272727275,4.636363636363637,0.6903274191128287,0.5842602498873085,0.6184316935222052,0.6608875415766403,0.726946278927715,0.8749820982288602,563.7042652114029,67.79820000000004,350.533,557.672,723.4735000000001,962.1223999999999,0.36176616410311757,0.22062068390293652,0.22095857873755287
2026-06-05,4077959,1081,214,2046,86399,1885038,6.159619903008137,3.0,4.0,6.0,8.0,9.0,3.2708760231074683,1.0,2.0,3.0,4.0,6.0,3.373765900068288,1.0,2.0,3.0,5.0,6.0,0.5440298192546363,0.25805829317806234,0.35649779555571426,0.5100372051887403,0.7252893764727918,0.894274347941303,2.2617096491545956,1.118225075324863,1.3787600266273121,1.9606412822961572,2.8050664345485807,3.8750934445906555,0.40210426209091316,0.18945630146545858,0.254695177046289,0.3563345263757452,0.52419973443309,0.6801437062721581,0.6601117825538563,0.36712010617120105,0.4862262323655038,0.6698952188077838,0.8445789156605903,0.9447637655752528,1.3501006298866352,1.0,1.0909090909090908,1.25,1.5,1.8,0.8568585259677515,0.7,0.7936740363018054,0.875,0.9375001554908161,1.0,77.20943955369854,5.7860000000000005,14.4485,40.096000000000004,96.406,179.8886,0.7364515489119783,0.5831371295321197,0.5827666616518731
2026-06-06,1117780,681,393,2254,86399,1930768,7.194388823944721,4.0,6.0,7.0,9.0,10.0,4.147482347493923,2.0,3.0,4.0,6.0,7.0,3.881607426011875,1.0,2.0,4.0,5.0,7.0,0.3913051265288982,0.18475761909841523,0.22963117287031565,0.31213724960427647,0.48194413687124593,0.7688266065956355,3.316563311233986,1.3006833939163478,2.0749292797064567,3.203718880933906,4.354809443050845,5.412496680751853,0.4867548354578181,0.20206828792092488,0.3351391549697055,0.482579943099662,0.644454383740781,0.7579821594686272,0.5183777188313546,0.2787439482865875,0.34841922910350803,0.46618106139438087,0.6547548543993671,0.8721093005201564,1.3372465865813847,1.0,1.1428571428571428,1.2857142857142858,1.5,1.6666666666666667,0.8859128007935336,0.7629231792014756,0.8333338515722332,0.9,0.9455981219105491,1.0,85.7202742624336,3.530800000000001,6.298,12.094,22.055500000000002,54.47399999999998,0.6167621138508264,0.44595155843026907,0.44585658127308025
2026-06-07,1299925,752,964,1893,86399,1810422,6.91289251032998,4.0,5.0,7.0,8.0,10.0,3.7204713017511777,1.0,2.0,4.0,5.0,6.0,4.021313790867834,1.0,2.0,4.0,5.0,7.0,0.39229623287740684,0.18090563453675876,0.22528703084594942,0.31412754418776284,0.4977889852125287,0.7745871172037078,3.3354199370325825,1.2910103690100643,2.0088833417772087,3.18342029695515,4.438781922976281,5.5277438016824565,0.5056590352548287,0.2177815728005928,0.3345327425134302,0.49895727903814113,0.6757725183273778,0.7922942245593585,0.5210154345875992,0.2770153912388333,0.34800306468611675,0.469548371473544,0.6634954193093728,0.8759422309098717,1.3374321300148584,1.0,1.1428571428571428,1.2857142857142858,1.5,1.6666666666666667,0.893618191036337,0.7706844250344488,0.8356533574147739,0.9037009460849174,0.9619033921840905,1.0,31.937412620516444,3.33,6.042,11.753,21.7215,57.329,0.6274211982329823,0.45700017255214676,0.4571526215361832
2026-06-08,3734522,1064,610,2190,86399,2007019,6.757659232167039,3.0,5.0,7.0,9.0,10.0,3.5519161101401635,1.0,2.0,3.0,5.0,7.0,3.7195415605464226,1.0,2.0,3.0,5.0,7.0,0.5133421034210642,0.26207050797667214,0.34435607953390096,0.47222859498210484,0.6594119179908743,0.8514043543332976,2.3488512357696227,1.1745300513327324,1.5165027698474978,2.1176184810195475,2.9039708009870955,3.8157670159845414,0.38613344342354144,0.19058965458487184,0.2519302034625553,0.34486566024138327,0.4804985612943996,0.6585443822022506,0.6363365685274804,0.3782134636985289,0.4798311903713627,0.622710408693874,0.8002837337676548,0.9210884993241358,1.3298510156543744,1.0,1.1111111111111112,1.25,1.5,1.7142857142857142,0.8822904357717889,0.75,0.8333333333333334,0.9,0.9545454545454546,1.0,67.93522692392273,5.471,16.543,38.81,74.542,122.747,0.7382640021104254,0.585356740061225,0.5850550716291124
2026-06-09,3630966,1163,250,3047,86399,1966664,6.641025937800206,3.0,5.0,6.0,8.0,10.0,3.6255237389754393,1.0,2.0,3.0,5.0,7.0,3.575592027593231,1.0,2.0,3.0,5.0,7.0,0.5296310123183372,0.2559372406396556,0.3503748833562721,0.48384873447286786,0.6977263857481358,0.8772300651780135,2.3136528718808123,1.139951809373836,1.4332265778480702,2.066761631792747,2.8540858594889587,3.907207866665958,0.38726267631549,0.1848293709470212,0.2397082903434422,0.336546725579703,0.5026000330230465,0.6967863941779965,0.6489303627378454,0.375568671242348,0.4875079063883618,0.6401062416998672,0.8267928708275126,0.935525260496113,1.3061831268295025,1.0,1.0909090909090908,1.25,1.4444444444444444,1.6666666666666667,0.8885564121338525,0.7501224602455233,0.8333333333333334,0.9047619047619048,1.0,1.0,68.8500563432447,3.989,12.0715,35.626,80.46549999999999,155.28459999999995,0.7278426883284137,0.5722477724235717,0.5721012729755608
2026-06-10,4601251,943,372,3380,86399,1971816,6.862544705378535,3.0,5.0,7.0,9.0,11.0,3.7146494751096655,1.0,2.0,3.0,5.0,7.0,3.702600724545423,1.0,2.0,3.0,5.0,7.0,0.5219762044754305,0.24000671619458935,0.3251027163443462,0.47569018132699065,0.7041437010571703,0.8969581105916262,2.406760589867256,1.1148792660997557,1.4201646611091152,2.1022086207673842,3.0759509220261876,4.166550069650333,0.3832808927450872,0.17937548705216064,0.23811254749222904,0.3398737527868295,0.5025092253249598,0.6584091306184559,0.6426845026908286,0.3529934189102904,0.4648267340081862,0.6339202522875504,0.831037338905602,0.9460868164524406,1.3226549790024293,1.0,1.1111111111111112,1.25,1.5,1.7142857142857142,0.8842553005875498,0.7500889522605152,0.8333333333333334,0.9,0.9545454545454546,1.0,64.97832068658201,3.74,10.432500000000001,27.351,68.78399999999999,199.2302,0.7496462902414089,0.5998376212354964,0.5994747165123337
