feature,target,n,n_days,d1,d10,spread_bp,se_bp,t,monotone_rho,max_dec_share,n_dec_pop,family,ab
ofi_1s,fwd_mid_60s,1692165,98,-0.635541493102388,0.564247721909822,1.7730050062043026,0.2350348551614079,7.543583291025957,0.9878787878787878,0.13656824245862548,10,8 OFI,1.7730050062043026
ofi_per_time,fwd_mid_60s,1692165,98,-0.635541493102388,0.564247721909822,1.7730050062043026,0.2350348551614079,7.543583291025957,0.9878787878787878,0.13656824245862548,10,8 OFI,1.7730050062043026
ofi_dollar,fwd_mid_60s,1692165,98,-0.6310688993242013,0.567894088094914,1.7703795322424882,0.22641246905917262,7.819266931715681,0.9878787878787878,0.1364199117698333,10,8 OFI,1.7703795322424882
ofi_ewma,fwd_mid_30s,1692166,98,-0.5372930472572766,0.6291688967930662,1.7593206050372232,0.3143754074626183,5.5962411921372075,0.9999999999999999,0.13483251643160304,10,8 OFI,1.7593206050372232
ofi_pct,fwd_mid_30s,1674899,97,-0.5236156167362804,0.3101863325312423,1.7370610312948036,0.31021622598538384,5.599517000689213,0.9878787878787878,0.20247011909374835,10,8 OFI,1.7370610312948036
ofi_pct,fwd_mid_60s,1674899,97,-0.5641217633806836,0.3432182202516723,1.7029595874252468,0.2843543102512136,5.988865039255999,0.9878787878787878,0.20247011909374835,10,8 OFI,1.7029595874252468
ofi_pct,fwd_mid_10s,1674899,97,-0.4481507907954375,0.2688183453879244,1.5945407757043002,0.2653439969411635,6.009334275830135,0.9636363636363635,0.20247011909374835,10,8 OFI,1.5945407757043002
ofi_1s,fwd_mid_30s,1692165,98,-0.5951175693435032,0.5202595059738676,1.5524537779440342,0.18693877317010937,8.304610924836561,0.9999999999999999,0.13656824245862548,10,8 OFI,1.5524537779440342
ofi_per_time,fwd_mid_30s,1692165,98,-0.5951175693435032,0.5202595059738676,1.5524537779440342,0.18693877317010937,8.304610924836561,0.9999999999999999,0.13656824245862548,10,8 OFI,1.5524537779440342
ofi_dollar,fwd_mid_30s,1692165,98,-0.5903854416751796,0.5317884379328061,1.5363902614966878,0.17963857634397165,8.552674446466389,0.9999999999999999,0.1364199117698333,10,8 OFI,1.5363902614966878
ofi_2s,fwd_mid_60s,1692164,98,-0.6383392580747431,0.6504195219374934,1.5355650305156474,0.19630377715771735,7.8223916663708435,0.9878787878787878,0.1551557650440501,10,8 OFI,1.5355650305156474
ofi_per_event,fwd_mid_60s,1239131,98,-0.7321639464475364,0.6922051128982621,1.5202247355007408,0.10591681820173243,14.353006078838906,0.9878787878787878,0.12815109943984937,10,8 OFI,1.5202247355007408
ofi_ewma,fwd_micro_30s,1692166,98,-0.4084740092773507,0.4992122796389857,1.502502120028032,0.33751533055704425,4.451655921964382,0.9999999999999999,0.13483251643160304,10,8 OFI,1.502502120028032
ofi_0.5s,fwd_mid_60s,1692165,98,-0.5967158614701902,0.4198524024145399,1.478771577525126,0.18478825756796338,8.002519191357425,0.9757575757575757,0.17625113390242678,10,8 OFI,1.478771577525126
obi1,fwd_mid_60s,1692166,98,-0.7646476429821673,0.7667994326093386,1.4757573854735158,0.09314391651503852,15.843840807738076,0.9757575757575757,0.1041913145637012,10,2 板の偏り OBI,1.4757573854735158
depth_ratio,fwd_mid_60s,1692166,98,-0.7646476429821673,0.7667994326093386,1.4757573854735158,0.09314391651503852,15.843840807738076,0.9757575757575757,0.1041913145637012,10,2 板の偏り OBI,1.4757573854735158
log_depth_ratio,fwd_mid_60s,1692166,98,-0.7646476429821673,0.7667994326093386,1.4757573854735158,0.09314391651503852,15.843840807738076,0.9757575757575757,0.1041913145637012,10,2 板の偏り OBI,1.4757573854735158
ofi_0.5s,fwd_mid_30s,1692165,98,-0.5739323653593971,0.41850049696809016,1.463719870259289,0.16860918026868546,8.68113982836992,0.9878787878787878,0.17625113390242678,10,8 OFI,1.463719870259289
ofi_pct,fwd_mid_5s,1674899,97,-0.4107221108570327,0.23579007159691692,1.46339297352575,0.24917862656782802,5.872867162334266,0.9636363636363635,0.20247011909374835,10,8 OFI,1.46339297352575
ofi_dollar,fwd_mid_10s,1692165,98,-0.5177272810693605,0.4668394935368841,1.4147816965778721,0.1820332662437392,7.772105207866267,0.9878787878787878,0.1364199117698333,10,8 OFI,1.4147816965778721
ofi_per_event,fwd_mid_30s,1239131,98,-0.7005109876267601,0.6522889930932989,1.3980897043517884,0.08826894163608315,15.838976637058353,0.9878787878787878,0.12815109943984937,10,8 OFI,1.3980897043517884
ofi_5s,fwd_mid_30s,1692068,98,-0.4935655508970345,0.5443065052932138,1.3945318239365958,0.20781918173915293,6.710313322698775,0.9999999999999999,0.15086391327062507,10,8 OFI,1.3945318239365958
ofi_1s,fwd_mid_10s,1692165,98,-0.5205300318667967,0.461700902336956,1.38734456612229,0.171222635588894,8.10257686637477,0.9999999999999999,0.13656824245862548,10,8 OFI,1.38734456612229
ofi_per_time,fwd_mid_10s,1692165,98,-0.5205300318667967,0.461700902336956,1.38734456612229,0.171222635588894,8.10257686637477,0.9999999999999999,0.13656824245862548,10,8 OFI,1.38734456612229
ofi_2s,fwd_mid_30s,1692164,98,-0.5882685300952689,0.5734494638721634,1.3864640809680555,0.18489928944791464,7.498482471770756,0.9999999999999999,0.1551557650440501,10,8 OFI,1.3864640809680555
