coin,dt,hour,n_bbo,n_fill,half_spread_bp,tick_bp,room_bp,sigma_short_bp,x1,depth,trade_size,depth_over_trade,obi_ic_mid,obi_ic_micro,n_lot,ev
xyz_MU,2026-05-04,17,9173,1285,1.648661547139178,0.1722193040617923,1.4764422430773856,0.9688558367259859,1.523902924574068,8.651,0.118,73.3135593220339,0.1908420734636386,-0.2994176940034948,99,-1.9374279140076138
xyz_MU,2026-05-04,18,9388,1446,1.5685727730629317,0.17378912427660279,1.394783648786329,0.8806948078723895,1.583730977313119,7.416,0.4345,17.06789413118527,0.19050993962398524,-0.3362703486903963,88,-2.3935931542496705
xyz_MU,2026-05-04,19,10130,916,2.161620004657776,0.1728055850765097,1.9888144195812663,0.9416839528843831,2.1119765431804556,8.5875,1.0,8.5875,0.1363122354521282,-0.41826908770015586,58,-1.5280838917041648
xyz_MU,2026-05-04,20,4491,392,2.4293324541461137,0.17335529167027822,2.2559771624758356,0.5935339275263632,3.8009236841404164,5.822500000000001,0.441,13.20294784580499,0.1253305415496622,-0.41172102971204005,15,0.3135839119553566
xyz_MU,2026-05-04,21,2651,381,2.158428663932657,0.17254022343958936,1.9858884404930677,0.35138013410195024,5.6516810364608645,8.697999999999999,1.0,8.697999999999999,0.08260419556668948,-0.42093924174910213,6,-2.1016367922226586
xyz_MU,2026-05-04,22,2931,209,2.4192572880133265,0.1727831916511162,2.2464740963622103,0.4425098057332067,5.076665120764873,1.6055000000000001,0.845,1.9000000000000001,0.10820927354858285,-0.48657966112603923,11,3.0916671969673852
xyz_MU,2026-05-04,23,2680,116,1.9881231253287277,0.1728787774012862,1.8152443479274414,0.26860847951076927,6.757956231440055,4.481999999999999,0.32,14.006249999999998,0.07842067676789867,-0.4534775166117501,11,1.108124974480068
xyz_MU,2026-05-05,0,3965,329,2.849027445630431,0.17218668480366414,2.6768407608267673,0.5651831851126015,4.736235668960074,1.2089999999999999,0.457,2.645514223194748,0.15479288755107015,-0.4426375666629481,17,1.669902906698339
xyz_MU,2026-05-05,1,2833,171,2.397794029492633,0.17147511467398294,2.22631891481865,0.618855560694288,3.5974774345098632,4.2925,0.38,11.296052631578949,0.0595739765532233,-0.40205851691835937,13,1.1334161575023944
xyz_MU,2026-05-05,2,2332,175,1.6335514267776983,0.17175785577492853,1.4617935710027696,0.5166233502869347,2.829515100683861,4.319999999999999,0.12,35.99999999999999,0.13685745428145935,-0.2983346644373546,8,2.4796059504151344
xyz_MU,2026-05-05,3,2258,144,1.8883633899233152,0.17169150470434721,1.716671885218968,0.31617297283667967,5.4295339345963685,1.3165,0.323,4.075851393188854,0.10869495989090144,-0.3510112731654449,8,-3.9128458201885223
xyz_MU,2026-05-05,4,2451,140,2.22892805706048,0.17148687696674014,2.0574411800937398,0.3319332028703697,6.198359074362425,1.141,0.42500000000000004,2.684705882352941,0.03966569162093614,-0.43787397890574936,7,-0.02940734795161656
xyz_MU,2026-05-05,5,2586,238,2.1447629179070544,0.17146776406035663,1.9732951538466978,0.2986287394591571,6.607854144984535,1.144,0.2,5.719999999999999,0.05493711427709142,-0.44002891701110836,12,1.0099075253043945
xyz_MU,2026-05-05,6,2639,250,1.9691612229348907,0.1712812695367698,1.797879953398121,0.3317849583006611,5.418810914775995,1.5765,0.2,7.882499999999999,0.08083803709799589,-0.38855881523141605,9,-0.4819742970996433
xyz_MU,2026-05-05,7,3531,491,1.9526109804655547,0.16981244215763688,1.782798538307918,0.5463240688019388,3.2632619357545516,4.309,0.357,12.070028011204483,0.1317594443531658,-0.2680245559093222,28,-0.7955791630915233
xyz_MU,2026-05-05,8,5425,1478,2.274048058215477,0.16848631891090446,2.1055617393045725,0.7556879633256582,2.786284606199551,2.2935,0.336,6.825892857142857,0.12223225766644319,-0.3079083083104488,72,-1.913985652034171
xyz_MU,2026-05-05,9,3755,754,1.8470941850118994,0.16752804000569596,1.6795661450062034,0.560305461595278,2.997590172018337,5.1125,0.612,8.35375816993464,0.15659025574062232,-0.24075823575992394,34,-1.0154594524818308
xyz_MU,2026-05-05,10,3981,858,1.5017771029046871,0.1674635138869119,1.3343135890177753,0.6121726715338999,2.1796359933455243,10.161,0.8029999999999999,12.653798256537984,0.10444010002176764,-0.282500914834956,34,-0.6052974865717047
xyz_MU,2026-05-05,11,6439,1343,1.9767077931705492,0.1652810604432838,1.8114267327272655,0.85330260422023,2.1228421474027894,8.972000000000001,0.532,16.86466165413534,0.163892058373217,-0.2673847321811887,44,-4.080321254335683
xyz_MU,2026-05-05,12,8131,1945,1.4902636110739003,0.1655067402619972,1.324756870811903,0.6777463474831857,1.9546499597251892,6.2075,0.17,36.514705882352935,0.16582117392348278,-0.27102955541279405,64,-1.003748529808945
xyz_MU,2026-05-05,13,17433,3352,2.834995180508377,0.16155088852988692,2.6734442919784898,3.2466639548543443,0.8234434881938464,8.226,0.581,14.158347676419968,0.06429375344561328,-0.24968551956158266,118,-1.084243664423288
xyz_MU,2026-05-05,14,20143,4238,2.3590469450338483,0.15667228075672712,2.202374664277121,2.6618302805991587,0.8273910926362227,8.5925,1.229,6.991456468673717,0.1065166639132853,-0.266102587651576,162,-0.19974149869363986
xyz_MU,2026-05-05,15,14273,1635,2.0383843452081574,0.15645289985449878,1.8819314453536586,1.5062134193227,1.2494454113945606,9.225,1.16,7.952586206896552,0.0765395828971066,-0.36113089049478486,83,1.171743223825133
xyz_MU,2026-05-05,16,15596,2119,2.221199765187237,0.15663915038924828,2.0645606147979887,2.2236457468291557,0.9284575197024899,8.5925,0.576,14.917534722222221,0.10220987901591795,-0.24186318196676546,89,-1.482669905162929
xyz_MU,2026-05-05,17,11907,1137,1.79302280257274,0.1559332605644784,1.6370895420082616,1.2107474832333356,1.3521312781393255,6.4245,0.456,14.088815789473683,0.08512962285602615,-0.35893932630906,55,-0.4993990778923035
xyz_MU,2026-05-05,18,11503,1077,1.7099863201096512,0.15570139586301393,1.5542849242466372,1.1517160765615837,1.349538272389938,6.7095,0.322,20.83695652173913,0.13289729182332277,-0.3442141552944193,57,3.8347150508249017
xyz_MU,2026-05-05,19,11578,1152,2.037314193152704,0.15635260639794868,1.880961586754755,1.413903870296005,1.3303320163915884,11.99325,0.4515,26.56312292358804,0.1475755796079837,-0.30429720598506305,47,-6.876411524938142
xyz_MU,2026-05-05,20,9274,1107,3.0035580655417617,0.15517589187343853,2.8483821736683232,1.303805185379233,2.1846685422100274,12.336749999999999,1.254,9.83791866028708,0.13142854304749538,-0.30553415290198116,37,-8.327506480990229
xyz_MU,2026-05-05,21,6553,1012,3.0949691276827753,0.15343188774923094,2.9415372399335444,1.2228424805909213,2.4054915384621642,12.947000000000001,0.6635,19.51318764129616,0.20596616671028908,-0.2941398804355806,38,-6.482719425504145
xyz_MU,2026-05-05,22,10286,1648,3.33741239292418,0.1496591512829531,3.187753241641227,1.4955682158346146,2.131466293473129,11.7075,0.47,24.909574468085108,0.18697760701378047,-0.32211534710018286,39,-7.755915821362764
xyz_MU,2026-05-05,23,8222,1273,3.0372395203381446,0.14809110564819478,2.88914841468995,1.1367023087074297,2.541693099906929,11.3955,0.407,27.9987714987715,0.20165567477534238,-0.32970544120522627,53,-5.2146389756422
xyz_MU,2026-05-06,0,6719,1391,3.129703870400995,0.14935738983025532,2.9803464805707396,1.1206989369445413,2.6593640649792323,4.0605,0.108,37.59722222222222,0.18876646378322304,-0.3135156816634909,54,-0.5187855288041411
xyz_MU,2026-05-06,1,5503,1466,2.8973663682625928,0.14887376993047594,2.748492598332117,0.7618342979818512,3.6077301922649756,4.1045,0.026,157.8653846153846,0.1404607900379031,-0.36839690982209117,27,-4.059823189206697
xyz_MU,2026-05-06,2,4392,1139,2.8939264671358904,0.14846046497817633,2.745466002157714,0.577275883976343,4.755899351358014,2.72325,0.027,100.86111111111111,0.12855688050561156,-0.4204872681986705,43,2.2563072574693104
xyz_MU,2026-05-06,3,4345,1397,2.511820330969502,0.14815802534983816,2.363662305619664,0.5251198579606227,4.501186290686627,3.8440000000000003,0.047,81.7872340425532,0.10801189287671951,-0.4224701162877087,31,0.46281573080247446
xyz_MU,2026-05-06,4,7342,3536,2.4407020346582713,0.1474382602285293,2.293263774429742,0.7499960694921356,3.0577010569970584,4.11125,0.022,186.875,0.08553750157575941,-0.36215418071179967,59,1.8751151983199987
xyz_MU,2026-05-06,5,6054,2519,2.5079479932612037,0.14742956552507042,2.360518427736133,0.7560028525431857,3.1223670913348722,3.8302500000000004,0.04,95.75625000000001,0.1235556450906195,-0.35331038954931787,67,1.428074009104896
xyz_MU,2026-05-06,6,5860,1948,2.223111468762295,0.14812071838548418,2.074990750376811,0.7289739868127554,2.8464537664082576,4.8892500000000005,0.06,81.48750000000001,0.11556036124729556,-0.28666313084736406,49,-0.7496832644148749
xyz_MU,2026-05-06,7,4846,1640,2.2233750833762285,0.1481629644466254,2.075212118929603,0.5569737133612306,3.7258708429992002,3.8425,0.06,64.04166666666667,0.061541322118363266,-0.3428025793755184,37,-0.27584540904373733
xyz_MU,2026-05-06,8,11726,3448,4.857298458912273,0.14660284556123235,4.7106956133510405,1.433205128743249,3.2868258136096413,2.1705,0.22,9.865909090909092,0.07836391413098623,-0.4253385663935283,112,3.462593322619796
xyz_MU,2026-05-06,9,7705,2178,3.234580607219397,0.1467545237081933,3.087826083511204,1.1614181699568367,2.6586686547412643,2.06,0.149,13.825503355704699,0.1390571364670993,-0.3554038312603358,56,-1.3787802697625011
xyz_MU,2026-05-06,10,8966,1983,2.7496005647828525,0.14793118241394104,2.6016693823689114,1.1358875583069825,2.2904286285577835,9.18275,0.552,16.635416666666664,0.09953444507221532,-0.34277779909571493,53,-2.733539931616693
xyz_MU,2026-05-06,11,9323,2311,2.6423181938288187,0.1470674745573269,2.4952507192714917,1.1319287909107303,2.2044237581975947,5.9030000000000005,0.267,22.10861423220974,0.11660264282356324,-0.31724438782845366,75,-3.4223773017525674
xyz_MU,2026-05-06,12,11500,3380,2.8436090016957944,0.14962780084539706,2.6939812008503976,1.4087974162632237,1.9122559210791783,7.3545,0.65,11.314615384615385,0.131159213397159,-0.35439097561590865,106,-3.3407514505791216
xyz_MU,2026-05-06,13,19031,5152,3.1610795839414076,0.15227073737104574,3.008808846570362,4.371654793670842,0.6882539881525939,7.457,0.624,11.950320512820513,0.07678645243527189,-0.21758722832615168,147,-2.673269917048058
xyz_MU,2026-05-06,14,22428,6734,2.6583060350351584,0.15564505146250174,2.5026609835726568,3.704959804963328,0.6754893751397738,7.85,0.768,10.221354166666666,0.09954432766826567,-0.23621036900529752,204,-1.76096895578153
xyz_MU,2026-05-06,15,16905,3884,2.274726274605473,0.15131225553613717,2.123414019069336,2.1897733186664188,0.9696958132463245,7.85,0.33,23.787878787878785,0.0914904175347601,-0.3024731193831862,109,-2.206975980157699
xyz_MU,2026-05-06,16,12523,2358,2.215719382960076,0.15280473083446663,2.0629146521256096,1.6045335338500657,1.2856787400233773,6.186,0.4545,13.61056105610561,0.07820743272765958,-0.35818833895051455,66,1.1383520651495818
xyz_MU,2026-05-06,17,8715,1624,2.06546767543074,0.1529531428047018,1.9125145326260384,1.171054652860962,1.6331556584089753,7.85,0.4395,17.861205915813425,0.09231100564167867,-0.34548501805798426,54,0.8750787222826922
xyz_MU,2026-05-06,18,7088,1071,1.9035436378275636,0.15268166255284807,1.7508619752747157,1.0016385733379203,1.7479977527622947,8.135,0.363,22.41046831955923,0.06958715182706941,-0.35055326328916886,48,-2.250612624998515
xyz_MU,2026-05-06,19,8247,1148,1.9655276685817276,0.15141076984805932,1.8141168987336682,1.0943669738181694,1.6576860798387785,7.85,0.4655,16.86358754027927,0.10011158721646428,-0.32255639316010565,59,0.4859187686342304
xyz_MU,2026-05-06,20,8019,1834,1.8727854312275733,0.15003525828569714,1.7227501729418762,1.3110686176805948,1.3140045835202625,5.0225,0.2,25.112499999999997,0.06900740953753327,-0.3287218583285717,68,-2.2163723154979595
xyz_MU,2026-05-06,21,7190,1461,1.9064759183940414,0.15219020732331306,1.7542857110707284,1.3553874295219548,1.2943057260679074,4.6525,0.31,15.008064516129032,0.062271241248653485,-0.3537908218061947,84,0.21316623714353358
