dt,day_type,kappa_買い,kappa_売り,t_half_買い,t_half_売り,n_買い,n_売り,asym
2026-05-30,閉場日,1.6374410883296382,1.778433736546549,423.31121843344533,389.75147982522026,7050,7916,-0.041275706940467664
2026-05-31,閉場日,1.3046902824461801,1.2474359339343484,531.2733584543911,555.6575393940714,6450,13056,0.02243398000629879
2026-06-01,立会日,1.4972436627213703,1.5538276030213907,462.94881575936205,446.09015023786213,35312,35454,-0.018545597716887612
2026-06-02,立会日,1.5349871481015493,1.5565540992789941,451.56546206872395,445.3087630433247,34946,34515,-0.006976116264247943
2026-06-03,立会日,1.3621947278862212,1.380498528171594,508.8458840606355,502.09918115984146,30024,30282,-0.006673659274490512
2026-06-04,立会日,1.5555028204349648,1.5218700919166646,445.6097227558358,455.45752179608576,35915,37677,0.010929038981044123
2026-06-05,立会日,1.447516367407477,1.631703879613051,478.8527412656356,424.79961543286953,40973,45735,-0.05981628380879705
2026-06-06,閉場日,1.1656839008346043,1.1319046060271192,594.6270511839986,612.3724356885764,11164,10740,0.014702064667630254
2026-06-07,閉場日,1.1152967761322012,1.1138948301648486,621.4912437600226,622.2734530994446,11221,12090,0.0006289033044052483
2026-06-08,立会日,1.4381736501548623,1.4704022892112723,481.9634822855413,471.3996881300772,39973,41441,-0.011080556165032953
2026-06-09,立会日,1.5541038141798322,1.5095550278836927,446.0108612021836,459.1731786894161,37107,37165,0.014541040172127574
2026-06-10,立会日,1.3475127780820544,1.3633014841295903,514.3900613872712,508.4327924739919,39786,41493,-0.005824340777466079
2026-06-11,立会日,1.7918538504576424,1.7734492021540618,386.832430773595,390.8469325656038,41494,39098,0.005162155371364199
2026-06-12,立会日,1.6111579320713347,1.6544071120950095,430.2167820880976,418.97014071838635,33532,36901,-0.01324401120134959
2026-06-13,閉場日,1.2534999899729478,1.305050150700457,552.9694344671708,531.1268549441763,4741,5560,-0.020148192489181156
2026-06-14,閉場日,1.2599380765068222,1.3156996184700631,550.1438471338969,526.827834278738,7497,7207,-0.021649606259447653
2026-06-15,立会日,1.346326242157574,1.4206521112849981,514.8434003998411,487.9077538082034,21777,22783,-0.026861745786681247
2026-06-16,立会日,1.7627039435039125,1.7750857665023094,393.22949444482634,390.486585854241,28047,30607,-0.0034998753496784823
2026-06-17,立会日,1.6179489176006678,1.7215893460099023,428.411041300269,402.6205100341963,33227,34849,-0.031034358713166163
2026-06-18,立会日,1.3913493505145282,1.5144563010588503,498.1834219447588,457.6872063860852,25621,27784,-0.04236585832148291
2026-06-19,閉場日,1.330010482099484,1.448124799970106,521.1592201544696,478.6515503182144,13286,16581,-0.04251568259938438
2026-06-20,閉場日,1.3442230595283442,1.4556119006064707,515.6489286853583,476.1901437735117,6263,6454,-0.03978407394154512
2026-06-21,閉場日,1.256964150596414,1.2953545191957658,551.4454775269245,535.1022984736973,5796,6317,-0.015041369658780796
2026-06-22,立会日,1.4743957591330084,1.3489244381868077,470.1228800112243,513.8517480576282,29299,29137,0.044441052440779054
2026-06-23,立会日,1.7030746033053625,1.7405510834709301,406.99754386253596,398.23432196166436,51205,52380,-0.010882855331657934
2026-06-24,立会日,1.8622778835174452,1.887522053953121,372.2039480223748,367.226003589339,49225,51475,-0.006732137942458961
2026-06-25,立会日,1.81604604373749,1.8377260294099491,381.6792987987368,377.1765592189488,46557,47879,-0.0059335900648514175
2026-06-26,立会日,1.6459307422736695,1.7629512713378976,421.12779282578435,393.1743275206457,49470,52281,-0.03432812534929884
2026-06-27,閉場日,1.112425273768963,1.1238295769752575,623.0955054036513,616.7725085875711,5918,7596,-0.005099733244848708
2026-06-28,閉場日,1.0631685857551145,1.1878850165025021,651.9636849369047,583.5137614220703,9618,10900,-0.05540358107079615
2026-06-29,立会日,1.7383413131044438,1.7271314687349963,398.7405559548497,401.3285572682127,44686,47357,0.0032347229584926696
2026-06-30,立会日,1.5714034042756526,1.6536305934387727,441.1007357488236,419.1668824404885,37554,39287,-0.025496534058677935
2026-07-01,立会日,1.7896983245202565,1.7708054676404488,387.2983346205842,391.4304497170689,43604,46531,0.005306231360125159
2026-07-02,立会日,1.963873337010668,1.9484188982765358,352.94902555507684,355.74854137937484,63576,65746,0.00395022605794623
2026-07-03,閉場日,1.3267847994868247,1.3423955066465147,522.4262329250116,516.3509399243549,25370,27856,-0.005848502300057883
2026-07-04,閉場日,0.8918164460590843,1.0165603938985472,777.2307671863938,681.8553867731358,5351,6249,-0.06536651736049807
2026-07-05,閉場日,1.0782986967193826,1.232307263343872,642.8155599823845,562.4792133614212,9513,11258,-0.06665289075090648
2026-07-06,立会日,1.6466836231014326,1.5907342143099845,420.9352487847319,435.7404111412873,50729,50837,0.017282109261554022
2026-07-07,立会日,1.8628415142985788,1.8989761680681885,372.09133217465137,365.01099498530186,63094,62579,-0.009605636641825599
2026-07-08,立会日,1.9981588976956697,2.0072672150780138,346.8929229992563,345.3188371499435,70478,69991,-0.0022739946077888666
2026-07-09,立会日,1.8753078872784237,1.8732912851798385,369.6178026350054,370.0156980352714,58027,56814,0.0005379615173053509
2026-07-10,立会日,1.89677819812572,1.88099741471694,365.4339665253802,368.49980501661287,54687,55605,0.0041772685903135
2026-07-11,閉場日,0.9655258437117356,0.9883500872658298,717.8960741087387,701.317479429222,6578,6818,-0.011681521427348174
2026-07-12,閉場日,1.2604852447864874,1.2547969859661174,549.9050333408361,552.3978685892874,9383,10009,0.0022614793484498717
2026-07-13,立会日,1.96645668319773,1.9174482414334784,352.4853542369808,361.49459775596847,71726,66960,0.012618342290885275
2026-07-14,立会日,1.9507095292748613,1.9753922106213913,355.33080151487724,350.89091514737964,69235,71513,-0.006286816537561809
2026-07-15,立会日,1.949367441192337,1.9646159551868316,355.5754374023916,352.8156119927409,69722,67709,-0.0038959066634265986
2026-07-16,立会日,1.9718644087058959,1.9795964081875033,351.51868328251186,350.14570530292247,80619,81753,-0.001956744566098528
2026-07-17,立会日,2.0208460996499165,2.0257327310349336,342.99849983626996,342.17109194154204,80722,82793,-0.0012075957467978158
2026-07-18,閉場日,1.8061209586986455,1.7896983245187783,383.77672517197806,387.29833462090414,21370,19586,0.0045671467018700606
2026-07-19,閉場日,1.8027398091068476,1.789698324510305,384.49651978124376,387.2983346227378,31090,28969,0.003630260038301989
2026-07-20,立会日,1.9523692878799548,1.9716335736024264,355.0287257963488,351.55983842055457,76939,72852,-0.004909345482789508
2026-07-21,立会日,1.8909694322829347,1.8898254964694647,366.5565232159164,366.7784047513487,63452,63434,0.00030256489310501243
2026-07-22,立会日,1.8474760751170423,1.9220618698263163,375.18601193513473,360.6268827487209,63236,66936,-0.019786455475087356
2026-07-23,立会日,1.9593881678343625,1.9397461692457922,353.7569492042277,357.33911557585554,71635,69337,0.005037528048669157
2026-07-24,立会日,1.976055751499648,1.9749387148733928,350.77308929441756,350.9714885529401,65982,61813,0.00028272290324936827
2026-07-25,閉場日,1.7316218346033048,1.5982839739451822,400.28784963821937,433.68211898476983,11073,11199,0.040042532228935585
2026-07-26,閉場日,1.789698324518431,1.5225887753779062,387.2983346209793,455.2425524923227,14823,13706,0.08064202802615887
2026-07-27,立会日,2.02058769035765,2.0246883103822886,343.0423653238332,342.34759839605624,67454,66607,-0.0010136811490460602
2026-07-28,立会日,2.1124053957554185,2.129281475099216,328.1317032955545,325.53102474516544,82253,83229,-0.003978624508979225
2026-07-29,立会日,2.2531270883910763,2.2742369548025048,307.63785324462594,304.7823047181723,92165,91951,-0.004662727850031169
2026-07-30,立会日,1.9759778641277217,2.0065418641977644,350.78691575622946,345.44366749959266,74661,75519,-0.007674538270999048
2026-07-31,立会日,1.959251401845979,2.0146226764662467,353.7816432882844,344.05806539205724,75231,75391,-0.013933827174459653
2026-08-01,閉場日,1.4008600044027664,1.3125523637962289,494.8028459013316,528.0910687290149,8340,10565,0.03254486551380724
2026-08-02,閉場日,1.4072739082773604,1.3842228801065775,492.5460620029205,500.7482469200168,19832,19805,0.00825758720794651
2026-08-03,立会日,1.7708988305151099,1.7329564678226543,391.4098132632039,399.9795686909776,58585,56453,0.010828747040568564
2026-08-04,立会日,1.8379772228954976,1.7969659575783625,377.12501108581785,385.731948801105,68023,61772,0.01128250519497494
2026-08-05,立会日,1.7984574407016083,1.8636250565530856,385.4120563951388,371.93489039797066,64839,67424,-0.017795234241809326
2026-08-06,立会日,1.7660556499114306,1.7946956587630338,392.48320445737363,386.21990293334954,59418,61202,-0.00804324884521768
2026-08-07,立会日,1.5606324640531766,1.610320530645381,444.1450483162084,430.44050384313687,46636,46655,-0.01566975816900367
2026-08-08,閉場日,1.2030006017345327,1.3238769445446619,576.1819079747277,523.5737229326463,6350,5971,-0.04783624872844295
2026-08-09,閉場日,1.2766043687402664,1.2450199542642293,542.9616245701749,556.7358002463303,6414,5877,0.012525424262407384
