k,side,h,n,n_fill,sum_edge,sum_as,sum_pnl,sum_wait
4,-1,30.0,8551816.0,3235198.0,7546524.479918377,10055245.00532034,-2793417.9494019668,31881295.141999997
4,-1,60.0,8551816.0,4106102.0,10106659.976570131,13746724.091025991,-4001401.0904558585,69565846.57599999
5,1,0.1,8551816.0,34378.0,180641.66691499238,-105368.54178732198,72247.8611276703,1609.2480000000003
5,1,0.5,8551816.0,123228.0,488664.7271369169,-346715.79226579727,131104.87087111958,28622.997000000007
5,1,1.0,8551816.0,243139.0,809361.7684295321,-730206.6849561903,57758.85147334146,118186.799
5,1,3.0,8551816.0,686997.0,1879094.2170222597,-2048223.4440043,-229584.96298203952,967481.908
5,1,5.0,8551816.0,1027087.0,2664847.3918868178,-3126117.380458097,-551653.6445712791,2298989.374000001
5,1,10.0,8551816.0,1634666.0,4108374.0267657638,-5258485.421068473,-1293962.0023027083,6717450.874999999
5,1,30.0,8551816.0,2879166.0,7472148.762546047,-10394616.909943767,-3175834.755397722,29757900.149999987
5,1,60.0,8551816.0,3741073.0,10141856.882320402,-14597428.875692412,-4784786.417372007,67096370.34899999
5,-1,0.1,8551816.0,33959.0,178206.27525069943,106354.67694856403,68863.20630213532,1588.296
5,-1,0.5,8551816.0,123324.0,480617.20339284284,342646.38935276394,127118.3020400787,28808.044000000016
5,-1,1.0,8551816.0,244754.0,796993.4797225108,725166.4577791933,50288.669943317356,119515.36700000001
5,-1,3.0,8551816.0,691330.0,1858376.6716273876,1996493.9022467146,-198954.27061932566,972676.4759999999
5,-1,5.0,8551816.0,1036297.0,2640820.968362291,3007312.648799153,-457685.8164368633,2321339.418
5,-1,10.0,8551816.0,1657308.0,4081525.4983666223,5004294.7326548025,-1068612.3382881812,6832312.7020000005
5,-1,30.0,8551816.0,2928337.0,7419181.707303032,9797796.865782382,-2636308.814479353,30329750.806
5,-1,60.0,8551816.0,3801126.0,10054757.441702655,13589679.233731931,-3869420.880029277,68160268.95300001
6,1,0.1,8551816.0,27857.0,162607.33620962928,-94806.7730510225,65349.147158606735,1300.2160000000003
6,1,0.5,8551816.0,99083.0,438308.46268912347,-305704.428661314,123884.73002780936,22941.932000000004
6,1,1.0,8551816.0,196231.0,733290.8316011984,-647879.464471964,68143.03912923414,95631.27
6,1,3.0,8551816.0,570666.0,1754389.4144650376,-1866339.9279036813,-162169.12143864305,816228.117
6,1,5.0,8551816.0,870831.0,2522889.357652911,-2896023.814526291,-449767.5848733795,1993174.3960000004
6,1,10.0,8551816.0,1428089.0,3954777.470497278,-4977411.722359055,-1148306.083861777,6056619.584999999
6,1,30.0,8551816.0,2620396.0,7331604.124106702,-10132391.973724155,-3031382.6976174572,28215716.530999996
6,1,60.0,8551816.0,3477801.0,10070638.831469128,-14410137.227829143,-4645544.884360018,65427508.051999986
6,-1,0.1,8551816.0,27550.0,159380.47994473693,95463.08534896774,61492.994595769196,1286.3470000000004
6,-1,0.5,8551816.0,99083.0,428974.48810021876,301421.23741125886,118833.94668895986,23117.979999999992
6,-1,1.0,8551816.0,197397.0,720512.5439263216,641473.017774931,61668.59015139032,96668.17600000002
6,-1,3.0,8551816.0,574446.0,1729407.3091049562,1814797.9050979612,-135941.84399300444,821105.949
6,-1,5.0,8551816.0,877630.0,2488496.2305807406,2777015.664156898,-365750.8735761556,2008818.454
6,-1,10.0,8551816.0,1444324.0,3905696.4735213183,4729595.380055963,-950999.4185346432,6138536.648
6,-1,30.0,8551816.0,2659622.0,7245771.374891213,9536715.289104557,-2524990.650213341,28697574.850999996
6,-1,60.0,8551816.0,3526557.0,9910400.004266785,13390729.445387023,-3790666.4571202314,66336858.57699999
7,1,0.1,8551816.0,23276.0,148224.98001607566,-86009.79805617048,60166.893959905145,1082.33
7,1,0.5,8551816.0,82252.0,397585.0212130974,-272333.1701723865,118013.67504071075,18980.917
7,1,1.0,8551816.0,162562.0,669049.9459276183,-578731.7247659778,76012.76516164014,79109.326
7,1,3.0,8551816.0,482346.0,1641380.4562042458,-1702499.8588183774,-103565.85061413077,697383.9389999998
7,1,5.0,8551816.0,748299.0,2390163.9783703336,-2675351.8552085157,-351038.1888381843,1741750.7479999997
7,1,10.0,8551816.0,1258164.0,3803967.319959223,-4693988.700664934,-1000739.8127057094,5467643.267999997
7,1,30.0,8551816.0,2398966.0,7198474.594482373,-9830777.786028149,-2843412.199545774,26755613.349999998
7,1,60.0,8551816.0,3247287.0,10000428.792781211,-14162590.8709033,-4447923.334122099,63617238.07799998
7,-1,0.1,8551816.0,23224.0,145499.70865418605,87017.1851825431,56438.81147164293,1081.9530000000002
7,-1,0.5,8551816.0,81690.0,384582.5891213307,267237.16881185386,110156.70030947698,18910.149999999994
7,-1,1.0,8551816.0,162970.0,651376.9374344191,569559.4975889263,67476.0798454926,79762.19199999998
7,-1,3.0,8551816.0,483909.0,1601478.307158995,1649467.1735197322,-90572.85836073731,699113.5030000001
7,-1,5.0,8551816.0,751369.0,2331751.341983478,2559420.429460952,-293789.55947747355,1748630.2520000003
7,-1,10.0,8551816.0,1268386.0,3714853.0123773515,4443358.536421345,-840123.4920439917,5524825.467999999
7,-1,30.0,8551816.0,2427965.0,7030818.518389462,9217821.114548288,-2400663.51615883,27135976.491000004
7,-1,60.0,8551816.0,3284367.0,9725842.26886232,13099769.071682828,-3662951.098820513,64362971.574
8,1,0.1,8551816.0,19916.0,136442.8020594242,-78752.47316394898,55937.72089547525,924.3840000000001
8,1,0.5,8551816.0,69977.0,364057.9180679826,-245877.67945866613,112022.26260931636,16100.577999999996
8,1,1.0,8551816.0,137757.0,615660.409822348,-522609.578593497,80928.21522885114,66875.91100000001
8,1,3.0,8551816.0,413488.0,1541806.2249565898,-1564658.3773125876,-59239.096355998525,601608.3940000001
8,1,5.0,8551816.0,649965.0,2268335.9145664396,-2484800.848284308,-273661.85371786804,1531951.5119999994
8,1,10.0,8551816.0,1116793.0,3662766.3357447754,-4435793.52609959,-871304.9743548124,4951429.580999999
8,1,30.0,8551816.0,2204470.0,7064176.494050283,-9530955.735456292,-2660772.601406012,25323758.404999997
8,1,60.0,8551816.0,3039777.0,9918789.916451361,-13872415.208466064,-4221125.668014705,61673831.873999976
8,-1,0.1,8551816.0,19977.0,134470.31814508935,80053.17341371354,52659.16873137583,929.1680000000003
8,-1,0.5,8551816.0,69434.0,351721.4823301972,241078.08332070694,104533.20700949003,15982.048
8,-1,1.0,8551816.0,137970.0,597988.2125643572,513311.4752165372,72535.37734781961,67334.965
8,-1,3.0,8551816.0,414419.0,1498582.1152510452,1508921.3156200803,-46808.072369034875,602690.6129999999
8,-1,5.0,8551816.0,650821.0,2201639.427174273,2367341.0538304523,-222973.87465617975,1531846.6709999999
8,-1,10.0,8551816.0,1122903.0,3554603.762472023,4183236.9064796874,-727448.6080076623,4987937.218000003
8,-1,30.0,8551816.0,2225714.0,6844365.856586219,8909605.873596631,-2261102.84901042,25630280.22899999
8,-1,60.0,8551816.0,3068269.0,9567382.851414623,12770449.788233027,-3473074.608818401,62307045.20000002
9,1,0.1,8551816.0,17327.0,127282.33964859378,-72965.5114278105,52792.05222078327,803.4879999999997
9,1,0.5,8551816.0,60654.0,336579.3730413167,-224709.04972194796,106532.77131936883,13917.669
9,1,1.0,8551816.0,118707.0,570239.2018954684,-475698.90263132827,84094.08326414021,57391.47499999999
9,1,3.0,8551816.0,358346.0,1450704.0900980267,-1439855.2946960276,-20685.652598000706,523324.0510000001
9,1,5.0,8551816.0,568887.0,2152702.24705041,-2307066.3154366175,-204426.124386209,1352375.1090000002
9,1,10.0,8551816.0,996712.0,3519509.680489884,-4188061.894001825,-756262.8695119406,4491945.148
9,1,30.0,8551816.0,2032381.0,6911401.098526957,-9207609.090374067,-2475057.5198471113,23968365.771
9,1,60.0,8551816.0,2851713.0,9781761.424529854,-13545990.120851949,-4015179.440322099,59661606.02599999
9,-1,0.1,8551816.0,17376.0,124763.7025023655,74115.2666983948,49119.34780397067,808.3849999999998
9,-1,0.5,8551816.0,59830.0,322520.1203193863,218804.80626959246,98450.27404979376,13720.428000000004
9,-1,1.0,8551816.0,118323.0,549791.2352396101,465030.1700114814,74348.64122812852,57539.63500000001
9,-1,3.0,8551816.0,358423.0,1401195.8632739238,1385312.0562061942,-15657.416932270204,523758.832
9,-1,5.0,8551816.0,569074.0,2078062.281095558,2194212.6518356204,-166228.88274006272,1352687.0620000004
9,-1,10.0,8551816.0,1000520.0,3401198.9476850866,3939351.100442752,-626197.912757664,4518729.4849999985
9,-1,30.0,8551816.0,2048580.0,6679767.723955235,8606179.32957326,-2106686.6456180247,24213016.61
9,-1,60.0,8551816.0,2875551.0,9444367.670466239,12481995.202307357,-3290676.019841114,60240375.707
10,1,0.1,8551816.0,15171.0,117983.17688286596,-67669.1653728761,48978.963509989844,704.2559999999997
10,1,0.5,8551816.0,53289.0,311533.3177891553,-205918.83339271115,100925.05239644431,12229.97
10,1,1.0,8551816.0,103727.0,528417.7930712504,-434266.2980214401,85023.51904981022,49974.246000000014
10,1,3.0,8551816.0,313341.0,1359024.579166446,-1329783.3350335436,1667.2361329028408,458256.22499999986
10,1,5.0,8551816.0,501404.0,2032172.6091918943,-2142272.9385770764,-154223.881385182,1199595.617
10,1,10.0,8551816.0,893675.0,3365275.0620639264,-3948329.9535307786,-661698.2914668529,4084693.439000001
10,1,30.0,8551816.0,1878870.0,6733228.428806124,-8868164.31118051,-2300276.4423743845,22682476.015999995
10,1,60.0,8551816.0,2681373.0,9632622.455141919,-13195486.606765835,-3798824.9756239178,57688649.87799998
10,-1,0.1,8551816.0,15254.0,116275.47981329272,68840.34711078274,46092.78070250998,707.6030000000003
10,-1,0.5,8551816.0,52228.0,297154.5488254603,199771.21714530714,92787.26768015297,11953.91
10,-1,1.0,8551816.0,102920.0,506686.1184245957,423183.874720269,74445.28370432687,49923.38000000001
10,-1,3.0,8551816.0,313184.0,1309678.0288303602,1276159.4870525291,5958.349777831378,459137.6359999999
10,-1,5.0,8551816.0,501293.0,1961530.7848045544,2038695.1536438644,-121278.1528393091,1200112.574
10,-1,10.0,8551816.0,896258.0,3256111.428946252,3709362.876194253,-532122.1512480029,4103863.45
10,-1,30.0,8551816.0,1891151.0,6505803.442305843,8279384.081272059,-1940001.926966217,22876054.040000003
10,-1,60.0,8551816.0,2700739.0,9293689.40518548,12172328.548504382,-3116304.1753189084,58174728.16499999
