x,day_type,k,n,beta_ols,se_ols,t_ols,se_hac,t_hac,beta_gls,se_gls,t_gls,beta_nonoverlap,se_nonoverlap,t_nonoverlap,n_nonoverlap,r2,r2_nonoverlap,rho,dw,beta_placebo
BookSlope_z,立会日,1,3947443,0.0029511228997731965,0.00036731826326407406,8.034239499960727,0.0016614209900277417,1.776264364954195,0.005247227894982174,0.00034128721194070073,15.374815438129833,0.0029511228997731965,0.0003673182632640741,8.034239499960725,3947443,0.000016351846385373666,0.000016351846385373666,-0.23485248942674383,2.469686360778238,0.00003975438553601339
BookSlope_z,立会日,2,3947411,0.007183730033190804,0.0004543991394995357,15.809294976004558,0.002816643319962114,2.5504578383348275,0.0022345656191380524,0.00042257423418225545,5.287983597632904,0.004098578775363653,0.0005425568050922284,7.554192919333013,1973714,0.0000633119050629975,0.000028912111173697425,0.31077849491904685,1.378426646123548,-0.0001931414938316705
BookSlope_z,立会日,3,3947379,0.010874576397318625,0.0005131250002798935,21.19284071403047,0.004009469615675883,2.7122231715641716,0.0022494009782345345,0.0004208359019206517,5.345078611326886,0.016505384949797967,0.0008279345267786736,19.935616182135917,1315801,0.00011376805411414007,0.00030195249270356114,0.4772664348330845,1.045434009611087,0.0005083170208129766
BookSlope_z,立会日,5,3947315,0.012571014870112472,0.0006034085276131952,20.833339760439895,0.004644367246910245,2.7067228325829706,-0.0007595135218059928,0.00041130079531433405,-1.846613306997229,0.028479545171899854,0.0020951760478662242,13.592912729650608,789477,0.00010994322647588733,0.00023398339909497611,0.6316131798263399,0.7366792655396311,0.0006798007978827571
BookSlope_z,立会日,10,3947155,0.01902928095984864,0.0007928523510694616,24.001039959306986,0.0069323556416030305,2.7449949113470944,-0.0017939101309897348,0.00040226215839026045,-4.459554779322163,0.035961480910216344,0.0034429738080715405,10.444889480689628,394731,0.00014591931509079926,0.00027630493979035535,0.7856412934734978,0.42865032502647266,0.00023707022610162771
BookSlope_z,立会日,20,3946835,0.027279051743898983,0.001100883727326452,24.77923060062614,0.010117806736976272,2.6961427958695507,-0.0019432835258161225,0.00039354151279062454,-4.937937835417138,0.03992092712129515,0.005890289394856588,6.777413543747812,197358,0.000155546171376507,0.00023268938437993016,0.8887800785185743,0.22238756728956974,-0.0001965256551585053
BookSlope_z,立会日,30,3946515,0.03253954820873571,0.0013649106883155736,23.840056706488635,0.011700275764591673,2.7810924172581934,-0.0029933994744495737,0.0003902537869765325,-7.670391868944448,0.14402472575439776,0.015474629260465386,9.307151940780411,131563,0.00014399204212318494,0.000657991957803473,0.927499998037784,0.14493400580430915,0.0020046726051328105
BookSlope_z,立会日,50,3945875,0.03943116138515379,0.0018123714313014142,21.75666682013375,0.013923741028011307,2.831937286525764,-0.002560770797347407,0.00038733562899100234,-6.611245146794623,0.0872417107610489,0.022883518618007883,3.8124255372333864,78934,0.00011994703678664923,0.00018410673188776986,0.9588257761118287,0.08227233965571666,-0.00040597320189306136
BookSlope_z,立会日,100,3944275,0.04844146165989771,0.0026753524248977474,18.106572131987118,0.017936262806391216,2.700755568915761,-0.002542180969552669,0.00038523606340084345,-6.5990212523470175,0.14186816396427981,0.05041403555148367,2.8140608545293233,39459,0.00008311308723184778,0.00020065766523773065,0.9810404710716686,0.037811442847193774,0.00595348565019611
BookSlope_z,立会日,300,3937875,0.07366549351621371,0.004834313679535485,15.238045852931085,0.02518911021450476,2.924497645565685,-0.002284978063896048,0.00038356563056176013,-5.957202319064744,0.7502437359736387,0.2628209631107592,2.854581031488982,13143,0.0000589618686498045,0.0006197080201047989,0.994132762528191,0.011618959465553122,0.009812963943970259
BookSlope_z,立会日,500,3931475,0.08752151941570036,0.006283075251181682,13.92972643439848,0.026851884360301597,3.2594181563322255,-0.0011200597176071996,0.0003822806400421388,-2.9299409917377335,0.18705763719413437,0.29273587871701123,0.6389979869019186,7880,0.00004935241888425288,0.00005182752794237193,0.9965232961866272,0.006866901398319888,0.0015677848798030445
