dt,q,n,delta_mid,fwd_micro_1s,fwd_micro_10s,fwd_micro_60s
2026-05-05,1,2361,-2.2680068016052246,0.9704149826917475,1.8418720333798186,3.0229471537890547
2026-05-05,2,3508,-1.1727587580680847,0.4563534896637513,0.7167944554205279,1.4742641422726674
2026-05-05,3,3376,-0.07293225452303886,0.010383443227319043,0.15918806434955535,0.6780514760871027
2026-05-05,4,4529,0.6051009297370911,-0.15025810955481564,-0.06450702680557022,0.6591035625032936
2026-05-05,5,3505,1.9315274953842163,-0.9656578228250585,-1.1379487828175308,0.3402229226978622
2026-05-06,1,3150,-2.313046097755432,1.3082440821571084,1.6135304542041005,1.5293403861830024
2026-05-06,2,3296,-1.0730260014533997,0.3537420114437216,0.7256390346729324,0.38514525956899215
2026-05-06,3,2847,-0.04528874531388283,-0.041149153333365926,0.05984309598680545,-0.676719101552662
2026-05-06,4,3636,0.7725745141506195,-0.2146357442022268,-0.30686218832347595,-0.20508388184641696
2026-05-06,5,4350,1.959037959575653,-1.1207007594653018,-1.6153565282886848,-1.4698637614301737
2026-05-07,1,2223,-1.9500943422317505,1.1245616552021065,1.7634276461369647,1.556665139070876
2026-05-07,2,4491,-1.0430569648742676,0.3646962463856293,0.6685193729215777,0.5354351223125774
2026-05-07,3,3778,-0.017376084811985493,0.01631928701057671,0.04368135424557923,-0.26622924265946635
2026-05-07,4,3945,0.8922795653343201,-0.35665216508313313,-0.731983736696366,-0.8245406720283313
2026-05-07,5,2842,1.788760244846344,-0.9438862012121307,-1.639831186566902,-1.5561086661320027
2026-05-08,1,2223,-1.8963299989700317,1.0285173625299917,1.6796744017363783,2.808670388851279
2026-05-08,2,3696,-0.9854608774185181,0.43402735892022354,0.9883825969367313,2.013101488306819
2026-05-08,3,4266,-0.00439555081538856,-0.0038720790892183585,0.18560550047493865,0.7080128309636986
2026-05-08,4,3836,0.8529075086116791,-0.17949236771442323,-0.2066951078201492,0.9927495468901465
2026-05-08,5,3258,1.7627192735671997,-0.8078636037954969,-1.2703192821788192,-0.29616477490266363
2026-05-09,1,4721,-2.9751062393188477,0.8702744423802902,1.4440688319953128,1.3006292466435008
2026-05-09,2,2506,-0.7981847822666168,0.09647865139838453,0.22584979975993363,0.6126746633721146
2026-05-09,3,5997,-0.004593896213918924,-0.0410392541142456,-0.2869002373578237,0.015626820311112365
2026-05-09,4,2141,0.6737743020057678,-0.18863026673736258,-0.6317994409221928,-0.5159326599414484
2026-05-09,5,1913,2.1814944744110107,-0.6421922079761576,-2.071491757700694,-2.385243801188412
2026-05-10,1,974,-2.0954015254974365,0.8208166178625242,1.3269392527316275,1.1586604147972166
2026-05-10,2,3089,-0.7708123326301575,0.16450903742374748,0.22389605342207836,-0.09537615011973744
2026-05-10,3,7038,-0.017974592745304108,0.011394265035322442,0.015026910410516943,0.10067082036017858
2026-05-10,4,3393,0.4846307039260864,-0.057136707983309505,-0.0655770473931109,-0.2607902888289883
