block,rule,trig_rate,lat_ms,metric,point,lo95,hi95,se_boot,bias,vs_base,vs_base_lo,vs_base_hi,vs_other,vs_other_lo,vs_other_hi
1,スコア,0.02,65,mk,-0.9447359789869387,-0.9921383027752338,-0.8970765813218572,0.024339491176901217,0.000486953856832506,0.055931849725847194,0.03842684584041661,0.07309141239623786,0.08833469543846562,0.06153118739940513,0.11547353192265235
1,スコア,0.02,300,ev,-0.4809192679761795,-0.5513630508063486,-0.40923639389388833,0.036518739299840904,0.0003299543605367883,0.21892070149200743,0.1620319934867284,0.28102929757230133,-0.058110014556859824,-0.07445341835370974,-0.040870689781135304
1,スコア,0.02,300,mk,-0.9859379035431295,-1.0369482140756758,-0.9338362348031918,0.02655629917677636,0.0005182236024454667,0.014729925169656433,0.002466445763894376,0.02620469670991686,0.04864721528680582,0.030713493552134173,0.06643605773240722
1,無作為,0.01,0,ev,-0.5193488582290277,-0.603864241318254,-0.43449270119954414,0.04356321562413852,0.00016838286963438698,0.18049111123915929,0.1419988039710283,0.21943786836172818,0.009646649258108542,-0.008258199963528326,0.02601824096562263
1,無作為,0.01,0,mk,-1.0155417254983747,-1.0690124110785528,-0.9600043450933744,0.027784472381090657,0.0006568850344566002,-0.014873896785588814,-0.023945289900522894,-0.00556850217641266,-0.05893631169404445,-0.07857354175393474,-0.039634003722847394
1,スコア,0.1,300,ev,-0.23629893767305601,-0.26687123075290237,-0.20691499054924667,0.015228748063744336,0.0002623793593502233,0.46354103179513095,0.35959765023970247,0.5706524151272937,-0.057088437216870985,-0.07417546063143976,-0.03872496117477699
1,スコア,0.1,300,mk,-0.9891253242586926,-1.046987531953523,-0.9328932617169806,0.028958906427717514,0.00010740378224083358,0.011542504454093327,-0.014946716851954978,0.03405456408210959,0.12202669070066796,0.09662057597384431,0.14679122210841358
1,無作為,0.01,200,ev,-0.5255787473489394,-0.6112390112785583,-0.4395126989307185,0.044195097046250666,0.0001676919064700355,0.17426122211924755,0.13696996576093287,0.21208568569453526,0.014240886906856098,-0.002228698126163242,0.029813534829735762
1,無作為,0.01,200,mk,-1.0165315365453425,-1.069752256450846,-0.9610505272669018,0.02768960010537803,0.0006495285703691511,-0.01586370783255653,-0.02427224440162338,-0.007078699275013153,-0.04105224327037038,-0.05695864021428211,-0.02538332019221435
1,無作為,0.1,0,ev,-0.15212420725436906,-0.17216010698290388,-0.13245639279703303,0.010083118680948536,0.000020474836203071556,0.5477157622138179,0.44122144276049075,0.6537544117398846,0.033988198605384407,0.015181486106744507,0.050989093771800206
1,無作為,0.1,0,mk,-1.0914845465200023,-1.1696099332992735,-1.013614272850899,0.039300621598100514,0.00020766244496961406,-0.09081671780721634,-0.13563688742351657,-0.04798434851511356,-0.2367120626332404,-0.28457451772080344,-0.18736107906082985
1,無作為,0.4,130,ev,-0.06454686924805213,-0.07445157505925923,-0.05509172095546239,0.004920727298960896,-4.926776109401287e-6,0.6352931002201349,0.5195228796104114,0.7504546843263202,-0.00315748110352599,-0.00843256146975483,0.0027024575649728724
1,無作為,0.4,130,mk,-1.1245179867488344,-1.23377786514836,-1.0177627824255249,0.05487422150800183,-0.0004518687322903059,-0.12385015803604849,-0.20581163898244456,-0.04416089824327208,-0.2741216527233856,-0.30104378773898993,-0.24490921519662795
1,無作為,0.02,65,ev,-0.40743413317809035,-0.4697927374264154,-0.3444523020950816,0.032118698837884346,0.00013541923152826651,0.2924058362900966,0.23112602379781097,0.35408206842780254,0.048538475723594265,0.02896918329684452,0.0661123005933601
1,無作為,0.02,65,mk,-1.0330706744254043,-1.0902659579140486,-0.9745371926746416,0.029574265561334967,0.000690462104435241,-0.03240284571261842,-0.04847419336554684,-0.01660088120898561,-0.08833469543846562,-0.11547353192265235,-0.061531187399405135
1,スコア,0.0,0,ev,-0.6998399694681869,-0.8225543184097631,-0.5765808505576699,0.06335611426143042,0.0001839095713596084,,,,,,
1,スコア,0.0,0,mk,-1.000667828712786,-1.050350612079164,-0.9480020142382116,0.026156165363634378,0.0006067035206476223,,,,,,
1,スコア,0.4,0,ev,-0.04928650012947741,-0.05464606632603896,-0.04391906162387073,0.0027472122172446972,0.000012321920120052232,0.6505534693387095,0.5287077112082961,0.7720539950642338,0.005824604523459544,-0.0004716410951859612,0.011615551385068678
1,スコア,0.4,0,mk,-0.7566853594830472,-0.8396590830044772,-0.6829274496503865,0.03981947516339104,-0.00156691119016239,0.24398246922973876,0.1787631671933737,0.2992351811653735,0.32631537226341023,0.2829818107251217,0.36822197610448165
