feature,family,finite_rate,zero_rate,p05,p50,p95,std
best_bid,1 価格と最良気配,0.9999393738977073,0.0,720.6599731445312,743.6799926757812,760.6400146484375,60.84966143288147
best_ask,1 価格と最良気配,0.9999393738977073,0.0,720.739990234375,743.8699951171875,760.739990234375,60.83047150219088
mid,1 価格と最良気配,0.9999393738977073,0.0,720.7050170898438,743.7650146484375,760.6900024414062,60.83999603487591
log_mid,1 価格と最良気配,0.9999393738977073,0.0,6.580229759216309,6.611725330352783,6.634225845336914,0.088427529022219
spread_abs,1 価格と最良気配,0.9999393738977073,0.0,0.009999999776482582,0.15000000596046448,0.4000000059604645,0.18637658599927137
tick,1 価格と最良気配,1.0,0.0,0.009999999776482582,0.009999999776482582,0.009999999776482582,0.0
spread_tick,1 価格と最良気配,0.9999393738977073,0.0,1.0,15.0,40.0,18.63765861858014
spread_bp,1 価格と最良気配,0.9999393738977073,0.0,0.1378103345632553,1.9311472177505493,5.083764553070065,2.8189837534973123
spread_rel,1 価格と最良気配,0.9999393738977073,0.0,0.000013781032976112328,0.00019311471260152757,0.0005083764554001388,0.0002818983740655393
d_bid,1 価格と最良気配,0.9999393738977073,0.5543793991037816,-0.14000000059604645,0.0,0.12999999523162842,0.12601519970168584
d_ask,1 価格と最良気配,0.9999393738977073,0.5604203297157566,-0.12999999523162842,0.0,0.14000000059604645,0.12757228104913043
d_mid,1 価格と最良気配,0.9999393738977073,0.4339107860375133,-0.11500000208616257,0.0,0.11500000208616257,0.11736790203645348
d_spread,1 価格と最良気配,0.9999393738977073,0.4293607967855194,-0.11999999731779099,0.0,0.14000000059604645,0.09595903781457224
t_since_mid_move,1 価格と最良気配,1.0,0.5660548941798942,0.0,0.0,8.0,7962.924887953689
t_since_bbo_chg,1 価格と最良気配,1.0,0.5861386684303351,0.0,0.0,8.0,7962.925433815968
bbo_age,1 価格と最良気配,1.0,0.5861386684303351,0.0,0.0,8.0,7962.925433815968
spread_duration,1 価格と最良気配,1.0,0.5706046075837743,0.0,0.0,9.0,7962.924773553187
obi1,2 板の偏り OBI,1.0,0.00818176807760141,-0.9762194752693176,0.002011378644965589,0.9749104678630829,0.6918710560398567
obi2,2 板の偏り OBI,1.0,0.004974096119929453,-0.9786198437213898,0.004140786826610565,0.9788112729787827,0.7031900489500458
obi3,2 板の偏り OBI,1.0,0.003929673721340388,-0.9801654666662216,0.007130257785320282,0.9793962329626084,0.7065938170867568
obi5,2 板の偏り OBI,1.0,0.0024829144620811287,-0.9773594558238983,0.019227498210966587,0.9767963290214539,0.7065361014091222
obi10,2 板の偏り OBI,1.0,0.0005318562610229277,-0.9678763955831527,-0.0058021931909024715,0.9681527107954024,0.684483570175767
obi_dw,2 板の偏り OBI,1.0,0.0003499779541446208,-0.9639480471611023,0.028356483206152916,0.9612019300460815,0.6723891860919751
obi_ew,2 板の偏り OBI,1.0,0.00033619929453262786,-0.9661927282810211,0.024631552398204803,0.9654991030693053,0.679954924233829
obi_notional,2 板の偏り OBI,1.0,0.00006062610229276896,-0.9678817093372345,-0.005840282188728452,0.968147200345993,0.6844830148370057
depth_diff,2 板の偏り OBI,0.9999393738977073,0.008121634358344036,-52.40410118103027,0.003000000026077032,38.22120285034173,357.1690243621615
depth_ratio,2 板の偏り OBI,0.9998181216931217,0.0002177424244929909,0.012033333070576191,1.0040816068649292,78.71484222412109,2706.571430221797
log_depth_ratio,2 板の偏り OBI,0.9998181216931217,0.00812261930355499,-4.420074939727783,0.0040732999332249165,4.365831756591796,2.6624151702274967
obi_abs,2 板の偏り OBI,1.0,0.00818176807760141,0.023457602784037593,0.7258235812187195,0.9882197976112366,0.3303270959921336
obi_sign,2 板の偏り OBI,1.0,0.00818176807760141,-1.0,1.0,1.0,0.9958884840209098
obi_near_deep,2 板の偏り OBI,1.0,0.01830081569664903,-1.1941090941429138,-3.4570693969726562e-6,1.197846698760986,0.6704806095740783
d_obi,2 板の偏り OBI,1.0,0.3921985229276896,-1.2233128070831298,0.0,1.2276767909526822,0.6043140751527866
obi_vel,2 板の偏り OBI,1.0,0.3921985229276896,-1.2233128070831298,0.0,1.2276767909526822,0.6043140751527866
obi_acc,2 板の偏り OBI,1.0,0.2723710317460317,-1.8018001675605773,0.0,1.813612377643584,1.0036806858098584
obi_persist,2 板の偏り OBI,1.0,0.21824018959435626,0.0,3.0,29.0,181.7469140182955
obi_streak,2 板の偏り OBI,1.0,0.0,1.0,4.0,30.0,181.74691401829548
qb1,3 板の厚み,0.9999393738977073,0.00021771602114325714,0.14800000190734863,2.121000051498413,44.45110092163085,348.21201142207747
