dt,n_trade,n_row,vol,notional,px_open,px_close,px_min,px_max,px_med,sz_med,sz_p99,n_taker,buy_vol,sell_vol,n_liq,n_maker
2026-05-20,61870,62212,159987.232,115388180.75895,705.7,725.93,691.76,739.52,722.82,0.602,31.295,1119,74546.937,85440.295,0,410
2026-05-21,77262,77262,240832.987,180255577.41198,741.92,761.0,728.66,764.49,749.86,0.856,33.597,1100,128404.118,112428.869,72,402
2026-05-22,49405,49405,115117.408,87501155.80882,761.0,744.75,743.73,780.39,758.55,0.431,33.335,887,53435.552,61681.856,16,349
2026-05-23,33715,33715,21903.426,16553265.47949,744.83,772.19,736.62,775.55,748.2,0.22,6.576,604,11277.515,10625.911,0,210
2026-05-24,29923,29923,24370.977,18908590.84094,772.12,775.6,768.68,788.11,775.46,0.2,10.524,673,12039.481,12331.496,17,280
2026-05-25,37013,37013,29945.845,23671976.57666,775.61,789.72,774.79,802.33,791.0,0.189,12.049,821,16069.959,13875.886,16,338
2026-05-26,102103,102554,284806.598,243951895.65045,789.72,914.85,772.99,916.62,868.41,0.563,33.38,2280,143461.67,141344.928,3,742
2026-05-27,169843,169931,409501.149,380605785.10025,914.97,904.93,889.01,986.06,929.2,0.528,26.005,2865,203064.6,206436.549,788,938
2026-05-28,122977,122983,268413.067,247430704.32285,904.8,936.2,879.58,950.28,920.36,0.435,25.622,1844,118641.136,149771.931,373,647
2026-05-29,66518,66729,169283.472,162088534.57569,936.21,964.95,929.51,980.93,956.92,0.623,26.925,1519,93071.51,76211.962,114,517
2026-05-30,23489,23489,21648.702,21035215.54187,964.9,978.04,959.72,978.79,973.24,0.244,10.484,679,10595.679,11053.023,0,228
2026-05-31,31208,31208,30364.97,30005312.37172,978.04,988.67,977.5,1003.6,987.65,0.218,10.199,904,16668.235,13696.735,2,335
2026-06-01,85398,85918,158737.682,162116816.33664,988.6,1040.4,978.73,1047.6,1019.3,0.36,19.225,1866,77334.845,81402.837,33,550
2026-06-02,85257,85979,155706.535,162030342.0977,1040.9,1057.2,1009.4,1076.6,1037.8,0.333,21.184,1546,81874.337,73832.198,4,552
2026-06-03,74690,75458,137403.521,146626018.0454,1057.5,1052.2,1039.6,1090.2,1064.3,0.313,23.209,1518,64161.373,73242.148,37,498
2026-06-04,97267,101764,243008.88,246168980.83258,1051.1,970.76,969.0,1061.7,1009.8,0.516,28.779,1791,115194.897,127813.983,270,651
2026-06-05,156963,164544,369401.395,338666168.29531,970.76,858.04,850.76,984.0,927.24,0.421,27.195,2338,171495.571,197905.824,1158,815
2026-06-06,78665,78665,70431.292,60618037.38558,858.51,877.47,834.02,878.88,864.79,0.299,9.577,1102,32405.028,38026.264,0,388
2026-06-07,85769,85769,67086.716,59880155.36972,877.35,888.0,869.12,914.96,894.54,0.312,9.983,1282,35029.065,32057.651,6,481
2026-06-08,148029,148743,312570.347,288145308.89963,887.99,954.97,866.54,962.8,915.09,0.471,23.112,1958,168598.822,143971.525,64,729
2026-06-09,159670,161271,409553.861,378159014.64674,955.32,919.48,855.21,1000.5,921.5,0.394,38.45,2163,184642.273,224911.588,676,816
2026-06-10,143503,144225,278587.76,253890284.44749,919.73,877.21,867.09,957.35,907.63,0.333,30.0,1479,122598.279,155989.481,83,597
2026-06-11,103362,103979,221328.272,206971146.27845,877.15,999.32,870.39,1000.2,917.99,0.409,24.344,1518,111151.272,110177.0,60,562
2026-06-12,85989,86451,134334.758,132598702.34124,999.45,990.14,957.29,1019.9,989.03,0.359,20.0,1555,64964.513,69370.245,0,509
2026-06-13,34262,34262,19982.966,19726504.99426,990.14,991.04,980.19,994.13,986.17,0.26,6.323,524,9828.405,10154.561,0,190
2026-06-14,40619,40619,33913.551,34432510.05322,991.13,1035.4,990.0,1044.5,1009.2,0.299,8.69,1062,17498.631,16414.92,58,314
2026-06-15,71504,71504,122522.406,130231543.9988,1035.5,1084.6,1025.2,1097.4,1061.0,0.427,20.0,1602,61282.743,61239.663,18,504
2026-06-16,75836,76487,173745.96,185468930.7716,1084.8,1034.6,1021.2,1135.0,1075.4,0.458,27.723,1827,79489.899,94256.061,61,619
2026-06-17,80868,81339,170886.82,180994169.888,1035.1,1078.3,1013.7,1093.5,1057.3,0.389,27.192,1438,89783.486,81103.334,15,505
2026-06-18,74183,74335,136714.375,152882128.7776,1078.3,1152.3,1075.8,1155.8,1116.8,0.279,22.8,1747,63851.367,72863.008,22,517
2026-06-19,63972,63972,57852.182,64693138.5411,1152.0,1132.0,1098.4,1155.5,1120.1,0.228,10.0,1138,27040.17,30812.012,0,396
2026-06-20,29633,29633,17513.867,19957139.3782,1131.6,1138.0,1125.6,1153.7,1137.0,0.152,6.562,763,8180.489,9333.378,0,259
2026-06-21,31612,31612,18023.229,20536034.8109,1138.1,1126.3,1118.9,1152.0,1143.0,0.183,6.9,724,8352.604,9670.625,0,266
2026-06-22,86696,86696,147429.195,175057575.8683,1128.5,1230.3,1119.1,1246.6,1184.4,0.298,28.74,2070,71137.894,76291.301,80,651
2026-06-23,200714,200714,420149.92,465092124.5427,1230.3,1065.7,1038.6,1236.2,1112.3,0.481,25.138,3055,205543.705,214606.215,517,1033
2026-06-24,217297,219242,588012.488,645044784.19284,1065.3,1215.0,995.0,1221.3,1090.7,0.5,37.378,4043,296661.44,291351.048,942,1369
2026-06-25,181917,182870,476717.154,571552688.1474,1214.7,1189.0,1138.4,1254.8,1207.8,0.43,29.831,4076,233822.418,242894.736,43,1221
2026-06-26,156578,156970,334825.043,387818707.1473,1189.0,1134.3,1120.6,1198.4,1155.9,0.5,28.644,2519,158654.809,176170.234,40,805
2026-06-27,38030,38364,25578.432,29074830.7919,1134.3,1129.9,1124.8,1151.6,1137.3,0.182,10.172,878,11164.729,14413.703,0,270
2026-06-28,44871,44871,37819.983,43144019.3787,1130.2,1153.4,1119.3,1160.9,1140.7,0.267,12.963,1022,18395.757,19424.226,0,327
2026-06-29,155344,155997,393960.475,434802366.0606,1153.9,1139.0,1027.0,1165.4,1124.9,0.623,31.736,2866,195081.415,198879.06,463,1008
2026-06-30,78852,78852,166967.915,191714121.2022,1138.8,1156.9,1124.9,1169.3,1148.1,0.464,29.971,1612,84846.951,82120.96399999999,10,552
2026-07-01,139242,141552,433289.572,465175143.565,1157.0,1020.3,1018.1,1161.9,1076.6,0.662,35.273,2719,219963.09,213326.482,74,957
2026-07-02,176361,177649,520925.442,523850674.49504,1020.7,978.3,952.45,1074.4,1001.5,0.637,34.375,3597,249865.869,271059.573,490,1226
2026-07-03,97795,97795,158215.909,160456243.20762,978.1,1027.5,968.9,1048.3,1018.3,0.441,21.308,1964,80319.233,77896.676,12,605
2026-07-04,27174,27174,20326.408,20934658.6536,1027.4,1033.1,1022.9,1035.0,1030.2,0.28,9.858,667,10330.184,9996.224,0,220
2026-07-05,67989,67989,53668.041,55655062.291,1033.5,1026.3,1020.5,1047.7,1037.2,0.272,10.052,926,25777.369,27890.672,2,324
2026-07-06,145508,145508,273376.804,273351927.39636,1025.8,960.34,956.93,1049.8,1004.5,0.434,25.806,2060,129115.664,144261.14,122,757
2026-07-07,179183,179523,396812.223,366779641.26264,960.33,915.15,893.8,971.36,929.1,0.5,30.0,2836,191863.249,204948.974,490,1091
2026-07-08,158614,158614,432925.538,401459474.70403,915.15,957.97,875.4,962.12,933.8,0.542,34.628,2407,217398.394,215527.144,309,905
2026-07-09,173680,173680,401705.269,400883673.41229,958.01,1002.0,930.26,1034.4,998.2,0.506,30.645,2393,204204.118,197501.151,38,829
2026-07-10,156648,157910,289263.816,282683932.51113,1002.3,982.9,955.11,1002.8,978.48,0.51,20.521,1783,137609.405,151654.411,23,611
2026-07-11,38377,38377,26906.832,26440084.91013,983.0,978.49,974.3,990.2,984.1,0.325,7.693,625,13662.081,13244.751,0,197
2026-07-12,49508,49508,37557.367,36682879.711500004,978.28,966.48,964.59,984.05,978.1,0.401,8.108,577,19074.825,18482.542,0,214
2026-07-13,158878,158878,294658.226,274885115.64681,966.5,920.81,903.47,989.12,930.0,0.536,19.406,1933,146414.678,148243.548,230,699
2026-07-14,164021,164021,296840.714,286518888.99781,921.0,990.38,910.71,994.91,968.4,0.506,21.936,1773,148558.072,148282.642,26,588
2026-07-15,140548,140548,268591.557,249818643.59225,990.34,896.42,875.5,1006.0,936.895,0.5,24.088,2130,127671.47,140920.087,11,794
2026-07-16,169707,169707,357606.047,309142357.39507,896.68,833.35,828.49,911.72,862.53,0.531,23.732,2219,173339.67,184266.377,324,910
2026-07-17,240547,240547,630948.473,535394487.982,833.18,844.55,805.26,903.7,844.08,0.586,34.228,2585,313454.225,317494.248,416,994
2026-07-18,29810,29810,24570.38,20695965.28421,844.45,839.05,836.79,847.81,842.4,0.248,10.826,594,12386.453,12183.927,0,190
2026-07-19,44802,44802,50735.507,43186195.25325,838.99,861.43,838.99,867.76,850.0,0.364,16.011,723,26996.054,23739.453,0,257
2026-07-20,137610,137610,289168.027,253587487.07994,861.45,872.71,846.6,900.91,875.515,0.57,20.0,1585,150152.058,139015.969,6,543
2026-07-21,180020,180020,489938.458,461333224.58263,872.69,986.53,867.53,987.69,928.21,0.553,30.0,2386,257916.888,232021.57,125,842
2026-07-22,189189,189189,556540.301,535984815.75057,986.7,983.78,923.89,994.96,967.0,0.778,30.0,2008,271766.704,284773.597,9,735
2026-07-23,217789,217789,487706.311,480508933.3231,983.78,986.88,957.63,1011.6,987.01,0.543,21.358,1927,268464.25,219242.061,4,705
2026-07-24,189388,189388,442449.693,419669104.75257,987.03,911.19,904.87,991.0,952.28,0.533,23.729,1976,229090.114,213359.579,96,737
2026-07-25,34605,34605,31045.935,28700934.65655,911.19,933.5,911.19,934.49,924.81,0.243,11.839,695,16352.579,14693.356,0,235
2026-07-26,41186,41186,50673.339,47734769.2789,933.21,953.09,931.52,953.18,942.06,0.36,16.117,813,26185.324,24488.015,0,268
2026-07-27,224487,226094,576369.909,517001024.20502,953.15,884.19,855.56,961.31,886.99,0.724,26.984,2197,286327.5,290042.409,332,780
2026-07-28,259870,260835,781928.223,643005269.34043,884.22,831.16,772.0,891.31,825.79,0.93,31.013,2685,375526.654,406401.569,632,1043
2026-07-29,378341,379769,1081684.871,846164750.7358,831.04,734.37,705.76,855.64,785.68,0.584,30.572,3416,506095.071,575589.8,1037,1367
2026-07-30,342919,342919,796434.634,641892928.79213,734.41,901.78,711.07,910.79,787.56,0.443,25.459,3109,430214.021,366220.613,98,1066
2026-07-31,333716,333744,821906.942,717385763.62424,901.78,812.94,812.4,929.9,895.58,0.411,29.27,2898,407786.099,414120.843,198,1026
2026-08-01,54956,54956,41398.879,33800085.04094,812.85,820.98,806.59,823.37,816.84,0.156,11.0,865,21614.625,19784.254,15,309
2026-08-02,104855,104855,89787.393,75942666.97799,820.92,854.66,820.45,862.81,845.15,0.23,13.807,1233,46105.112,43682.281,2,374
2026-08-03,212940,213470,443032.577,359586988.74778,854.46,841.5,770.79,854.46,817.36,0.454,26.129,2275,227280.564,215752.013,147,811
2026-08-04,238818,238818,411664.106,355668072.15399,841.5,891.38,811.98,902.21,861.87,0.438,18.244,2172,206300.883,205363.223,25,774
2026-08-05,306623,306623,525942.372,472060993.43093,891.39,876.44,867.43,928.13,892.96,0.434,19.322,2033,271667.696,254274.676,4,774
2026-08-06,212396,212396,382904.039,335327119.55071,876.84,889.81,827.09,912.45,873.51,0.499,20.0,1923,196789.0,186115.039,114,696
2026-08-07,208788,208788,396644.171,348725841.13374,889.8,879.09,844.13,917.0,884.06,0.458,20.398,1727,192272.829,204371.342,31,672
2026-08-08,21278,21278,15016.022,13219819.38919,879.11,883.24,874.69,885.17,879.67,0.176,8.197,624,7455.048,7560.974,0,188
2026-08-09,23954,23954,15275.378,13447331.14017,883.23,878.5,875.8,884.33,880.64,0.205,7.633,531,8284.478,6990.9,0,167
2026-08-10,150719,150719,266042.963,232622897.89466,878.14,861.93,854.52,893.9,876.41,0.419,17.953,1360,133820.66,132222.30299999999,2,514
