feature,target,n,n_days,d1,d10,spread_bp,se_bp,t,monotone_rho,max_dec_share,n_dec_pop,family,ab
delta1,fwd_micro_60s,1657258,96,3.4898068784076677,-3.660767012261079,-7.863714328922069,0.936335701536291,-8.39839206816497,-0.8545454545454544,0.10437119627722419,10,4 マイクロプライス,7.863714328922069
delta1_bp,fwd_micro_60s,1657258,96,3.46835818962209,-3.629968092700047,-7.841479993320384,0.9226425918359024,-8.49893562545944,-0.8545454545454544,0.10448584348363381,10,4 マイクロプライス,7.841479993320384
obi_x_spread,fwd_micro_60s,1657258,96,3.46835818962209,-3.629968092700047,-7.841479993320384,0.9226425918359024,-8.49893562545944,-0.8545454545454544,0.10448584348363381,10,4 マイクロプライス,7.841479993320384
delta1,fwd_micro_30s,1657258,96,3.0852709673768155,-3.219151765571343,-6.950259155207871,0.7747014477869633,-8.971532420730853,-0.8545454545454544,0.10437119627722419,10,4 マイクロプライス,6.950259155207871
delta1_bp,fwd_micro_30s,1657258,96,3.0794609863480935,-3.193536406564274,-6.940805811606018,0.7671551762272242,-9.047460053310278,-0.8545454545454544,0.10448584348363381,10,4 マイクロプライス,6.940805811606018
obi_x_spread,fwd_micro_30s,1657258,96,3.0794609863480935,-3.193536406564274,-6.940805811606018,0.7671551762272242,-9.047460053310278,-0.8545454545454544,0.10448584348363381,10,4 マイクロプライス,6.940805811606018
delta1,fwd_micro_10s,1657258,96,2.4048425638316124,-2.5290344562720386,-5.443894097015504,0.555803688186174,-9.794634711369525,-0.8909090909090909,0.10437119627722419,10,4 マイクロプライス,5.443894097015504
delta1_bp,fwd_micro_10s,1657258,96,2.4040092279163905,-2.5167067798897254,-5.443782768092217,0.554645273894434,-9.814890749665588,-0.8909090909090909,0.10448584348363381,10,4 マイクロプライス,5.443782768092217
obi_x_spread,fwd_micro_10s,1657258,96,2.4040092279163905,-2.5167067798897254,-5.443782768092217,0.554645273894434,-9.814890749665588,-0.8909090909090909,0.10448584348363381,10,4 マイクロプライス,5.443782768092217
delta1_bp,fwd_micro_5s,1657258,96,2.012898944542634,-2.0789748586442536,-4.5034585082186815,0.42084194642186723,-10.701068528240889,-0.9151515151515152,0.10448584348363381,10,4 マイクロプライス,4.5034585082186815
obi_x_spread,fwd_micro_5s,1657258,96,2.012898944542634,-2.0789748586442536,-4.5034585082186815,0.42084194642186723,-10.701068528240889,-0.9151515151515152,0.10448584348363381,10,4 マイクロプライス,4.5034585082186815
delta1,fwd_micro_5s,1657258,96,2.015376260853043,-2.0793661296209476,-4.4914428790951915,0.4200621746095287,-10.692328780305532,-0.9151515151515152,0.10437119627722419,10,4 マイクロプライス,4.4914428790951915
obi1,fwd_mid_60s,1657258,96,-1.5806977930622903,1.5584437102197826,4.205424264935075,0.6575216642981816,6.395871791424264,0.9999999999999999,0.10805981929186645,10,2 板の偏り OBI,4.205424264935075
depth_ratio,fwd_mid_60s,1657258,96,-1.5806977930622903,1.5584437102197826,4.205424264935075,0.6575216642981816,6.395871791424264,0.9999999999999999,0.10805981929186645,10,2 板の偏り OBI,4.205424264935075
log_depth_ratio,fwd_mid_60s,1657258,96,-1.5806977930622903,1.5584437102197826,4.205424264935075,0.6575216642981816,6.395871791424264,0.9999999999999999,0.10805981929186645,10,2 板の偏り OBI,4.205424264935075
delta1_bp,fwd_micro_3s,1657258,96,1.7797421700574658,-1.8001093790388545,-3.9095202854014475,0.34396504352009244,-11.366039541088064,-0.9151515151515152,0.10448584348363381,10,4 マイクロプライス,3.9095202854014475
