feature,label,target,h_grid,horizon,n,corr_fwd,corr_bwd,corr_placebo,corr_placebo_day,corr_partial,ci95,beta_bp_per_sd,oos_corr,signed
d25_tot,±25bp の深さ(両側合計),vol,3,15秒,564284,0.15360866602039652,0.14379357262935388,-0.000741187749693978,0.07404642663916217,0.043513086790621325,0.002609205934909775,0.9384381236680548,0.12012479054754367,false
d25_imb,±25bp の深さの偏り(買い−売り),dir,3,15秒,564248,0.012020302946337219,-0.12071343918610086,0.0004390809568531861,0.0006365769652807053,0.009240039592289724,0.002609289169954348,0.08791385315560658,0.010677672260712113,true
d25_imb,±25bp の深さの偏り(買い−売り),mag,3,15秒,564248,0.04381561021232154,0.04278737920357157,0.01936830678929773,0.042548584516688484,0.013064620368858313,0.002609289169954348,0.30825308068414625,0.02980238254136821,true
d25_imb,±25bp の深さの偏り(買い−売り),vol,3,15秒,564248,0.0517633192206698,0.05097951878355222,0.021367774909478,0.048939381440833755,0.015362032886507549,0.002609289169954348,0.3235526228086048,0.03781994739931481,true
frag_avg,脆さ(平均),dir,3,15秒,564139,0.004385214291849502,0.0025349973372040305,0.0016007880099877553,-0.0004488593667535934,0.0037626142278692253,0.0026095412357528456,0.0452342808241328,0.0022483095926699227,false
frag_avg,脆さ(平均),mag,3,15秒,564139,0.49343962665741214,0.5413370692645815,0.046258358021687374,0.22638769279377272,0.14698717946333986,0.0026095412357528456,2.484139992877681,0.5238017830733372,false
frag_avg,脆さ(平均),vol,3,15秒,564139,0.6043389962523887,0.6542319656142319,0.0533545143078651,0.28052382079204397,0.19944921068127405,0.0026095412357528456,2.734004191849753,0.6594728625981123,false
frag_imb,脆さの偏り(買い−売り),dir,3,15秒,561904,-0.004046793328433945,-0.041914686022016596,-0.0002646114924921483,-0.0011824988909141178,-0.004189027605115071,0.00261472590044383,-0.023399696449127712,0.004754506193297491,true
frag_imb,脆さの偏り(買い−売り),mag,3,15秒,561904,0.01289123253269751,0.008781979780612716,-0.004238970930535624,-0.0123866775649771,0.009659407193063876,0.00261472590044383,0.044948011874813,0.019560030241467314,true
frag_imb,脆さの偏り(買い−売り),vol,3,15秒,561904,0.01600542758452952,0.011311013238973884,-0.004271955192903005,-0.014512333596519364,0.01275297238896111,0.00261472590044383,0.046937522595847804,0.025798384127601624,true
dar_tot,depth-at-risk(両側合計),dir,3,15秒,564139,-0.0001647703471770247,-0.0012774895569233934,-0.0011531238497415903,-0.0004924081801976506,-0.00027129976797168133,0.0026095412357528456,0.007561010993861432,0.0006234363586701312,false
dar_tot,depth-at-risk(両側合計),mag,3,15秒,564139,0.3772919270461314,0.40354855387433985,0.023972136888002055,0.17979600322868394,0.08488429249600557,0.0026095412357528456,2.204576598812646,0.4101322712814234,false
dar_tot,depth-at-risk(両側合計),vol,3,15秒,564139,0.47283360603710645,0.4986615988234385,0.02673611139201942,0.22493003223876365,0.13051133148735833,0.0026095412357528456,2.504676756493205,0.5217698148364921,false
dar_imb,depth-at-risk の偏り,dir,3,15秒,561900,0.007064044379621972,-0.1415709972789675,-0.00009252657028251151,-0.0003284069873099645,0.004461977382464649,0.002614735207207337,0.050623531980343944,0.006489070007928399,true
dar_imb,depth-at-risk の偏り,mag,3,15秒,561900,0.05008850985726019,0.04488960792440929,0.015092542285518599,0.024212343617030896,0.009398774588666335,0.002614735207207337,0.31041921440483233,0.04270291023809858,true
dar_imb,depth-at-risk の偏り,vol,3,15秒,561900,0.060124159125195115,0.05484935490482632,0.017466351203258672,0.027321906042470954,0.012554942183272752,0.002614735207207337,0.3281307303012043,0.055147759557813834,true
gfr_avg_q5,gap 調整後の上乗せ(平均、Q=5),dir,3,15秒,564135,0.0058065413678196065,0.0013362783771750048,0.0031691691126134185,-0.0012201179862058103,0.0052116249901483095,0.0026095504872635203,0.03622866539868396,0.009960305419369868,false
gfr_avg_q5,gap 調整後の上乗せ(平均、Q=5),mag,3,15秒,564135,0.13756414327495484,0.1599007205135001,0.019563465315603334,0.0488942259792833,0.034969403631219684,0.0026095504872635203,0.7110793908376005,0.2876080722736564,false
gfr_avg_q5,gap 調整後の上乗せ(平均、Q=5),vol,3,15秒,564135,0.16415831848294768,0.18661563217695384,0.02253747703946181,0.0585513758116032,0.042992276098333095,0.0026095504872635203,0.7628508505807496,0.35952017788783164,false
gfr_avg_q50,gap 調整後の上乗せ(平均、Q=50),dir,3,15秒,564119,0.0041778981742798095,0.003926410136063516,0.002371140933681173,-0.0031358559440814926,0.0034418655010750596,0.0026095874942902155,0.02740730379142144,0.005570011603746581,false
gfr_avg_q50,gap 調整後の上乗せ(平均、Q=50),mag,3,15秒,564119,0.2114712728854267,0.23503462988376542,0.021631791786245892,0.080576455201291,0.05290818303754882,0.0026095874942902155,1.1737648960635885,0.3915518576190295,false
gfr_avg_q50,gap 調整後の上乗せ(平均、Q=50),vol,3,15秒,564119,0.2489812980067008,0.27482898275619183,0.024044342289062003,0.0982206946537468,0.05965799364055035,0.0026095874942902155,1.231249397746491,0.493076645892928,false
gfr_asym_q5,gap 調整後の上乗せの非対称(売り−買い),dir,3,15秒,564135,-0.027537293082095786,-0.0018596454006479157,0.001892264249967682,0.00032055161838686025,-0.02277629123530995,0.0026095504872635203,-0.1817681389414478,0.045697119118463705,true
gfr_asym_q5,gap 調整後の上乗せの非対称(売り−買い),mag,3,15秒,564135,-0.014320470339387534,-0.0162275701274398,0.002934752659275135,-0.012245466291317382,-0.0030967326085968726,0.0026095504872635203,-0.10207165344657453,0.009883332844660987,true
gfr_asym_q5,gap 調整後の上乗せの非対称(売り−買い),vol,3,15秒,564135,-0.01610318137893175,-0.02106797871369702,0.002679758567718199,-0.012514419126556434,-0.002625403046109143,0.0026095504872635203,-0.11594677450882382,0.0036242132556566606,true
l1_imb,【比較】最良気配の数量の偏り(マイクロプライス),dir,3,15秒,564284,0.04120269579578084,0.013155101514615469,-0.002237973716704013,0.00021935284683207289,0.03726095528998593,0.002609205934909775,0.26093235068918336,0.042310489485415784,true
l1_imb,【比較】最良気配の数量の偏り(マイクロプライス),mag,3,15秒,564284,0.0015910604215410567,0.003973961445182113,-0.0000338132846728644,0.005254484214128798,0.00008279907396896555,0.002609205934909775,0.010915716605552796,0.0014596912213873325,true
l1_imb,【比較】最良気配の数量の偏り(マイクロプライス),vol,3,15秒,564284,0.002497363856068224,0.0026203391278774146,0.0005927467419172554,0.005250580300219698,0.0010579188127007595,0.002609205934909775,0.007795336098992793,0.003785047104120165,true
ofi_1s,【比較】直前 1 秒の OFI,dir,3,15秒,564284,0.036266284104014036,0.30531755627638224,0.0007014832100363233,0.00009426236340991291,0.031727346780904615,0.002609205934909775,0.23663312975209577,0.036389794930667636,true
ofi_1s,【比較】直前 1 秒の OFI,mag,3,15秒,564284,-0.0019084538698111398,-0.003199815617033763,-0.003866851379347771,0.0013572215517949698,-0.0009082560166098738,0.002609205934909775,-0.014474680136709245,0.0012409708536740417,true
ofi_1s,【比較】直前 1 秒の OFI,vol,3,15秒,564284,-0.003153821575419551,-0.003842562114798157,-0.003945473066423237,0.0008456542082182923,-0.0024005993592087784,0.002609205934909775,-0.027407867250429842,0.0012684204762709328,true
ofi_60s,【比較】直前 60 秒の OFI,dir,3,15秒,564284,0.01861717438463061,0.2454054424443411,0.00138369713873634,-0.0008887210392132703,0.004445642061576515,0.002609205934909775,0.1765066568305587,0.013352596808810494,true
ofi_60s,【比較】直前 60 秒の OFI,mag,3,15秒,564284,-0.003029381539767068,-0.0011446932062665132,-0.0008000968059133193,0.003501977936193573,-0.006085582936291361,0.002609205934909775,-0.04262779908821215,-0.0003744682298287411,true
ofi_60s,【比較】直前 60 秒の OFI,vol,3,15秒,564284,-0.0033326452109794322,-0.00199843325633069,-0.0008852932659853983,0.0033538400625375115,-0.00792392890660987,0.002609205934909775,-0.047113227473186574,-0.0011071517093514947,true
imp_avg_q5,価格インパクト(平均、Q=5),dir,12,1分,140924,0.004732425743459244,0.0022717016166630584,0.0035856536112682073,0.0006393159091090392,0.003657645006489676,0.005221174559058361,0.04702331494325723,0.0040651729283471575,false
imp_avg_q5,価格インパクト(平均、Q=5),mag,12,1分,140924,0.02785837852276447,0.039848540874341774,0.008757652845818675,0.007246499840373787,-0.02247820806688894,0.005221174559058361,0.1542725137149565,0.16049384180594992,false
imp_avg_q5,価格インパクト(平均、Q=5),vol,12,1分,140924,0.02787502237592756,0.03950771871542102,-0.005983696844261554,-0.004900334645195818,-0.03266728141434984,0.005221174559058361,0.18180926734643754,0.21906472494133122,false
imp_asym_q5,価格インパクトの非対称(売り−買い、Q=5),dir,12,1分,140924,-0.02467812885147608,-0.012444822840300417,0.003352519413438407,0.0009393926184617937,-0.016834224603800834,0.005221174559058361,-0.3876144377388285,0.025732186512495384,true
imp_asym_q5,価格インパクトの非対称(売り−買い、Q=5),mag,12,1分,140924,-0.018792272945545967,-0.017918277840458977,0.0003877310315786016,-0.01106828403071835,-0.0025156169556496155,0.005221174559058361,-0.2577846896378857,0.01668566573103398,true
imp_asym_q5,価格インパクトの非対称(売り−買い、Q=5),vol,12,1分,140924,-0.022041660049193217,-0.019337863462761038,0.0007326569710109405,-0.013610500665889797,-0.0006686295423238191,0.005221174559058361,-0.24521146860433557,0.022031234378050834,true
imp_avg_q50,価格インパクト(平均、Q=50),dir,12,1分,140924,0.003441560983803398,-0.00273895762418356,0.001603677738921292,0.0015423211553978605,0.001900821736393884,0.005221174559058361,0.0033595017360475692,0.008164629981279712,false
imp_avg_q50,価格インパクト(平均、Q=50),mag,12,1分,140924,-0.0429859322805257,-0.029204379631589845,0.011456607410400263,-0.009724046431372107,-0.03628843827769821,0.005221174559058361,-0.7035271291442243,-0.08362111533232591,false
imp_avg_q50,価格インパクト(平均、Q=50),vol,12,1分,140924,-0.06656516447838713,-0.05124586611896796,-0.005291816001917477,-0.033033239466096084,-0.05698523009530062,0.005221174559058361,-0.7050088971565177,-0.1062399113455416,false
slp_avg_q5,スリッページ(平均、Q=5),dir,12,1分,140924,0.004684033142125064,-0.0014260765952956152,0.0017214390127118684,-0.000027100730181795166,0.003657644758695705,0.005221174559058361,0.02262562095281042,0.012016160907347832,false
slp_avg_q5,スリッページ(平均、Q=5),mag,12,1分,140924,-0.04980332336107094,-0.04025969638497845,0.004003015740053839,-0.014851533124041113,-0.02247820782252937,0.005221174559058361,-0.5589100233017367,0.03711413709730699,false
slp_avg_q5,スリッページ(平均、Q=5),vol,12,1分,140924,-0.07103487904092119,-0.0659619244319715,-0.00822107024351436,-0.03512335718100835,-0.03266728080239437,0.005221174559058361,-0.5388939129604554,0.06157770283716403,false
lv_avg_q5,削る価格水準の数(平均、Q=5),dir,12,1分,140924,-0.001617401067463539,-0.001213895042472101,0.0028041452565466794,0.0017958643421586303,-0.0018777177516993762,0.005221174559058361,-0.06351934840357464,-0.0005111893198224489,false
lv_avg_q5,削る価格水準の数(平均、Q=5),mag,12,1分,140924,-0.1573731150706034,-0.159356704232692,-0.010211779430259717,-0.06027302104392317,-0.042807546547482506,0.005221174559058361,-1.5521256041555131,0.1943242588086703,false
lv_avg_q5,削る価格水準の数(平均、Q=5),vol,12,1分,140924,-0.21671904765835381,-0.21490981960986372,-0.0253186667014355,-0.09679668006730735,-0.06629350032906793,0.005221174559058361,-1.6007759976719924,0.2821198085455688,false
lv_avg_q50,削る価格水準の数(平均、Q=50),dir,12,1分,140924,0.0010011758250042025,-0.002362389398717582,0.0015724444168066073,0.0018645221036796978,0.0006020184822902401,0.005221174559058361,-0.019520900343187705,-0.0018790693373043244,false
lv_avg_q50,削る価格水準の数(平均、Q=50),mag,12,1分,140924,-0.145758029992747,-0.14610784831999446,-0.02036456361632829,-0.0697261534203303,-0.04357025212137829,0.005221174559058361,-1.4866866527567169,0.1982123340983219,false
lv_avg_q50,削る価格水準の数(平均、Q=50),vol,12,1分,140924,-0.2026968014233436,-0.19905318863885932,-0.04109905713273012,-0.11070370793214414,-0.07049677724670188,0.005221174559058361,-1.5139740542644737,0.29401907754309714,false
mdep_avg_q5,marginal depth(平均、Q=5),dir,12,1分,140924,0.00035650302494421275,-0.0014012732964030666,-0.0022986495496482608,0.0033198555742779607,0.0009180421615695877,0.005221174559058361,0.024076539660708732,0.0006897268147596986,false
mdep_avg_q5,marginal depth(平均、Q=5),mag,12,1分,140924,0.019891839956192446,0.019601862530653297,-0.00813359573436122,0.006029344139023053,0.0010303667660553843,0.005221174559058361,0.2122981110566728,0.014769528917877727,false
mdep_avg_q5,marginal depth(平均、Q=5),vol,12,1分,140924,0.03280021628921873,0.031706426653476734,-0.009673521578625584,0.013322934071729277,0.0072290245309348375,0.005221174559058361,0.22561929370769837,0.024309664407398544,false
mimp_avg_q5,marginal impact(平均、Q=5),dir,12,1分,140924,-0.0019134615767219918,-0.014452209792996057,0.0009598121962484125,0.00014496578356296488,-0.0027146331901940946,0.005221174559058361,-0.08622907744944187,-0.004621321415315245,false
mimp_avg_q5,marginal impact(平均、Q=5),mag,12,1分,140924,-0.08703593018849895,-0.07091196120661039,0.017840163117901972,-0.014716916176560275,-0.033045059496951405,0.005221174559058361,-1.041642519460532,0.08237343164408041,false
mimp_avg_q5,marginal impact(平均、Q=5),vol,12,1分,140924,-0.12263949577639051,-0.10074788927342199,0.010612195032033362,-0.035455074506597455,-0.0533130384479906,0.005221174559058361,-1.0980826300324196,0.11958338769453351,false
spread_bp,スプレッド幅,dir,12,1分,140924,0.003004677166041795,0.0051402270986940024,0.004120706077367844,0.0010715029279096172,0.0030345032869706157,0.005221174559058361,0.05500596484498009,-0.0036750514106775917,false
spread_bp,スプレッド幅,mag,12,1分,140924,0.09553178835669549,0.10551290586391876,0.01026789249040868,0.02682061164608504,0.03389117156069784,0.005221174559058361,0.8726741513450116,0.22034387646907713,false
spread_bp,スプレッド幅,vol,12,1分,140924,0.1169187133784868,0.1308317732127453,-0.0014760136698491572,0.02743632271595601,0.03440229832646307,0.005221174559058361,0.8974876027620681,0.30855731838350203,false
d25_tot,±25bp の深さ(両側合計),dir,12,1分,140924,-0.0038173130877765748,0.00017535227823488366,-0.0038844559955031866,-0.002414487329074835,-0.0032678232235626146,0.005221174559058361,-0.09359964853313286,-0.0010064850226996925,false
d25_tot,±25bp の深さ(両側合計),mag,12,1分,140924,0.11194301697303981,0.1079531469589737,-0.013771213317291049,0.04552301823755732,0.01710847357747979,0.005221174559058361,1.7266352300418049,0.0944813581716498,false
d25_tot,±25bp の深さ(両側合計),vol,12,1分,140924,0.18165304926922354,0.1758510118096886,-0.004324067338162565,0.08502563222285808,0.0621022415764406,0.005221174559058361,2.0138595043972933,0.14923283673135274,false
d25_imb,±25bp の深さの偏り(買い−売り),dir,12,1分,140913,0.00898479430218781,-0.09320065475185152,0.0031890283199757417,0.0006575575141736405,0.007702417704532055,0.00522137834799929,0.188124091840844,0.003316449080860907,true
d25_imb,±25bp の深さの偏り(買い−売り),mag,12,1分,140913,0.0412227423295172,0.04469325959021122,0.02076935416202252,0.043700301851175696,0.009909327404544947,0.00522137834799929,0.5920409699106822,0.027335440071386687,true
d25_imb,±25bp の深さの偏り(買い−売り),vol,12,1分,140913,0.05584241045535894,0.05724490845309764,0.0219233701109376,0.05605774425845247,0.01521961965940624,0.00522137834799929,0.6174134268360754,0.04293593293595312,true
frag_avg,脆さ(平均),dir,12,1分,140912,0.010753489441963226,0.0011827739592775327,0.003628875941197976,-0.0009407184086613743,0.01018922409430438,0.005221396875449929,0.21117861764582357,0.006547026565128773,false
frag_avg,脆さ(平均),mag,12,1分,140912,0.4975348276647718,0.5744336400988772,0.05152996546343837,0.22959734792455483,0.14838367067007813,0.005221396875449929,5.123576668922966,0.5305188308803601,false
frag_avg,脆さ(平均),vol,12,1分,140912,0.6973072745254494,0.7607454191386754,0.06484021383462062,0.32727177102454114,0.2649800674699794,0.005221396875449929,5.657273807733341,0.7713008640916065,false
frag_imb,脆さの偏り(買い−売り),dir,12,1分,140352,-0.0033178916945811646,0.02920467015239318,0.0013607436676029764,-0.0023757972875701402,-0.0034189442180898562,0.005231803331297111,-0.04284129311972258,0.0036963333375266394,true
frag_imb,脆さの偏り(買い−売り),mag,12,1分,140352,0.01234005616129321,0.009378435061443598,-0.0025148795661074992,-0.01109918320167755,0.008456144372434833,0.005231803331297111,0.09131140567959728,0.018272823141046557,true
frag_imb,脆さの偏り(買い−売り),vol,12,1分,140352,0.01652655444743088,0.011854815487310337,-0.0042112235226246224,-0.019196062849483435,0.013833388927616234,0.005231803331297111,0.09615318661362883,0.025564332542136053,true
