open_day,b,v_mean,v_q1,v_q3,o_mean,o_q1,o_q3,n
true,37,6556.767058823527,2568.7510000000057,7683.367000000017,-330.72511764703944,-776.599000000002,133.49400000012247,68
true,38,7550.78397058823,2934.360999999998,9487.005999999923,-384.3302941176467,-910.2980000000534,291.9509999999427,68
true,39,9592.718897058847,4286.9459999999835,10689.297999999972,-551.0288529411536,-1086.294000000169,31.681499999947846,68
true,40,9989.284573529456,2981.5160000000037,7472.037000000045,-499.4268529411831,-742.5359999998182,173.13099999999395,68
true,41,4761.695941176433,1066.1709999999994,4017.438000000026,-718.2244191176277,-498.09999999996217,129.30300000001444,68
true,42,3551.671823529401,1027.9579999999992,3104.3329999999955,-116.9801102941325,-267.0315000000264,60.144000000014785,68
true,43,3376.9724264705837,836.1970000000023,3363.338999999999,119.84423529413364,-319.75,228.11900000000605,68
true,44,3668.7167352941237,1285.973000000004,3736.7169999999787,-92.05322058823089,-305.0879999999743,114.50400000008813,68
true,45,3814.8168235294,960.6650000000002,2773.473000000006,12.011639705871751,-239.5119999997405,105.67600000003586,68
true,46,4204.326823529425,893.1789999999993,4662.8290000000425,11.87781617644813,-357.44699999986915,198.5940000001574,68
true,47,3560.6304411764636,1051.1769999999979,3775.2960000000003,-49.22500735292894,-255.8139999999985,144.7599999998929,68
