feature,target,family,n_coin,n_sig,n_pos,med_spread,min_spread,max_spread,med_rho,same_sign,ab
d_obi,fwd_micro_60s,2 板の偏り OBI,7,7,0,-1.2867354972367433,-7.9197564212665466,-0.5704109823993847,-0.5393939393939393,7,1.2867354972367433
obi_vel,fwd_micro_60s,2 板の偏り OBI,7,7,0,-1.2867354972367433,-7.9197564212665466,-0.5704109823993847,-0.5393939393939393,7,1.2867354972367433
ofi_0.5s,fwd_mid_10s,8 OFI,7,7,7,1.2751525630224831,0.5320219974609895,1.6854290321827776,0.9515151515151514,7,1.2751525630224831
ofi_0.25s,fwd_mid_30s,8 OFI,7,7,7,1.2717818923511013,0.5258283249220621,2.1188782034708242,0.880952380952381,7,1.2717818923511013
ofi_0.25s,fwd_mid_60s,8 OFI,7,7,7,1.2660490211721511,0.552556401581466,2.8668638131767885,0.8424242424242423,7,1.2660490211721511
d_obi,fwd_micro_30s,2 板の偏り OBI,7,7,0,-1.2559262514442833,-8.009261785007512,-0.5392552756065895,-0.6121212121212121,7,1.2559262514442833
obi_vel,fwd_micro_30s,2 板の偏り OBI,7,7,0,-1.2559262514442833,-8.009261785007512,-0.5392552756065895,-0.6121212121212121,7,1.2559262514442833
d_obi,fwd_micro_10s,2 板の偏り OBI,7,7,0,-1.232046866752478,-8.03425384106247,-0.5207852424899138,-0.5636363636363636,7,1.232046866752478
obi_vel,fwd_micro_10s,2 板の偏り OBI,7,7,0,-1.232046866752478,-8.03425384106247,-0.5207852424899138,-0.5636363636363636,7,1.232046866752478
ofi_per_event,fwd_mid_10s,8 OFI,7,7,7,1.229993317262409,0.6101604749666368,2.8064007934745665,0.9999999999999999,7,1.229993317262409
micro_minus_ask,fwd_micro_5s,4 マイクロプライス,7,7,0,-1.222474742301359,-6.759607715590152,-0.45384283806685344,-0.7818181818181817,7,1.222474742301359
micro_minus_bid,fwd_micro_5s,4 マイクロプライス,7,7,0,-1.204976141970203,-6.733092717577347,-0.40962284067869065,-0.709090909090909,7,1.204976141970203
log_depth_ratio,fwd_mid_10s,2 板の偏り OBI,7,7,7,1.2034453328741883,0.531061216824555,1.906111805665148,0.9999999999999999,7,1.2034453328741883
obi1,fwd_mid_10s,2 板の偏り OBI,7,7,7,1.2034453328741883,0.531061216824555,1.906111805665148,0.9999999999999999,7,1.2034453328741883
depth_ratio,fwd_mid_10s,2 板の偏り OBI,7,7,7,1.2034453328741883,0.531061216824555,1.906111805665148,0.9999999999999999,7,1.2034453328741883
depth_diff,fwd_mid_30s,2 板の偏り OBI,7,7,7,1.1931429720725188,0.6094168784406376,2.3560051770431327,0.9878787878787878,7,1.1931429720725188
micro_minus_bid,fwd_mid_60s,4 マイクロプライス,7,7,7,1.1874678041210531,0.7548072374538832,2.793894779615853,0.9636363636363635,7,1.1874678041210531
d_obi,fwd_micro_5s,2 板の偏り OBI,7,7,0,-1.1845008290011738,-7.48263780252891,-0.500234331212196,-0.5515151515151515,7,1.1845008290011738
obi_vel,fwd_micro_5s,2 板の偏り OBI,7,7,0,-1.1845008290011738,-7.48263780252891,-0.500234331212196,-0.5515151515151515,7,1.1845008290011738
cum_b1,fwd_mid_30s,3 板の厚み,7,7,7,1.1801532928644154,0.6434076485575785,2.5544398104075654,0.9757575757575757,7,1.1801532928644154
qb1,fwd_mid_30s,3 板の厚み,7,7,7,1.1801532928644154,0.6434076485575785,2.5544398104075654,0.9757575757575757,7,1.1801532928644154
ofi_per_time,fwd_mid_5s,8 OFI,7,7,7,1.1769898410175352,0.5420586826602122,1.4559057697180002,0.9999999999999999,7,1.1769898410175352
ofi_1s,fwd_mid_5s,8 OFI,7,7,7,1.1769898410175352,0.5420586826602122,1.4559057697180002,0.9999999999999999,7,1.1769898410175352
cum_a1,fwd_mid_60s,3 板の厚み,7,7,0,-1.173713088091722,-3.5314440983920123,-0.8026719119977757,-0.9878787878787878,7,1.173713088091722
qa1,fwd_mid_60s,3 板の厚み,7,7,0,-1.173713088091722,-3.5314440983920123,-0.8026719119977757,-0.9878787878787878,7,1.173713088091722
ofi_dollar,fwd_mid_5s,8 OFI,7,7,7,1.1726563790661721,0.522494454232625,1.4551162401920865,0.9999999999999999,7,1.1726563790661721
delta1_bp,fwd_micro_500ms,4 マイクロプライス,7,7,0,-1.1646805180127853,-6.328089766436287,-1.0019719167863463,-0.9636363636363635,7,1.1646805180127853
obi_x_spread,fwd_micro_500ms,4 マイクロプライス,7,7,0,-1.1646805180127853,-6.328089766436287,-1.0019719167863463,-0.9636363636363635,7,1.1646805180127853
ofi_2s,fwd_mid_10s,8 OFI,7,7,7,1.1612652955221758,0.5575812684922073,2.94256140537924,0.9999999999999999,7,1.1612652955221758
ofi_ewma,fwd_mid_10s,8 OFI,7,7,7,1.1595246015786513,0.597121546892678,3.4328150526045347,0.9999999999999999,7,1.1595246015786513
delta1,fwd_micro_500ms,4 マイクロプライス,7,7,0,-1.1573977586521118,-6.293365532897071,-0.9946591445069551,-0.9636363636363635,7,1.1573977586521118
ofi_z,fwd_mid_10s,8 OFI,7,7,7,1.1543236673928459,0.5495084882102879,1.491618844663903,0.9878787878787878,7,1.1543236673928459
ofi_5s,fwd_micro_30s,8 OFI,7,5,7,1.1490719267157656,0.20584451726220956,1.9717997773724054,0.9757575757575757,7,1.1490719267157656
ofi_2s,fwd_micro_60s,8 OFI,7,5,7,1.1481626121723223,0.3077677629569246,1.8336027860284245,0.9636363636363635,7,1.1481626121723223
ofi_pct,fwd_mid_3s,8 OFI,7,6,7,1.1435856052007851,0.45088929835045005,1.3343883600115205,0.9757575757575757,7,1.1435856052007851
ofi_0.25s,fwd_mid_10s,8 OFI,7,7,7,1.1421579715758423,0.4021828812028859,1.2347414062266429,0.9047619047619048,7,1.1421579715758423
d_obi,fwd_micro_3s,2 板の偏り OBI,7,7,0,-1.1399071022693577,-7.048812488572189,-0.48952435168078956,-0.6121212121212121,7,1.1399071022693577
obi_vel,fwd_micro_3s,2 板の偏り OBI,7,7,0,-1.1399071022693577,-7.048812488572189,-0.48952435168078956,-0.6121212121212121,7,1.1399071022693577
ofi_per_event,fwd_mid_5s,8 OFI,7,7,7,1.1186487956707374,0.5585517649089953,1.6228008537587004,0.9999999999999999,7,1.1186487956707374
micro_minus_bid,fwd_mid_30s,4 マイクロプライス,7,7,7,1.1179426316083259,0.5906387265112834,2.1742014071689835,0.9757575757575757,7,1.1179426316083259
qa1,fwd_mid_30s,3 板の厚み,7,7,0,-1.1119297048179337,-2.7026285348247687,-0.6940771973592789,-0.9999999999999999,7,1.1119297048179337
cum_a1,fwd_mid_30s,3 板の厚み,7,7,0,-1.1119297048179337,-2.7026285348247687,-0.6940771973592789,-0.9999999999999999,7,1.1119297048179337
ofi_norm,fwd_mid_60s,8 OFI,7,7,7,1.0971448728083304,0.6851302470652414,4.4882260092941975,0.9757575757575757,7,1.0971448728083304
micro_minus_ask,fwd_micro_3s,4 マイクロプライス,7,7,0,-1.0768881864311033,-6.249425995783007,-0.4597864373832143,-0.7818181818181817,7,1.0768881864311033
obi1,fwd_mid_5s,2 板の偏り OBI,7,7,7,1.0699652099406696,0.3730439075826829,1.5269857802658098,0.9999999999999999,7,1.0699652099406696
depth_ratio,fwd_mid_5s,2 板の偏り OBI,7,7,7,1.0699652099406696,0.3730439075826829,1.5269857802658098,0.9999999999999999,7,1.0699652099406696
log_depth_ratio,fwd_mid_5s,2 板の偏り OBI,7,7,7,1.0699652099406696,0.3730439075826829,1.5269857802658098,0.9999999999999999,7,1.0699652099406696
micro_minus_bid,fwd_micro_3s,4 マイクロプライス,7,7,0,-1.0614115891733364,-6.048071075886592,-0.41023731369489846,-0.709090909090909,7,1.0614115891733364
d_mid,fwd_mid_30s,1 価格と最良気配,7,6,7,1.0358686274807605,0.28888236034885084,2.1827059118847725,0.9285714285714287,7,1.0358686274807605
depth_diff,fwd_mid_10s,2 板の偏り OBI,7,7,7,1.0342099618235745,0.3705397523635195,1.5989067821667813,0.9999999999999999,7,1.0342099618235745
d_mid,fwd_mid_60s,1 価格と最良気配,7,5,7,1.0308598359374204,0.3547128109072193,2.679152151478126,0.8545454545454544,7,1.0308598359374204
ofi_0.5s,fwd_mid_5s,8 OFI,7,7,7,1.0233873304044447,0.44933397303370126,1.3222036731708313,0.9878787878787878,7,1.0233873304044447
ofi_norm,fwd_mid_30s,8 OFI,7,7,7,1.0183889700694138,0.6061958652594818,3.5878723955969862,0.9833333333333333,7,1.0183889700694138
d_obi,fwd_micro_1s,2 板の偏り OBI,7,7,0,-1.007417237170015,-6.337488324555477,-0.4598143884662267,-0.6484848484848483,7,1.007417237170015
obi_vel,fwd_micro_1s,2 板の偏り OBI,7,7,0,-1.007417237170015,-6.337488324555477,-0.4598143884662267,-0.6484848484848483,7,1.007417237170015
d_bid,fwd_mid_60s,1 価格と最良気配,7,5,7,1.0063892740804654,0.402748798528052,2.1651732844593683,0.7500000000000002,7,1.0063892740804654
qb1,fwd_mid_10s,3 板の厚み,7,7,7,1.00100610922871,0.4092310356877371,1.4927993903046548,0.9878787878787878,7,1.00100610922871
cum_b1,fwd_mid_10s,3 板の厚み,7,7,7,1.00100610922871,0.4092310356877371,1.4927993903046548,0.9878787878787878,7,1.00100610922871
ofi_2s,fwd_mid_5s,8 OFI,7,7,7,0.997991293082599,0.44776564431735993,1.8335833674612785,0.9878787878787878,7,0.997991293082599
ofi_z,fwd_mid_5s,8 OFI,7,7,7,0.9861913723033514,0.4895014918036921,1.2520180617038563,0.9878787878787878,7,0.9861913723033514
qa1,fwd_mid_10s,3 板の厚み,7,7,0,-0.9650770481336695,-1.6874220434603817,-0.4491606748036498,-0.9999999999999999,7,0.9650770481336695
cum_a1,fwd_mid_10s,3 板の厚み,7,7,0,-0.9650770481336695,-1.6874220434603817,-0.4491606748036498,-0.9999999999999999,7,0.9650770481336695
micro_minus_ask,fwd_mid_60s,4 マイクロプライス,7,7,7,0.9647458856254494,0.7073773832110859,3.2536577514530705,0.9636363636363635,7,0.9647458856254494
micro_minus_ask,fwd_mid_30s,4 マイクロプライス,7,7,7,0.959280567519754,0.5904941234083967,2.3490195559992957,0.9636363636363635,7,0.959280567519754
ofi_5s,fwd_mid_10s,8 OFI,7,6,7,0.951683412755131,0.4665990963301829,3.347454714628486,0.9999999999999999,7,0.951683412755131
ofi_dollar,fwd_mid_3s,8 OFI,7,7,7,0.9516446119021771,0.4898969826394972,1.2342280505670775,0.9999999999999999,7,0.9516446119021771
aggr_mom,fwd_micro_60s,12 攻撃的な約定フロー,7,6,7,0.9493062996276054,0.509554425532141,7.019512072125377,0.9030303030303028,7,0.9493062996276054
d_bid,fwd_mid_30s,1 価格と最良気配,7,7,7,0.9476648829460852,0.3421948212701701,1.7212376978875954,0.9030303030303028,7,0.9476648829460852
ofi_1s,fwd_mid_3s,8 OFI,7,7,7,0.9459207731863775,0.4963512764214915,1.215669693735167,0.9999999999999999,7,0.9459207731863775
ofi_per_time,fwd_mid_3s,8 OFI,7,7,7,0.9459207731863775,0.4963512764214915,1.215669693735167,0.9999999999999999,7,0.9459207731863775
ofi_per_event,fwd_mid_3s,8 OFI,7,7,7,0.9408929969486416,0.49253184832465796,1.3077544094448763,0.9999999999999999,7,0.9408929969486416
delta1_bp,fwd_micro_300ms,4 マイクロプライス,7,7,0,-0.9353041243035327,-4.52468456942698,-0.8298531859529892,-0.9636363636363635,7,0.9353041243035327
obi_x_spread,fwd_micro_300ms,4 マイクロプライス,7,7,0,-0.9353041243035327,-4.52468456942698,-0.8298531859529892,-0.9636363636363635,7,0.9353041243035327
delta1,fwd_micro_300ms,4 マイクロプライス,7,7,0,-0.9286610214877064,-4.507604739939995,-0.8280573604161564,-0.9636363636363635,7,0.9286610214877064
d_bid,fwd_micro_60s,1 価格と最良気配,7,6,7,0.9284687850228213,0.32448552309625056,2.1108796930327234,0.75,7,0.9284687850228213
ofi_10s,fwd_mid_10s,8 OFI,7,5,7,0.9243088374818812,0.3305410014780097,3.2379025835669637,0.9999999999999999,7,0.9243088374818812
d_mid,fwd_micro_60s,1 価格と最良気配,7,6,7,0.9226234753177103,0.3159208093622937,2.452601450741163,0.8787878787878788,7,0.9226234753177103
signed_cnt,fwd_mid_60s,12 攻撃的な約定フロー,7,6,7,0.905583702441226,0.3222424798599275,5.32647402356194,0.7999999999999999,7,0.905583702441226
delta1,fwd_mid_60s,4 マイクロプライス,7,7,7,0.9048355581040626,0.6698185687051266,2.7787553545008947,0.9636363636363635,7,0.9048355581040626
ofi_2s,fwd_mid_3s,8 OFI,7,7,7,0.9039078197884501,0.40396620473348,1.1649474941483182,0.9999999999999999,7,0.9039078197884501
ofi_ewma,fwd_mid_5s,8 OFI,7,7,7,0.9016527562963129,0.4357073467964005,2.0188298089337455,0.9999999999999999,7,0.9016527562963129
trade_dollar_imb,fwd_micro_60s,12 攻撃的な約定フロー,7,6,7,0.8910627042613918,0.3811741743899382,5.960264614827802,0.7380952380952381,7,0.8910627042613918
aggr_mom,fwd_mid_60s,12 攻撃的な約定フロー,7,6,7,0.8906656259228456,0.47631869457094944,6.453394597476264,0.9151515151515152,7,0.8906656259228456
delta1_bp,fwd_mid_60s,4 マイクロプライス,7,7,7,0.8899584191292205,0.6715558792093902,2.8257028068500256,0.9636363636363635,7,0.8899584191292205
obi_x_spread,fwd_mid_60s,4 マイクロプライス,7,7,7,0.8899584191292205,0.6715558792093902,2.8257028068500256,0.9636363636363635,7,0.8899584191292205
signed_vol,fwd_micro_60s,12 攻撃的な約定フロー,7,6,7,0.8853942750755396,0.3828660565879445,5.9552716077797925,0.7380952380952381,7,0.8853942750755396
signed_cnt,fwd_micro_60s,12 攻撃的な約定フロー,7,6,7,0.8849163976188323,0.3314338354460904,5.764537043566014,0.7696969696969697,7,0.8849163976188323
trade_dollar_imb,fwd_mid_60s,12 攻撃的な約定フロー,7,6,7,0.8826506614878284,0.3644055229431066,5.46009999180539,0.7666666666666667,7,0.8826506614878284
ofi_norm,fwd_mid_10s,8 OFI,7,7,7,0.8819247094262839,0.4566551047510353,2.028775604971051,0.9999999999999999,7,0.8819247094262839
d_obi,fwd_micro_500ms,2 板の偏り OBI,7,7,0,-0.8780049503672412,-5.228644878981619,-0.4178935218412546,-0.7333333333333332,7,0.8780049503672412
obi_vel,fwd_micro_500ms,2 板の偏り OBI,7,7,0,-0.8780049503672412,-5.228644878981619,-0.4178935218412546,-0.7333333333333332,7,0.8780049503672412
signed_vol,fwd_mid_60s,12 攻撃的な約定フロー,7,6,7,0.87695276285333,0.3663749682105459,5.469643487995218,0.7380952380952381,7,0.87695276285333
obi1,fwd_mid_3s,2 板の偏り OBI,7,7,7,0.8727775484411613,0.2908390701062182,1.3068270670669655,0.9999999999999999,7,0.8727775484411613
depth_ratio,fwd_mid_3s,2 板の偏り OBI,7,7,7,0.8727775484411613,0.2908390701062182,1.3068270670669655,0.9999999999999999,7,0.8727775484411613
log_depth_ratio,fwd_mid_3s,2 板の偏り OBI,7,7,7,0.8727775484411613,0.2908390701062182,1.3068270670669655,0.9999999999999999,7,0.8727775484411613
delta1,fwd_mid_30s,4 マイクロプライス,7,7,7,0.8673958814190303,0.5156120317467107,2.0960084671601606,0.9878787878787878,7,0.8673958814190303
ofi_0.1s,fwd_mid_30s,8 OFI,7,7,7,0.8637386993381304,0.4367309428230661,1.2840460458584027,0.9047619047619048,7,0.8637386993381304
qa1,fwd_mid_5s,3 板の厚み,7,7,0,-0.8612915226286516,-1.3146512107100317,-0.3357821386605181,-0.9999999999999999,7,0.8612915226286516
cum_a1,fwd_mid_5s,3 板の厚み,7,7,0,-0.8612915226286516,-1.3146512107100317,-0.3357821386605181,-0.9999999999999999,7,0.8612915226286516
d_mid,fwd_micro_30s,1 価格と最良気配,7,6,7,0.86026391392648,0.25258040590012903,2.0110563362160923,0.9523809523809524,7,0.86026391392648
d_ask,fwd_mid_30s,1 価格と最良気配,7,5,7,0.85763023510942,0.2961934424092195,1.8321060753560376,0.8060606060606059,7,0.85763023510942
delta1_bp,fwd_mid_30s,4 マイクロプライス,7,7,7,0.8533990656993172,0.5156597445593584,2.1407322540474105,0.9878787878787878,7,0.8533990656993172
obi_x_spread,fwd_mid_30s,4 マイクロプライス,7,7,7,0.8533990656993172,0.5156597445593584,2.1407322540474105,0.9878787878787878,7,0.8533990656993172
micro_mom,fwd_mid_60s,4 マイクロプライス,7,5,7,0.8495670366016158,0.5932488643988524,3.2858089305680194,0.9878787878787878,7,0.8495670366016158
micro_minus_ask,fwd_mid_10s,4 マイクロプライス,7,7,7,0.8480014409310077,0.3878921388432438,1.400075046105746,0.9878787878787878,7,0.8480014409310077
cum_b1,fwd_mid_5s,3 板の厚み,7,7,7,0.8467173458843726,0.30935698257116057,1.1867611199223653,0.9999999999999999,7,0.8467173458843726
qb1,fwd_mid_5s,3 板の厚み,7,7,7,0.8467173458843726,0.30935698257116057,1.1867611199223653,0.9999999999999999,7,0.8467173458843726
ofi_z,fwd_mid_3s,8 OFI,7,7,7,0.8446629649796199,0.44037352560660137,1.0796213085700015,0.9999999999999999,7,0.8446629649796199
micro_minus_bid,fwd_micro_1s,4 マイクロプライス,7,7,0,-0.821861357293635,-4.504991115415441,-0.41650422536080883,-0.7818181818181817,7,0.821861357293635
micro_minus_bid,fwd_mid_10s,4 マイクロプライス,7,6,7,0.8179914402718438,0.36657992508043635,1.5369763466887432,0.9878787878787878,7,0.8179914402718438
d_bid,fwd_micro_30s,1 価格と最良気配,7,6,7,0.8179739300367418,0.2583305716398929,1.7441966839392995,0.9272727272727272,7,0.8179739300367418
signed_cnt,fwd_mid_30s,12 攻撃的な約定フロー,7,6,7,0.8089662384518416,0.24577079916205616,4.315139257202389,0.9151515151515152,7,0.8089662384518416
micro_minus_ask,fwd_micro_1s,4 マイクロプライス,7,7,0,-0.8083057237748699,-4.729445541804488,-0.4424727425178204,-0.7818181818181817,7,0.8083057237748699
aggr_mom,fwd_micro_30s,12 攻撃的な約定フロー,7,6,7,0.8081133946934428,0.35312469167110877,5.391993485295573,0.9515151515151514,7,0.8081133946934428
d_mid,fwd_micro_10s,1 価格と最良気配,7,5,7,0.791539429310595,0.1178900458065345,1.0706629659771025,0.9523809523809524,7,0.791539429310595
signed_cnt,fwd_micro_30s,12 攻撃的な約定フロー,7,6,7,0.7852161666484506,0.25999665993169263,4.773882486862362,0.8666666666666665,7,0.7852161666484506
ofi_norm,fwd_mid_5s,8 OFI,7,7,7,0.7758303172585683,0.4165857640327398,1.2829286413658998,0.9833333333333333,7,0.7758303172585683
trade_dollar_imb,fwd_micro_30s,12 攻撃的な約定フロー,7,6,7,0.7710474155053111,0.278855171700244,4.844123006222872,0.8166666666666667,7,0.7710474155053111
ofi_ewma,fwd_mid_3s,8 OFI,7,7,7,0.7680230194429919,0.36117907495557205,1.2926223080223587,0.9999999999999999,7,0.7680230194429919
trade_dollar_imb,fwd_mid_30s,12 攻撃的な約定フロー,7,6,7,0.7673961335313191,0.2561264511235329,4.341655128560682,0.8166666666666667,7,0.7673961335313191
micro_minus_ask,fwd_mid_5s,4 マイクロプライス,7,7,7,0.7670268394146278,0.28992141602374644,1.1509672144713803,0.9878787878787878,7,0.7670268394146278
signed_vol,fwd_micro_30s,12 攻撃的な約定フロー,7,6,7,0.7661433016601942,0.2807587272919249,4.83653848552526,0.7999999999999999,7,0.7661433016601942
signed_vol,fwd_mid_30s,12 攻撃的な約定フロー,7,6,7,0.7623388252604542,0.2584191481026851,4.352665254995007,0.8166666666666667,7,0.7623388252604542
ofi_5s,fwd_mid_5s,8 OFI,7,6,7,0.7613612598432389,0.31638577453551625,2.006887404714107,0.9999999999999999,7,0.7613612598432389
depth_diff,fwd_mid_5s,2 板の偏り OBI,7,7,7,0.7613372988164036,0.2783386525638432,1.3033607469952166,0.9999999999999999,7,0.7613372988164036
aggr_mom,fwd_mid_30s,12 攻撃的な約定フロー,7,6,7,0.7605456266411831,0.31106623709856657,5.059956208099237,0.9515151515151514,7,0.7605456266411831
ofi_0.5s,fwd_mid_3s,8 OFI,7,7,7,0.7562556952698838,0.4049300719371592,1.194764149767491,0.9878787878787878,7,0.7562556952698838
delta1,fwd_mid_10s,4 マイクロプライス,7,7,7,0.7533772045044541,0.31762675722880807,1.1215230985909859,0.9878787878787878,7,0.7533772045044541
obi_x_spread,fwd_mid_10s,4 マイクロプライス,7,7,7,0.7497962768597537,0.31182676254602254,1.166424532253697,0.9878787878787878,7,0.7497962768597537
delta1_bp,fwd_mid_10s,4 マイクロプライス,7,7,7,0.7497962768597537,0.31182676254602254,1.166424532253697,0.9878787878787878,7,0.7497962768597537
d_micro,fwd_micro_1s,4 マイクロプライス,7,6,0,-0.7453542760075478,-7.209735433259753,-0.1302736507726795,-0.4787878787878787,7,0.7453542760075478
micro_ret,fwd_micro_1s,4 マイクロプライス,7,6,0,-0.7437431425572752,-7.190011252486253,-0.13757180508092354,-0.4787878787878787,7,0.7437431425572752
d_bid,fwd_mid_10s,1 価格と最良気配,7,5,7,0.7436904618831939,0.23233662962847867,0.8902787011524564,0.8571428571428573,7,0.7436904618831939
d_ask,fwd_mid_10s,1 価格と最良気配,7,5,7,0.7435122033696322,0.22394726609800472,0.9734799582645973,0.9272727272727272,7,0.7435122033696322
d_ask,fwd_micro_30s,1 価格と最良気配,7,6,7,0.7396863892777531,0.1919183677332532,1.9426869733571415,0.8303030303030302,7,0.7396863892777531
micro_ret,fwd_mid_30s,4 マイクロプライス,7,6,7,0.7290679367383671,0.41932965792970284,1.133070982501919,0.9757575757575757,7,0.7290679367383671
ofi_0.1s,fwd_mid_60s,8 OFI,7,6,7,0.7287761360199502,0.45085578432925505,1.6649534266295134,0.8571428571428572,7,0.7287761360199502
d_ask,fwd_micro_60s,1 価格と最良気配,7,5,7,0.7234442017781636,0.24034141298102762,2.328944662320363,0.7818181818181817,7,0.7234442017781636
d_micro,fwd_mid_30s,4 マイクロプライス,7,6,7,0.7231551570308562,0.41952508982819836,1.1303422190022798,0.9636363636363635,7,0.7231551570308562
ofi_0.25s,fwd_mid_5s,8 OFI,7,7,7,0.7222420184379823,0.39168194052102734,1.1252178173831338,0.9636363636363635,7,0.7222420184379823
obi_vel,fwd_micro_300ms,2 板の偏り OBI,7,7,0,-0.7204274196487471,-3.786935893422826,-0.3486320633094757,-0.7212121212121211,7,0.7204274196487471
d_obi,fwd_micro_300ms,2 板の偏り OBI,7,7,0,-0.7204274196487471,-3.786935893422826,-0.3486320633094757,-0.7212121212121211,7,0.7204274196487471
d_bid,fwd_micro_10s,1 価格と最良気配,7,5,7,0.7136195947393514,0.15279657819059844,1.0295315775223595,0.8909090909090909,7,0.7136195947393514
d_micro,fwd_micro_500ms,4 マイクロプライス,7,7,0,-0.7135370526051101,-6.0569035002295895,-0.22675406827679426,-0.5515151515151515,7,0.7135370526051101
micro_ret,fwd_micro_500ms,4 マイクロプライス,7,7,0,-0.7127563449838836,-6.047773482453273,-0.2306182692608433,-0.5515151515151515,7,0.7127563449838836
micro_minus_bid,fwd_mid_5s,4 マイクロプライス,7,7,7,0.7040285460098444,0.2684970806882837,1.224955213063514,0.9636363636363635,7,0.7040285460098444
ofi_0.1s,fwd_mid_10s,8 OFI,7,7,7,0.7002412665979988,0.40158972816984617,0.9931520705886864,0.942857142857143,7,0.7002412665979988
ofi_norm,fwd_mid_3s,8 OFI,7,7,7,0.6967761919778991,0.38498538582903075,0.8477185700799091,0.9999999999999999,7,0.6967761919778991
micro_ret,fwd_mid_60s,4 マイクロプライス,7,5,7,0.692260603324222,0.5084393577744596,1.1280378221774334,0.9272727272727272,7,0.692260603324222
aggr_imb,fwd_micro_60s,12 攻撃的な約定フロー,7,5,7,0.6908486636032081,0.4026512919684366,5.024902888718212,0.9515151515151514,7,0.6908486636032081
d_micro,fwd_mid_60s,4 マイクロプライス,7,5,7,0.688108449374441,0.5033668342591145,1.160020700218393,0.9030303030303028,7,0.688108449374441
micro_minus_ask,fwd_micro_500ms,4 マイクロプライス,7,7,0,-0.6867960241361705,-3.552488499754132,-0.4149715738623054,-0.7818181818181817,7,0.6867960241361705
d_ask,fwd_micro_10s,1 価格と最良気配,7,6,7,0.6839490188904143,0.1038056216998124,1.2193255384737258,0.9166666666666666,7,0.6839490188904143
aggr_imb,fwd_mid_60s,12 攻撃的な約定フロー,7,5,7,0.6836190241079946,0.3746513270963236,4.8056513074568254,0.9393939393939393,7,0.6836190241079946
micro_minus_bid,fwd_micro_500ms,4 マイクロプライス,7,7,0,-0.6788298162153487,-3.3245840101541204,-0.3965098523937132,-0.7818181818181817,7,0.6788298162153487
depth_diff,fwd_mid_3s,2 板の偏り OBI,7,7,7,0.6736103476742235,0.22717924398429923,1.1646107616403396,0.9999999999999999,7,0.6736103476742235
ofi_5s,fwd_mid_3s,8 OFI,7,6,7,0.6647278794875173,0.2608467414715959,1.3311406608672747,0.9999999999999999,7,0.6647278794875173
cum_b1,fwd_mid_3s,3 板の厚み,7,7,7,0.6618152380947185,0.254448896818188,1.001691727347069,0.9878787878787878,7,0.6618152380947185
qb1,fwd_mid_3s,3 板の厚み,7,7,7,0.6618152380947185,0.254448896818188,1.001691727347069,0.9878787878787878,7,0.6618152380947185
signed_cnt,fwd_mid_10s,12 攻撃的な約定フロー,7,6,7,0.6574955090802935,0.18117544411985043,2.547861069217184,0.9878787878787878,7,0.6574955090802935
ofi_10s,fwd_mid_5s,8 OFI,7,5,7,0.653850932281098,0.2821148843313251,1.9206890081816965,0.9999999999999999,7,0.653850932281098
micro_minus_ask,fwd_mid_3s,4 マイクロプライス,7,7,7,0.6455520404985295,0.22987219087079824,1.0088787980675402,0.9878787878787878,7,0.6455520404985295
micro_ret,fwd_mid_10s,4 マイクロプライス,7,6,7,0.6400747897605421,0.33191824709235723,1.0531690569644605,0.9757575757575757,7,0.6400747897605421
qa1,fwd_mid_3s,3 板の厚み,7,7,0,-0.6393529474793481,-1.136919673347251,-0.26374629154798046,-0.9878787878787878,7,0.6393529474793481
cum_a1,fwd_mid_3s,3 板の厚み,7,7,0,-0.6393529474793481,-1.136919673347251,-0.26374629154798046,-0.9878787878787878,7,0.6393529474793481
d_micro,fwd_mid_10s,4 マイクロプライス,7,6,7,0.6317200938642215,0.3226712991933318,1.0551068822437466,0.9757575757575757,7,0.6317200938642215
micro_minus_bid,fwd_mid_3s,4 マイクロプライス,7,7,7,0.6311992400606673,0.2111879339466286,1.0497120590641194,0.9878787878787878,7,0.6311992400606673
trade_dollar_imb,fwd_mid_10s,12 攻撃的な約定フロー,7,6,7,0.6310980205202427,0.17632991736401651,2.586747864934738,0.8166666666666667,7,0.6310980205202427
obi_acc,fwd_micro_60s,2 板の偏り OBI,7,7,0,-0.631049759346526,-3.7166365556502177,-0.29138360135283303,-0.5393939393939393,7,0.631049759346526
trade_dollar_imb,fwd_micro_10s,12 攻撃的な約定フロー,7,7,7,0.6275463591486511,0.22085539213027003,2.9076262206485994,0.75,7,0.6275463591486511
signed_vol,fwd_mid_10s,12 攻撃的な約定フロー,7,6,7,0.6252779130145095,0.1746249835512124,2.588321075775628,0.8166666666666667,7,0.6252779130145095
signed_cnt,fwd_micro_10s,12 攻撃的な約定フロー,7,7,7,0.6236537243638642,0.21873478672262045,2.8416004626937434,0.9878787878787878,7,0.6236537243638642
signed_vol,fwd_micro_10s,12 攻撃的な約定フロー,7,7,7,0.6220927891694067,0.2190588358154777,2.9045754804314354,0.7999999999999999,7,0.6220927891694067
cum_a1,fwd_micro_3s,3 板の厚み,7,5,7,0.6215312983626845,0.005264592968146045,3.6252673501561836,0.9757575757575757,7,0.6215312983626845
qa1,fwd_micro_3s,3 板の厚み,7,5,7,0.6215312983626845,0.005264592968146045,3.6252673501561836,0.9757575757575757,7,0.6215312983626845
