feature,target,family,n_coin,n_sig,n_pos,med_spread,min_spread,max_spread,med_rho,same_sign,ab
obi_acc,fwd_micro_30s,2 板の偏り OBI,7,6,0,-0.6201509951635608,-3.4968168113537472,-0.22559788033281056,-0.709090909090909,7,0.6201509951635608
delta1_bp,fwd_mid_5s,4 マイクロプライス,7,7,7,0.6142120266782999,0.21485934010578617,0.8597651928052883,0.9757575757575757,7,0.6142120266782999
obi_x_spread,fwd_mid_5s,4 マイクロプライス,7,7,7,0.6142120266782999,0.21485934010578617,0.8597651928052883,0.9757575757575757,7,0.6142120266782999
obi_acc,fwd_micro_10s,2 板の偏り OBI,7,7,0,-0.6124223653662278,-3.9838523133952206,-0.26381967210515217,-0.7212121212121211,7,0.6124223653662278
obi_acc,fwd_micro_5s,2 板の偏り OBI,7,7,0,-0.6107876087129941,-3.6220579073177395,-0.25245447345533184,-0.7454545454545454,7,0.6107876087129941
delta1,fwd_mid_5s,4 マイクロプライス,7,7,7,0.6097457519203907,0.22080614605818455,0.8759228889361083,0.9878787878787878,7,0.6097457519203907
obi_acc,fwd_micro_3s,2 板の偏り OBI,7,7,0,-0.6022660844651567,-3.5238853448179053,-0.24226549479846127,-0.7575757575757575,7,0.6022660844651567
micro_ret,fwd_micro_300ms,4 マイクロプライス,7,7,0,-0.5995525219453596,-4.456439265568602,-0.2095381219503257,-0.5636363636363636,7,0.5995525219453596
d_micro,fwd_micro_300ms,4 マイクロプライス,7,7,0,-0.5995153193752862,-4.458354648037438,-0.20619301936498174,-0.5636363636363636,7,0.5995153193752862
d_ask,fwd_mid_5s,1 価格と最良気配,7,6,7,0.5933306983422229,0.2105380843720281,0.7382488834977634,0.9285714285714288,7,0.5933306983422229
d_ask,fwd_micro_5s,1 価格と最良気配,7,6,7,0.5774295980941451,0.0847018671315046,0.9154631851702655,0.8928571428571429,7,0.5774295980941451
d_bid,fwd_mid_5s,1 価格と最良気配,7,5,7,0.5772757128623632,0.18267039323106748,0.7566452594098174,0.9636363636363635,7,0.5772757128623632
ofi_pct,fwd_mid_1s,8 OFI,7,5,7,0.5767899335508979,0.3253190770448444,0.957091974164632,0.9757575757575757,7,0.5767899335508979
obi_acc,fwd_micro_1s,2 板の偏り OBI,7,7,0,-0.5707760409158956,-3.5790633350893994,-0.24564507268431582,-0.7818181818181817,7,0.5707760409158956
obi1,fwd_mid_1s,2 板の偏り OBI,7,7,7,0.5608175888955405,0.16948150002582893,0.906934864732322,0.9999999999999999,7,0.5608175888955405
log_depth_ratio,fwd_mid_1s,2 板の偏り OBI,7,7,7,0.5608175888955405,0.16948150002582893,0.906934864732322,0.9999999999999999,7,0.5608175888955405
depth_ratio,fwd_mid_1s,2 板の偏り OBI,7,7,7,0.5608175888955405,0.16948150002582893,0.906934864732322,0.9999999999999999,7,0.5608175888955405
d_mid,fwd_mid_5s,1 価格と最良気配,7,5,7,0.5595723302901194,0.13464258894455977,0.8634853411654396,0.9393939393939393,7,0.5595723302901194
ofi_0.25s,fwd_mid_3s,8 OFI,7,6,7,0.5567300224137562,0.35146202051903214,1.1204935271482546,0.9878787878787878,7,0.5567300224137562
size_wgt_imb,fwd_mid_60s,12 攻撃的な約定フロー,7,5,7,0.5497442308778864,0.32060683287963837,5.351228077752057,0.7999999999999999,7,0.5497442308778864
trade_imb,fwd_mid_60s,12 攻撃的な約定フロー,7,5,7,0.5483470348884929,0.3203370523212828,5.35126461501831,0.7999999999999999,7,0.5483470348884929
size_wgt_imb,fwd_micro_60s,12 攻撃的な約定フロー,7,5,7,0.5470201086069633,0.35485571184959963,5.860738648560232,0.7,7,0.5470201086069633
trade_imb,fwd_micro_60s,12 攻撃的な約定フロー,7,5,7,0.545643566968225,0.3546341656396102,5.860712995804786,0.7,7,0.545643566968225
micro_ret,fwd_mid_5s,4 マイクロプライス,7,6,7,0.5455774862241171,0.24323399629051184,0.9252366362283947,0.9878787878787878,7,0.5455774862241171
micro_minus_ask,fwd_micro_300ms,4 マイクロプライス,7,7,0,-0.5449356958557718,-2.5188974582909887,-0.3551118256720619,-0.7818181818181817,7,0.5449356958557718
micro_minus_bid,fwd_micro_300ms,4 マイクロプライス,7,7,0,-0.5403103128591777,-2.4343310091402945,-0.33558637333710506,-0.7818181818181817,7,0.5403103128591777
d_micro,fwd_mid_5s,4 マイクロプライス,7,6,7,0.5362674671120059,0.25215065469376,0.9302712887446714,0.9878787878787878,7,0.5362674671120059
ofi_10s,fwd_mid_3s,8 OFI,7,5,7,0.5306038118809148,0.2043441553389841,1.2402366265927873,0.9999999999999999,7,0.5306038118809148
delta1,fwd_mid_3s,4 マイクロプライス,7,7,7,0.5244946300943406,0.1708980345197755,0.7941774270712006,0.9757575757575757,7,0.5244946300943406
obi_x_spread,fwd_mid_3s,4 マイクロプライス,7,7,7,0.5188235894719128,0.1684536024451829,0.7880289855344694,0.9757575757575757,7,0.5188235894719128
delta1_bp,fwd_mid_3s,4 マイクロプライス,7,7,7,0.5188235894719128,0.1684536024451829,0.7880289855344694,0.9757575757575757,7,0.5188235894719128
signed_cnt,fwd_mid_5s,12 攻撃的な約定フロー,7,7,7,0.5183468887218371,0.1772458775090647,1.5316550408758471,0.9757575757575757,7,0.5183468887218371
size_wgt_imb,fwd_mid_30s,12 攻撃的な約定フロー,7,6,7,0.5109763470098108,0.23174925060213322,4.264336426856594,0.7,7,0.5109763470098108
trade_imb,fwd_mid_30s,12 攻撃的な約定フロー,7,6,7,0.5109698155398835,0.23179221081629117,4.264357487412958,0.7,7,0.5109698155398835
trade_imb,fwd_micro_30s,12 攻撃的な約定フロー,7,7,7,0.5072812867184783,0.2684486845782807,4.783673134207364,0.7142857142857144,7,0.5072812867184783
size_wgt_imb,fwd_micro_30s,12 攻撃的な約定フロー,7,7,7,0.5072600098236587,0.268390202129857,4.783860086122963,0.7142857142857144,7,0.5072600098236587
obi_vel,fwd_mid_30s,2 板の偏り OBI,7,6,7,0.5054558382036308,0.19618465533313897,0.759585986818151,0.8909090909090909,7,0.5054558382036308
d_obi,fwd_mid_30s,2 板の偏り OBI,7,6,7,0.5054558382036308,0.19618465533313897,0.759585986818151,0.8909090909090909,7,0.5054558382036308
ofi_0.1s,fwd_mid_5s,8 OFI,7,7,7,0.505241713219526,0.35848112936612386,0.9232865143072326,0.942857142857143,7,0.505241713219526
obi_acc,fwd_micro_500ms,2 板の偏り OBI,7,7,0,-0.505026345279823,-3.1655257244210713,-0.23371996106494974,-0.7939393939393938,7,0.505026345279823
d_ofi,fwd_mid_30s,8 OFI,7,5,7,0.4986869621247242,0.08768289297649379,0.8125636913530632,0.9393939393939393,7,0.4986869621247242
ofi_vel,fwd_mid_30s,8 OFI,7,5,7,0.4986869621247242,0.08768289297649379,0.8125636913530632,0.9393939393939393,7,0.4986869621247242
ofi_1s,fwd_mid_1s,8 OFI,7,6,7,0.49806921453619896,0.30231536613856796,0.8579867887009425,0.9999999999999999,7,0.49806921453619896
ofi_per_time,fwd_mid_1s,8 OFI,7,6,7,0.49806921453619896,0.30231536613856796,0.8579867887009425,0.9999999999999999,7,0.49806921453619896
trade_dollar_imb,fwd_mid_5s,12 攻撃的な約定フロー,7,7,7,0.4973406691180054,0.16757519254740805,1.574425227393615,0.7,7,0.4973406691180054
ofi_dollar,fwd_mid_1s,8 OFI,7,6,7,0.495401682468055,0.31146459584459674,0.8558841244723372,0.9999999999999999,7,0.495401682468055
signed_vol,fwd_mid_5s,12 攻撃的な約定フロー,7,7,7,0.49529156419743287,0.16647598320294982,1.5785612213946816,0.7380952380952381,7,0.49529156419743287
d_ask,fwd_micro_3s,1 価格と最良気配,7,6,7,0.4936425379940232,0.05526119144980453,0.7670741717868712,0.9285714285714288,7,0.4936425379940232
d_obi,fwd_mid_60s,2 板の偏り OBI,7,5,7,0.48805944405236246,0.18827445491144462,0.7560732539416117,0.8303030303030302,7,0.48805944405236246
obi_vel,fwd_mid_60s,2 板の偏り OBI,7,5,7,0.48805944405236246,0.18827445491144462,0.7560732539416117,0.8303030303030302,7,0.48805944405236246
obi_vel,fwd_mid_10s,2 板の偏り OBI,7,7,7,0.4860811454704641,0.16139779382525032,0.8659528990083667,0.9636363636363635,7,0.4860811454704641
d_obi,fwd_mid_10s,2 板の偏り OBI,7,7,7,0.4860811454704641,0.16139779382525032,0.8659528990083667,0.9636363636363635,7,0.4860811454704641
aggr_mom,fwd_micro_10s,12 攻撃的な約定フロー,7,7,7,0.4854306749019387,0.23784155167737622,3.055499819617212,0.9999999999999999,7,0.4854306749019387
d_obi,fwd_mid_5s,2 板の偏り OBI,7,7,7,0.48387964028783154,0.13699071199521215,0.8075769054434654,0.9515151515151514,7,0.48387964028783154
obi_vel,fwd_mid_5s,2 板の偏り OBI,7,7,7,0.48387964028783154,0.13699071199521215,0.8075769054434654,0.9515151515151514,7,0.48387964028783154
trade_dollar_imb,fwd_micro_5s,12 攻撃的な約定フロー,7,7,7,0.4816778249776494,0.19804994611857235,1.933570536012887,0.7,7,0.4816778249776494
ofi_2s,fwd_mid_1s,8 OFI,7,7,7,0.4797928829102765,0.27410759194675866,0.7263599407803013,0.9999999999999999,7,0.4797928829102765
signed_vol,fwd_micro_5s,12 攻撃的な約定フロー,7,7,7,0.47958058726113717,0.19695573951819556,1.9248711278042654,0.7,7,0.47958058726113717
aggr_imb,fwd_mid_30s,12 攻撃的な約定フロー,7,6,7,0.47804261139648757,0.2547773224433218,3.5425550655569547,0.9272727272727272,7,0.47804261139648757
aggr_imb,fwd_micro_30s,12 攻撃的な約定フロー,7,5,7,0.4768649186748651,0.2930983214444905,3.6116587808465423,0.9272727272727272,7,0.4768649186748651
delta1_bp,fwd_micro_100ms,4 マイクロプライス,7,7,0,-0.4763485112780334,-1.7399925283703097,-0.39700044198552986,-0.9636363636363635,7,0.4763485112780334
obi_x_spread,fwd_micro_100ms,4 マイクロプライス,7,7,0,-0.4763485112780334,-1.7399925283703097,-0.39700044198552986,-0.9636363636363635,7,0.4763485112780334
micro_ret,fwd_mid_3s,4 マイクロプライス,7,6,7,0.4758034809334508,0.12568069866579737,0.861319604074203,0.9636363636363635,7,0.4758034809334508
delta1,fwd_micro_100ms,4 マイクロプライス,7,7,0,-0.4756418442418906,-1.7267104741279728,-0.3966889143499597,-0.9636363636363635,7,0.4756418442418906
qb1,fwd_micro_1s,3 板の厚み,7,5,0,-0.4739867614765869,-2.9657302379743604,-0.03191352590163037,-0.9757575757575757,7,0.4739867614765869
cum_b1,fwd_micro_1s,3 板の厚み,7,5,0,-0.4739867614765869,-2.9657302379743604,-0.03191352590163037,-0.9757575757575757,7,0.4739867614765869
cum_b1,fwd_mid_1s,3 板の厚み,7,7,7,0.4715182848890544,0.1501795528969762,0.6991499200688077,0.9999999999999999,7,0.4715182848890544
qb1,fwd_mid_1s,3 板の厚み,7,7,7,0.4715182848890544,0.1501795528969762,0.6991499200688077,0.9999999999999999,7,0.4715182848890544
signed_cnt,fwd_micro_5s,12 攻撃的な約定フロー,7,7,7,0.47105561238231586,0.19973135804734854,1.8800374436223248,0.9047619047619048,7,0.47105561238231586
d_micro,fwd_mid_3s,4 マイクロプライス,7,6,7,0.4705092856654198,0.13251217645500346,0.8624028019250823,0.9636363636363635,7,0.4705092856654198
qa1,fwd_micro_1s,3 板の厚み,7,5,7,0.4659254094585073,0.043159469568225924,2.5411606532634794,0.9757575757575757,7,0.4659254094585073
cum_a1,fwd_micro_1s,3 板の厚み,7,5,7,0.4659254094585073,0.043159469568225924,2.5411606532634794,0.9757575757575757,7,0.4659254094585073
d_obi,fwd_mid_3s,2 板の偏り OBI,7,7,7,0.4634296327618483,0.12315263619507862,0.7585642737954761,0.9636363636363635,7,0.4634296327618483
obi_vel,fwd_mid_3s,2 板の偏り OBI,7,7,7,0.4634296327618483,0.12315263619507862,0.7585642737954761,0.9636363636363635,7,0.4634296327618483
d_bid,fwd_mid_3s,1 価格と最良気配,7,5,7,0.4633047803389945,0.00558412363508952,0.6896116082986263,0.9,7,0.4633047803389945
ofi_z,fwd_mid_1s,8 OFI,7,6,7,0.4597495955971662,0.15539952350669556,0.7731752255620966,0.9999999999999999,7,0.4597495955971662
ofi_ewma,fwd_mid_1s,8 OFI,7,7,7,0.45886248799595264,0.22650696547840235,0.6260279366012781,0.9999999999999999,7,0.45886248799595264
micro_minus_ask,fwd_mid_1s,4 マイクロプライス,7,7,7,0.45583587994267255,0.13369149843426956,0.7224067190910256,0.9878787878787878,7,0.45583587994267255
cum_a1,fwd_mid_1s,3 板の厚み,7,7,0,-0.451506207462982,-0.7528141635469818,-0.15155957419487082,-0.9878787878787878,7,0.451506207462982
qa1,fwd_mid_1s,3 板の厚み,7,7,0,-0.451506207462982,-0.7528141635469818,-0.15155957419487082,-0.9878787878787878,7,0.451506207462982
aggr_mom,fwd_mid_10s,12 攻撃的な約定フロー,7,6,7,0.4491928473953611,0.19389687847840412,2.737070160738426,0.9878787878787878,7,0.4491928473953611
micro_minus_bid,fwd_mid_1s,4 マイクロプライス,7,7,7,0.4451515174358022,0.12023636208409845,0.7237505118456785,0.9636363636363635,7,0.4451515174358022
ofi_0.5s,fwd_mid_1s,8 OFI,7,6,7,0.44497821375320207,0.13223677155993063,0.8746052235933046,0.9878787878787878,7,0.44497821375320207
depth_diff,fwd_mid_1s,2 板の偏り OBI,7,7,7,0.44396035630060715,0.1340059600103513,0.8500201135471791,0.9999999999999999,7,0.44396035630060715
ofi_vel,fwd_mid_10s,8 OFI,7,5,7,0.44034282026155686,0.05412023101149956,0.6656619469112077,0.9999999999999999,7,0.44034282026155686
d_ofi,fwd_mid_10s,8 OFI,7,5,7,0.44034282026155686,0.05412023101149956,0.6656619469112077,0.9999999999999999,7,0.44034282026155686
size_wgt_imb,fwd_micro_10s,12 攻撃的な約定フロー,7,7,7,0.4378834230585181,0.21423010050546967,2.8432039690812942,0.8833333333333333,7,0.4378834230585181
trade_imb,fwd_micro_10s,12 攻撃的な約定フロー,7,7,7,0.43786564762076824,0.2143971419914625,2.8429758896986512,0.8833333333333333,7,0.43786564762076824
depth_ratio,fwd_micro_1s,2 板の偏り OBI,7,5,0,-0.4326766766271717,-3.3639860002730884,-0.046417604132262764,-0.8909090909090909,7,0.4326766766271717
obi1,fwd_micro_1s,2 板の偏り OBI,7,5,0,-0.4326766766271717,-3.3639860002730884,-0.046417604132262764,-0.8909090909090909,7,0.4326766766271717
log_depth_ratio,fwd_micro_1s,2 板の偏り OBI,7,5,0,-0.4326766766271717,-3.3639860002730884,-0.046417604132262764,-0.8909090909090909,7,0.4326766766271717
signed_cnt,fwd_mid_3s,12 攻撃的な約定フロー,7,7,7,0.4303405703614974,0.1397633425308099,1.1286981493739472,0.9761904761904763,7,0.4303405703614974
aggr_acc,fwd_micro_60s,12 攻撃的な約定フロー,7,5,7,0.4292971162377859,0.2000102999513243,2.1931764525070006,0.5428571428571429,7,0.4292971162377859
size_wgt_imb,fwd_mid_10s,12 攻撃的な約定フロー,7,6,7,0.4288139527475722,0.15386086372983646,2.478793093799271,0.8833333333333333,7,0.4288139527475722
trade_imb,fwd_mid_10s,12 攻撃的な約定フロー,7,6,7,0.4287056072186035,0.15399794727649893,2.4786553629768266,0.8833333333333333,7,0.4287056072186035
trade_dollar_imb,fwd_mid_3s,12 攻撃的な約定フロー,7,7,7,0.4251484903562453,0.12779735879781334,1.1449265787212541,0.9757575757575757,7,0.4251484903562453
signed_vol,fwd_mid_3s,12 攻撃的な約定フロー,7,7,7,0.42339030968735136,0.12613789895055835,1.1487498105611962,0.9757575757575757,7,0.42339030968735136
aggr_acc,fwd_mid_60s,12 攻撃的な約定フロー,7,5,7,0.417946308645897,0.1729752598168413,1.9644628572786111,0.5428571428571429,7,0.417946308645897
obi_acc,fwd_micro_300ms,2 板の偏り OBI,7,7,0,-0.41695014623768556,-2.369509608445018,-0.19458910321213116,-0.8181818181818182,7,0.41695014623768556
ofi_norm,fwd_mid_1s,8 OFI,7,6,7,0.41632694460515357,0.24748762548958078,0.5242494178308472,0.9999999999999999,7,0.41632694460515357
trade_dollar_imb,fwd_micro_3s,12 攻撃的な約定フロー,7,7,7,0.4153817363357006,0.1569091976328256,1.4166234365316963,0.9999999999999999,7,0.4153817363357006
signed_vol,fwd_micro_3s,12 攻撃的な約定フロー,7,7,7,0.4137440978332364,0.1549112561057927,1.4109730742740312,0.9999999999999999,7,0.4137440978332364
ofi_5s,fwd_mid_1s,8 OFI,7,7,7,0.4090945598513479,0.20129457986692575,0.5187137095324506,0.9999999999999999,7,0.4090945598513479
d_ofi,fwd_mid_5s,8 OFI,7,6,7,0.40604632877697444,0.020090946089570294,0.6696451112986229,0.9999999999999999,7,0.40604632877697444
ofi_vel,fwd_mid_5s,8 OFI,7,6,7,0.40604632877697444,0.020090946089570294,0.6696451112986229,0.9999999999999999,7,0.40604632877697444
ofi_0.1s,fwd_mid_3s,8 OFI,7,6,7,0.4000480303875353,0.243530693652963,0.8924039875697442,0.9047619047619048,7,0.4000480303875353
signed_cnt,fwd_micro_3s,12 攻撃的な約定フロー,7,7,7,0.3990772252589237,0.16354011463911655,1.3835149756143252,0.9761904761904763,7,0.3990772252589237
cum_a1,fwd_micro_500ms,3 板の厚み,7,5,7,0.39536095011456296,0.05971475531145618,1.9514725611883548,0.9757575757575757,7,0.39536095011456296
qa1,fwd_micro_500ms,3 板の厚み,7,5,7,0.39536095011456296,0.05971475531145618,1.9514725611883548,0.9757575757575757,7,0.39536095011456296
ofi_per_event,fwd_mid_1s,8 OFI,7,5,7,0.3855596080749318,0.3195664374603944,0.874976552985242,0.9999999999999999,7,0.3855596080749318
qb1,fwd_micro_500ms,3 板の厚み,7,5,0,-0.384048867110848,-2.20070211089704,-0.049244170130959886,-0.9757575757575757,7,0.384048867110848
cum_b1,fwd_micro_500ms,3 板の厚み,7,5,0,-0.384048867110848,-2.20070211089704,-0.049244170130959886,-0.9757575757575757,7,0.384048867110848
aggr_acc,fwd_micro_30s,12 攻撃的な約定フロー,7,6,7,0.37965145383106697,0.15450942855742295,1.8560984489696322,0.7142857142857143,7,0.37965145383106697
aggr_acc,fwd_micro_10s,12 攻撃的な約定フロー,7,7,7,0.3729975749134108,0.14541327618905514,1.2882299178307037,0.8285714285714287,7,0.3729975749134108
aggr_acc,fwd_mid_30s,12 攻撃的な約定フロー,7,6,7,0.3679038034214914,0.12437532992085679,1.6083611134968978,0.709090909090909,7,0.3679038034214914
ofi_vel,fwd_mid_3s,8 OFI,7,6,7,0.3588533389421153,0.031691876184681375,0.6348047956922245,0.9999999999999999,7,0.3588533389421153
d_ofi,fwd_mid_3s,8 OFI,7,6,7,0.3588533389421153,0.031691876184681375,0.6348047956922245,0.9999999999999999,7,0.3588533389421153
aggr_imb,fwd_mid_10s,12 攻撃的な約定フロー,7,6,7,0.35774526785090244,0.11927754553992692,1.6983408882561264,0.9151515151515152,7,0.35774526785090244
obi1,fwd_mid_500ms,2 板の偏り OBI,7,7,7,0.35700977135687906,0.10199402813876131,0.6495970637067954,0.9999999999999999,7,0.35700977135687906
depth_ratio,fwd_mid_500ms,2 板の偏り OBI,7,7,7,0.35700977135687906,0.10199402813876131,0.6495970637067954,0.9999999999999999,7,0.35700977135687906
log_depth_ratio,fwd_mid_500ms,2 板の偏り OBI,7,7,7,0.35700977135687906,0.10199402813876131,0.6495970637067954,0.9999999999999999,7,0.35700977135687906
delta1,fwd_mid_1s,4 マイクロプライス,7,7,7,0.35576371286170094,0.09425039477224065,0.6049852178368172,0.9757575757575757,7,0.35576371286170094
obi_x_spread,fwd_mid_1s,4 マイクロプライス,7,7,7,0.35352221047775667,0.09323219188772935,0.5956933230080184,0.9757575757575757,7,0.35352221047775667
delta1_bp,fwd_mid_1s,4 マイクロプライス,7,7,7,0.35352221047775667,0.09323219188772935,0.5956933230080184,0.9757575757575757,7,0.35352221047775667
aggr_imb,fwd_micro_10s,12 攻撃的な約定フロー,7,6,7,0.3533231261103716,0.13581413186418315,1.8889945376833912,0.9515151515151514,7,0.3533231261103716
aggr_acc,fwd_mid_10s,12 攻撃的な約定フロー,7,6,7,0.3506869676743452,0.10566376868153751,1.131311826962777,0.8285714285714287,7,0.3506869676743452
trade_imb,fwd_mid_5s,12 攻撃的な約定フロー,7,7,7,0.34859713403895803,0.15129998488935933,1.612928946844428,0.8833333333333333,7,0.34859713403895803
size_wgt_imb,fwd_mid_5s,12 攻撃的な約定フロー,7,7,7,0.34856179537115073,0.15107434127082986,1.612928946844428,0.8833333333333333,7,0.34856179537115073
trade_imb,fwd_micro_5s,12 攻撃的な約定フロー,7,7,7,0.34621010180971623,0.1908907000545164,1.8563210101058265,0.8095238095238096,7,0.34621010180971623
size_wgt_imb,fwd_micro_5s,12 攻撃的な約定フロー,7,7,7,0.34613437496610255,0.19061881019879312,1.8566562028950941,0.8095238095238096,7,0.34613437496610255
ofi_pct,fwd_mid_500ms,8 OFI,7,6,7,0.3310216585874876,0.16463505983161292,0.6491758576901208,0.9757575757575757,7,0.3310216585874876
d_obi,fwd_micro_100ms,2 板の偏り OBI,7,7,0,-0.3278112246984426,-1.4081119395005712,-0.1773428277266667,-0.7575757575757575,7,0.3278112246984426
obi_vel,fwd_micro_100ms,2 板の偏り OBI,7,7,0,-0.3278112246984426,-1.4081119395005712,-0.1773428277266667,-0.7575757575757575,7,0.3278112246984426
obi_vel,fwd_mid_1s,2 板の偏り OBI,7,7,7,0.32200129685112383,0.08907429567193315,0.6103911305613925,0.9878787878787878,7,0.32200129685112383
d_obi,fwd_mid_1s,2 板の偏り OBI,7,7,7,0.32200129685112383,0.08907429567193315,0.6103911305613925,0.9878787878787878,7,0.32200129685112383
aggr_mom,fwd_micro_5s,12 攻撃的な約定フロー,7,7,7,0.3202964396008341,0.1776618796889566,1.966457010928252,0.9878787878787878,7,0.3202964396008341
obi1,fwd_micro_500ms,2 板の偏り OBI,7,5,0,-0.31582294020762575,-2.4610908749729967,-0.06768675017612848,-0.8909090909090909,7,0.31582294020762575
log_depth_ratio,fwd_micro_500ms,2 板の偏り OBI,7,5,0,-0.31582294020762575,-2.4610908749729967,-0.06768675017612848,-0.8909090909090909,7,0.31582294020762575
depth_ratio,fwd_micro_500ms,2 板の偏り OBI,7,5,0,-0.31582294020762575,-2.4610908749729967,-0.06768675017612848,-0.8909090909090909,7,0.31582294020762575
depth_diff,fwd_mid_500ms,2 板の偏り OBI,7,7,7,0.3135378998308344,0.08330734538634775,0.6211707866816687,0.9999999999999999,7,0.3135378998308344
aggr_acc,fwd_mid_5s,12 攻撃的な約定フロー,7,7,7,0.31298568221034984,0.11676287603044404,0.8230697009081986,0.8181818181818182,7,0.31298568221034984
aggr_acc,fwd_micro_5s,12 攻撃的な約定フロー,7,7,7,0.3121914678109866,0.14226374944995562,0.9895699453106007,0.7714285714285715,7,0.3121914678109866
size_wgt_imb,fwd_mid_3s,12 攻撃的な約定フロー,7,6,7,0.29918475182767706,0.11438384498207559,1.137836323905167,0.9285714285714287,7,0.29918475182767706
qa1,fwd_micro_300ms,3 板の厚み,7,5,7,0.29901308436242174,0.04983929591500782,1.4437374666735616,0.9878787878787878,7,0.29901308436242174
cum_a1,fwd_micro_300ms,3 板の厚み,7,5,7,0.29901308436242174,0.04983929591500782,1.4437374666735616,0.9878787878787878,7,0.29901308436242174
trade_imb,fwd_mid_3s,12 攻撃的な約定フロー,7,6,7,0.2989640580467279,0.1146866928591057,1.137836323905167,0.9047619047619048,7,0.2989640580467279
qb1,fwd_mid_500ms,3 板の厚み,7,7,7,0.29701913845838424,0.09195109434837412,0.5008873290874943,0.9878787878787878,7,0.29701913845838424
cum_b1,fwd_mid_500ms,3 板の厚み,7,7,7,0.29701913845838424,0.09195109434837412,0.5008873290874943,0.9878787878787878,7,0.29701913845838424
cum_b1,fwd_micro_300ms,3 板の厚み,7,5,0,-0.2946686308124286,-1.59427935803727,-0.04997438773822342,-0.9757575757575757,7,0.2946686308124286
qb1,fwd_micro_300ms,3 板の厚み,7,5,0,-0.2946686308124286,-1.59427935803727,-0.04997438773822342,-0.9757575757575757,7,0.2946686308124286
size_wgt_imb,fwd_micro_3s,12 攻撃的な約定フロー,7,7,7,0.2930131151364325,0.15042576122965717,1.3295250150823699,0.880952380952381,7,0.2930131151364325
trade_imb,fwd_micro_3s,12 攻撃的な約定フロー,7,7,7,0.2928447948307884,0.15079634014232568,1.3294186931445462,0.880952380952381,7,0.2928447948307884
aggr_mom,fwd_mid_5s,12 攻撃的な約定フロー,7,7,7,0.2908726386278244,0.1471504605500506,1.7009807741161056,0.9878787878787878,7,0.2908726386278244
micro_mom,fwd_micro_500ms,4 マイクロプライス,7,5,0,-0.2900032747629126,-4.600151646948539,-0.021086591285167416,-0.9878787878787878,7,0.2900032747629126
ofi_10s,fwd_mid_1s,8 OFI,7,7,7,0.287013034711484,0.14601811396011405,0.4404127284311649,0.9999999999999999,7,0.287013034711484
micro_minus_ask,fwd_mid_500ms,4 マイクロプライス,7,7,7,0.28582611036188954,0.07744119558745376,0.5397662829196248,0.9636363636363635,7,0.28582611036188954
ofi_per_event,fwd_mid_500ms,8 OFI,7,5,7,0.2806213031374116,0.13534641281962645,0.5712226263172608,0.9999999999999999,7,0.2806213031374116
delta1,fwd_mid_500ms,4 マイクロプライス,7,7,7,0.2781764662060282,0.05954242053755542,0.4730571010386705,0.9757575757575757,7,0.2781764662060282
micro_minus_bid,fwd_mid_500ms,4 マイクロプライス,7,7,7,0.2766676355432584,0.08001045456757006,0.5232357755221818,0.9636363636363635,7,0.2766676355432584
delta1_bp,fwd_mid_500ms,4 マイクロプライス,7,7,7,0.27651825951055575,0.05779999876027819,0.4659908168621923,0.9757575757575757,7,0.27651825951055575
obi_x_spread,fwd_mid_500ms,4 マイクロプライス,7,7,7,0.27651825951055575,0.05779999876027819,0.4659908168621923,0.9757575757575757,7,0.27651825951055575
ofi_dollar,fwd_mid_500ms,8 OFI,7,6,7,0.2758983250110946,0.11172117842371904,0.5879153320001035,0.9999999999999999,7,0.2758983250110946
obi1,fwd_mid_300ms,2 板の偏り OBI,7,7,7,0.2754232020055847,0.06716059655186017,0.4802489414799794,0.9999999999999999,7,0.2754232020055847
log_depth_ratio,fwd_mid_300ms,2 板の偏り OBI,7,7,7,0.2754232020055847,0.06716059655186017,0.4802489414799794,0.9999999999999999,7,0.2754232020055847
depth_ratio,fwd_mid_300ms,2 板の偏り OBI,7,7,7,0.2754232020055847,0.06716059655186017,0.4802489414799794,0.9999999999999999,7,0.2754232020055847
ofi_per_time,fwd_mid_500ms,8 OFI,7,6,7,0.2750508451524167,0.10444979989264076,0.5849606864019729,0.9999999999999999,7,0.2750508451524167
ofi_1s,fwd_mid_500ms,8 OFI,7,6,7,0.2750508451524167,0.10444979989264076,0.5849606864019729,0.9999999999999999,7,0.2750508451524167
aggr_acc,fwd_micro_3s,12 攻撃的な約定フロー,7,7,7,0.2734522136123111,0.12585898163423825,0.8084764417229351,0.942857142857143,7,0.2734522136123111
ofi_2s,fwd_mid_500ms,8 OFI,7,6,7,0.27341627463121826,0.17838614303766498,0.47066101314202147,0.9878787878787878,7,0.27341627463121826
obi_vel,fwd_mid_500ms,2 板の偏り OBI,7,7,7,0.2716338296259308,0.06304507354409998,0.45188092428609994,0.9878787878787878,7,0.2716338296259308
d_obi,fwd_mid_500ms,2 板の偏り OBI,7,7,7,0.2716338296259308,0.06304507354409998,0.45188092428609994,0.9878787878787878,7,0.2716338296259308
qa1,fwd_mid_500ms,3 板の厚み,7,7,0,-0.2688865267610162,-0.5559251645750505,-0.08964951766827696,-0.9878787878787878,7,0.2688865267610162
cum_a1,fwd_mid_500ms,3 板の厚み,7,7,0,-0.2688865267610162,-0.5559251645750505,-0.08964951766827696,-0.9878787878787878,7,0.2688865267610162
