window,lo,hi,count
開場前 1 時間,0.004027170343254595,0.00407380277804113,1
開場前 1 時間,0.004265795188015926,0.00431519076827765,2
開場前 1 時間,0.00441570447353313,0.004466835921509635,3
開場前 1 時間,0.00478630092322638,0.004841723675840999,3
開場前 1 時間,0.004954501908047905,0.005011872336272725,1
開場前 1 時間,0.005069907082747045,0.005128613839913648,2
開場前 1 時間,0.005188000389289609,0.005248074602497723,1
開場前 1 時間,0.00530884444230989,0.005370317963702532,4
開場前 1 時間,0.005559042572704037,0.005623413251903491,1
開場前 1 時間,0.005623413251903491,0.005688529308438413,3
開場前 1 時間,0.005821032177708722,0.005888436553555896,2
開場前 1 時間,0.005888436553555896,0.005956621435290109,2
開場前 1 時間,0.005956621435290109,0.0060255958607435805,1
開場前 1 時間,0.0060255958607435805,0.006095368972401693,2
開場前 1 時間,0.006095368972401693,0.006165950018614822,1
開場前 1 時間,0.006237348354824191,0.00630957344480193,1
開場前 1 時間,0.00630957344480193,0.006382634861905483,4
開場前 1 時間,0.006456542290346563,0.0065313055264747295,4
開場前 1 時間,0.0065313055264747295,0.006606934480075964,7
開場前 1 時間,0.006760829753919818,0.006839116472814293,2
開場前 1 時間,0.006839116472814293,0.006918309709189363,2
開場前 1 時間,0.006918309709189363,0.006998419960022731,4
開場前 1 時間,0.007079457843841388,0.007161434102129027,1
開場前 1 時間,0.007161434102129027,0.007244359600749906,3
開場前 1 時間,0.007244359600749906,0.007328245331389044,7
開場前 1 時間,0.007328245331389044,0.007413102413009177,1
開場前 1 時間,0.007413102413009177,0.007498942093324558,3
開場前 1 時間,0.007498942093324558,0.007585775750291836,5
開場前 1 時間,0.007585775750291836,0.007673614893618186,4
開場前 1 時間,0.007673614893618186,0.007762471166286928,2
開場前 1 時間,0.007762471166286928,0.007852356346100726,1
開場前 1 時間,0.00794328234724282,0.008035261221856178,3
開場前 1 時間,0.008035261221856178,0.008128305161640995,9
開場前 1 時間,0.008222426499470713,0.008317637711026709,1
開場前 1 時間,0.008317637711026709,0.008413951416451947,1
開場前 1 時間,0.008413951416451947,0.008511380382023759,6
開場前 1 時間,0.008511380382023759,0.008609937521846016,16
開場前 1 時間,0.008609937521846016,0.008709635899560815,2
開場前 1 時間,0.008709635899560815,0.008810488730080147,2
開場前 1 時間,0.008810488730080147,0.008912509381337459,2
開場前 1 時間,0.008912509381337459,0.00901571137605957,2
開場前 1 時間,0.009120108393559097,0.00922571427154763,1
開場前 1 時間,0.00922571427154763,0.009332543007969905,7
開場前 1 時間,0.009332543007969905,0.009440608762859246,2
開場前 1 時間,0.009440608762859246,0.00954992586021437,1
開場前 1 時間,0.00954992586021437,0.009660508789898142,6
開場前 1 時間,0.009772372209558112,0.00988553094656939,4
開場前 1 時間,0.010115794542598982,0.010232929922807537,9
開場前 1 時間,0.010232929922807537,0.010351421666793452,5
開場前 1 時間,0.010351421666793452,0.010471285480509006,3
開場前 1 時間,0.010471285480509006,0.010592537251772897,1
開場前 1 時間,0.01071519305237607,0.010839269140212038,2
開場前 1 時間,0.010839269140212038,0.01096478196143185,3
開場前 1 時間,0.01096478196143185,0.01109174815262401,5
開場前 1 時間,0.01109174815262401,0.01122018454301963,2
開場前 1 時間,0.01122018454301963,0.011350108156723143,8
開場前 1 時間,0.011350108156723143,0.01148153621496884,10
開場前 1 時間,0.01148153621496884,0.011614486138403438,5
開場前 1 時間,0.01188502227437019,0.012022644346174132,5
開場前 1 時間,0.012022644346174132,0.012161860006463679,5
開場前 1 時間,0.012161860006463679,0.012302687708123811,4
開場前 1 時間,0.012302687708123811,0.012445146117713845,2
開場前 1 時間,0.012589254117941687,0.01273503081016663,1
開場前 1 時間,0.01273503081016663,0.01288249551693135,5
開場前 1 時間,0.013182567385564075,0.01333521432163324,1
開場前 1 時間,0.01333521432163324,0.013489628825916533,3
開場前 1 時間,0.013489628825916533,0.013645831365889238,2
開場前 1 時間,0.01396368361055939,0.014125375446227554,24
開場前 1 時間,0.014125375446227554,0.014288939585111037,6
開場前 1 時間,0.014288939585111037,0.01445439770745928,2
開場前 1 時間,0.01445439770745928,0.014621771744567183,3
開場前 1 時間,0.014621771744567183,0.014791083881682071,1
開場前 1 時間,0.014791083881682071,0.014962356560944329,5
開場前 1 時間,0.014962356560944329,0.015135612484362071,6
開場前 1 時間,0.015135612484362071,0.01531087461682032,2
開場前 1 時間,0.01531087461682032,0.015488166189124828,7
開場前 1 時間,0.0156675107010815,0.01584893192461114,3
開場前 1 時間,0.01584893192461114,0.016032453906900418,6
開場前 1 時間,0.016032453906900418,0.0162181009735893,5
開場前 1 時間,0.0162181009735893,0.016405897731995387,2
開場前 1 時間,0.016595869074375595,0.016788040181225625,3
開場前 1 時間,0.016788040181225625,0.01698243652461746,4
開場前 1 時間,0.01698243652461746,0.017179083871575893,9
開場前 1 時間,0.017179083871575893,0.017378008287493762,2
開場前 1 時間,0.017378008287493762,0.01757923613958693,4
開場前 1 時間,0.01757923613958693,0.01778279410038923,1
開場前 1 時間,0.01778279410038923,0.017988709151287873,13
開場前 1 時間,0.018197008586099826,0.018407720014689582,18
開場前 1 時間,0.018407720014689582,0.018620871366628693,8
開場前 1 時間,0.018620871366628693,0.01883649089489802,1
開場前 1 時間,0.01883649089489802,0.019054607179632484,2
開場前 1 時間,0.019275249131909367,0.019498445997580455,5
開場前 1 時間,0.019498445997580455,0.019724227361148535,7
開場前 1 時間,0.019724227361148535,0.01995262314968879,4
開場前 1 時間,0.01995262314968879,0.020183663636815598,4
開場前 1 時間,0.020183663636815598,0.020417379446695316,2
開場前 1 時間,0.02065380155810531,0.02089296130854041,2
開場前 1 時間,0.02089296130854041,0.021134890398366475,4
開場前 1 時間,0.021134890398366475,0.021379620895022326,14
開場前 1 時間,0.021379620895022326,0.0216271852372702,4
開場前 1 時間,0.0216271852372702,0.02187761623949552,9
開場前 1 時間,0.02187761623949552,0.022130947096056366,5
開場前 1 時間,0.022130947096056366,0.022387211385683423,10
開場前 1 時間,0.022387211385683423,0.022646443075930618,2
開場前 1 時間,0.022646443075930618,0.022908676527677748,13
開場前 1 時間,0.022908676527677748,0.023173946499684798,17
開場前 1 時間,0.023173946499684798,0.023442288153199226,13
開場前 1 時間,0.023442288153199226,0.023713737056616554,9
開場前 1 時間,0.023713737056616554,0.023988329190194897,9
開場前 1 時間,0.023988329190194897,0.024266100950824144,11
