dt,n_keep,n_post_bid,n_post_ask,n_fill_bid,n_fill_ask,n_fill,n_pair,realized_bp,forced_n,forced_pnl_bp,forced_cost_bp,n_timeout,timeout_pnl_bp,timeout_cost_bp,total_bp,q_abs_mean,q_abs_max,p_absq_ge2,t_off_med,pair_pnl_mean,p_off_0.25s,p_off_1s,p_off_5s,p_off_10s,p_off_30s,p_off_60s
2026-05-04,0,11118,21817,1,1,2,1,-639.6017770228631,0,0.0,0.0,0,0.0,0.0,-639.6017770228631,0.5,1,0.0,38534.972,-639.6017770228631,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-05,0,24479,32413,14,13,27,13,-327.90392803674354,1,183.210857343053,2.8128342573352856,0,0.0,0.0,-144.69307069369054,0.5185185185185185,1,0.0,813.263,-25.223379079749503,0.0,0.0,0.0,0.07692307692307693,0.07692307692307693,0.15384615384615385
2026-05-06,0,36665,60426,7,7,14,7,-499.3135678519908,0,0.0,0.0,0,0.0,0.0,-499.3135678519908,0.5,1,0.0,5297.796,-71.33050969314154,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-07,0,23207,51875,3,3,6,3,-287.9910986037858,0,0.0,0.0,0,0.0,0.0,-287.9910986037858,0.5,1,0.0,2914.758,-95.99703286792861,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-08,0,32397,59371,3,3,6,3,668.7754075954564,0,0.0,0.0,0,0.0,0.0,668.7754075954564,0.5,1,0.0,3623.223,222.92513586515213,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-09,0,4009,3936,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2026-05-10,0,10467,590,0,1,1,0,0.0,1,92.09626713899613,7.306435217986096,0,0.0,0.0,92.09626713899613,1.0,1,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2026-05-11,0,62724,9675,1,2,3,1,67.85722141721116,1,2.9886368836830686,2.3714698992098757,0,0.0,0.0,70.84585830089424,0.6666666666666666,1,0.0,2457.774,67.85722141721116,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-12,0,51632,69405,1,1,2,1,-323.8178600515693,0,0.0,0.0,0,0.0,0.0,-323.8178600515693,0.5,1,0.0,7590.728,-323.8178600515693,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-13,0,58692,18357,2,2,4,2,-67.99982071523782,0,0.0,0.0,0,0.0,0.0,-67.99982071523782,0.5,1,0.0,23284.664,-33.99991035761891,0.0,0.0,0.0,0.0,0.0,0.0
