coin,sfx,size_unit,size_usd,lat_ms,n_days,pairs_day,ev_pair_bp,ev_pair_nw,se_pair,t_pair,day_bp,se_day_bp,t_day,day_usd,se_day_usd,t_usd,worst_day_bp,best_day_bp,p_day_pos,p_off_60s,t_off_med,forced_rate
xyz:SKHX,_q1_sz0.077815,0.077815,100.00005649999999,0,99,4631.0,-0.6390572634783407,-0.13790891146710121,0.6608591762723282,-0.20868123863391955,-2965.9194393266976,1707.510822322849,-1.7369842700568923,-27.299105022008497,15.466171333480316,-1.7650848702880264,-36843.847131650975,8022.713923196806,0.2828282828282828,0.8244490140792707,7.237,0.00007742563050090021
xyz:SKHX,_q1_sz0.077815_lat130,0.077815,100.00005649999999,130,99,3671.212121212121,-0.8364711235262523,-0.39166014862132476,0.6246038884078992,-0.6270536509461339,-3077.70623748552,1461.595785664413,-2.105716414669638,-29.700379306786783,13.386405106559696,-2.218697183475555,-31340.033452979173,6402.62348245886,0.26262626262626265,0.8138539544696323,9.030000000000001,0.00009904095343424506
xyz:SKHX,_q1_sz0.77815,0.77815,1000.0005649999999,0,99,2784.4949494949497,-1.4197353451115864,-2.679193771603162,0.7471671248633295,-3.5858025366054957,-3959.9301824608287,1075.1903709593043,-3.6830037632570196,-399.39479463177884,92.43575474357363,-4.320782534201635,-29700.188876272296,1408.2087704136813,0.030303030303030304,0.7104401162083139,14.198,0.00012332289924881846
xyz:SKHX,_q1_sz0.77815_lat130,0.77815,1000.0005649999999,130,99,2153.070707070707,-1.7133168745193934,-2.978915886079125,0.7642012967934344,-3.8980775072988836,-3695.779829459821,912.6607255786381,-4.049456414503485,-378.5372562466906,81.6386074820364,-4.636743177301049,-24431.5470442817,1276.325089198577,0.030303030303030304,0.6932039734720931,15.44,0.00015010366534387812
xyz:SKHX,_q1_sz7.7815,7.7815,10000.00565,0,99,795.6161616161617,-3.2253585968708918,-11.101675534111052,3.4434231587775974,-3.2240230207582465,-2581.0475191540913,546.2138740070989,-4.725342291690941,-2664.5276630268363,503.81615615145733,-5.288690389328891,-14918.514708147717,121.94958245578053,0.020202020202020204,0.48103452656166207,74.19749999999999,0.0004441568000406086
xyz:SKHX,_q1_sz7.7815_lat130,7.7815,10000.00565,130,99,591.1313131313132,-3.74375080987789,-11.066616981584277,3.137664866772048,-3.5270232645876356,-2227.400977422704,423.77005250276466,-5.256154757203312,-2323.257093475776,412.0109047875499,-5.638824279842168,-10242.247010413428,121.94958245578053,0.020202020202020204,0.4487274784678919,91.0575,0.0006233083156160079
xyz:SKHX,_q1_sz77.815,77.815,100000.05649999999,0,90,68.60606060606061,-8.737240714889857,-35.98969996721152,17.75525821710031,-2.0269882604438494,-618.8087855686862,261.5884572482231,-2.3655813871844282,-5697.966747750702,2167.598069154703,-2.628700785830066,-5718.055835287077,906.3333011375888,0.21212121212121213,0.17199851754004256,1241.6315,0.00541806999560697
xyz:SKHX,_q1_sz77.815_lat130,77.815,100000.05649999999,130,89,51.505050505050505,-8.66298128327255,-35.48984796161909,19.451334042533347,-1.8245457038584119,-466.3754920219232,204.41593707587288,-2.2815026004984094,-4227.784230222457,1688.9812555947378,-2.503156394553198,-5278.71296952789,962.0837573732766,0.25252525252525254,0.14065269011444412,1505.5025,0.007397313607163714
xyz:SMSN,_q1,0.0,0.0,0,98,2668.7373737373737,-1.6267338705538597,-2.9155722253240275,1.1296363258554944,-2.5809830638334073,-4352.249815226871,1230.965212474855,-3.535639976759924,NaN,NaN,NaN,-27216.800228024054,8749.443854312123,0.10101010101010101,0.7935246891948188,12.811,0.00013434730860712116
xyz:SMSN,_q1_lat130,0.0,0.0,130,98,2271.5151515151515,-1.9157029277417605,-3.2057637212298133,1.15436384687731,-2.7770825722771733,-4362.298646719376,1090.4849029603902,-4.000329243327295,NaN,NaN,NaN,-24808.30830740324,6592.114343346666,0.09090909090909091,0.7814114599267413,15.23125,0.00016450512855853492
xyz:SMSN,_q1_lat65,0.0,0.0,65,98,2496.4343434343436,-1.750326801703747,-3.024245825888924,1.1347533563836711,-2.665112915397623,-4380.346631791255,1187.4992172851173,-3.6887153844241554,NaN,NaN,NaN,-26379.36817585019,8522.076996437372,0.09090909090909091,0.7886413278115421,13.719249999999999,0.00014766357786826387
xyz:SMSN,_q1_sz0.548291,0.548291,100.00005403499999,0,98,1508.5050505050506,-1.4117634572659317,-1.3741892047536906,0.7133763431274637,-1.926317319031359,-2139.330176529105,746.9533743507088,-2.8640745861664034,-21.11052826220681,6.875298496786275,-3.0704889790711656,-15752.983744151563,4484.3062364630305,0.15151515151515152,0.6760112684913997,18.9675,0.00023765292631085672
