size,notional,usd,share_of_touch
0.001,0.9278875000000001,0.014634767195945938,0.0001790189760114572
0.01,9.278875000000001,0.14634767195945939,0.0017901897601145722
0.1,92.78875000000001,1.463476719594594,0.01790189760114572
0.5,463.94375,7.31738359797297,0.0895094880057286
1.0,927.8875,14.63476719594594,0.1790189760114572
6.833043441080605,6340.2955959356805,100.0,1.2232444398640538
