feat,price,h,mean,n_day,se_daily,t_daily,se_nw,t_nw,t_nw5,t_nw10,t_nw21,ratio,crosses_bonferroni
ofi_10s,micro,10.0,0.49114814043055444,97,0.054527339841852804,9.007373949564482,0.06372127724457069,7.707757309155354,7.677053331446098,7.843258671538608,7.795821263442108,1.1686115154229662,false
ofi_10s,micro,30.0,0.5310467185786066,97,0.1188827478863613,4.466978834357263,0.13486032970084205,3.937753376078917,4.257745734220998,4.082464972160507,3.561744124301391,1.1343978171648046,false
ofi_10s,micro,60.0,0.8967044892766641,97,0.2743346100311342,3.2686524284154204,0.30519980386056134,2.938089991978984,3.057488068989887,3.0427999812571302,2.765100909752333,1.112509295950388,false
ai_net_10s,mid,0.1,0.009023237382373405,85,0.0011735671096227177,7.688727221806877,0.0010733709254882769,8.40644847750905,7.614162801007498,7.479283172851955,11.478468187053716,0.9146225355901016,false
ai_net_10s,mid,0.5,0.049658178755270024,85,0.0032868331972413034,15.10821382629,0.0025101480210000726,19.78296831096264,14.989646551702277,16.831107149781815,24.499149151654258,0.7636980249277279,false
ai_net_10s,mid,1.0,0.08535006152793083,85,0.005298971380852539,16.106911208529503,0.003900906742873178,21.87954420696225,15.257668853297847,18.263590775375796,25.191909685183855,0.736163014008498,false
ai_net_10s,mid,3.0,0.16325665059846303,85,0.013695419718757061,11.920529195236634,0.011870128436562672,13.753570693944283,11.282316813377717,11.825096489674381,17.6533369674841,0.8667225014145061,false
ai_net_10s,mid,5.0,0.21922407718088166,85,0.021731137514129226,10.088016655287639,0.022034123258600234,9.949298849243542,8.955106304480879,8.93374328040635,12.417120010132441,1.0139424705344582,false
ai_net_10s,mid,10.0,0.31604611311181097,85,0.03697168249240604,8.548329202403128,0.045231996408609663,6.987224491635601,7.033437704642622,6.680629558958421,7.419545229654193,1.2234227213733184,false
ai_net_10s,mid,30.0,0.45107194582549565,85,0.08150679917090106,5.534163412302589,0.05671921760536533,7.95271805341029,6.3748030498582455,7.349344301098307,9.045626576898963,0.6958832659645748,false
ai_net_10s,mid,60.0,0.5990644601614893,85,0.1821517501189105,3.2888207759212524,0.16035133761089673,3.7359492542254893,3.310574365032091,3.5206690937343557,4.000895414057068,0.8803173041500714,true
ai_net_10s,micro,0.1,0.011724829149843744,85,0.0014617569996932475,8.021052166881514,0.0009698800050757497,12.088948208524013,10.075281395072508,10.932253314080409,14.958536605350883,0.6635028977314841,false
ai_net_10s,micro,0.5,0.053327652440808435,85,0.0038356480886524826,13.903166090386355,0.0038959864165360944,13.687843523905771,13.553828214990705,13.626550669641691,13.19966662525321,1.0157309342486656,false
ai_net_10s,micro,1.0,0.09006155725898549,85,0.005579986177579611,16.140104006144835,0.004977410185173169,18.094059743611858,15.168443834624952,16.902524592277402,17.733410644878965,0.892011203391938,false
ai_net_10s,micro,3.0,0.17625650258147374,85,0.013872069932474189,12.705854529240904,0.012074068775942385,14.597937601006986,12.395748219521936,13.00986578589701,16.760732285103515,0.8703869598925014,false
ai_net_10s,micro,5.0,0.23505688687048817,85,0.022153524903526164,10.610360558606828,0.01954833700534888,12.02439301134266,10.074073201873356,10.456104267785173,15.950180016445058,0.8824030076693294,false
ai_net_10s,micro,10.0,0.3427387687614059,85,0.0371381668495341,9.22874761562728,0.04219364299833992,8.122995418406767,7.962738398199255,7.701408981667995,8.757426787502432,1.1361261628579613,false
ai_net_10s,micro,30.0,0.4937148837258424,85,0.08256112056351782,5.9799925237934035,0.06095999806768352,8.098997693170425,6.8743966801666545,7.762500286842029,8.534382356750552,0.7383620480391175,false
ai_net_10s,micro,60.0,0.6286614030378227,85,0.18257550140394188,3.4432955035239443,0.16431958167331606,3.8258459316654365,3.4565080096907717,3.6634165740939055,4.013738798742903,0.9000089300577341,false
ai_rate_10s,mid,0.1,0.00012304024146882116,73,0.0009711892211837448,0.12669028731481616,0.00048054806219260824,0.25604148918512437,0.14793655305473613,0.2005314013227687,0.2807787826422635,0.49480374340119515,false
ai_rate_10s,mid,0.5,0.003932610549791594,73,0.0022136565433764493,1.77652245175905,0.0020353224114653744,1.932180635185079,1.880902802272223,1.8945180252307625,1.8202261304327279,0.9194391142362739,false
ai_rate_10s,mid,1.0,0.0045691319064582415,73,0.00378392448721648,1.207511387157563,0.003313848373625989,1.3787993267352574,1.1941976604497297,1.3341789221733489,1.4425426584099317,0.8757702181482255,false
ai_rate_10s,mid,3.0,0.01610355300003142,73,0.012116324182226534,1.3290790802423198,0.010811896950885783,1.4894290126130094,1.3711731376426743,1.4747400276652283,1.5983578913880623,0.892341339524885,false
ai_rate_10s,mid,5.0,0.03391066809721386,73,0.02070770644996075,1.6375868655062056,0.020235447021589113,1.6758052372667978,1.502795946527242,1.6304994342637285,1.8550362224847976,0.9771940253493148,false
ai_rate_10s,mid,10.0,0.08642190935724993,73,0.04821244526787127,1.7925228408782121,0.04829170245681657,1.7895809209569733,1.7139798120990264,1.7952511871004417,2.0946662196242536,1.001643915559664,false
ai_rate_10s,mid,30.0,0.35454128455484774,73,0.14071780047182875,2.519519800381088,0.11132591218593083,3.1847148394590388,3.0273504908489595,3.176856996027927,3.48401998881646,0.7911288537246425,false
ai_rate_10s,mid,60.0,0.5024746545380104,73,0.273763573866253,1.8354328424405144,0.2185808180233504,2.2988048955161857,2.1368010371387673,2.218927954069034,2.473962176704957,0.7984291516085259,false
ai_rate_10s,micro,0.1,-0.0006019141325242709,73,0.001320282358753946,-0.4558980346388514,0.0008627894210374256,-0.6976373583724799,-0.5150612205401527,-0.6984294832530066,-0.7228463896618942,0.6534885627432815,false
ai_rate_10s,micro,0.5,0.005118248165588377,73,0.0025067640802734423,2.0417749743047495,0.0025650990400637452,1.9953413438029213,2.060825969181513,2.0000412859529164,1.9010194078903906,1.0232710210942306,false
ai_rate_10s,micro,1.0,0.003589084657649316,73,0.0037928024030637474,0.9462883314854809,0.003062468274773913,1.1719581512772668,0.9537288486926809,1.1132021660129086,1.2341553487975383,0.8074420835369948,false
ai_rate_10s,micro,3.0,0.01495941094260838,73,0.012144589758054901,1.2317757322915373,0.011600410547715389,1.289558751483543,1.1987029917358727,1.2741207973319608,1.4064579803751438,0.9551916350259106,false
ai_rate_10s,micro,5.0,0.03418781442286895,73,0.020599252968498252,1.6596628273438474,0.020325846434126497,1.681987243860537,1.4977639561961107,1.619461138115494,1.8645451133859374,0.9867273568226058,false
ai_rate_10s,micro,10.0,0.08924238700167447,73,0.04743492415043348,1.8813645979206006,0.04702995547531135,1.8975647775920772,1.7974370137488147,1.8933526394460485,2.2315145779924683,0.991462647355821,false
ai_rate_10s,micro,30.0,0.3522215016092914,73,0.1406959774635723,2.503422684564563,0.10969889006592234,3.2108027838533983,3.0020570367855073,3.1823304244403965,3.5520415358541144,0.7796874654381969,false
ai_rate_10s,micro,60.0,0.4925530004634099,73,0.27236314758166785,1.808442165677786,0.21777896098531851,2.2617106732207026,2.0821510827263543,2.1682968927030637,2.4460134566013303,0.7995904105199022,false
