feat,price,h,mean,n_day,se_daily,t_daily,se_nw,t_nw,t_nw5,t_nw10,t_nw21,ratio,crosses_bonferroni
obi,mid,0.1,0.12187419976329597,97,0.00876541207113344,13.903989769591817,0.018292656477856127,6.662465886834357,8.97109275453346,7.18134751300405,6.078463411493591,2.086913465038129,false
obi,mid,0.5,0.3684791322202097,97,0.026014610658860265,14.164314701927324,0.054459350560855296,6.766131590358478,9.131206330587018,7.288456497718496,6.167437530334648,2.0934140154931393,false
obi,mid,1.0,0.4831393396420779,97,0.03137669496773995,15.39803156893418,0.06484419092210633,7.450772887619894,9.8774735770183,7.969855346557043,6.862635557172501,2.066635475430924,false
obi,mid,3.0,0.652651641843466,97,0.03656292499900161,17.85009382759414,0.07015553058080795,9.302925035848967,11.713702750494852,9.715478595026658,8.96684767700209,1.9187614388816985,false
obi,mid,5.0,0.7354887926526857,97,0.03782283533775481,19.44562817897789,0.06938393041977194,10.600275715183436,13.161378746465596,10.968354235452859,10.52543833362677,1.834445508914896,false
obi,mid,10.0,0.8518508765420127,97,0.04275892352621237,19.922177788685566,0.06514977871750673,13.075268915888238,15.017237366030715,13.112203151416566,13.655155153896578,1.5236533884574563,false
obi,mid,30.0,0.9962752104857069,97,0.07521917216391721,13.244963774855556,0.05852685351526004,17.022531549999393,14.459970218745864,15.547624341725827,18.684809416916426,0.7780842547391859,false
obi,mid,60.0,1.0963015442630093,97,0.12843165292009193,8.536069725312265,0.11045124480421283,9.925660378081988,9.79364813428723,9.937480585758983,10.354744077899847,0.8600001813644319,false
obi,micro,0.1,-0.10626700181208203,97,0.01149701191608247,-9.243010495921256,0.029508437325377418,-3.6012412531480216,-4.823923254178419,-3.8995780574813392,-3.3490253033695008,2.566617964803521,false
obi,micro,0.5,-0.2313253583450127,97,0.03353437783766045,-6.898155661776586,0.09522257725624096,-2.429312091842709,-3.3488307400033843,-2.666169735947877,-2.2120807135905354,2.8395510337842675,true
obi,micro,1.0,-0.25175955510210885,97,0.04119989471171892,-6.110684429261374,0.11849265345237114,-2.124684929967453,-2.926344163389953,-2.3320054379921586,-1.9287254274477377,2.8760426278144595,true
obi,micro,3.0,-0.24605051778197554,97,0.053197921152435025,-4.625190467066082,0.15244577689930677,-1.6140199012826468,-2.1950068916645513,-1.7646366213966411,-1.4720882471276495,2.8656340999206296,true
obi,micro,5.0,-0.23265041422571284,97,0.0568980223572234,-4.0889015924852625,0.1598667339732571,-1.4552772077312293,-1.9516999453516872,-1.5844094933503654,-1.3359025196685879,2.8097063368839823,true
obi,micro,10.0,-0.20726189400608233,97,0.06382306120792258,-3.2474452037150825,0.16555908772109065,-1.2518907711985365,-1.6388637370238859,-1.354142990585652,-1.1588494310131574,2.5940323855938647,false
obi,micro,30.0,-0.1445465641669496,97,0.08877349848529555,-1.628262562964017,0.16697049899030705,-0.8657012169277928,-1.0579817456371536,-0.9116267618188005,-0.8333407994574952,1.880859736737356,false
obi,micro,60.0,-0.0666374456897382,97,0.13170643756313757,-0.5059543551756418,0.1472813821038769,-0.4524498937872481,-0.4773343219525024,-0.4656899278901458,-0.43527706623638296,1.118254998228716,false
ofi_10s,mid,0.1,0.045677912382675705,97,0.002487694892083124,18.361541251719313,0.003641783460052323,12.542731571969803,13.307119923960743,12.346352499306766,12.443987212989539,1.4639188558219045,false
ofi_10s,mid,0.5,0.15966105753117885,97,0.00765121256527833,20.867418878901688,0.0097980655482757,16.295161197332117,16.155270305770713,15.518836461988508,17.100705621112073,1.280589901885607,false
ofi_10s,mid,1.0,0.23700653980216235,97,0.011697132612819119,20.261934924326855,0.013149445257047058,18.024071371006748,16.286243417788466,16.41893093011786,20.002189776020547,1.1241597143761815,false
ofi_10s,mid,3.0,0.3893617684393904,97,0.02514057347603862,15.487386109568643,0.031380320157209415,12.40783288662328,12.595049386606709,12.061445365546025,12.790507592465131,1.2481942859067185,false
ofi_10s,mid,5.0,0.47723500651776024,97,0.03699778456822618,12.899015767760625,0.04979826129241048,9.583366851213606,10.240612169152898,9.590279519010945,9.581424954874166,1.3459795464395832,false
ofi_10s,mid,10.0,0.6200489599206159,97,0.057642861881513976,10.756734479893428,0.08390081079962107,7.390261834316103,8.344133821879401,7.772554991695911,7.202965627735503,1.4555281965715168,false
ofi_10s,mid,30.0,0.6947091628534758,97,0.12270875802495133,5.661447267783569,0.16267096920303795,4.270640091818558,4.965361385607667,4.553900940102966,3.84527693372754,1.325667147327502,false
ofi_10s,mid,60.0,1.076050572157967,97,0.27368392556359844,3.9317273381768825,0.3268583367828431,3.292100739265737,3.539211457546589,3.4502473107392917,3.057806933649662,1.1942913202145224,false
ofi_10s,micro,0.1,0.02790089536923358,97,0.002531794972572613,11.020203322737014,0.00422160748234741,6.609069053885461,7.312962789458114,6.725737966357792,6.243900188671386,1.667436553149381,false
ofi_10s,micro,0.5,0.09344918490108084,97,0.007839540065117572,11.92023819316744,0.010159059410093681,9.198606005614362,8.681591456663094,8.729603588995744,9.519099263627094,1.2958744168292382,false
ofi_10s,micro,1.0,0.15018705733778276,97,0.010983544566415123,13.673824185774825,0.01159833520865258,12.949018513082839,10.614836364793861,11.413154176980022,14.765015513357021,1.0559737922962802,false
ofi_10s,micro,3.0,0.27672251201667075,97,0.02437952669423713,11.350610513783389,0.02414692393575545,11.459948801466805,9.865232581454855,10.466106993366644,12.791129229800575,0.9904590945755865,false
ofi_10s,micro,5.0,0.35665981041862005,97,0.035950157856279016,9.920952554491391,0.03542310365581244,10.068564682645956,9.002881360974325,9.41871085356786,10.666350088583865,0.9853393077556537,false
