dt,n_post_bid,n_post_ask,n_fill_bid,n_fill_ask,n_fill,n_pair,realized_bp,forced_n,forced_pnl_bp,forced_cost_bp,n_timeout,timeout_pnl_bp,timeout_cost_bp,total_bp,q_abs_mean,q_abs_max,p_absq_ge2,t_off_med,pair_pnl_mean,p_off_0.25s,p_off_1s,p_off_5s,p_off_10s,p_off_30s,p_off_60s
2026-05-04,27469,19699,1163,1164,2327,1163,1986.8867398663685,1,-3.7006104698909463,3.0938710067867627,0,0.0,0.0,1983.1861293964776,0.5002148689299527,1,0.0,19.05,1.7084150815703933,0.0060189165950128975,0.043852106620808254,0.19862424763542563,0.33963886500429924,0.6517626827171109,0.8091143594153053
2026-05-05,34759,31690,1209,1208,2417,1208,2787.964032372407,1,1.7278162459527624,0.9938786803305222,0,0.0,0.0,2789.69184861836,0.5002068680182044,1,0.0,16.988500000000002,2.307917245341394,0.0074503311258278145,0.055463576158940396,0.2367549668874172,0.3882450331125828,0.652317880794702,0.8021523178807947
2026-05-06,38609,40220,2107,2106,4213,2106,6280.872914853923,1,6.197855875815077,3.577349058822741,0,0.0,0.0,6287.070770729738,0.5001186802753382,1,0.0,14.437000000000001,2.9823708047739426,0.018518518518518517,0.07454890788224122,0.2730294396961064,0.4074074074074074,0.6894586894586895,0.842355175688509
2026-05-07,40959,28953,1488,1489,2977,1488,2132.4787957424064,1,-5.434380204533957,3.1737828644140547,0,0.0,0.0,2127.0444155378723,0.5001679543164259,1,0.0,14.6025,1.4331174702569944,0.010752688172043012,0.061155913978494625,0.2701612903225806,0.415994623655914,0.6760752688172043,0.8279569892473119
2026-05-08,39997,33292,1778,1778,3556,1778,2611.3000336381374,0,0.0,0.0,0,0.0,0.0,2611.3000336381374,0.5,1,0.0,11.458,1.4686726848358445,0.016310461192350956,0.06974128233970754,0.312710911136108,0.46625421822272217,0.7232845894263217,0.8655793025871766
2026-05-09,11415,9765,1443,1442,2885,1442,7304.7357057392865,1,-3.1368572354136393,4.085495934432602,0,0.0,0.0,7301.598848503872,0.5001733102253033,1,0.0,20.616999999999997,5.065697438099371,0.010402219140083218,0.03814147018030513,0.18654646324549237,0.31137309292649096,0.6858529819694869,0.8217753120665742
2026-05-10,10319,12101,1129,1129,2258,1129,1212.0322605874615,0,0.0,0.0,0,0.0,0.0,1212.0322605874615,0.5,1,0.0,16.583,1.0735449606620577,0.01682905225863596,0.05934455270150576,0.2754650132860939,0.4003542958370239,0.6448184233835252,0.7767936226749336
2026-05-11,51952,49045,4357,4357,8714,4357,8483.100097878101,0,0.0,0.0,0,0.0,0.0,8483.100097878101,0.5,1,0.0,5.933,1.9470048422947221,0.038099609823272894,0.14597199908193711,0.45673628643562086,0.6339224236860225,0.891209547854028,0.9648840945604774
2026-05-12,54137,45443,3152,3153,6305,3152,2436.5269529379107,1,-2.9380749524029164,2.5828649587493966,0,0.0,0.0,2433.5888779855077,0.5000793021411578,1,0.0,6.5085,0.7730098200945138,0.019352791878172588,0.11104060913705584,0.43210659898477155,0.6129441624365483,0.8746827411167513,0.9651015228426396
2026-05-13,42157,29780,2598,2597,5195,2597,1266.0218115686057,1,-1.1828552657771976,1.468138164443701,0,0.0,0.0,1264.8389563028286,0.5000962463907603,1,0.0,6.392,0.4874939590175608,0.016172506738544475,0.10512129380053908,0.42703118983442434,0.6380438968040046,0.8898729303041971,0.9626492106276473
