dt,side,n,sum_A,nq_0.1,A_0.1,spr_0.1,B_0.1,nB_0.1,nq_0.5,A_0.5,spr_0.5,B_0.5,nB_0.5,nq_1,A_1,spr_1,B_1,nB_1,nq_2,A_2,spr_2,B_2,nB_2,nq_5,A_5,spr_5,B_5,nB_5,nq_10,A_10,spr_10,B_10,nB_10,nq_30,A_30,spr_30,B_30,nB_30,nq_60,A_60,spr_60,B_60,nB_60,sum_B_1,n_B_1,sum_rest_1,sum_tot_1,sum_B_10,n_B_10,sum_rest_10,sum_tot_10
2026-05-04,1,12249,-20363.9802282744,418,-4.456008317641401,1070.2286647541819,-864.5206246325816,418,1523,-169.39915746297723,3905.1260523150568,-4818.24346386164,1523,2672,-874.3289661382856,6852.951036310709,-8271.490408154608,2672,4305,-2495.383819503498,10908.695073786392,-13679.705448784138,4305,7950,-8918.108062019197,20252.201731470916,-25246.18763038129,7950,12249,-20363.9802282744,31289.881377924612,-37213.83419232915,12249,12249,-20363.9802282744,31289.881377924612,-37213.83419232915,12249,12249,-20363.9802282744,31289.881377924612,-37213.83419232915,12249,-24669.91121787398,12249,-32923.03291437663,-53287.01314265105,-37213.83419232915,12249,-32923.03291437663,-53287.01314265105
2026-05-04,-1,14263,21507.639437758615,650,4.412316023037482,1797.1282958798267,1468.7379596770188,650,1785,255.65661425263988,4402.954597004606,6129.050635724565,1785,2871,971.6460810680154,7056.633370993071,9469.350275714609,2871,4857,2606.408365669238,12055.08188709247,15705.399939157101,4857,9135,9205.566993917197,22881.773461938123,27067.54824348037,9135,14263,21507.639437758615,36138.9630370955,39958.0838193985,14263,14263,21507.639437758615,36138.9630370955,39958.0838193985,14263,14263,21507.639437758615,36138.9630370955,39958.0838193985,14263,24093.835585386165,14263,34036.08038800114,55543.71982575981,39958.0838193985,14263,34036.08038800114,55543.71982575981
2026-05-05,1,9552,-15764.049396647575,342,-4.888676544188078,520.4351355307177,-921.5348151994276,342,1166,-117.37232358513661,1699.9106658375342,-3015.943620714632,1166,2008,-587.5352161432547,2977.7797323975037,-4908.102068255083,2008,3318,-1886.7262272100636,5038.225659584125,-7833.538785132625,3318,6163,-6960.227993697378,9661.629911190506,-14097.669010336376,6163,9552,-15764.049396647575,15221.776382159715,-21065.788426191008,9552,9552,-15764.049396647575,15221.776382159715,-21065.788426191008,9552,9552,-15764.049396647575,15221.776382159715,-21065.788426191008,9552,-15308.11171551793,9552,-18758.168569577057,-34522.21796622467,-21065.788426191008,9552,-18758.168569577057,-34522.21796622467
2026-05-05,-1,11982,19378.610035295424,416,12.475775500193585,635.2354150891002,1324.227889657422,416,1378,170.4193416632875,2054.9740561905537,5023.111654626502,1378,2367,691.673948069644,3529.130138018167,8379.040891453946,2367,3940,2067.6274364002757,5964.770395731348,12956.51768619244,3940,7489,7719.3505326159775,11445.833512857262,23742.311971916235,7489,11982,19378.610035295424,18422.17584506758,35593.37066926674,11982,11982,19378.610035295424,18422.17584506758,35593.37066926674,11982,11982,19378.610035295424,18422.17584506758,35593.37066926674,11982,20517.679143979647,11982,30431.13267195677,49809.74270725222,35593.37066926674,11982,30431.13267195677,49809.74270725222
2026-05-06,1,15078,-33351.734667107376,816,-13.99443841073204,1788.382361428245,-1911.3830496294277,816,2117,-392.724332004845,4718.025860339729,-7518.054128919083,2117,3346,-1461.5390595065583,7612.738674373098,-12452.06397404352,3346,5425,-4028.7849791590806,12190.764844081796,-18851.588488052294,5425,9885,-15019.642376160064,22221.616057964828,-33641.68199058127,9885,15078,-33351.734667107376,34349.36664049361,-49563.01200489664,15078,15078,-33351.734667107376,34349.36664049361,-49563.01200489664,15078,15078,-33351.734667107376,34349.36664049361,-49563.01200489664,15078,-29518.52953965045,15078,-43813.611329280124,-77165.34599638758,-49563.01200489664,15078,-43813.611329280124,-77165.34599638758
2026-05-06,-1,14094,30998.832223984395,462,2.5618454126613153,1081.1741239899072,1059.5023443546268,462,1677,357.0999424906577,3623.112563515103,4514.345282949205,1677,2830,1334.872454302783,6380.591803825104,8521.42369295832,2830,4713,3656.9790017930763,10573.547747569408,14278.621813484438,4713,8952,13167.92469716736,19911.50867218103,26023.594279214623,8952,14094,30998.832223984395,31645.750137304225,39031.32664055001,14094,14094,30998.832223984395,31645.750137304225,39031.32664055001,14094,14094,30998.832223984395,31645.750137304225,39031.32664055001,14094,23804.72007714366,14094,33412.10828873768,64410.94051272214,39031.32664055001,14094,33412.10828873768,64410.94051272214
2026-05-07,1,12789,-29010.651566023127,410,-4.843958812956046,622.1292455664004,-1262.4562173095194,410,1603,-278.09761751369615,2221.805583885936,-4709.117344799768,1603,2667,-1239.9149092411799,3724.6639199024667,-7778.405043846778,2667,4320,-3400.437048449361,6108.241529531197,-11764.187221864038,4320,8059,-11994.330265985438,11717.320079153093,-21718.400454514296,8058,12789,-29010.651566023127,19247.32737750915,-33964.10109195218,12788,12789,-29010.651566023127,19247.32737750915,-33964.10109195218,12788,12789,-29010.651566023127,19247.32737750915,-33964.10109195218,12788,-25863.10869641333,12789,-30843.31731366591,-59853.968879689135,-33964.10109195218,12788,-30843.31731366591,-59853.968879689135
2026-05-07,-1,11680,27882.989015804756,406,13.429803712523608,606.1760550153949,1547.840891516088,406,1420,338.7348965833231,1956.244012084765,4246.45355130166,1420,2355,1167.8264445014265,3206.473232923665,6557.7420543742155,2355,3833,3254.0350142288144,5257.456492338309,9990.782887499421,3833,7354,12025.835963618625,10373.467825640837,17527.917505688027,7354,11680,27882.989015804756,16968.908883825836,26816.525220306896,11677,11680,27882.989015804756,16968.908883825836,26816.525220306896,11677,11680,27882.989015804756,16968.908883825836,26816.525220306896,11677,20638.52030860033,11680,24516.75088882314,52399.73990462803,26816.525220306896,11677,24516.75088882314,52399.73990462803
2026-05-08,1,14410,-27102.344272343842,534,-8.384049918450849,699.72016331949,-718.7240975635463,534,1755,-274.0639777104446,2205.570644928569,-3484.1004073153304,1755,3036,-1071.1869711846234,3799.454361546711,-5995.976348238171,3036,4941,-3340.0705301178214,6214.660373698345,-9515.83350217346,4941,9155,-11425.364972701283,11720.74059692157,-17435.926454762477,9155,14410,-27102.344272343842,18664.08078764824,-26846.134278559322,14410,14410,-27102.344272343842,18664.08078764824,-26846.134278559322,14410,14410,-27102.344272343842,18664.08078764824,-26846.134278559322,14410,-21398.26202823698,14410,-25576.623226468124,-52678.96749881188,-26846.134278559322,14410,-25576.623226468124,-52678.96749881188
2026-05-08,-1,16055,30007.553493687883,684,6.127370455157102,838.6945550539933,1412.7420699710972,684,2062,276.93740918289944,2510.5568083917483,5329.42521432771,2062,3404,1129.2636415567792,4109.712112776613,8685.711532676549,3404,5510,3370.63502165504,6760.356944326537,13647.657251466682,5510,10218,12371.55893530496,12689.813848643284,24957.880163650865,10218,16055,30007.553493687883,20350.298484107436,39490.878545355394,16055,16055,30007.553493687883,20350.298484107436,39490.878545355394,16055,16055,30007.553493687883,20350.298484107436,39490.878545355394,16055,25011.52716151539,16055,34443.0754163724,64450.62891006028,39490.878545355394,16055,34443.0754163724,64450.62891006028
