feature,target,n,n_days,d1,d10,spread_bp,se_bp,t,monotone_rho,max_dec_share,n_dec_pop,family,ab
ofi_ewma,fwd_mid_60s,1674898,97,-0.5710680751643037,0.8889464341617161,1.70582546348093,0.18108915913989804,9.419809952086183,0.9999999999999999,0.13110410305582787,10,8 OFI,1.70582546348093
ofi_pct,fwd_mid_60s,1657631,96,-0.5130604171232042,0.45047703976710035,1.5766373127839632,0.20094376192945665,7.846162018890927,0.9515151515151514,0.1811856800458003,10,8 OFI,1.5766373127839632
ofi_10s,fwd_mid_60s,1674704,97,-0.4511234710020241,0.8146480667343436,1.5717607594223237,0.23029604584630392,6.824957648084383,0.9999999999999999,0.13496594024973965,10,8 OFI,1.5717607594223237
ofi_ewma,fwd_mid_30s,1674898,97,-0.541781744573619,0.7315303272881402,1.5511728471886816,0.16865510649070226,9.19730733011749,0.9999999999999999,0.13110410305582787,10,8 OFI,1.5511728471886816
ofi_0.5s,fwd_mid_60s,1674898,97,-0.6836601216438731,0.7766826098618476,1.5284813857505006,0.1477646486608175,10.344026122641912,0.9757575757575757,0.15371801745539132,10,8 OFI,1.5284813857505006
ofi_1s,fwd_mid_60s,1674898,97,-0.6154900607943723,0.768923767269302,1.5265960040208078,0.1290706945383083,11.827595795323722,0.9757575757575757,0.1501583977054125,10,8 OFI,1.5265960040208078
ofi_per_time,fwd_mid_60s,1674898,97,-0.6154900607943723,0.768923767269302,1.5265960040208078,0.1290706945383083,11.827595795323722,0.9757575757575757,0.1501583977054125,10,8 OFI,1.5265960040208078
ofi_dollar,fwd_mid_60s,1674898,97,-0.6082046633804712,0.768721836551469,1.5247392035901823,0.12010072772752589,12.695503453146248,0.9757575757575757,0.15013033629510572,10,8 OFI,1.5247392035901823
ofi_per_event,fwd_mid_60s,1329477,97,-0.6673039358533891,0.8310768357817109,1.4908442044749446,0.11958787975991973,12.46651590000516,0.9999999999999999,0.12146505731201067,10,8 OFI,1.4908442044749446
ofi_5s,fwd_mid_60s,1674801,97,-0.5021179350101717,0.77206710427602,1.4523515640994837,0.1553229702725664,9.350526593399833,0.9999999999999999,0.14103466620810473,10,8 OFI,1.4523515640994837
ofi_dollar,fwd_mid_30s,1674898,97,-0.6066615772640493,0.69558417450564,1.4360844101637262,0.10121249165365594,14.18880601297649,0.9999999999999999,0.15013033629510572,10,8 OFI,1.4360844101637262
ofi_1s,fwd_mid_30s,1674898,97,-0.6091858204579792,0.6912964509420257,1.4354376976780927,0.10237116442485128,14.021894795695326,0.9999999999999999,0.1501583977054125,10,8 OFI,1.4354376976780927
ofi_per_time,fwd_mid_30s,1674898,97,-0.6091858204579792,0.6912964509420257,1.4354376976780927,0.10237116442485128,14.021894795695326,0.9999999999999999,0.1501583977054125,10,8 OFI,1.4354376976780927
obi1,fwd_mid_60s,1674898,97,-0.6712765002908047,0.7342783724520887,1.4306870927814361,0.08210599729892858,17.424879300505197,0.9999999999999999,0.10451979762349707,10,2 板の偏り OBI,1.4306870927814361
depth_ratio,fwd_mid_60s,1674898,97,-0.6712765002908047,0.7342783724520887,1.4306870927814361,0.08210599729892858,17.424879300505197,0.9999999999999999,0.10451979762349707,10,2 板の偏り OBI,1.4306870927814361
log_depth_ratio,fwd_mid_60s,1674898,97,-0.6712765002908047,0.7342783724520887,1.4306870927814361,0.08210599729892858,17.424879300505197,0.9999999999999999,0.10451979762349707,10,2 板の偏り OBI,1.4306870927814361
ofi_z,fwd_mid_60s,1674898,97,-0.6788953187855895,0.7826671668534504,1.4295314647065938,0.09682829798056881,14.763571130760425,0.9999999999999999,0.10782268532173303,10,8 OFI,1.4295314647065938
ofi_0.25s,fwd_mid_60s,1674898,97,-0.7030826820393568,0.574439960634097,1.4284356897637032,0.1170220236270158,12.206554334734076,0.9757575757575757,0.22174544360313284,10,8 OFI,1.4284356897637032
ofi_2s,fwd_mid_60s,1674898,97,-0.605752329644677,0.8077568794819131,1.4240036017454898,0.1531998592630032,9.29507121348497,0.9999999999999999,0.15631757874210847,10,8 OFI,1.4240036017454898
delta1_bp,fwd_micro_10s,1674898,97,0.6667241557324592,-0.6515366580080427,-1.4140149049804915,0.09639700253217433,-14.668660516788758,-0.709090909090909,0.1096120480172524,10,4 マイクロプライス,1.4140149049804915
obi_x_spread,fwd_micro_10s,1674898,97,0.6667241557324592,-0.6515366580080427,-1.4140149049804915,0.09639700253217433,-14.668660516788758,-0.709090909090909,0.1096120480172524,10,4 マイクロプライス,1.4140149049804915
ofi_0.5s,fwd_mid_30s,1674898,97,-0.6769951594239006,0.6836945947940326,1.4035834064986168,0.12259067901859545,11.44934849643594,0.9999999999999999,0.15371801745539132,10,8 OFI,1.4035834064986168
delta1_bp,fwd_micro_60s,1674898,97,0.7005420317513085,-0.6136994256334912,-1.402447363996233,0.10171271733000178,-13.788318715800928,-0.709090909090909,0.1096120480172524,10,4 マイクロプライス,1.402447363996233
obi_x_spread,fwd_micro_60s,1674898,97,0.7005420317513085,-0.6136994256334912,-1.402447363996233,0.10171271733000178,-13.788318715800928,-0.709090909090909,0.1096120480172524,10,4 マイクロプライス,1.402447363996233
delta1,fwd_micro_10s,1674898,97,0.6633617146407311,-0.6378751900308322,-1.398365524656335,0.0954340008988187,-14.65269727231612,-0.709090909090909,0.10886334570821626,10,4 マイクロプライス,1.398365524656335
ofi_10s,fwd_mid_30s,1674704,97,-0.39060707930354277,0.6475638717963104,1.3928072124312298,0.19950684980367378,6.981250086409726,0.9999999999999999,0.13496594024973965,10,8 OFI,1.3928072124312298
ofi_ewma,fwd_micro_60s,1674898,97,-0.43828601396731914,0.7603939775513613,1.384685714041571,0.17495443212588233,7.914550647366675,0.9999999999999999,0.13110410305582787,10,8 OFI,1.384685714041571
delta1_bp,fwd_micro_30s,1674898,97,0.6650166044019085,-0.6147909122297842,-1.375616815921046,0.09432227204030041,-14.584220525702518,-0.709090909090909,0.1096120480172524,10,4 マイクロプライス,1.375616815921046
obi_x_spread,fwd_micro_30s,1674898,97,0.6650166044019085,-0.6147909122297842,-1.375616815921046,0.09432227204030041,-14.584220525702518,-0.709090909090909,0.1096120480172524,10,4 マイクロプライス,1.375616815921046
delta1,fwd_micro_60s,1674898,97,0.7010187756697649,-0.5904617201184642,-1.3737011136261994,0.10057626570639648,-13.658303019882695,-0.6484848484848483,0.10886334570821626,10,4 マイクロプライス,1.3737011136261994
ofi_pct,fwd_mid_30s,1657631,96,-0.5061703774991186,0.39941871534753715,1.3708516283571655,0.193080601235599,7.0998930994856275,0.9757575757575757,0.1811856800458003,10,8 OFI,1.3708516283571655
delta1_bp,fwd_micro_5s,1674898,97,0.6478544455052255,-0.6285931721074389,-1.3649542185551604,0.09394059072717441,-14.529972698588928,-0.709090909090909,0.1096120480172524,10,4 マイクロプライス,1.3649542185551604
obi_x_spread,fwd_micro_5s,1674898,97,0.6478544455052255,-0.6285931721074389,-1.3649542185551604,0.09394059072717441,-14.529972698588928,-0.709090909090909,0.1096120480172524,10,4 マイクロプライス,1.3649542185551604
ofi_10s,fwd_micro_60s,1674704,97,-0.3618750939997641,0.7259173367659604,1.3619203316699993,0.2257401160266831,6.033133833904013,0.9878787878787878,0.13496594024973965,10,8 OFI,1.3619203316699993
delta1,fwd_micro_5s,1674898,97,0.6467232543664867,-0.6173381743173116,-1.3528979922805056,0.09277898246540298,-14.581944706981426,-0.7212121212121211,0.10886334570821626,10,4 マイクロプライス,1.3528979922805056
ofi_per_event,fwd_mid_30s,1329477,97,-0.6614480012936413,0.7527607990533133,1.3451750062822228,0.09922744583154805,13.556481223610637,0.9999999999999999,0.12146505731201067,10,8 OFI,1.3451750062822228
delta1,fwd_micro_30s,1674898,97,0.6541981033508985,-0.5933312930092047,-1.3420671453381654,0.09404169801072311,-14.270979509378234,-0.6484848484848483,0.10886334570821626,10,4 マイクロプライス,1.3420671453381654
ofi_z,fwd_mid_30s,1674898,97,-0.6502714940515569,0.7350872944425011,1.3417741377264727,0.0825839641914074,16.247393193872377,0.9999999999999999,0.10782268532173303,10,8 OFI,1.3417741377264727
obi1,fwd_mid_30s,1674898,97,-0.6405895160619886,0.6793916323257388,1.3362120354480642,0.06532015233608578,20.456352100542805,0.9999999999999999,0.10451979762349707,10,2 板の偏り OBI,1.3362120354480642
depth_ratio,fwd_mid_30s,1674898,97,-0.6405895160619886,0.6793916323257388,1.3362120354480642,0.06532015233608578,20.456352100542805,0.9999999999999999,0.10451979762349707,10,2 板の偏り OBI,1.3362120354480642
log_depth_ratio,fwd_mid_30s,1674898,97,-0.6405895160619886,0.6793916323257388,1.3362120354480642,0.06532015233608578,20.456352100542805,0.9999999999999999,0.10451979762349707,10,2 板の偏り OBI,1.3362120354480642
delta1_bp,fwd_micro_3s,1674898,97,0.6410500544916539,-0.6133620485442497,-1.3208990529404827,0.08651162066698892,-15.268458072529336,-0.709090909090909,0.1096120480172524,10,4 マイクロプライス,1.3208990529404827
obi_x_spread,fwd_micro_3s,1674898,97,0.6410500544916539,-0.6133620485442497,-1.3208990529404827,0.08651162066698892,-15.268458072529336,-0.709090909090909,0.1096120480172524,10,4 マイクロプライス,1.3208990529404827
delta1,fwd_micro_3s,1674898,97,0.6403927351369222,-0.6027143378934471,-1.3146380543536211,0.08681465493242713,-15.143043019371326,-0.7212121212121211,0.10886334570821626,10,4 マイクロプライス,1.3146380543536211
ofi_2s,fwd_mid_30s,1674898,97,-0.5861460582074209,0.7076585335567234,1.2985357327841105,0.120471333360196,10.778794395025345,0.9999999999999999,0.15631757874210847,10,8 OFI,1.2985357327841105
