feat,side,h,s_dec,q_dec,n,n_fill,sum_pnl,sum_ret,sum_retc,sum_ret_fill,sum_retc_fill,sum_mm,uncond,filled,uncond_mic,filled_mic,p_fill,penalty,penalty_mic,penalty_signed,penalty_mic_signed,alpha_signed,pen_daily,pen_se,n_day,pen_t
obi,1,1.0,0,1,100016.0,25293.0,-26322.70478554368,-40284.38829111458,3504.3219538374847,-38627.94026486047,-29810.466809238544,-3079.6789357830266,-0.4027794382010336,-1.5272186085027661,0.03503761352021161,-1.1786054168836653,0.25288953767397215,-1.1244391703017325,-1.2136430304038768,-1.1244391703017325,-1.2136430304038768,-0.4027794382010336,-1.0787780332844452,0.05624703021128381,97,-19.179288741684175
obi,1,3.0,0,1,100014.0,40577.0,-54504.4055489945,-52991.121724635756,-1863.6125025138917,-75959.31709713377,-58281.82194381111,-3014.714238371106,-0.529837040060749,-1.8719796213897963,-0.018633516332852318,-1.4363265382805803,0.4057132001519787,-1.3421425813290473,-1.417693021947728,-1.3421425813290473,-1.417693021947728,-0.529837040060749,,,,
obi,1,5.0,0,1,100012.0,48786.0,-75536.78654455602,-57090.08261367519,-3448.9495872818757,-102872.24455143102,-79866.71032113442,-3321.0352687489935,-0.570832326257601,-2.1086427366750917,-0.034485357629903166,-1.6370825712527042,0.4878014638243411,-1.5378104104174906,-1.602597213622801,-1.5378104104174906,-1.602597213622801,-0.570832326257601,,,,
obi,1,10.0,0,1,100009.0,60135.0,-110661.7698903906,-64480.16656083914,-7663.190767987555,-146345.1907895157,-115417.4468399311,-3345.2211786704015,-0.6447436386809101,-2.433610888659112,-0.07662501142884695,-1.9193056762273402,0.6012958833704967,-1.788867249978202,-1.8426806647984932,-1.788867249978202,-1.8426806647984932,-0.6447436386809101,-1.678628744460296,0.11153123618318708,97,-15.050749923574712
obi,1,30.0,0,1,99992.0,76709.0,-167147.02342618548,-70681.1830521047,-10928.702369511906,-216037.94820860447,-173132.54516858337,-3693.4904368783887,-0.7068683799914462,-2.8163311763757117,-0.10929576735650758,-2.257004330242649,0.7671513721097688,-2.1094627963842654,-2.1477085628861414,-2.1094627963842654,-2.1477085628861414,-0.7068683799914462,,,,
obi,1,60.0,0,1,99969.0,83661.0,-196181.5355239069,-75893.6812034962,-14264.54943326553,-251274.7185333756,-202351.42551478982,-3040.3593942216935,-0.759172155403137,-3.0034869118630616,-0.1426897281483813,-2.418706751231635,0.8368694295231521,-2.2443147564599246,-2.2760170230832535,-2.2443147564599246,-2.2760170230832535,-0.759172155403137,,,,
obi,1,0.1,0,2,63192.0,3162.0,-1315.00746896542,-5646.74615087889,1994.2272277210097,-2831.0315298071664,-2823.2862326365193,-1461.2335972389797,-0.08935856043294864,-0.8953293895658337,0.031558222998496796,-0.8928798964694875,0.05003797949107482,-0.8059708291328851,-0.9244381194679843,-0.8059708291328851,-0.9244381194679843,-0.08935856043294864,-0.8012231540782171,0.04621114250838301,96,-17.338310861560494
obi,1,0.5,0,2,63192.0,8977.0,-7673.343749456156,-16946.482544733524,3883.103904241581,-11669.035890486293,-10117.161776486266,-2313.503755924362,-0.2681744927322054,-1.2998814626808837,0.06144929586405844,-1.127009220952018,0.14205912140777313,-1.0317069699486783,-1.1884585168160764,-1.0317069699486783,-1.1884585168160764,-0.2681744927322054,,,,
obi,1,1.0,0,2,63192.0,13290.0,-13522.108725943122,-22433.780728925496,3484.456057033688,-19672.78457698027,-15775.310262856308,-2042.2786772301106,-0.35500982290361904,-1.4802697198630752,0.05514077821613002,-1.187006039342085,0.21031143182681353,-1.1252598969594563,-1.2421468175582149,-1.1252598969594563,-1.2421468175582149,-0.35500982290361904,-1.0557018336284556,0.06477412630389433,97,-16.298202598295564
obi,1,3.0,0,2,63190.0,21976.0,-28733.42211612626,-29423.64652222588,1586.0717454849319,-40165.35994883763,-31152.304052593772,-2000.3197914290909,-0.4656377041023244,-1.8276920253384432,0.025100043448091976,-1.4175602499360107,0.34777654692198134,-1.3620543212361187,-1.4426602933841026,-1.3620543212361187,-1.4426602933841026,-0.4656377041023244,,,,
obi,1,5.0,0,2,63189.0,26940.0,-40654.66817619132,-31960.049602656454,1051.0415333711303,-55492.093390991526,-43179.538237398694,-1959.769171556163,-0.5057850195865808,-2.059840140719804,0.016633299045263103,-1.602803943481763,0.4263400275364383,-1.5540551211332234,-1.619437242527026,-1.5540551211332234,-1.619437242527026,-0.5057850195865808,,,,
obi,1,10.0,0,2,63188.0,34492.0,-62293.25961663134,-37049.75567890486,-1523.869445029854,-82742.28630502718,-65417.40224957681,-2286.017364732187,-0.5863416420666085,-2.398883402094027,-0.024116437377822594,-1.896596377408582,0.5458631385706146,-1.8125417600274185,-1.8724799400307592,-1.8125417600274185,-1.8724799400307592,-0.5863416420666085,-1.705659433054859,0.1309796045805864,97,-13.02232846492857
obi,1,30.0,0,2,63173.0,46115.0,-99826.64897679337,-42099.443159029506,-3903.6426421055685,-129326.8785893414,-103488.403741476,-2264.9944370685303,-0.6664151323988018,-2.804442775438391,-0.06179289636562406,-2.2441375635146046,0.7299795798838111,-2.1380276430395893,-2.1823446671489806,-2.1380276430395893,-2.1823446671489806,-0.6664151323988018,,,,
obi,1,60.0,0,2,63157.0,51238.0,-117260.28659756754,-42967.0776323979,-3986.0669374898202,-151212.96654278913,-121207.95895553533,-2069.6816019100875,-0.6803217004037225,-2.9511879180059553,-0.06311362061988093,-2.365587239071301,0.8112798264642083,-2.270866217602233,-2.3024736184514203,-2.270866217602233,-2.3024736184514203,-0.6803217004037225,,,,
obi,1,0.1,0,3,46282.0,1918.0,-870.8701012078249,-3477.857648820128,1582.7275452765214,-1781.0116130997142,-1799.8837523209766,-899.748119754955,-0.07514492996888916,-0.9285774833679428,0.034197475158301745,-0.9384169720130222,0.04144159716520462,-0.8534325533990537,-0.972614447171324,-0.8534325533990537,-0.972614447171324,-0.07514492996888916,-0.7934330526047092,0.05418880938904342,96,-14.642009329054119
obi,1,0.5,0,3,46282.0,5525.0,-5026.6500970238185,-10792.260219950827,3573.5720542210897,-7403.101218627482,-6662.378657339058,-1553.872930299862,-0.23318482822589404,-1.339927822376015,0.07721299974549695,-1.2058603904686078,0.1193768635754721,-1.106742994150121,-1.2830733902141047,-1.106742994150121,-1.2830733902141047,-0.23318482822589404,,,,
obi,1,1.0,0,3,46282.0,8175.0,-8452.711963841262,-13784.528461727667,4324.855254310315,-12206.728583836555,-9876.233543960852,-1290.2388500244379,-0.2978377870819685,-1.4931778084203737,0.09344572953438303,-1.2081019625640186,0.176634544747418,-1.1953400213384051,-1.3015476920984017,-1.1953400213384051,-1.3015476920984017,-0.2978377870819685,-1.1250334875686179,0.06778642964911157,97,-16.59673615194399
obi,1,3.0,0,3,46281.0,14070.0,-18328.83736127075,-18899.881784413177,3003.9552881494196,-25488.707533334764,-19886.546028932768,-1284.8414958900635,-0.4083723727752896,-1.8115641459370835,0.06490687945700006,-1.4134005706419877,0.30401244571206326,-1.4031917731617938,-1.4783074500989877,-1.4031917731617938,-1.4783074500989877,-0.4083723727752896,,,,
obi,1,5.0,0,3,46280.0,17643.0,-26179.605507555516,-21181.09755623574,2584.7327728929936,-35646.21023320927,-27822.323770743085,-1271.984779519641,-0.4576728080431232,-2.02041660903527,0.05584988705473193,-1.5769610480498264,0.3812229904926534,-1.562743800992147,-1.6328109351045583,-1.562743800992147,-1.6328109351045583,-0.4576728080431232,,,,
obi,1,10.0,0,3,46278.0,23169.0,-41338.09879189699,-24822.67195006343,523.624864324274,-54687.11104482383,-43405.0493535986,-1517.4288875956602,-0.5363816921661142,-2.360356987561994,0.011314768665981113,-1.873410563839553,0.5006482561908466,-1.8239752953958797,-1.8847253325055342,-1.8239752953958797,-1.8847253325055342,-0.5363816921661142,-1.686222993134711,0.11651840713370157,97,-14.471730558415702
obi,1,30.0,0,3,46263.0,32229.0,-70962.11720142895,-27114.600377392315,-79.60016470586939,-91324.6137192854,-73963.52909961453,-2043.402666097913,-0.5860968890342675,-2.833616113416035,-0.0017206010138959727,-2.2949371404515975,0.6966474288308151,-2.2475192243817674,-2.2932165394377013,-2.2475192243817674,-2.2932165394377013,-0.5860968890342675,,,,
obi,1,60.0,0,3,46242.0,36475.0,-89626.15699097831,-30029.875987395215,-2275.7063128702466,-113595.38860817414,-92952.92709106917,-2029.3894562144922,-0.6494069457937636,-3.11433553415145,-0.04921297333312241,-2.548401016890176,0.7887850871502098,-2.464928588357686,-2.4991880435570537,-2.464928588357686,-2.4991880435570537,-0.6494069457937636,,,,
obi,1,0.1,0,4,36165.0,1440.0,-549.5231725421045,-2566.6291792149127,1055.2590771706866,-1254.0539809776694,-1270.141314989344,-699.6867729404952,-0.0709699759218834,-0.8708708201233816,0.029179014991585418,-0.8820425798537112,0.03981750311074243,-0.7999008442014982,-0.9112215948452965,-0.7999008442014982,-0.9112215948452965,-0.0709699759218834,-0.8408294711554597,0.0526101649786333,92,-15.982262581707316
obi,1,0.5,0,4,36165.0,3969.0,-3592.7613294960265,-7946.884634138458,2806.896632044895,-5267.443904197106,-4814.159041074734,-1166.2680871156003,-0.21973965530591616,-1.3271463603419265,0.07761362179026393,-1.2129400456222559,0.10974699294898382,-1.1074067050360104,-1.2905536674125198,-1.1074067050360104,-1.2905536674125198,-0.21973965530591616,,,,
obi,1,1.0,0,4,36163.0,5929.0,-6278.863057376999,-10419.5845846005,2740.500590462539,-8902.002985586134,-7361.778134826409,-989.1168732517473,-0.28812832410476175,-1.5014341348602014,0.07578189283141717,-1.2416559512272574,0.16395210574343944,-1.2133058107554398,-1.3174378440586745,-1.2133058107554398,-1.3174378440586745,-0.28812832410476175,-1.2488904294482974,0.10375304238902033,96,-12.037145135133514
obi,1,3.0,0,4,36161.0,10030.0,-14193.68594706392,-14410.76538953413,1773.4711176001326,-19010.83815763972,-15357.405612545444,-980.2803569421316,-0.3985167829853746,-1.895397622895286,0.04904375204225914,-1.5311471198948599,0.2773706479356213,-1.4968808399099114,-1.580190871937119,-1.4968808399099114,-1.580190871937119,-0.3985167829853746,,,,
obi,1,5.0,0,4,36161.0,12660.0,-20130.298291541752,-15882.810978502283,1653.9391184745427,-26571.903237060178,-21306.30326549586,-920.4774192264506,-0.43922488256691694,-2.098886511616128,0.0457382018880712,-1.6829623432461185,0.3501009374740743,-1.659661629049211,-1.7287005451341897,-1.659661629049211,-1.7287005451341897,-0.43922488256691694,,,,
obi,1,10.0,0,4,36159.0,16989.0,-31881.546992883228,-18397.09060182564,451.7210313119501,-41170.486566198844,-33505.084566027355,-1234.7107308948148,-0.5087831688328117,-2.4233613847900903,0.012492630640005258,-1.9721634331642448,0.46984153322824196,-1.9145782159572786,-1.98465606380425,-1.9145782159572786,-1.98465606380425,-0.5087831688328117,-1.8708845226193673,0.16495391278580726,97,-11.34186204511991
obi,1,30.0,0,4,36151.0,24373.0,-58459.15033514719,-24165.55090532431,-3814.802049133207,-73036.7081457431,-60618.74507031983,-1465.448936166825,-0.6684614783913118,-2.996623646893821,-0.10552410857606172,-2.4871269466343833,0.6741998838206412,-2.3281621685025096,-2.3816028380583214,-2.3281621685025096,-2.3816028380583214,-0.6684614783913118,,,,
obi,1,60.0,0,4,36142.0,27738.0,-72091.06145604198,-24451.754774669775,-3554.5073417043627,-89368.04824369408,-74277.0452339072,-1250.2512037352801,-0.6765468091049133,-3.221863445226551,-0.09834838530530582,-2.6778082498344222,0.7674727463892425,-2.5453166361216377,-2.5794598645291162,-2.5453166361216377,-2.5794598645291162,-0.6765468091049133,,,,
obi,1,0.1,0,5,29933.0,1093.0,-495.6944556327316,-1885.0263947821772,829.0642778313987,-983.610580261578,-1050.3401100424985,-539.1105666154863,-0.06297485700672092,-0.8999181887114163,0.02769733330542875,-0.9609699085475741,0.03651488323923429,-0.8369433317046954,-0.9886672418530029,-0.8369433317046954,-0.9886672418530029,-0.06297485700672092,-0.8386893114350595,0.08270342984268521,87,-10.140925388830635
obi,1,0.5,0,5,29933.0,3012.0,-2804.7768756946884,-6093.075021135768,2052.0611312650485,-3960.1848161081407,-3705.94706839971,-862.9222023896599,-0.20355711158707007,-1.3148023957862354,0.0685551441975428,-1.230394113014512,0.10062472856045168,-1.1112452841991654,-1.2989492572120547,-1.1112452841991654,-1.2989492572120547,-0.20355711158707007,,,,
obi,1,1.0,0,5,29933.0,4489.0,-4871.3026988087395,-8065.221442778626,2113.9334521833753,-6699.822636835473,-5671.887427494668,-735.6985574391574,-0.2694424696080789,-1.4924978028147633,0.07062217125524924,-1.2635080034516972,0.14996826245281128,-1.2230553332066845,-1.3341301747069465,-1.2230553332066845,-1.3341301747069465,-0.2694424696080789,-1.2336918924698095,0.08339344626925008,95,-14.793631246352659
obi,1,3.0,0,5,29932.0,7802.0,-10453.281449089209,-11466.656360006005,1286.1445542789875,-13924.49235078814,-11233.014269064803,-651.3542711726659,-0.3830902164909129,-1.7847337029977108,0.04296888127351956,-1.4397608650429123,0.2606574903113724,-1.401643486506798,-1.482729746316432,-1.401643486506798,-1.482729746316432,-0.3830902164909129,,,,
obi,1,5.0,0,5,29929.0,9960.0,-15323.206723012332,-12665.047932060177,1044.2354046057203,-20029.901967955175,-16265.2053394082,-760.3266057207583,-0.4231697661819699,-2.0110343341320456,0.03489042081612217,-1.633052744920502,0.33278759731364227,-1.5878645679500756,-1.6679431657366242,-1.5878645679500756,-1.6679431657366242,-0.4231697661819699,,,,
obi,1,10.0,0,5,29924.0,13257.0,-25180.354069680016,-14956.019698444896,148.55772219003234,-32050.656871357773,-26289.53103404643,-827.3758482996827,-0.49980015032899666,-2.417640255816382,0.0049645008083823135,-1.9830678912307786,0.443022323218821,-1.9178401054873853,-1.988032392039161,-1.9178401054873853,-1.988032392039161,-0.49980015032899666,-2.015248434575244,0.23016402942120004,97,-8.755705396899097
obi,1,30.0,0,5,29921.0,19212.0,-46842.856539040935,-19848.06320590387,-3607.8964512127827,-57820.04020405502,-48507.06181107045,-1156.8347448932668,-0.663348925701142,-3.009579440144442,-0.12058074433383853,-2.524831449670542,0.6420908392099195,-2.3462305144432998,-2.4042507053367035,-2.3462305144432998,-2.4042507053367035,-0.663348925701142,,,,
obi,1,60.0,0,5,29900.0,22297.0,-59692.98634160833,-21402.180697433145,-4806.607795979796,-73188.68633500728,-61895.67218945445,-1490.8902310860494,-0.7157919965696704,-3.282445456115499,-0.16075611357791958,-2.7759641292305894,0.7457190635451505,-2.5666534595458286,-2.61520801565267,-2.5666534595458286,-2.61520801565267,-0.7157919965696704,,,,
obi,1,0.1,0,6,23444.0,685.0,-369.2954422472252,-1268.231515060574,952.1127272175451,-653.3807684999006,-755.8487486282049,-376.47803587243635,-0.05409620862739183,-0.9538405379560593,0.040612213240809804,-1.1034288301141677,0.029218563385087867,-0.8997443293286674,-1.1440410433549775,-0.8997443293286674,-1.1440410433549775,-0.05409620862739183,-0.9250212830301,0.0590690699608822,81,-15.659994031439542
obi,1,0.5,0,6,23444.0,2098.0,-2010.201197349296,-4271.174951316655,2101.9439687051286,-2753.721111206912,-2624.926675737554,-589.0025426363097,-0.1821862715968544,-1.3125458108707875,0.08965807749126124,-1.2511566614573661,0.08948984814878007,-1.130359539273933,-1.3408147389486273,-1.130359539273933,-1.3408147389486273,-0.1821862715968544,,,,
obi,1,1.0,0,6,23444.0,3207.0,-3455.912006581737,-5580.038091162179,2607.127798632538,-4668.026864787924,-4021.144473958591,-522.5198596358728,-0.2380156155588713,-1.4555743264072105,0.1112066114414152,-1.253864818820889,0.13679406244668146,-1.2175587108483392,-1.3650714302623042,-1.2175587108483392,-1.3650714302623042,-0.2380156155588713,-1.24620151253436,0.10064048163716702,94,-12.382706166164965
obi,1,3.0,0,6,23442.0,5647.0,-7498.76496005814,-7746.086570430031,2639.060329431837,-9874.31050708793,-8023.28300224443,-434.479341739138,-0.3304362499116983,-1.7485940334846697,0.11257829235695918,-1.4208044983609756,0.24089241532292466,-1.4181577835729713,-1.5333827907179347,-1.4181577835729713,-1.5333827907179347,-0.3304362499116983,,,,
obi,1,5.0,0,6,23441.0,7163.0,-10585.545836770252,-8577.569028995837,2836.0387538562927,-13813.842445396212,-11169.839684726658,-455.2485762216918,-0.36592163427310426,-1.9284995735580361,0.12098625288410446,-1.5593801039685409,0.30557570069536283,-1.562577939284932,-1.6803663568526452,-1.562577939284932,-1.6803663568526452,-0.36592163427310426,,,,
obi,1,10.0,0,6,23441.0,9665.0,-16958.03780389201,-10100.37945231004,2345.8249088520492,-21862.691376090435,-17721.304656946475,-557.609776062566,-0.43088517777868013,-2.262047736791561,0.10007358512230917,-1.8335545428811666,0.4123117614436244,-1.8311625590128808,-1.9336281280034757,-1.8311625590128808,-1.9336281280034757,-0.43088517777868013,-1.796444005928478,0.11973412019347085,97,-15.003609689750231
obi,1,30.0,0,6,23440.0,14227.0,-32543.47731084685,-11222.022412958062,2294.1687329715805,-40782.0165439431,-33712.80898159784,-783.3887487149045,-0.47875522239582174,-2.8665225658215436,0.09787409270356573,-2.3696358319812916,0.6069539249146758,-2.387767343425722,-2.4675099246848573,-2.387767343425722,-2.4675099246848573,-0.47875522239582174,,,,
obi,1,60.0,0,6,23438.0,16858.0,-42703.27647143441,-12603.608093200039,1497.4840114417184,-53072.51286641001,-44002.83413175583,-755.8299352672205,-0.5377424734704342,-3.1482093288889557,0.06389128814069965,-2.610204895702683,0.7192593224677873,-2.6104668554185215,-2.6740961838433828,-2.6104668554185215,-2.6740961838433828,-0.5377424734704342,,,,
obi,1,0.1,0,7,18772.0,413.0,-180.10938319372184,-935.3457944903101,1002.215715675154,-373.92884088181864,-417.4326936561455,-230.30618746489932,-0.04982664577510708,-0.9053967091569459,0.053388861904706694,-1.0107329144216597,0.022000852333262304,-0.8555700633818388,-1.0641217763263664,-0.8555700633818388,-1.0641217763263664,-0.04982664577510708,-0.8969961253919916,0.10796387972255589,80,-8.308298365129893
obi,1,0.5,0,7,18772.0,1231.0,-1145.5893173616494,-3138.6967912188443,2446.102890265786,-1698.8726258899244,-1541.8544960954341,-375.9817372031282,-0.1672009797154722,-1.3800752444272335,0.13030592852470627,-1.2525219302156247,0.06557639036863414,-1.2128742647117612,-1.382827858740331,-1.2128742647117612,-1.382827858740331,-0.1672009797154722,,,,
obi,1,1.0,0,7,18772.0,1900.0,-2107.625162750166,-3717.8180917247414,3380.7130648275497,-3024.6544283676167,-2462.7591425596224,-318.3070060027315,-0.19805125142364913,-1.5919233833513773,0.18009338721646867,-1.2961890223998014,0.10121457489878542,-1.393872131927728,-1.47628240961627,-1.393872131927728,-1.47628240961627,-0.19805125142364913,-1.3363084408294836,0.11852727834017088,94,-11.274269177043832
obi,1,3.0,0,7,18772.0,3477.0,-5107.555689424583,-5491.604901648062,3356.55430182614,-6952.153706296345,-5597.703627972229,-412.24357606642684,-0.2925423450696815,-1.9994689980720004,0.1788064298863275,-1.609923390270989,0.18522267206477733,-1.7069266530023188,-1.7887298201573165,-1.7069266530023188,-1.7887298201573165,-0.2925423450696815,,,,
obi,1,5.0,0,7,18769.0,4547.0,-7776.926775736676,-5872.461297295829,3685.49175570534,-10302.712679350272,-8404.900855934666,-516.8338764403658,-0.3128808832274404,-2.265826408478177,0.19636058158161543,-1.8484497154023896,0.24226117534231978,-1.9529455252507368,-2.044810296984005,-1.9529455252507368,-2.044810296984005,-0.3128808832274404,,,,
obi,1,10.0,0,7,18767.0,6530.0,-13725.3705120409,-7503.346485853374,3425.814517497788,-17645.789477810624,-14364.569649270416,-461.45001504002346,-0.39981597942416874,-2.702264851119544,0.18254460049543283,-2.199780957009252,0.3479511909202323,-2.3024488716953755,-2.382325557504685,-2.3024488716953755,-2.382325557504685,-0.39981597942416874,-2.0707127754267707,0.14999829079856178,96,-13.804909138648833
obi,1,30.0,0,7,18761.0,10445.0,-29144.667681552517,-12433.226991044867,-530.5131454500954,-36042.40456334812,-30172.84104920566,-689.5369946668861,-0.6627166457568822,-3.450684974949557,-0.028277444989611183,-2.888735380488814,0.556740045839774,-2.7879683291926747,-2.860457935499203,-2.7879683291926747,-2.860457935499203,-0.6627166457568822,,,,
obi,1,60.0,0,7,18747.0,12789.0,-38872.12707913962,-11885.819607173375,326.77428711732347,-47720.02930085429,-40216.987327633295,-866.8541257685367,-0.6340118209405972,-3.731333904203166,0.017430750899734542,-3.1446545724945887,0.6821891502640423,-3.0973220832625685,-3.162085323394323,-3.0973220832625685,-3.162085323394323,-0.6340118209405972,,,,
obi,1,0.1,0,8,16594.0,295.0,-128.6630235484733,-825.3749382430265,735.7516502149153,-272.4219281939621,-307.99318857475555,-173.33406162192588,-0.04973935990376199,-0.9234641633693631,0.04433841450011542,-1.0440447070330696,0.017777509943353018,-0.8737248034656011,-1.088383121533185,-0.8737248034656011,-1.088383121533185,-0.04973935990376199,-0.8437998223277152,0.09541770228106415,70,-8.843220934436284
obi,1,0.5,0,8,16594.0,891.0,-771.4919211062621,-2590.2659770216555,2163.1473227100278,-1189.6853172484077,-1081.840663276443,-292.3788119529735,-0.15609653953366612,-1.3352248229499526,0.13035719674038976,-1.2141870519376463,0.05369410630348319,-1.1791282834162864,-1.3445442486780361,-1.1791282834162864,-1.3445442486780361,-0.15609653953366612,,,,
obi,1,1.0,0,8,16594.0,1375.0,-1307.7110347793198,-3116.961845552862,2967.758775798205,-1992.378431161281,-1571.584206448992,-233.3626902034248,-0.18783667865209486,-1.4490024953900225,0.17884529202110433,-1.1429703319629032,0.08286127515969628,-1.2611658167379276,-1.3218156239840075,-1.2611658167379276,-1.3218156239840075,-0.18783667865209486,-1.1028397372540035,0.11172407031015079,87,-9.871102388164639
obi,1,3.0,0,8,16594.0,2519.0,-3538.6674919824404,-4255.336882622432,3266.0823805763603,-4871.488188353163,-3874.1316391531022,-273.18526867706106,-0.25643828387504114,-1.9338976531771193,0.19682309151358082,-1.5379641282862653,0.15180185609256358,-1.677459369302078,-1.7347872197998462,-1.677459369302078,-1.7347872197998462,-0.25643828387504114,,,,
obi,1,5.0,0,8,16594.0,3450.0,-5758.656372122985,-4433.021630523691,3740.69557147105,-7681.142429754297,-6140.407143642593,-289.1325844454152,-0.26714605462960656,-2.226418095580956,0.22542458548095998,-1.7798281575775632,0.2079064722188743,-1.9592720409513493,-2.005252743058523,-1.9592720409513493,-2.005252743058523,-0.26714605462960656,,,,
obi,1,10.0,0,8,16593.0,5213.0,-10500.28135500267,-5523.448296192203,3432.1082655391087,-13588.236416865337,-11048.631834642476,-393.4592391881072,-0.33287821950172986,-2.6066058731757793,0.20684073196764352,-2.119438295538553,0.3141686253239318,-2.2737276536740496,-2.3262790275061964,-2.2737276536740496,-2.3262790275061964,-0.33287821950172986,-2.0345675007182993,0.14492059249723124,94,-14.03918839730917
obi,1,30.0,0,8,16590.0,8651.0,-23940.816785112056,-8889.990716802706,958.2076184589439,-29460.80529776169,-24673.57742688787,-435.00149966044773,-0.535864419337113,-3.4054797477472767,0.05775814457257046,-2.8521069734005167,0.521458710066305,-2.8696153284101635,-2.9098651179730872,-2.8696153284101635,-2.9098651179730872,-0.535864419337113,,,,
obi,1,60.0,0,8,16577.0,10886.0,-34570.62392254786,-12468.93989362356,-2318.8384732903,-41798.92182869687,-35496.024704459836,-499.0256076284006,-0.752183138904721,-3.8396951891141713,-0.13988287828257828,-3.260704088228903,0.6566930083851119,-3.08751205020945,-3.1208212099463246,-3.08751205020945,-3.1208212099463246,-0.752183138904721,,,,
obi,1,0.1,0,9,270989.0,7567.0,-636.5513391666158,-8396.00669839231,6524.198460780071,-5037.629696283261,-3003.0775396074914,-2244.933137260539,-0.030982832138545514,-0.6657367115479399,0.02407551030034456,-0.3968650111811142,0.027923642657082023,-0.6347538794093944,-0.4209405214814588,-0.6347538794093944,-0.4209405214814588,-0.030982832138545514,-0.6872484215987018,0.04210655514637093,97,-16.321649187630925
