feat,side,h,s_dec,q_dec,n,n_fill,sum_pnl,sum_ret,sum_retc,sum_ret_fill,sum_retc_fill,sum_mm,uncond,filled,uncond_mic,filled_mic,p_fill,penalty,penalty_mic,penalty_signed,penalty_mic_signed,alpha_signed,pen_daily,pen_se,n_day,pen_t
obi,1,30.0,6,3,54164.0,28381.0,-98784.88128771688,351.78545255579127,-17458.905953312318,-119659.01764874342,-127976.13298493274,393.7856731875832,0.006494820407573135,-4.216166366539002,-0.322334132510751,-4.509218596417771,0.5239827191492504,-4.222661186946575,-4.1868844639070195,-4.222661186946575,-4.1868844639070195,0.006494820407573135,,,,
obi,1,60.0,6,3,54142.0,35154.0,-137092.5445988185,-5926.3706778613405,-23915.68348008297,-164138.87055270717,-174872.34166025152,464.33365753677526,-0.10945976650033874,-4.669137809430141,-0.4417214635603223,-4.974464972983203,0.6492926009382735,-4.559678042929802,-4.532743509422881,-4.559678042929802,-4.532743509422881,-0.10945976650033874,,,,
obi,1,0.1,6,4,59567.0,374.0,-29.102282396031853,985.9849927874363,-4189.712399806621,-273.69574755022444,-310.41665342590017,63.116441905881615,0.016552537357722167,-0.7318068116316161,-0.07033613241906796,-0.8299910519409095,0.006278644215757047,-0.7483593489893383,-0.7596549195218415,-0.7483593489893383,-0.7596549195218415,0.016552537357722167,-0.824962387061284,0.11661689016295478,80,-7.074124390630908
obi,1,0.5,6,4,59567.0,1459.0,-587.4550014209793,3135.6636274547086,-8970.880960142866,-1430.9183094325124,-1787.135799873489,-0.5517572085178557,0.05264095266598467,-0.9807527823389393,-0.15060152366482896,-1.2249045920997184,0.024493427568955964,-1.0333937350049238,-1.0743030684348893,-1.0333937350049238,-1.0743030684348893,0.05264095266598467,,,,
obi,1,1.0,6,4,59567.0,2773.0,-2014.7125141148904,3528.2465986535894,-10345.174280199391,-3571.3507118626094,-4234.7994112364495,-2.2399927563654387,0.05923156443422683,-1.287901446758965,-0.1736729108432419,-1.5271544937744137,0.04655262141789917,-1.3471330111931916,-1.3534815829311717,-1.3471330111931916,-1.3534815829311717,0.05923156443422683,-1.406416637221567,0.12669769645271708,97,-11.100569912464307
obi,1,3.0,6,4,59566.0,6540.0,-9046.886990546433,3840.94553567275,-12304.704921690169,-12813.705413498476,-14184.152207919315,213.97296320220244,0.06448218003009687,-1.9592821733178096,-0.2065726240084976,-2.1688306128316994,0.1097941778867139,-2.0237643533479064,-1.962257988823202,-2.0237643533479064,-1.962257988823202,0.06448218003009687,,,,
obi,1,5.0,6,4,59564.0,9561.0,-18169.57698449118,4276.085525951856,-12346.123395522072,-23909.23115974362,-25981.934473028112,341.8515131755306,0.07178976438707702,-2.500704022564964,-0.20727492101809938,-2.7174913160786645,0.1605164193136794,-2.572493786952041,-2.510216395060565,-2.572493786952041,-2.510216395060565,0.07178976438707702,,,,
obi,1,10.0,6,4,59561.0,15546.0,-41455.25428242156,3603.1594804354636,-13648.282965575312,-51349.15303376371,-54972.99414243589,545.518071241524,0.06049528181923513,-3.3030459947101316,-0.22914798216241017,-3.5361504015461143,0.2610097211262403,-3.3635412765293666,-3.307002419383704,-3.3635412765293666,-3.307002419383704,0.06049528181923513,-3.1760432172354793,0.17730328623115205,97,-17.913053304014007
obi,1,30.0,6,4,59545.0,28286.0,-100409.30100730267,3942.8988856305464,-14139.982891740714,-120403.71837379195,-128085.24412602384,646.6364255729482,0.06621712798103194,-4.256654117718728,-0.23746717426720487,-4.528220466874915,0.47503568729532286,-4.32287124569976,-4.29075329260771,-4.32287124569976,-4.29075329260771,0.06621712798103194,,,,
obi,1,60.0,6,4,59520.0,36395.0,-143469.7923575641,5910.827163712438,-12590.910679500596,-170481.54140601782,-181051.87263458775,570.708122683268,0.09930825207850198,-4.684202264212606,-0.21154083802924387,-4.97463587400983,0.6114751344086021,-4.783510516291108,-4.763095035980586,-4.783510516291108,-4.763095035980586,0.09930825207850198,,,,
obi,1,0.1,6,5,65406.0,308.0,-27.361026357023096,973.3066958525161,-4208.625918786985,-225.7473649632669,-221.74158668462957,90.82484885015063,0.014881000150636273,-0.732945990140477,-0.06434617495011137,-0.7199402165085376,0.004709048099562731,-0.7478269902911133,-0.6555940415584262,-0.7478269902911133,-0.6555940415584262,0.014881000150636273,-0.8092719491632406,0.10339045600904895,79,-7.827337071541802
obi,1,0.5,6,5,65406.0,1239.0,-574.9714579470484,3015.8272016294686,-9628.155646622148,-1209.1470576047311,-1480.9903066032693,-2.2194999401037308,0.046109335559879346,-0.9759056155001865,-0.14720600016240326,-1.1953109819235426,0.018943216218695533,-1.0220149510600658,-1.0481049817611394,-1.0220149510600658,-1.0481049817611394,0.046109335559879346,,,,
obi,1,1.0,6,5,65406.0,2338.0,-1696.855459232472,3383.2408707577424,-11116.64625479967,-2929.791296208198,-3443.288062284972,11.126409905664048,0.051726766210404895,-1.253118604024037,-0.1699637075314141,-1.472749385066284,0.035745956028498914,-1.3048453702344418,-1.30278567753487,-1.3048453702344418,-1.30278567753487,0.051726766210404895,-1.3499124680389745,0.15270171459381324,97,-8.84019194957793
obi,1,3.0,6,5,65405.0,5634.0,-8381.189591859435,4376.422325413349,-12500.98769991213,-11467.378205908992,-12583.710863764947,181.76512477446659,0.06691265691328414,-2.0353883929550927,-0.19113198837874978,-2.233530504750612,0.08614020334836786,-2.1023010498683767,-2.042398516371862,-2.1023010498683767,-2.042398516371862,0.06691265691328414,,,,
obi,1,5.0,6,5,65404.0,8328.0,-16475.949093257896,4469.086806001814,-13387.88617356239,-21285.21620140574,-23053.42685647276,242.8321545131505,0.06833048140789269,-2.555861695653907,-0.2046952200715918,-2.7681828598070077,0.127331661672069,-2.6241921770617997,-2.563487639735416,-2.6241921770617997,-2.563487639735416,0.06833048140789269,,,,
obi,1,10.0,6,5,65397.0,14094.0,-38754.60290875233,4672.7756833640315,-13924.919576630025,-47402.09202075786,-50504.40056312428,520.4565045930565,0.07145244710558636,-3.363281681620396,-0.21292902696805702,-3.5833972302486368,0.21551447314096978,-3.434734128725982,-3.3704682032805797,-3.434734128725982,-3.3704682032805797,0.07145244710558636,-3.2435628714379927,0.17500645784035818,97,-18.53396104043651
obi,1,30.0,6,5,65387.0,27492.0,-104816.32265010965,4126.334653146167,-15871.072595816815,-123582.88552011343,-130834.93271206386,616.9132138419629,0.0631063461107891,-4.49523081333164,-0.24272519913464166,-4.759018358506615,0.42045054827412176,-4.558337159442429,-4.5162931593719735,-4.558337159442429,-4.5162931593719735,0.0631063461107891,,,,
obi,1,60.0,6,5,65366.0,36681.0,-157320.95756394792,5891.3290762562965,-14549.547045161278,-183774.8600144327,-194478.0283539838,307.3318820080303,0.09012834005838351,-5.010083149707824,-0.22258585572256645,-5.301873677216646,0.5611632959030689,-5.100211489766207,-5.07928782149408,-5.100211489766207,-5.07928782149408,0.09012834005838351,,,,
obi,1,0.1,6,6,65497.0,271.0,-39.11324575280216,938.7549084128551,-4141.76303166145,-220.5261583051232,-233.79394744321928,60.2087357347969,0.014332792470080387,-0.813749661642521,-0.06323591968580929,-0.8627082931484106,0.004137594088278853,-0.8280824541126014,-0.7994723734626012,-0.8280824541126014,-0.7994723734626012,0.014332792470080387,-0.7892090405585307,0.05582295994943149,74,-14.1377139670389
obi,1,0.5,6,6,65497.0,1017.0,-583.8999766871044,2789.1459484552784,-9044.835751470306,-1117.0230974498625,-1299.2274729129695,41.98838952129691,0.042584331319835696,-1.0983511282692846,-0.13809542042338283,-1.277509806207443,0.01552742873719407,-1.1409354595891203,-1.1394143857840602,-1.1409354595891203,-1.1394143857840602,0.042584331319835696,,,,
obi,1,1.0,6,6,65495.0,1870.0,-1572.7185415644774,3516.838768517845,-10530.461616111415,-2537.7983792474274,-3009.3470008601835,-64.17239588408563,0.05369629389293602,-1.357111432752635,-0.16078267983985672,-1.6092764710482264,0.028551797847163905,-1.410807726645571,-1.4484937912083695,-1.410807726645571,-1.4484937912083695,0.05369629389293602,-1.4362144020019787,0.13749890833910394,95,-10.445278579666564
obi,1,3.0,6,6,65493.0,4432.0,-6735.949295298413,5149.113370985841,-11545.234997040438,-9109.348692623229,-10112.478838931329,-3.758556276611813,0.07862082010269558,-2.055358459526902,-0.17628196902020732,-2.281696488928549,0.06767135419052418,-2.1339792796295973,-2.105414519908342,-2.1339792796295973,-2.105414519908342,0.07862082010269558,,,,
obi,1,5.0,6,6,65492.0,6808.0,-13689.213434023372,5963.975225828556,-11711.721695117934,-17535.865918356187,-19002.712161766784,164.51770902780714,0.09106417922537953,-2.5757734897702975,-0.1788267528113042,-2.791232691211337,0.10395162767971661,-2.666837668995677,-2.6124059384000327,-2.666837668995677,-2.6124059384000327,0.09106417922537953,,,,
obi,1,10.0,6,6,65486.0,11787.0,-32720.097677491456,7952.694666180047,-10771.23279285678,-39821.14924502014,-42541.95487503249,298.7991365673714,0.12144114262865416,-3.3783956261152235,-0.16448145852329932,-3.609226679819504,0.17999267018904805,-3.4998367687438776,-3.4447452212962046,-3.4998367687438776,-3.4447452212962046,0.12144114262865416,-3.3213818407880735,0.19513400138343437,97,-17.021030764708325
obi,1,30.0,6,6,65464.0,24478.0,-97935.9883626277,8557.772914230334,-11235.189500120796,-114163.55530424339,-120878.7862016521,207.04190894707415,0.13072487037502037,-4.663924965448296,-0.17162393834963943,-4.938262366273882,0.37391543443724795,-4.794649835823317,-4.766638427924243,-4.794649835823317,-4.766638427924243,0.13072487037502037,,,,
obi,1,60.0,6,6,65443.0,33889.0,-153904.8539589932,8380.233169285179,-11714.17332195521,-177606.79488934868,-187333.3525338158,324.24087217284745,0.12805392737626908,-5.240839059557635,-0.17899811014096556,-5.527851294928024,0.517839952324924,-5.368892986933904,-5.348853184787059,-5.368892986933904,-5.348853184787059,0.12805392737626908,,,,
obi,1,0.1,6,7,63298.0,209.0,-47.816932414480625,985.8266290965735,-3611.297572466281,-157.25925259612694,-162.29894438578364,38.08062037566451,0.015574372477749272,-0.7524366152924734,-0.0570523171737856,-0.7765499731377208,0.0033018420803184933,-0.7680109877702227,-0.7194976559639352,-0.7680109877702227,-0.7194976559639352,0.015574372477749272,-0.8313520442712261,0.1560302140667497,67,-5.328147815753005
obi,1,0.5,6,7,63298.0,797.0,-436.0443166445547,3017.6005833131294,-8227.736490518495,-834.4492084800502,-1001.6016421852395,-0.9626826309805381,0.04767292147165992,-1.0469877145295485,-0.1299841462687367,-1.2567147329802253,0.012591235110114063,-1.0946606360012086,-1.1267305867114885,-1.0946606360012086,-1.1267305867114885,0.04767292147165992,,,,
obi,1,1.0,6,7,63296.0,1494.0,-1158.9669224754855,4011.3372343099923,-8950.287010955342,-1899.9120800842652,-2190.5469019805137,17.52236383624428,0.06337426115884087,-1.2716948327203916,-0.14140367497085665,-1.4662295193979342,0.023603387259858444,-1.3350690938792324,-1.3248258444270775,-1.3350690938792324,-1.3248258444270775,0.06337426115884087,-1.2988553970409409,0.09376607698926118,96,-13.852082104167543
obi,1,3.0,6,7,63293.0,3654.0,-5535.486990872745,5176.596437876698,-10435.58020934129,-7533.645495003435,-8224.855958226754,140.33549684415723,0.08178781915656862,-2.0617530090321385,-0.1648773199143869,-2.2509184341069384,0.0577315026938208,-2.143540828188707,-2.0860411141925517,-2.143540828188707,-2.0860411141925517,0.08178781915656862,,,,
obi,1,5.0,6,7,63289.0,5532.0,-11189.156671926878,6444.5431091304845,-10060.877429511778,-14360.21789122379,-15543.137974987942,145.12800679405296,0.10182722288439515,-2.595845605788827,-0.1589672364788791,-2.80967786966521,0.08740855440913903,-2.697672828673222,-2.6507106331863306,-2.697672828673222,-2.6507106331863306,0.10182722288439515,,,,
obi,1,10.0,6,7,63284.0,9750.0,-27289.660174851284,7669.168876695176,-10339.803833498352,-33163.819826138155,-35359.76994757793,290.9342595006503,0.1211865380932807,-3.401417418065452,-0.16338733066017244,-3.626643071546454,0.15406737880032867,-3.522603956158733,-3.463255740886282,-3.522603956158733,-3.463255740886282,0.1211865380932807,-3.2972306584817725,0.14542717268204725,97,-22.672727508019623
obi,1,30.0,6,7,63270.0,21337.0,-92075.81337018337,3042.580800708597,-15218.367006029732,-106031.84609150949,-111603.18145835404,348.64699697086724,0.04808883832319578,-4.969388671861531,-0.24053053589425843,-5.230500138649015,0.33723723723723725,-5.017477510184727,-4.989969602754757,-5.017477510184727,-4.989969602754757,0.04808883832319578,,,,
obi,1,60.0,6,7,63239.0,30502.0,-151674.78449706497,2214.61610866585,-17127.122012543685,-172632.19183947495,-181287.8926655487,165.84807306381686,0.03501978381482708,-5.659700735672249,-0.27083163890231793,-5.943475597191944,0.48232894258289977,-5.694720519487077,-5.672643958289626,-5.694720519487077,-5.672643958289626,0.03501978381482708,,,,
obi,1,0.1,6,8,64070.0,144.0,-15.877810851518275,820.8114706137515,-3639.54838957923,-103.08357250709221,-99.5353166026458,41.14669232352597,0.012811167014417847,-0.7158581424103626,-0.05680581223004885,-0.6912174764072625,0.0022475417512096145,-0.7286693094247805,-0.6344116641772136,-0.7286693094247805,-0.6344116641772136,0.012811167014417847,-0.8379454777616454,0.16919544632298875,66,-4.95252972802846
obi,1,0.5,6,8,64070.0,622.0,-297.8603908539364,2711.990433666695,-8153.777985933777,-596.8024168369722,-728.6717344700742,-5.405471725730138,0.042328553670465036,-0.9594894161366112,-0.12726358648250002,-1.1714979653859714,0.009708131730919308,-1.0018179698070762,-1.0442343789034714,-1.0018179698070762,-1.0442343789034714,0.042328553670465036,,,,
obi,1,1.0,6,8,64069.0,1201.0,-835.7679218799015,3020.1590608618826,-9700.145813816003,-1422.081004002304,-1658.4588034353235,9.805345222844153,0.04713916341540968,-1.184080769360786,-0.15140154854634852,-1.380898254317505,0.01874541509934602,-1.2312199327761957,-1.2294967057711566,-1.2312199327761957,-1.2294967057711566,0.04713916341540968,-1.3129555593770195,0.13402863088734124,91,-9.79608275250259
obi,1,3.0,6,8,64066.0,3046.0,-4277.273689098685,5102.953553459779,-10072.539535339072,-5902.698592964848,-6506.612096519184,69.81686882937765,0.07965150865450908,-1.9378524599359317,-0.15722129577840152,-2.1361169062768166,0.047544719508007365,-2.017503968590441,-1.978895610498415,-2.017503968590441,-1.978895610498415,0.07965150865450908,,,,
obi,1,5.0,6,8,64066.0,4710.0,-8959.886883980702,5655.2308897693865,-10230.260305204398,-11547.98909510436,-12491.206947043778,132.64047474193853,0.08827195220193841,-2.4518023556484843,-0.15968314402654135,-2.652060922939231,0.0735179346299129,-2.5400743078504227,-2.4923777789126897,-2.5400743078504227,-2.4923777789126897,0.08827195220193841,,,,
obi,1,10.0,6,8,64065.0,8269.0,-21954.66570040355,7970.5004601285345,-8877.473884036084,-26793.562342668185,-28621.559753848873,195.54804096859618,0.12441271302783945,-3.2402421505222136,-0.13856979449053436,-3.46130847186466,0.12907203621322094,-3.364654863550053,-3.322738677374126,-3.364654863550053,-3.322738677374126,0.12441271302783945,-3.2019046857390254,0.1817175949159853,97,-17.62022377205346
obi,1,30.0,6,8,64057.0,18794.0,-77717.3266718076,10381.380546855384,-7642.249601854484,-89746.37195521324,-94607.8822537139,189.3966639772504,0.1620647321425509,-4.775267210557265,-0.11930389499749418,-5.0339407392632705,0.29339494512699626,-4.937331942699816,-4.914636844265776,-4.937331942699816,-4.914636844265776,0.1620647321425509,,,,
obi,1,60.0,6,8,64031.0,27883.0,-137957.5631953822,12192.371626636927,-6102.500306569039,-156654.2123644115,-164347.69626335206,157.98324479962207,0.1904135750907674,-5.618269639723541,-0.09530540373520699,-5.894189874237064,0.4354609486030204,-5.808683214814309,-5.798884470501857,-5.808683214814309,-5.798884470501857,0.1904135750907674,,,,
obi,1,0.1,6,9,346466.0,878.0,147.52598309951998,3464.1034511251773,-12897.101438622438,-531.4239894432048,-376.78627871054357,414.1785267427612,0.009998393640718504,-0.6052665027826934,-0.037224724615467136,-0.42914154750631384,0.002534159195996144,-0.615264896423412,-0.3919168228908467,-0.615264896423412,-0.3919168228908467,0.009998393640718504,-0.708638320523953,0.0975694121779398,97,-7.262914726098702
obi,1,0.5,6,9,346466.0,2522.0,-443.54451158885945,11480.605464944781,-33226.155972056076,-2127.010681104276,-2382.5191029042794,410.1275469770282,0.033136311975618914,-0.8433825063855178,-0.09590019214600011,-0.9446943310484851,0.007279213544763411,-0.8765188183611368,-0.848794138902485,-0.8765188183611368,-0.848794138902485,0.033136311975618914,,,,
obi,1,1.0,6,9,346465.0,4481.0,-1803.2351829298775,16829.765857278806,-39092.40127114898,-4754.162976991356,-5477.398672297201,449.73945336293394,0.04857565946712888,-1.0609602715892337,-0.11283218007922582,-1.2223607838199513,0.012933485344840028,-1.1095359310563626,-1.1095286037407255,-1.1095359310563626,-1.1095286037407255,0.04857565946712888,-1.1427784851965879,0.06984658725564076,97,-16.361264452534837
obi,1,3.0,6,9,346460.0,11412.0,-10573.920753379869,26765.62565869216,-47424.491996325945,-18132.457677866583,-20518.605008882834,574.3760612774813,0.07725459117558206,-1.5888939430307205,-0.13688302256054363,-1.7979850165512472,0.03293886740172026,-1.6661485342063025,-1.6611019939907035,-1.6661485342063025,-1.6611019939907035,0.07725459117558206,,,,
obi,1,5.0,6,9,346451.0,17830.0,-23331.85416527515,34617.18468476582,-48497.470585580355,-35219.00324112396,-39073.26484539144,795.0756156604386,0.09991942492521547,-1.975266586714748,-0.1399836357394851,-2.1914338107342366,0.05146470929510955,-2.0751860116399636,-2.0514501749947516,-2.0751860116399636,-2.0514501749947516,0.09991942492521547,,,,
obi,1,10.0,6,9,346436.0,32458.0,-61185.61327769478,46480.064016080265,-47178.45627436017,-83397.89614302419,-91245.41304499397,857.9756630035272,0.13416637998383615,-2.5694095798577914,-0.13618231440831832,-2.8111840854332977,0.09369118682815873,-2.7035759598416274,-2.6750017710249794,-2.7035759598416274,-2.6750017710249794,0.13416637998383615,-2.814894335452696,0.09337316010312224,97,-30.146718096976677
obi,1,30.0,6,9,346364.0,75480.0,-224262.08248894918,67403.90924112176,-36608.76136946542,-278311.91272026027,-298703.0377280854,1075.294489886254,0.19460425806700973,-3.6872272485461086,-0.10569447566567375,-3.9573799381039403,0.21792103105403565,-3.881831506613118,-3.8516854624382666,-3.881831506613118,-3.8516854624382666,0.19460425806700973,,,,
obi,1,60.0,6,9,346235.0,117878.0,-421188.6945496787,87619.8242629898,-20397.510259005707,-508004.2994103237,-541468.5948829089,1234.6590721942803,0.25306460716851215,-4.309576845639761,-0.05891232907997662,-4.593466082584611,0.34045662627983886,-4.562641452808273,-4.5345537535046345,-4.562641452808273,-4.5345537535046345,0.25306460716851215,,,,
obi,1,0.1,7,0,18542.0,562.0,6.195412393397424,712.9117656257833,-3382.519214506017,-483.0784154405078,-439.0433407056182,352.6743492511651,0.03844848266776957,-0.859570134235779,-0.18242472303451715,-0.781215908728858,0.030309567468450007,-0.8980186169035486,-0.5987911856943409,-0.8980186169035486,-0.5987911856943409,0.03844848266776957,-0.8975475829024864,0.1322395391686017,84,-6.787286076051266
obi,1,0.5,7,0,18542.0,1839.0,-431.9621814277306,1437.9824493031372,-6851.25807220267,-2036.6299092721715,-2730.411332992651,330.15577264342795,0.07755271541921784,-1.1074659648027034,-0.3694994106462447,-1.4847261190824637,0.09918023945636932,-1.1850186802219214,-1.1152267084362188,-1.1850186802219214,-1.1152267084362188,0.07755271541921784,,,,
obi,1,1.0,7,0,18541.0,3016.0,-1490.146502372975,1694.9682272343564,-7545.892917212049,-4100.34087452229,-5572.236853230193,189.32364365030986,0.09141730366400715,-1.3595294676798042,-0.4069841387849657,-1.8475586383389235,0.1626665228412707,-1.4509467713438113,-1.4405744995539578,-1.4509467713438113,-1.4405744995539578,0.09141730366400715,-1.314320662607077,0.11734315760931935,94,-11.200658729356487
obi,1,3.0,7,0,18540.0,5393.0,-7624.530915386565,1482.4202686604876,-8602.183110187127,-12212.072828807486,-14768.276649536316,341.5291016642284,0.07995794329344594,-2.2644303409618924,-0.46397967153112873,-2.7384158445274087,0.2908845738942826,-2.3443882842553383,-2.27443617299628,-2.3443882842553383,-2.27443617299628,0.07995794329344594,,,,
obi,1,5.0,7,0,18539.0,6947.0,-12291.274637357108,1507.1673059208188,-8800.48983453115,-18349.109453979818,-21825.672230925717,349.76781297678474,0.08129711990510917,-2.6412997630602875,-0.47470143128168457,-3.1417406406975266,0.37472355574734345,-2.7225968829653966,-2.667039209415842,-2.7225968829653966,-2.667039209415842,0.08129711990510917,,,,
obi,1,10.0,7,0,18538.0,9135.0,-20600.542358170762,1499.5308997451507,-9471.35221475608,-28831.230475293003,-33742.4399421796,250.89242892862617,0.08088957275569914,-3.1561281308476192,-0.5109155364524803,-3.693753688251735,0.49277160427230554,-3.2370177036033185,-3.1828381517992543,-3.2370177036033185,-3.1828381517992543,0.08088957275569914,-3.0857566298921193,0.2663441521520836,96,-11.585599326881933
obi,1,30.0,7,0,18531.0,12366.0,-33946.20875833145,2728.1969855850402,-8494.281312820785,-45486.15376220664,-52471.08920969852,169.0660677658949,0.147223408644166,-3.678323933544124,-0.458382241261712,-4.243173961644713,0.6673142302088393,-3.82554734218829,-3.7847917203830006,-3.82554734218829,-3.7847917203830006,0.147223408644166,,,,
obi,1,60.0,7,0,18523.0,13996.0,-39999.81125420869,5514.862037244312,-5644.980505480115,-53424.80333835012,-61489.352840000065,151.87884496097752,0.2977304992303791,-3.8171479950235865,-0.30475519653836397,-4.3933518748213825,0.7556011445230254,-4.114878494253966,-4.088596678283018,-4.114878494253966,-4.088596678283018,0.2977304992303791,,,,
obi,1,0.1,7,1,34804.0,574.0,6.846015535157422,1246.9017441805172,-5228.592913337548,-439.57907662899316,-409.6488709584903,318.969495881536,0.03582639191416266,-0.7658172066707198,-0.15022965502061683,-0.713673991216882,0.016492357200321803,-0.8016435985848825,-0.5634443361962652,-0.8016435985848825,-0.5634443361962652,0.03582639191416266,-0.808120858567888,0.11069183144036943,86,-7.3006368044712415
obi,1,0.5,7,1,34804.0,2225.0,-603.0487422339272,2695.3007202378126,-11022.44235780295,-2156.0497936163165,-2898.3595403737277,269.35863723244853,0.07744226871157948,-0.9690111431983445,-0.31670044701192246,-1.302633501291563,0.06392943339845995,-1.046453411909924,-0.9859330542796406,-1.046453411909924,-0.9859330542796406,0.07744226871157948,,,,
obi,1,1.0,7,1,34803.0,3864.0,-1923.4022292825248,3915.72996268276,-11252.09970295642,-4621.2407446700445,-6109.535561527676,264.14872804312324,0.11251127669116914,-1.1959732776061192,-0.3233083269533207,-1.5811427436665828,0.1110249116455478,-1.3084845542972883,-1.257834416713262,-1.3084845542972883,-1.257834416713262,0.11251127669116914,-1.2201449909565187,0.11441908722511558,97,-10.66382384746634
obi,1,3.0,7,1,34801.0,7670.0,-8616.967689778516,5452.798131683492,-11571.880332542807,-14133.945584131314,-17267.58369068888,412.208261591518,0.15668509903978312,-1.842756921007994,-0.33251574186209615,-2.251314692397507,0.22039596563317146,-1.999442020047777,-1.918798950535411,-1.999442020047777,-1.918798950535411,0.15668509903978312,,,,
obi,1,5.0,7,1,34800.0,10217.0,-16755.193152478594,4790.5207796249615,-12962.825424632576,-24309.98085715165,-28705.47709112156,455.6256326833719,0.1376586430926713,-2.379365846838764,-0.3724949834664533,-2.8095798268690966,0.2935919540229885,-2.517024489931435,-2.4370848434026433,-2.517024489931435,-2.4370848434026433,0.1376586430926713,,,,
obi,1,10.0,7,1,34794.0,14232.0,-32589.31610636947,6448.907757153089,-11615.139190340757,-43459.90296285065,-49872.39157800477,550.2378066831162,0.18534539740050263,-3.053675025495408,-0.33382592373227443,-3.504243365514669,0.4090360406966718,-3.2390204228959107,-3.1704174417823947,-3.2390204228959107,-3.1704174417823947,0.18534539740050263,-3.0472573754287313,0.20846936436587638,97,-14.617291057119596
obi,1,30.0,7,1,34782.0,20996.0,-65496.60840884914,7110.2704294262585,-11899.795369082325,-82690.94603167611,-93297.58068553645,297.5542567489244,0.20442385226341955,-3.9384142708933183,-0.3421251040504377,-4.443588335184628,0.6036455637973664,-4.1428381231567375,-4.10146323113419,-4.1428381231567375,-4.10146323113419,0.20442385226341955,,,,
obi,1,60.0,7,1,34765.0,24578.0,-83096.53851632247,4970.296007992405,-14071.224867082683,-103835.99359634411,-116532.08788855687,300.41688273265686,0.1429683879761946,-4.224753584357723,-0.40475262094297954,-4.741316945583728,0.7069754062994391,-4.367721972333918,-4.336564324640748,-4.367721972333918,-4.336564324640748,0.1429683879761946,,,,
obi,1,0.1,7,2,42928.0,460.0,-21.449611931254633,1437.7322415911303,-5373.975210432837,-341.97706108790817,-368.587512481504,184.72219533117948,0.033491712672175045,-0.7434283936693656,-0.12518578108537173,-0.8012772010467478,0.01071561684681327,-0.7769201063415407,-0.6760914199613761,-0.7769201063415407,-0.6760914199613761,0.033491712672175045,-0.8101071323237261,0.14877425181156023,92,-5.4452105956467545
obi,1,0.5,7,2,42928.0,1777.0,-647.5016330765023,3624.886723305671,-11788.877030214566,-1799.7169256496009,-2455.4116624673484,97.84415637218657,0.08444108095661738,-1.0127838636182334,-0.2746197593695156,-1.3817735860817943,0.0413948937756243,-1.0972249445748508,-1.1071538267122787,-1.0972249445748508,-1.1071538267122787,0.08444108095661738,,,,
obi,1,1.0,7,2,42927.0,3348.0,-2168.2068526061717,4411.0298301772755,-13119.862911407641,-4327.240986917964,-5602.331051464092,147.20305399954722,0.10275653621676976,-1.2924853604892366,-0.3056319545136544,-1.6733366342485338,0.0779928716192606,-1.3952418967060063,-1.3677046797348795,-1.3952418967060063,-1.3677046797348795,0.10275653621676976,-1.359858565290466,0.1263722620303657,97,-10.760736125493336
obi,1,3.0,7,2,42924.0,7130.0,-10001.236153239392,5999.802696602977,-13859.772140587265,-14723.996260778327,-17516.783490246853,298.5162934652938,0.13977734359805652,-2.0650766144149126,-0.3228909733619249,-2.4567718780149863,0.16610753890597335,-2.2048539580129694,-2.1338809046530614,-2.2048539580129694,-2.1338809046530614,0.13977734359805652,,,,
obi,1,5.0,7,2,42924.0,9921.0,-19182.42014049261,4804.239092945081,-15795.6609805867,-25910.764830931075,-29947.48307774601,359.26812494895273,0.11192431024473677,-2.6117089840672385,-0.3679913563644278,-3.018595209933072,0.2311294380766005,-2.723633294311975,-2.6506038535686445,-2.723633294311975,-2.6506038535686445,0.11192431024473677,,,,
obi,1,10.0,7,2,42922.0,14922.0,-40430.3562455929,2854.891423730174,-18433.75193521553,-51022.46188079874,-57404.59679925709,547.4682658303379,0.06651347615978226,-3.419277702774343,-0.4294709457903995,-3.846977402443177,0.34765388378919904,-3.485791178934125,-3.4175064566527773,-3.485791178934125,-3.4175064566527773,0.06651347615978226,-3.260870618071964,0.2116133066591242,97,-15.40957262826914
obi,1,30.0,7,2,42915.0,23770.0,-84447.05560679498,1790.9257399380845,-20632.250662479473,-102624.3228369744,-113950.58938699623,442.0081196873141,0.041731929160854817,-4.317388423936659,-0.48077014243223753,-4.793882599368794,0.5538855877898171,-4.359120353097514,-4.313112456936556,-4.359120353097514,-4.313112456936556,0.041731929160854817,,,,
obi,1,60.0,7,2,42910.0,28854.0,-111993.90871491976,371.97032342346273,-22663.324269872246,-134979.9723973807,-149619.04414022766,109.48508195811615,0.008668616253168556,-4.67803328472242,-0.5281595029100966,-5.18538310598973,0.6724306688417618,-4.686701900975589,-4.6572236030796335,-4.686701900975589,-4.6572236030796335,0.008668616253168556,,,,
obi,1,0.1,7,3,48805.0,411.0,-39.292285813779806,1552.9073597062916,-5615.50699172878,-290.0400354947052,-300.51194935335707,157.79692308567132,0.0318186120214382,-0.7056935170187474,-0.11506007564242968,-0.7311726261638858,0.008421268312672881,-0.7375121290401856,-0.6161125505214561,-0.7375121290401856,-0.6161125505214561,0.0318186120214382,-0.791499658669094,0.10790962723780052,82,-7.334838224627221
