k,side,h,n,n_fill,sum_edge,sum_as,sum_pnl,sum_wait,p_fill,edge,AS,pnl_fill,wait_s,EV
0,1,0.1,4059856.0,34901.0,276838.09946477687,-57286.34918421701,216480.46228055976,1592.665,0.00859661032312476,7.93209648619744,-1.641395638641214,6.2027008475562235,0.04563379272800206,0.053322202137356535
0,1,0.5,4059856.0,93465.0,743161.3877927633,-206829.58635694964,528106.8814358137,18443.08,0.02302175249565502,7.951226531779418,-2.2129094993521603,5.6503170324272585,0.19732605788262988,0.1300802002425243
0,1,1.0,4059856.0,151196.0,1198492.9061401503,-403824.23848494585,781363.4196552044,60781.903999999995,0.03724171497708293,7.926750086908055,-2.670865885902708,5.1678842010053465,0.40200735469192306,0.19246087044841106
0,1,3.0,4059856.0,306630.0,2405527.7856111736,-1115068.182698973,1263476.1629122004,347673.5349999999,0.07552730934299147,7.845050339533554,-3.6365267022110457,4.120523637322507,1.1338536183674133,0.3112120634111654
0,1,5.0,4059856.0,413538.0,3197359.607416203,-1748165.2312382918,1412803.0321779095,762721.728,0.10186026302410726,7.7317189893460885,-4.227338796527264,3.4163801928188207,1.8443812370326307,0.3479933850308754
0,1,10.0,4059856.0,609700.0,4601240.852942319,-3114526.2759397086,1433060.977002611,2189847.631,0.15017774029423703,7.546729297920812,-5.108293055502228,2.3504362424185845,3.5916805494505497,0.3529832035921005
0,1,30.0,4059856.0,1080895.0,7942135.147103332,-7087272.320469128,759744.0666342062,11056198.568999998,0.2662397385523033,7.347739740773463,-6.556855495186053,0.7028842455874125,10.228744298937453,0.18713571777772567
0,1,60.0,4059856.0,1419227.0,10457520.92834779,-11021230.44047781,-688601.4881300217,25902246.859999996,0.3495756992366232,7.368462499901559,-7.7656572489656766,-0.4851947490641185,18.250954117981124,-0.16961229367002717
0,-1,0.1,4059856.0,64697.0,672266.652204639,66825.26999565035,599748.0462089886,2732.286,0.01593578688505208,10.391001935246441,1.0328959611056208,9.27010597414082,0.04223203548850797,0.14772643320575624
0,-1,0.5,4059856.0,123926.0,1141714.5796409408,212209.71199641883,918599.3796445221,19709.367000000002,0.030524727970647234,9.212873647506905,1.712390555625283,7.412483091881624,0.1590414198796056,0.2262640299667087
0,-1,1.0,4059856.0,180931.0,1591971.6858879658,383292.09436919744,1192757.663518769,61667.65,0.04456586637555618,8.798777909191713,2.1184434639127483,6.592334445278968,0.34083518026208887,0.29379309599127873
0,-1,3.0,4059856.0,379588.0,3390525.783021702,1044097.1187486209,2313024.9202730814,411133.5760000001,0.09349789746237305,8.932120570254334,2.7506062329383987,6.093514337315936,1.083104776757959,0.5697307786958654
0,-1,5.0,4059856.0,522748.0,4676338.947888188,1634831.2915526617,2995505.832335527,951863.113,0.12876023188999808,8.945685010536986,3.1273793329724104,5.730305677564576,1.820883318539717,0.7378354878437874
0,-1,10.0,4059856.0,792977.0,7087080.741849261,2854694.37061083,4162604.3952384284,2889840.202,0.19532145967738757,8.937309331606416,3.5999712105279595,5.249338121078453,3.644292586039696,1.0253083841491986
