sec,abs_med_trading,abs_med_holiday,signed_med_trading
-900,46.456672938124356,11.826804418470454,-0.1258724534443986
-899,47.37936813122146,11.998348836841108,-3.7139035756189616
-898,48.653364729134424,11.826804418470454,-4.838801101295802
-897,50.89295565879478,11.998348836841108,-4.787312170127162
-896,48.42409338028345,11.885224105511123,-2.470584614648072
-895,50.67714910166964,11.826804418470454,-4.478384150332172
-894,50.5614190766715,11.826804418470454,-3.651485992493274
-893,51.37155737929594,11.826804418470454,-3.651485992493274
-892,52.18176131964605,11.826804418470454,-4.8689443467759475
-891,52.18176131964605,11.826804418470454,-4.4631084261836405
-890,52.29751009849801,11.826804418470454,-4.463108426181419
-889,51.371557379294835,11.826804418470454,-4.1694656738933915
-888,50.99977793424062,11.826804418470454,-3.651485992493274
-887,53.92739464965058,11.826804418470454,-3.500175044483947
-886,50.639767064928975,11.826804418470454,-1.8775746297197988
-885,50.639767064928975,11.826804418470454,-1.13227551472103
-884,52.15823970893037,11.826804418470454,-1.8528812356139046
-883,51.01954755185418,11.388525102995134,-5.274796738316151
-882,50.89295565879478,11.388525102995134,-5.274796738316151
-881,50.405884001367454,11.388525102995134,-5.274796738316151
-880,49.419841023100716,11.184658596342125,-5.274796738316151
-879,49.63562708989708,11.388525102995134,-5.274796738316151
-878,49.16844527119705,11.388525102995134,-5.274796738316151
-877,49.47585703837369,11.826804418470454,-3.830626279120963
-876,49.971611462886905,10.51202409445625,-4.434480622544855
-875,50.411065660844656,10.51202409445625,-4.434480622544855
-874,50.57848583130024,9.411063283905333,-4.927322100183061
-873,50.01063478105051,9.869913062305695,-5.420187868290615
-872,49.85784405849923,9.869913062305695,-5.420187868290615
-871,48.213987765596016,9.812557991399014,-5.420187868290615
-870,46.92170875548968,9.768010544680145,-5.420187868290615
-869,47.094453489127766,9.635599904588272,-5.420187868290615
-868,47.22109347697234,9.635599904588272,-6.405992285492144
-867,47.980899726744006,8.952192450226933,-8.116224777974622
-866,46.581428630117166,8.517761237387079,-7.710257052351549
-865,46.46509817574259,8.100976729801769,-7.710257052351549
-864,46.92170875548968,8.952192450226933,-7.710257052351549
-863,47.653341578389735,8.952192450226933,-4.36930199360203
-862,47.83499246770851,8.952192450226933,-6.021608697464617
-861,49.24711520032143,8.952192450226933,-6.021608697464617
-860,48.25340051046032,7.896122536951302,-6.021608697464617
-859,48.25340051046032,8.952192450226933,-6.021608697464617
-858,48.29166560399239,7.896122536951302,-6.021608697464617
-857,47.95482263399833,7.896122536951302,-6.021608697464617
-856,48.43321142065371,7.896122536951302,-6.021608697464617
-855,48.43321142065371,7.896122536951302,-6.021608697464617
-854,49.38992034269756,8.773854478179292,-6.021608697464617
-853,49.38992034269535,8.773854478179292,-6.021608697464617
-852,49.626948580125486,8.773854478179292,-6.898371040701886
-851,50.34653774429662,8.773854478179292,-6.898371040701886
