d,open_day,oi_mean,volume,turnover
2026-05-04,true,58511.40561270241,86186.655,1.4729889685181223
2026-05-05,true,73405.91534722224,98361.94,1.3399729372589606
2026-05-06,true,74704.2615772393,90086.957,1.2059145636136968
2026-05-07,true,77750.20053779133,105665.194,1.359034359643102
2026-05-08,true,78539.72380980093,104127.256,1.3257909621908552
2026-05-09,false,83901.6474507954,12658.886,0.1508776810064889
2026-05-10,false,86473.72231056703,23507.494,0.27184551990920136
2026-05-11,true,86159.87865308241,189187.893,2.1957771524000598
2026-05-12,true,79911.56719179262,217709.788,2.724383911499111
2026-05-13,true,93498.92166964595,174193.979,1.8630586951095434
2026-05-14,true,94758.72086919592,186136.441,1.964319898924565
2026-05-15,true,82082.17131802675,208400.698,2.5389276946945407
2026-05-16,false,83998.95103807533,14134.91,0.1682748394511841
2026-05-17,false,85069.10347113403,16291.878,0.19151345594617936
2026-05-18,true,87466.37815558501,211219.725,2.4148676263270303
2026-05-19,true,96099.29847721913,298192.261,3.102959810582677
2026-05-20,true,91921.6097297172,159987.232,1.7404746552026271
2026-05-21,true,93064.53798464834,240832.987,2.5878061849909697
2026-05-22,true,84478.98490324298,115117.408,1.362675085784333
2026-05-23,false,78894.67141176458,21903.426,0.27762871190225674
2026-05-24,false,80383.61883169142,24370.977,0.3031833768398554
2026-05-25,false,82553.32879159636,29945.845,0.3627454572497915
2026-05-26,true,87872.32713591303,284806.598,3.241140951684217
2026-05-27,true,104742.11881310213,409501.149,3.9096129965701603
2026-05-28,true,112434.71892498255,268413.067,2.387279210250773
2026-05-29,true,111471.89632876895,169283.472,1.5186201865690419
2026-05-30,false,92433.06465058775,21648.702,0.2342095015656537
2026-05-31,false,91216.7753537751,30364.97,0.3328880009431655
2026-06-01,true,86842.35553346184,158737.682,1.8278831916165108
2026-06-02,true,84484.04789336481,155706.535,1.8430288188431942
2026-06-03,true,89205.12553409241,137403.521,1.5403097095299432
2026-06-04,true,76758.98890442056,243008.88,3.1658686945784544
2026-06-05,true,71061.16596460945,369401.395,5.198358202903296
2026-06-06,false,75510.60170246431,70431.292,0.9327338203120352
2026-06-07,false,78316.23477882921,67086.716,0.8566131427214013
2026-06-08,true,83632.15242736806,312570.347,3.7374423344114898
2026-06-09,true,87772.87823883469,409553.861,4.666063927920673
2026-06-10,true,107961.7812671002,278587.76,2.58042945133303
2026-06-11,true,105289.90574197308,221328.272,2.102084434783277
2026-06-12,true,109321.89355114754,134334.758,1.228800139078728
2026-06-13,false,109533.57467282048,19982.966,0.1824369017416771
2026-06-14,false,110395.90976751834,33913.551,0.3071993434486677
2026-06-15,true,111829.46746556122,122522.406,1.09561825498035
2026-06-16,true,108324.3572009162,173745.96,1.6039417587102973
2026-06-17,true,108717.79509314655,170886.82,1.5718385371372614
2026-06-18,true,99482.79311612797,136714.375,1.374251473221213
2026-06-19,false,102418.79721273365,57852.182,0.5648590256321354
2026-06-20,false,103079.98413964789,17513.867,0.1699056043341357
2026-06-21,false,103521.06085889142,18023.229,0.17410205083357186
2026-06-22,true,107937.33659304616,147429.195,1.3658776439504818
2026-06-23,true,92320.40435521302,420149.92,4.5509973979687794
2026-06-24,true,100243.92822215262,588012.488,5.865816498101446
2026-06-25,true,110971.36005439002,476717.154,4.295857541678756
2026-06-26,true,99491.31372919305,334825.043,3.3653696031330482
2026-06-27,false,96856.36685350991,25578.432,0.2640862220104334
2026-06-28,false,97796.5853622266,37819.983,0.386720894803427
2026-06-29,true,106463.26601414983,393960.475,3.70043574417151
2026-06-30,true,101323.21737653349,166967.915,1.6478741923435
2026-07-01,true,107205.83102049422,433289.572,4.041660494354726
2026-07-02,true,113197.30064356973,520925.442,4.601924595713331
2026-07-03,false,119844.41598534318,158215.909,1.3201775627105532
2026-07-04,false,119860.05227850757,20326.408,0.16958450804584524
2026-07-05,false,119744.04768438886,53668.041,0.4481896347904794
2026-07-06,true,122403.61140435922,273376.804,2.2334047244480573
2026-07-07,true,130942.4241327406,396812.223,3.0304328457959393
2026-07-08,true,121357.62450111388,432925.538,3.5673534298294243
2026-07-09,true,109748.83111788072,401705.269,3.6602236662414214
2026-07-10,true,106683.44841268868,289263.816,2.7114216900922337
2026-07-11,false,105359.2173538488,26906.832,0.25538185149604364
2026-07-12,false,104150.72145930628,37557.367,0.36060592258762597
2026-07-13,true,103186.57597218844,294658.226,2.8555868166360936
2026-07-14,true,101966.95041378641,296840.714,2.911146335115517
2026-07-15,true,101026.59252306966,268591.557,2.6586223517205774
2026-07-16,true,117331.09149482317,357606.047,3.047837043395937
2026-07-17,true,118964.00606908782,630948.473,5.303692216228659
2026-07-18,false,101559.90764804147,24570.38,0.2419299167260894
2026-07-19,false,101659.50819663056,50735.507,0.4990729140836193
2026-07-20,true,102317.35467839292,289168.027,2.8261874821619646
2026-07-21,true,124071.49633750402,489938.458,3.9488397614489203
2026-07-22,true,111393.78737158538,556540.301,4.996152066753085
2026-07-23,true,122838.33812819193,487706.311,3.970310234016991
2026-07-24,true,113346.20170604566,442449.693,3.903524655792684
2026-07-25,false,103994.66678186724,31045.935,0.2985339148700772
2026-07-26,false,105826.04231130992,50673.339,0.4788361909154038
2026-07-27,true,110467.21673207656,576369.909,5.217565229310593
2026-07-28,true,107971.93311257489,781928.223,7.241958168746848
2026-07-29,true,154643.77913800385,1081684.871,6.994687254989457
2026-07-30,true,157046.93538446273,796434.634,5.071315986206722
2026-07-31,true,130895.19974247142,821906.942,6.279122103920185
2026-08-01,false,108964.41675336553,41398.879,0.37993025827600124
2026-08-02,false,109777.29733269023,89787.393,0.8179049328194974
2026-08-03,true,116374.14624733364,443032.577,3.8069673659165573
2026-08-04,true,143731.60553995776,411664.106,2.8641167991792615
2026-08-05,true,123338.76401572007,525942.372,4.264209846735341
2026-08-06,true,107295.02842880662,382904.039,3.568702526175926
2026-08-07,true,116445.79602301928,396644.171,3.406255824998529
2026-08-08,false,115481.04503625342,15016.022,0.1300301880303037
2026-08-09,false,115442.57201235139,15275.378,0.1323201461447486
2026-08-10,true,105539.13791999484,266042.963,2.5207990916287084
