feat,side,h,s_dec,q_dec,n,n_fill,sum_as,sum_as2,sum_hs,sum_hs_post,sum_imp,sum_edge,sum_sprT,sum_wait
ofi_10s,-1,10.0,1,8,56662.0,7314.0,6616.0329114566475,264055.6401825014,4153.519693249595,7878.693567885608,3658.8714878376722,-12777.222241685873,42062.03048814468,32404.533999999992
ofi_10s,-1,30.0,1,8,56662.0,16198.0,16420.622349519024,1857040.0258586768,9517.834223664926,17275.405444567743,7573.444620284632,-51137.11369869173,42062.03048814468,200901.263
ofi_10s,-1,60.0,1,8,56662.0,23907.0,23525.139790376896,5577401.127562992,14342.320654681356,25494.452679295253,10863.718981349504,-93168.40860225422,42062.03048814468,533858.7810000001
ofi_10s,-1,0.1,1,9,215052.0,1173.0,631.682312405572,1372.5557040248186,784.6749328856373,1397.2358378502836,597.4204217241042,785.3999644977014,168645.08073838154,51.56100000000001
ofi_10s,-1,0.5,1,9,215052.0,2701.0,2092.8137228878973,9222.32066710324,1532.7201751502016,3185.725967991288,1627.0428891053687,1383.756881210556,168645.08073838154,505.679
ofi_10s,-1,1.0,1,9,215052.0,4352.0,4125.128540307472,64697.626293874964,2423.4707564648857,5116.540039622247,2648.7465801521575,1793.3302539295082,168645.08073838154,1719.3149999999996
ofi_10s,-1,3.0,1,9,215052.0,9524.0,9455.69396151239,137890.1688607878,5480.568956944736,11032.74244180488,5472.000509123217,-175.5747578214505,168645.08073838154,11624.902000000002
ofi_10s,-1,5.0,1,9,215052.0,14145.0,15003.153929331533,264825.7185011942,8372.658510027744,16197.638044585647,7712.223378358373,-5196.487617946824,168645.08073838154,29766.539000000004
ofi_10s,-1,10.0,1,9,215052.0,23909.0,23106.237166788673,726170.5972504618,14944.570506461443,27248.07552882269,12148.564757021153,-22780.221131934457,168645.08073838154,101930.16699999999
ofi_10s,-1,30.0,1,9,215052.0,52191.0,49651.4049726682,4028748.8296965472,34018.26470814548,58696.18464986176,24305.511859694707,-105331.2151024345,168645.08073838154,637856.621
ofi_10s,-1,60.0,1,9,215052.0,78537.0,87552.40234137514,12114766.758360067,51784.10894699012,88405.25535341568,36036.587390043846,-214127.4274131534,168645.08073838154,1781793.8609999998
ofi_10s,-1,0.1,2,0,39094.0,2693.0,2097.9477495392143,6881.276296005691,1721.884038397956,3439.137988957064,1656.035595116445,1716.1334308043197,32491.44085672305,118.569
ofi_10s,-1,0.5,2,0,39094.0,6665.0,7005.604011159829,41182.83397196301,3936.561657528026,8490.453616471106,4420.999748874147,3268.5884602656274,32491.44085672305,1226.0529999999994
ofi_10s,-1,1.0,2,0,39094.0,9723.0,11445.172943108615,108418.1186669897,5733.249129427243,12168.538918131047,6258.531379121397,3404.766348491963,32491.44085672305,3433.1780000000017
ofi_10s,-1,3.0,2,0,39094.0,15231.0,16647.917980204682,434620.82550669665,9424.107932233186,18583.248243156144,8862.137031319551,-695.1388035883381,32491.44085672305,13513.642000000003
ofi_10s,-1,5.0,2,0,39094.0,18392.0,20537.213541970443,811652.6462424094,11694.022669831988,22290.50184617425,10211.923429147939,-5493.4621714173445,32491.44085672305,25701.353000000003
ofi_10s,-1,10.0,2,0,39094.0,22712.0,27440.915386288885,1832843.3629445466,14944.128002214431,27430.347801527623,12043.830464202938,-13652.041535176415,32491.44085672305,56537.29600000001
ofi_10s,-1,30.0,2,0,39094.0,28999.0,34571.71786754524,6483415.255457205,19948.567120722437,35125.049686693776,14657.075998368575,-25912.89938308355,32491.44085672305,168849.84500000003
ofi_10s,-1,60.0,2,0,39094.0,31829.0,44721.01802584776,13966388.401526451,22343.101425523502,38762.22433512553,15881.581103430002,-32168.73326223753,32491.44085672305,290605.8350000002
ofi_10s,-1,0.1,2,1,43367.0,1286.0,889.7135538354999,2510.8162528517046,749.7813750962033,1505.8159931061678,730.6255502957515,748.4471610699901,36241.54284782953,58.839999999999996
ofi_10s,-1,0.5,2,1,43367.0,3814.0,3427.7123729391283,20511.522242116393,2092.8584862820403,4430.309024527881,2265.3460033940864,1674.7502172979632,36241.54284782953,786.226
ofi_10s,-1,1.0,2,1,43367.0,6069.0,5762.725332721865,57226.831819383704,3412.7222070159655,6968.956297236973,3446.0788141089274,1559.0852932764726,36241.54284782953,2439.3370000000014
ofi_10s,-1,3.0,2,1,43367.0,11072.0,10906.623391662468,260225.0421371513,6620.639980122225,12360.409145119611,5521.648018960266,-2598.0149347937117,36241.54284782953,11802.522000000003
ofi_10s,-1,5.0,2,1,43367.0,14305.0,14295.00099104496,517596.43609930447,8773.221848217048,15840.027271834419,6784.960867121482,-7724.387423736183,36241.54284782953,24411.082000000017
ofi_10s,-1,10.0,2,1,43367.0,19282.0,20246.474511931785,1351753.5894006602,12374.263495439405,21578.408221267564,8858.2650490079,-18733.881464833106,36241.54284782953,60316.825
ofi_10s,-1,30.0,2,1,43367.0,28017.0,29142.722625498463,5224136.139230021,19305.34983756834,31993.074543758677,12229.547431699639,-41017.942969355,36241.54284782953,222089.24199999997
ofi_10s,-1,60.0,2,1,43367.0,32178.0,31694.796788712476,11197551.874832466,22636.052396541036,37082.67091723159,13935.577350803795,-52652.49025515441,36241.54284782953,401751.17300000024
ofi_10s,-1,0.1,2,2,43616.0,879.0,594.18227237016,1505.5450169940234,531.335746939588,1021.9756158132852,473.3466679849978,523.3893343488355,34922.40509316798,40.469
ofi_10s,-1,0.5,2,2,43616.0,2644.0,2330.2489220303623,12377.943662283044,1407.1554807654666,2987.9440256544776,1522.4703212037455,1082.8506169657996,34922.40509316798,548.1490000000001
ofi_10s,-1,1.0,2,2,43616.0,4339.0,3969.982431388297,31882.74075374689,2319.104092271682,4796.400257817949,2393.505367653185,1162.6248421066693,34922.40509316798,1789.1119999999996
ofi_10s,-1,3.0,2,2,43616.0,8439.0,7900.314157640886,154148.787737962,4764.766486443173,9082.607086393718,4137.659419352213,-2321.2848687561914,34922.40509316798,9547.297999999997
ofi_10s,-1,5.0,2,2,43616.0,11363.0,10705.597893832968,331665.43173247983,6678.535883194792,12171.519504910679,5255.568157498149,-7306.453589580321,34922.40509316798,21021.148999999998
ofi_10s,-1,10.0,2,2,43616.0,16235.0,15216.70972030972,963364.2755844946,9982.410346936955,17458.780603230036,7199.256832759768,-18560.15751054085,34922.40509316798,56326.463999999985
ofi_10s,-1,30.0,2,2,43616.0,25564.0,25334.635815679656,4255070.959580208,16763.335075752708,27986.42692849442,10820.264857544174,-45413.831323692604,34922.40509316798,228197.5609999999
ofi_10s,-1,60.0,2,2,43616.0,30245.0,31089.38636513216,9646831.08806329,20401.331518219886,33559.315887699886,12721.474890122781,-60492.50071896175,34922.40509316798,430236.53200000006
ofi_10s,-1,0.1,2,3,45868.0,673.0,451.6925280150814,1013.2098776998452,373.54582594406827,747.6121611350525,360.6812811655092,372.8001979290976,35945.46329963998,31.661000000000005
ofi_10s,-1,0.5,2,3,45868.0,2012.0,1640.1057214850634,7128.673017668757,978.4538850239933,2157.7896196198485,1150.5034248311629,822.8680378675264,35945.46329963998,417.93299999999994
ofi_10s,-1,1.0,2,3,45868.0,3370.0,3064.101907702955,24364.460460278042,1676.6298412735343,3581.6621824387134,1859.569957490448,803.165548571812,35945.46329963998,1413.0389999999998
ofi_10s,-1,3.0,2,3,45868.0,6971.0,6464.856518540507,116407.39231476738,3714.89306809762,7187.781667896491,3375.5269321299215,-2361.5390702120208,35945.46329963998,8243.255000000001
ofi_10s,-1,5.0,2,3,45868.0,9758.0,9779.089757455318,268590.4826414425,5410.880757771371,10044.690239963405,4494.57445978001,-7434.970364818622,35945.46329963998,19236.518999999993
ofi_10s,-1,10.0,2,3,45868.0,14519.0,15138.031345279896,776716.6674463159,8526.581213862428,15020.71189755209,6315.746949307727,-19132.03419988108,35945.46329963998,53855.740000000005
ofi_10s,-1,30.0,2,3,45868.0,24213.0,26091.172148941965,3676970.31484428,15310.24828123906,25854.37053644949,10243.229244981367,-50427.85837530743,35945.46329963998,233131.67400000003
ofi_10s,-1,60.0,2,3,45868.0,29879.0,35136.28239510457,8702801.047041418,19565.68296748742,32424.690889309903,12508.609798056708,-70599.64417123875,35945.46329963998,479854.4909999999
ofi_10s,-1,0.1,2,4,48004.0,550.0,399.3079781536715,973.2331055500259,295.04052703590486,630.7180535863206,328.7190223736997,293.2231672873838,36779.63922888313,25.455
ofi_10s,-1,0.5,2,4,48004.0,1568.0,1510.564054968265,6777.907576306654,709.3582029225446,1701.8688358191866,963.7660070459972,557.8703898133589,36779.63922888313,325.42099999999994
ofi_10s,-1,1.0,2,4,48004.0,2624.0,2635.297004471298,16772.517185737695,1190.9394483876515,2790.596205834807,1565.9487288076562,567.275292078834,36779.63922888313,1099.0
ofi_10s,-1,3.0,2,4,48004.0,5566.0,5688.575200970218,86989.16899325073,2751.494941477574,5722.634715111142,2892.9542252570227,-1949.3588955691125,36779.63922888313,6726.1759999999995
ofi_10s,-1,5.0,2,4,48004.0,7899.0,7942.314878994234,185328.36925768503,4145.668332796743,8155.083382663649,3907.624884325678,-6351.304027868854,36779.63922888313,15905.918000000001
ofi_10s,-1,10.0,2,4,48004.0,12474.0,11399.864570196201,569082.4788695205,7029.513588482947,12781.541889647224,5598.123940640882,-18191.0977721665,36779.63922888313,49490.28099999999
ofi_10s,-1,30.0,2,4,48004.0,22559.0,22967.352151647203,3520223.478544094,13984.914205302448,23834.19129850098,9525.322723026526,-53241.74127413061,36779.63922888313,237569.74299999993
ofi_10s,-1,60.0,2,4,48004.0,28867.0,31487.311778666703,8226684.3102873005,18451.413096574277,30735.610215725046,11904.735467807437,-78117.78230719676,36779.63922888313,509828.9430000001
ofi_10s,-1,0.1,2,5,49381.0,407.0,285.95976235329897,963.1341456215553,228.0800249646032,487.523779108119,251.96411945385086,228.19693753737144,37481.25831231813,18.883
ofi_10s,-1,0.5,2,5,49381.0,1282.0,1131.4232792379564,5414.733540943924,562.4299240662687,1372.4652736940798,795.0434173093702,471.14123610495005,37481.25831231813,273.03
ofi_10s,-1,1.0,2,5,49381.0,2146.0,2038.7499242787308,13464.931249453086,946.9369223803234,2284.2802758547978,1318.339458587366,517.902887210329,37481.25831231813,908.865
ofi_10s,-1,3.0,2,5,49381.0,4631.0,4511.571699326246,79474.22994373916,2308.0737141305513,4844.612587786739,2498.0270438382163,-1566.691303465484,37481.25831231813,5669.5470000000005
ofi_10s,-1,5.0,2,5,49381.0,6669.0,6576.06650712495,197672.96761830142,3501.24766453814,6890.289130353306,3332.133579273231,-5388.269626677022,37481.25831231813,13697.703999999998
ofi_10s,-1,10.0,2,5,49381.0,10949.0,8854.56821182227,559495.4157227102,6042.133825367479,11266.288339603214,5123.540229446602,-16938.583456469492,37481.25831231813,45185.57100000001
ofi_10s,-1,30.0,2,5,49381.0,20678.0,17320.257400901486,2826744.2410653876,12364.241817553127,21580.05341378308,8988.730037131641,-53563.65933535932,37481.25831231813,225953.06300000008
ofi_10s,-1,60.0,2,5,49381.0,27582.0,25761.00167167385,6891212.369748039,17099.188653572204,29084.281754784348,11662.025258330847,-82168.27774526378,37481.25831231813,523825.2220000002
ofi_10s,-1,0.1,2,6,51844.0,358.0,194.17354327877024,563.5122312765079,206.25710438721453,406.31548847167426,197.68894231115377,207.5027564031906,38863.33377530146,17.339
ofi_10s,-1,0.5,2,6,51844.0,975.0,842.6061138512464,3791.9519387449727,445.1569985377349,1103.80658063257,652.8668601791179,378.8486695494668,38863.33377530146,198.04500000000002
ofi_10s,-1,1.0,2,6,51844.0,1650.0,1627.1070238055224,11330.728365378945,755.8122234036958,1844.5453483171452,1080.8281973455564,430.1227404017821,38863.33377530146,701.212
ofi_10s,-1,3.0,2,6,51844.0,3689.0,3876.409567145129,54705.90180471405,1775.466811291611,3880.138831221843,2075.0780985580823,-1449.302699995875,38863.33377530146,4672.025000000002
ofi_10s,-1,5.0,2,6,51844.0,5411.0,6004.15071388846,123736.51607178373,2695.397925219291,5603.496374192591,2862.5314980152266,-4739.198703680453,38863.33377530146,11480.877000000002
ofi_10s,-1,10.0,2,6,51844.0,9206.0,8956.476696490734,407793.4352458988,4904.050113157186,9453.060384342716,4466.531824428638,-15062.550855453672,38863.33377530146,39642.388
ofi_10s,-1,30.0,2,6,51844.0,18857.0,21106.861946642497,2287601.5177431875,10958.121415684283,19406.15341750973,8266.7761219345,-51926.626829011504,38863.33377530146,220877.77499999997
ofi_10s,-1,60.0,2,6,51844.0,26109.0,33655.08105008652,6098944.106187372,15846.889226404408,27262.612553813386,11134.19479271962,-85455.90881161667,38863.33377530146,535245.6489999997
ofi_10s,-1,0.1,2,7,55312.0,290.0,193.8009496425113,481.82094045991084,178.176425615185,340.01752590960973,157.89518703436872,177.00818270563337,40235.68238692112,12.921
ofi_10s,-1,0.5,2,7,55312.0,811.0,749.1292556751234,2731.8946573620447,421.4618528195718,923.0438017433192,496.3993291620052,343.4409684213527,40235.68238692112,167.39499999999995
ofi_10s,-1,1.0,2,7,55312.0,1426.0,1560.3027409517981,9088.650202234021,709.3197391511238,1585.3116765890416,865.2254828715679,353.37677932608045,40235.68238692112,614.9699999999999
ofi_10s,-1,3.0,2,7,55312.0,3182.0,3526.5249188847297,50486.767644096166,1638.1621421003654,3424.9768868634164,1750.9913877562499,-1014.3314094451354,40235.68238692112,4012.422000000001
ofi_10s,-1,5.0,2,7,55312.0,4781.0,5365.341675172478,97220.66408092824,2486.0314964111253,5057.993325557136,2524.9850141970737,-3525.4034797393483,40235.68238692112,10317.661000000002
ofi_10s,-1,10.0,2,7,55312.0,8314.0,9081.803781737673,310605.24794672703,4555.169351667475,8738.995557833588,4110.374011906043,-12556.884755720754,40235.68238692112,36427.13
ofi_10s,-1,30.0,2,7,55312.0,17905.0,24219.038230323054,2072488.592530986,10130.24960938257,18361.26055060027,8005.264822451217,-48870.33291439668,40235.68238692112,217679.726
ofi_10s,-1,60.0,2,7,55312.0,25506.0,33109.871513462,5636968.300224952,15090.530259822306,26682.459672959158,11280.540455746614,-85459.94275648941,40235.68238692112,548806.916
ofi_10s,-1,0.1,2,8,56805.0,211.0,136.17780775261494,254.40633307018177,112.68562443449757,231.37815296668526,116.51515449218606,113.35905323426297,40707.0935381241,10.058
ofi_10s,-1,0.5,2,8,56805.0,670.0,608.7343082006416,2779.3772383440423,334.1184716532702,763.8786976267385,425.06807023766453,255.5302335306375,40707.0935381241,141.314
ofi_10s,-1,1.0,2,8,56805.0,1177.0,1204.0375834578724,6381.925645129231,561.1449022519754,1291.2245986364196,722.6135008707851,293.7675767212403,40707.0935381241,520.5550000000001
ofi_10s,-1,3.0,2,8,56805.0,2839.0,3071.3042507495447,38527.64306793545,1408.8966968513578,3000.8116364889092,1572.2721896289665,-854.9770963574434,40707.0935381241,3766.127000000001
ofi_10s,-1,5.0,2,8,56805.0,4255.0,4361.102744187665,79463.81249499043,2163.609394398079,4459.571457060049,2254.249484001124,-2985.1699336493466,40707.0935381241,9335.3
ofi_10s,-1,10.0,2,8,56805.0,7523.0,6961.658918248159,250735.68932503744,4041.172851194694,7860.460586773232,3758.942896334931,-10923.665334275855,40707.0935381241,33666.433999999994
ofi_10s,-1,30.0,2,8,56805.0,16591.0,18215.648376735397,1754789.295023719,9218.041883575352,16884.26196704776,7528.384940357014,-44754.92364870619,40707.0935381241,205088.95399999997
ofi_10s,-1,60.0,2,8,56805.0,24310.0,27910.94453702488,4866152.131440449,13846.137608081346,24658.88555484146,10603.4941998002,-81260.35727534234,40707.0935381241,540602.326
ofi_10s,-1,0.1,2,9,234061.0,1298.0,678.7733844901454,1376.0536348812554,913.8929033640403,1584.044792194741,646.5151734623003,911.9892042432582,174266.66043377772,54.727000000000025
ofi_10s,-1,0.5,2,9,234061.0,2915.0,2273.4444374291525,9686.037976787735,1701.9775958642103,3487.486227708608,1752.5896584205204,1529.803188357107,174266.66043377772,535.524
ofi_10s,-1,1.0,2,9,234061.0,4646.0,4253.481070217389,23993.890182968407,2600.467697478324,5488.158118262318,2839.761417400802,1925.9501812521771,174266.66043377772,1824.0679999999988
ofi_10s,-1,3.0,2,9,234061.0,10418.0,10470.331919664575,99074.84763760846,5975.85809339207,12049.258112027466,5985.114062087223,689.2751803470953,174266.66043377772,12869.413
ofi_10s,-1,5.0,2,9,234061.0,15333.0,15640.591087293666,199858.00743866415,9135.266134259502,17558.407228129676,8298.854885081833,-3873.7835346049333,174266.66043377772,32216.432999999997
ofi_10s,-1,10.0,2,9,234061.0,26214.0,24678.708285941542,607099.2494669337,16048.633481130597,29345.48124080435,13108.110166834063,-20366.601428803777,174266.66043377772,112594.62600000002
ofi_10s,-1,30.0,2,9,234061.0,56742.0,55509.34031901723,3621062.0099126613,35018.75192263732,62433.16414629089,27032.628006022904,-101663.061463079,174266.66043377772,689189.2529999997
ofi_10s,-1,60.0,2,9,234061.0,84956.0,91950.77986697074,10651591.410748277,53239.923558988354,93445.05197841604,39575.93391403401,-201286.7673813506,174266.66043377772,1911686.0279999997
ofi_10s,-1,0.1,3,0,33718.0,2405.0,1781.5708102155827,4797.8468297005375,1589.4264136780964,3025.1003648165306,1382.7369096203172,1566.3180444174827,27319.72988285489,107.46700000000001
ofi_10s,-1,0.5,3,0,33718.0,5756.0,6049.673691050451,33138.05309335829,3379.699705549492,7127.524104227278,3651.505340345329,2837.5256542080483,27319.72988285489,1041.801
ofi_10s,-1,1.0,3,0,33718.0,8370.0,9407.112995040374,82016.53069031065,4881.969455131318,10192.867632990205,5166.369895103488,2923.9344364380163,27319.72988285489,2937.441000000001
ofi_10s,-1,3.0,3,0,33718.0,13129.0,14880.715576715425,303944.92352283216,7817.297516237541,15378.703030389643,7353.12672738666,300.54864877781495,27319.72988285489,11571.577999999996
ofi_10s,-1,5.0,3,0,33718.0,15748.0,17626.904986131278,576012.6399399119,9608.975021411832,18343.001253916445,8505.441624868434,-2877.9462365245117,27319.72988285489,21713.213000000007
ofi_10s,-1,10.0,3,0,33718.0,19510.0,23827.769310655476,1354576.0031401266,12227.679191757652,22599.580677319896,10091.56296837504,-9196.845891018302,27319.72988285489,48617.53799999997
ofi_10s,-1,30.0,3,0,33718.0,25067.0,31054.894961463153,5017027.633069263,16736.076965788183,29557.254829871632,12471.672134983432,-18926.32715895228,27319.72988285489,149313.93299999996
ofi_10s,-1,60.0,3,0,33718.0,27500.0,40120.448887744365,10638306.467220291,18816.93909133824,32651.358877724684,13475.06939988911,-24567.083716908564,27319.72988285489,254256.70199999996
ofi_10s,-1,0.1,3,1,40198.0,1190.0,751.7911523459129,1697.9865313097362,704.1418458940738,1373.774293835337,651.4864078865816,698.3141255118444,35400.33750426097,54.82400000000003
ofi_10s,-1,0.5,3,1,40198.0,3330.0,2725.1528806645097,16630.86130814555,1793.2017617206106,3735.8506977661877,1890.3017290584742,1464.3652163558943,35400.33750426097,667.593
ofi_10s,-1,1.0,3,1,40198.0,5429.0,4976.114513438649,41481.12838776912,2959.794152739811,6024.1900515702955,2989.899650841541,1559.356706558854,35400.33750426097,2209.706
ofi_10s,-1,3.0,3,1,40198.0,9968.0,9108.185643263749,176686.7882328211,5737.888991075919,10820.987212559325,4943.182137876455,-1277.673568572686,35400.33750426097,10708.075000000003
ofi_10s,-1,5.0,3,1,40198.0,12904.0,11738.931137339046,376483.3672603561,7682.241335138641,14010.113593012344,6144.276120052812,-5319.608412960525,35400.33750426097,22160.505999999998
ofi_10s,-1,10.0,3,1,40198.0,17554.0,15530.26216237781,915030.5935832832,10883.339562968147,19033.962155666755,7880.692686888675,-13944.258592533786,35400.33750426097,55614.774999999994
ofi_10s,-1,30.0,3,1,40198.0,25878.0,24717.628108379082,3611529.704833659,18422.587910455888,29984.054549002947,11232.101611191063,-28821.265739245624,35400.33750426097,211571.69800000006
ofi_10s,-1,60.0,3,1,40198.0,29637.0,32260.0579699666,8171259.349427177,22165.5637597015,35293.400372699274,12766.744857074385,-37279.25314506701,35400.33750426097,376735.0700000003
ofi_10s,-1,0.1,3,2,41651.0,891.0,595.3754120552089,1632.6039627967618,533.8339065708886,1035.1214158082478,486.2078073147963,530.659548996,32944.32628499167,40.525
ofi_10s,-1,0.5,3,2,41651.0,2579.0,2034.7256038651235,9528.740314768618,1304.2467822248773,2730.6245860752338,1396.1754647867363,1077.5909674610032,32944.32628499167,513.6980000000001
ofi_10s,-1,1.0,3,2,41651.0,4149.0,3578.953795533863,25005.49194894985,2096.638596022698,4331.996346482016,2191.611030620987,1052.575928534192,32944.32628499167,1670.1750000000002
ofi_10s,-1,3.0,3,2,41651.0,8132.0,7086.668524188893,123540.89804705903,4405.128542067945,8395.988928993114,3907.4004380758884,-1678.853961043185,32944.32628499167,9201.753
ofi_10s,-1,5.0,3,2,41651.0,10961.0,9808.838126845607,264414.8217380821,6240.658352447064,11428.837843174593,5070.750655627994,-5714.1783328355195,32944.32628499167,20251.771999999997
ofi_10s,-1,10.0,3,2,41651.0,15730.0,16043.743609736523,784064.0388089416,9478.22321141738,16598.22835704011,6952.6568632285025,-15243.492695120867,32944.32628499167,54773.495
ofi_10s,-1,30.0,3,2,41651.0,24536.0,25051.120867959162,3217947.877165052,15818.987836024038,26355.54031777439,10277.815226294397,-36955.14238720687,32944.32628499167,218741.14300000007
ofi_10s,-1,60.0,3,2,41651.0,29070.0,26856.082468296372,7550321.590394859,19310.074830842943,31655.3508358941,12039.907863863988,-48806.16457022765,32944.32628499167,414849.68899999995
ofi_10s,-1,0.1,3,3,44446.0,753.0,433.75590239135994,846.1204157648727,429.33319334515426,840.6197752153766,397.2099570457755,427.8704711117948,33718.68364824821,34.39800000000001
ofi_10s,-1,0.5,3,3,44446.0,2003.0,1638.8555679515712,6773.817420047056,980.2792272880783,2146.5436560478843,1145.8794383245695,815.8002686791074,33718.68364824821,396.2899999999999
ofi_10s,-1,1.0,3,3,44446.0,3208.0,3024.825215497112,18709.746030342896,1520.8571862000338,3358.2144461907124,1811.1155266175451,858.8290381696936,33718.68364824821,1282.6110000000003
ofi_10s,-1,3.0,3,3,44446.0,6707.0,6392.9447858677695,95224.91336115616,3369.2994456332294,6815.667153844263,3369.554746201852,-1537.6700874665917,33718.68364824821,7976.826
ofi_10s,-1,5.0,3,3,44446.0,9402.0,8991.42998016947,216372.1742630494,4902.397102840549,9395.56533192557,4393.954757045651,-5590.7632834472115,33718.68364824821,18543.313
ofi_10s,-1,10.0,3,3,44446.0,14130.0,13164.89076613032,619151.7135267437,7874.2095047522835,14192.126744501908,6145.407891823346,-15437.2222059461,33718.68364824821,52949.55299999999
ofi_10s,-1,30.0,3,3,44446.0,23745.0,29372.191009508657,3063380.455618666,14466.788918271259,24520.93899260171,9786.898345646043,-41384.12580999001,33718.68364824821,231453.11899999998
ofi_10s,-1,60.0,3,3,44446.0,29135.0,38581.11629132492,7084821.7282259,18541.969514434215,30598.507421585713,11789.631555253618,-58162.64650707835,33718.68364824821,465806.56899999996
ofi_10s,-1,0.1,3,4,47098.0,594.0,375.4087778888267,689.9666806849982,319.5969150179245,643.5405969657364,321.94057642786476,318.24629783003655,35938.08853162523,27.16200000000001
ofi_10s,-1,0.5,3,4,47098.0,1623.0,1431.3113471932945,5943.233312314803,696.637527429059,1647.8540131786997,939.8059739520698,602.9503390576128,35938.08853162523,330.21100000000007
ofi_10s,-1,1.0,3,4,47098.0,2623.0,2480.8774481240957,17072.99836101649,1133.8259921666277,2695.0169220091066,1534.7595400253022,597.4947256416651,35938.08853162523,1072.436
ofi_10s,-1,3.0,3,4,47098.0,5563.0,4570.352782805153,70771.09228541805,2612.8328539091576,5513.903084788257,2841.512014665304,-1434.5845761619748,35938.08853162523,6617.000999999999
ofi_10s,-1,5.0,3,4,47098.0,7834.0,6501.684219881196,157403.90162655181,3863.579580154933,7636.360068082037,3683.0180613972243,-4851.793264211729,35938.08853162523,15470.962000000001
ofi_10s,-1,10.0,3,4,47098.0,12321.0,10066.340936711424,495253.3293365768,6568.560364126753,12151.0993834283,5437.627695498418,-14934.40264736956,35938.08853162523,48468.758999999984
ofi_10s,-1,30.0,3,4,47098.0,22336.0,21116.79562544118,2569487.369049504,13316.700330610649,22814.216783803135,9220.418516335205,-43600.94796333082,35938.08853162523,233918.487
ofi_10s,-1,60.0,3,4,47098.0,28399.0,30186.323825097403,6384067.38620451,17602.123415681486,29384.81962271008,11454.676157514994,-64228.499497308934,35938.08853162523,497396.77599999995
ofi_10s,-1,0.1,3,5,50462.0,449.0,264.3727250285765,526.7655994132438,232.0881702812581,478.99312391889845,243.85075807434745,230.6956892511711,36732.17395425692,20.167000000000005
ofi_10s,-1,0.5,3,5,50462.0,1259.0,1067.8536973854375,4651.414353838289,541.2642794710622,1330.6008979711862,784.121410838718,458.902572324035,36732.17395425692,256.294
ofi_10s,-1,1.0,3,5,50462.0,2131.0,1945.8893642817889,30020.704454406423,895.1760223067428,2229.838901004528,1317.063543452202,518.5993823487302,36732.17395425692,897.047
ofi_10s,-1,3.0,3,5,50462.0,4632.0,4569.938695437778,80344.96046887246,2091.791054236284,4661.579344091458,2540.5077061671886,-829.762350392071,36732.17395425692,5626.406999999999
ofi_10s,-1,5.0,3,5,50462.0,6714.0,6458.772097676041,148831.1957535235,3194.9281381748538,6666.54038726829,3418.3755866520987,-3909.465157017778,36732.17395425692,13814.338999999996
ofi_10s,-1,10.0,3,5,50462.0,11014.0,10159.34810761884,437222.42907740176,5590.920646679121,10781.307592681369,5068.653522326891,-13272.42818500149,36732.17395425692,45392.691000000006
ofi_10s,-1,30.0,3,5,50462.0,21128.0,21202.31379534661,2423132.9216758613,11952.76902717326,21100.34728468166,8919.758035715076,-45024.04241415125,36732.17395425692,234333.71499999994
ofi_10s,-1,60.0,3,5,50462.0,28009.0,30158.48914202207,5765726.911448989,16696.039230773462,28543.864408967573,11591.217122851182,-70237.81794711991,36732.17395425692,532790.9040000001
ofi_10s,-1,0.1,3,6,53149.0,341.0,212.4106663035372,403.7038197624416,158.06341740892427,335.7573921858047,177.45466219030058,156.76613020659735,38643.8011397123,15.602
ofi_10s,-1,0.5,3,6,53149.0,937.0,834.0018671267464,3166.6396270395007,371.67847418249073,953.0843486577645,580.3075703418674,310.87148371168223,38643.8011397123,184.60899999999995
ofi_10s,-1,1.0,3,6,53149.0,1700.0,1683.7848632347725,10906.557232282496,690.5955359639063,1732.4764015569426,1033.6846440723216,402.0987728971689,38643.8011397123,744.9080000000002
ofi_10s,-1,3.0,3,6,53149.0,3781.0,3825.5991880157617,49243.427108999254,1672.4577135544162,3783.077061561617,2083.8494211331763,-970.2246399226159,38643.8011397123,4777.826999999999
ofi_10s,-1,5.0,3,6,53149.0,5549.0,5114.4308466161,114214.77885860049,2614.15852511015,5525.458759083722,2861.7514902852677,-3519.6663898048228,38643.8011397123,11763.173
ofi_10s,-1,10.0,3,6,53149.0,9385.0,8129.733996398597,315922.3310522724,4757.5415904526935,9299.956623016944,4471.155488861777,-12090.617760600635,38643.8011397123,40090.35599999999
ofi_10s,-1,30.0,3,6,53149.0,19269.0,21166.208630449408,2012534.2221313068,10898.416858643308,19497.051985216567,8446.671518757747,-42715.96770253728,38643.8011397123,225293.225
ofi_10s,-1,60.0,3,6,53149.0,26741.0,31149.254332007375,5310096.331164794,15732.637067570719,27327.147020459055,11338.05596200447,-70608.83288992719,38643.8011397123,549028.9920000001
ofi_10s,-1,0.1,3,7,58632.0,282.0,142.07965016874874,227.45280079493912,149.58386927748413,296.44658782411926,141.34776572266813,149.9988008385433,41179.50689141905,12.623999999999999
ofi_10s,-1,0.5,3,7,58632.0,815.0,627.2242693732514,2238.8925401436,359.755489382994,852.0877025986124,484.5504222913858,306.57027987174354,41179.50689141905,175.39700000000002
ofi_10s,-1,1.0,3,7,58632.0,1413.0,1423.3075808344643,8422.527830970508,625.7529951634913,1509.7524257521202,872.0363815645211,351.23497460227,41179.50689141905,614.4310000000002
