c,rounds,n,usd,sz,long_share,dur_s,t0
614,2,5,19473.51162,21.96,1.0,3.0260000000000002,1780683531310000000
551,3,37,19432.742879999998,20.450000000000003,1.0,5.963,1780619007374000000
54,1,8,19395.29625,30.364,1.0,0.0,1778076356090000000
1295,1,2,19372.025999999998,21.067999999999998,1.0,0.0,1783400554696000000
1595,1,1,19252.8,21.0,0.0,0.0,1784621062077000000
471,1,4,19208.272200000003,17.806,0.0,0.0,1780477282308000000
522,2,11,19047.63965,19.558,1.0,3.109,1780581945770000000
311,3,9,19034.715,28.892999999999997,1.0,5.992,1779200083284000000
135,2,13,18885.371089999997,25.45,1.0,3.181,1778598767108000000
1325,1,7,18551.34159,20.067,1.0,0.0,1783485415618000000
1706,2,10,18494.08959,21.701,1.0,3.0370000000000004,1785216695691000000
2064,1,2,18474.382859999998,21.372999999999998,1.0,0.0,1786111219238000000
519,1,4,18344.202250000002,18.771,1.0,0.0,1780581841449000000
1980,2,7,18306.088,21.96,1.0,3.048,1785506918579000000
1014,1,2,18174.6663,15.099,0.0,0.0,1782333815561000000
1163,1,3,18158.0529,18.0,1.0,0.0,1782953010120000000
977,1,4,17967.24046,18.031,1.0,0.0,1782328283630000000
1859,1,13,17825.75324,24.019,1.0,0.0,1785354733653000000
944,1,15,17804.5533,17.241999999999997,1.0,0.0,1782308624454000000
24,2,7,17789.64047,28.167,0.0,2.9080000000000004,1777988697396000000
1360,1,2,17714.32755,20.168,1.0,0.0,1783502125583000000
1987,1,11,17651.42269,21.79,1.0,0.0,1785609203538000000
956,2,10,17459.3476,17.092,1.0,2.946,1782321845607000000
443,1,1,17356.43358,18.138,0.0,0.0,1780045727219000000
2050,1,7,17227.32942,20.42,1.0,0.0,1786022882115000000
618,1,3,17179.013750000002,19.462,1.0,0.0,1780684464387000000
1352,1,3,16996.13064,19.252000000000002,1.0,0.0,1783499920661000000
307,1,2,16957.20264,25.621000000000002,1.0,0.0,1779199822350000000
1282,1,12,16954.94998,18.022,1.0,0.0,1783387765583000000
303,1,7,16857.875190000002,24.442,1.0,0.0,1779115809089000000
1011,1,7,16850.7783,14.116,0.0,0.0,1782332807519000000
1067,1,2,16844.028,15.432,1.0,0.0,1782740318745000000
1812,1,3,16788.88852,22.18,1.0,0.0,1785298753560000000
2005,3,23,16500.73822,21.283999999999995,1.0,6.0200000000000005,1785763845948000000
1348,4,12,16445.05379,18.564,1.0,9.073,1783499764587000000
964,1,4,16408.523,16.174,1.0,0.0,1782324209537000000
936,1,6,16373.642500000002,15.691,1.0,0.0,1782308429494000000
1342,1,13,16367.525249999999,18.432,1.0,0.0,1783499431595000000
1873,2,6,16324.675459999999,22.28,1.0,2.999,1785355639595000000
1043,1,2,16267.207499999999,13.745,0.0,0.0,1782482501517000000
1545,2,7,16192.565309999998,19.908,1.0,3.068,1784267569624000000
308,1,4,16076.94,24.359,1.0,0.0,1779199882327000000
393,1,4,15949.2305,16.608,0.0,0.0,1779879813707000000
951,4,19,15847.889,15.440000000000001,1.0,9.07,1782321491508000000
759,1,1,15830.08856,17.204,0.0,0.0,1781140271562000000
1810,3,8,15744.90683,20.778,1.0,6.049,1785298669546000000
966,1,5,15662.097,15.455,1.0,0.0,1782327545545000000
123,1,16,15633.710509999999,20.844,1.0,0.0,1778596142160000000
969,1,5,15599.390399999998,15.448,1.0,0.0,1782327941462000000
946,1,2,15487.8568,15.028,1.0,0.0,1782314747582000000
1187,1,2,15446.085500000001,14.552,0.0,0.0,1782995223163000000
505,2,12,15404.3464,15.344999999999999,1.0,2.962,1780564360316000000
927,1,13,15396.377399999998,14.472999999999999,1.0,0.0,1782221410786000000
255,1,2,15391.364000000001,19.937,0.0,0.0,1778828434239000000
1432,2,9,15269.18267,16.469,1.0,2.9320000000000004,1783912249598000000
1754,2,6,15224.28067,19.206000000000003,1.0,3.176,1785248210634000000
1877,1,12,15109.05923,20.774,1.0,0.0,1785355741635000000
1079,2,13,15074.473899999999,14.075000000000001,1.0,3.0010000000000003,1782741380658000000
232,1,10,14923.197,19.999,1.0,0.0,1778821564271000000
1758,1,10,14918.01374,18.81,1.0,0.0,1785279017638000000
725,2,6,14885.79182,17.201,1.0,2.8200000000000003,1781022011885000000
926,1,3,14717.4325,13.68,1.0,0.0,1782221344569000000
991,1,1,14677.105,13.225,0.0,0.0,1782331529563000000
1366,1,2,14568.21204,15.492,0.0,0.0,1783517650549000000
1281,2,4,14542.091009999998,15.440999999999999,1.0,3.0090000000000003,1783387582592000000
1640,1,3,14284.931760000001,15.482000000000001,1.0,0.0,1784902717180000000
620,1,3,14211.37268,16.124,1.0,0.0,1780684542298000000
295,2,8,14141.33866,20.301000000000002,1.0,2.987,1779115545111000000
1298,1,6,14124.42108,15.392,1.0,0.0,1783400758661000000
14,1,4,14110.09209,23.088,0.0,0.0,1777987662374000000
830,1,3,14097.7434,13.858,1.0,0.0,1781704935641000000
1759,1,5,13944.90996,17.64,1.0,0.0,1785279047682000000
1652,1,3,13942.18532,15.100000000000001,1.0,0.0,1785160572736000000
986,1,8,13853.94,12.652,0.0,0.0,1782331409568000000
154,2,13,13806.656630000001,18.977000000000004,1.0,2.983,1778601164157000000
1801,2,4,13767.768379999998,17.990000000000002,1.0,3.0660000000000003,1785298315539000000
384,2,15,13738.146390000002,14.467,0.0,2.935,1779842649757000000
1252,1,2,13662.081359999998,14.225999999999999,1.0,0.0,1783382230631000000
1744,3,13,13564.97462,16.799,1.0,6.0520000000000005,1785246380664000000
1096,3,5,13518.426599999999,12.906,1.0,5.994000000000001,1782742331659000000
305,1,3,13326.88038,20.11,1.0,0.0,1779192058409000000
203,2,11,13310.15209,17.253999999999998,1.0,3.015,1778808652265000000
1149,1,5,13285.8352,13.058,1.0,0.0,1782950487371000000
1535,2,8,13191.62455,16.121,1.0,3.093,1784248186611000000
2057,1,1,13167.44048,15.074,0.0,0.0,1786024043050000000
1614,1,2,13108.84158,13.346,0.0,0.0,1784653297081000000
282,2,11,13025.86257,18.272,1.0,3.374,1779113160035000000
676,2,10,13000.615450000001,13.716000000000001,0.0,3.3200000000000003,1780925442285000000
860,1,7,12895.7356,11.072,1.0,0.0,1782184915647000000
1834,3,5,12861.931260000001,16.789,1.0,6.12,1785341128565000000
2041,1,10,12857.759,15.109,1.0,0.0,1786013459045000000
546,3,16,12847.132660000001,13.437,1.0,6.133,1780618455294000000
461,1,4,12816.435099999999,12.499999999999998,0.0,0.0,1780309865176000000
1714,1,4,12591.3478,15.007,1.0,0.0,1785236915609000000
215,2,4,12547.786520000001,16.503,1.0,3.0060000000000002,1778810329254000000
448,2,4,12432.173,12.883,0.0,3.044,1780061753162000000
1353,3,9,12357.6595,14.033999999999999,1.0,6.07,1783499965575000000
127,1,4,12337.1125,16.509,1.0,0.0,1778596259161000000
306,1,2,12317.12828,18.602,1.0,0.0,1779192070342000000
1794,4,15,12309.84005,15.988,1.0,8.93,1785298057596000000
1306,1,5,12194.758249999999,13.508,1.0,0.0,1783434280579000000
1357,1,4,12139.393339999999,13.802,1.0,0.0,1783502068549000000
399,1,3,12099.47136,12.543,0.0,0.0,1779880008692000000
908,2,9,12021.3561,11.033000000000001,1.0,2.972,1782202657655000000
1173,1,4,12010.10952,12.065999999999999,1.0,0.0,1782972903072000000
1063,2,26,11915.6088,10.828000000000001,1.0,2.9730000000000003,1782740189707000000
1824,1,1,11903.71298,15.206,1.0,0.0,1785336145626000000
1280,1,13,11891.91848,12.632,1.0,0.0,1783387573681000000
1118,1,3,11865.0687,10.203,0.0,0.0,1782794598065000000
1598,2,6,11851.392440000001,12.75,0.0,3.1060000000000003,1784640607118000000
1638,1,11,11795.13838,12.765,1.0,0.0,1784902645106000000
276,3,5,11754.99135,16.672,1.0,5.986000000000001,1779062544054000000
1659,1,5,11716.599440000002,13.077,1.0,0.0,1785160944740000000
882,1,7,11503.286999999998,10.17,1.0,0.0,1782192796574000000
1158,3,11,11497.4959,11.466999999999999,1.0,6.017,1782950622098000000
1234,1,4,11463.5057,11.648,1.0,0.0,1783359925657000000
181,1,3,11448.641800000001,14.573,0.0,0.0,1778644994242000000
724,2,8,11425.510999999999,13.152000000000001,1.0,3.0980000000000003,1781021948569000000
1620,1,2,11398.0443,11.669,0.0,0.0,1784730091127000000
1169,1,4,11297.1296,11.296,1.0,0.0,1782972765149000000
1115,1,1,11271.0,10.0,0.0,0.0,1782758328153000000
605,3,14,11134.867559999999,12.461000000000002,1.0,6.057,1780677816323000000
1558,1,7,11088.419409999999,12.927999999999999,0.0,0.0,1784283310733000000
1493,2,4,11076.07223,13.115,1.0,2.962,1784222254725000000
366,1,5,10991.86239,11.933,0.0,0.0,1779840105712000000
150,1,5,10954.16949,15.0,1.0,0.0,1778601011217000000
476,1,7,10847.1568,10.0,0.0,0.0,1780477795298000000
204,2,7,10837.30362,14.065000000000001,1.0,2.9080000000000004,1778808661419000000
590,2,7,10737.44559,11.792,1.0,2.988,1780677042382000000
831,2,5,10662.704,10.506,1.0,2.9610000000000003,1781704941588000000
901,1,11,10633.7861,9.616999999999999,1.0,0.0,1782194251627000000
1876,2,7,10618.61008,14.563999999999998,1.0,3.0330000000000004,1785355729567000000
1874,3,8,10558.4925,14.443000000000001,1.0,6.0360000000000005,1785355678540000000
359,1,8,10502.51166,13.303,0.0,0.0,1779699484450000000
188,1,1,10485.25204,13.276,0.0,0.0,1778646095191000000
2074,1,1,10473.29955,11.721,0.0,0.0,1786370896076000000
1884,4,7,10448.87409,14.503,1.0,9.135,1785356851534000000
464,2,7,10407.098399999999,9.946,0.0,3.015,1780333251032000000
1450,1,6,10396.68408,11.228,0.0,0.0,1783983649564000000
1657,1,5,10271.13071,11.435,1.0,0.0,1785160932771000000
1278,1,2,10256.659279999998,10.852,1.0,0.0,1783387519572000000
1495,1,4,10254.680040000001,12.156,1.0,0.0,1784222527663000000
1737,1,2,10170.225820000001,12.451,1.0,0.0,1785246188623000000
1358,1,2,10100.633969999999,11.487,1.0,0.0,1783502074637000000
1170,3,6,10055.81003,10.064,1.0,6.031000000000001,1782972813138000000
286,3,4,9898.53803,14.051,1.0,5.912000000000001,1779114792202000000
586,1,3,9893.62914,10.827,1.0,0.0,1780676454394000000
1968,4,7,9862.57628,11.561,1.0,8.843,1785506540682000000
1565,3,5,9845.35118,12.226,1.0,6.08,1784295844693000000
1007,3,4,9827.9722,8.322,0.0,6.050000000000001,1782332747507000000
1374,1,3,9822.42518,10.181000000000001,0.0,0.0,1783555236612000000
252,1,5,9816.26178,13.41,1.0,0.0,1778824840216000000
1770,1,1,9807.4584,12.564,1.0,0.0,1785279464629000000
1185,2,6,9805.1274,9.3,0.0,2.991,1782994578124000000
939,1,6,9737.4061,9.371,1.0,0.0,1782308477588000000
1008,3,9,9700.072400000001,8.184000000000001,0.0,6.056,1782332762480000000
600,1,4,9661.79394,10.713,1.0,0.0,1780677441379000000
1150,1,4,9632.8799,9.485,1.0,0.0,1782950502116000000
158,2,3,9591.08052,13.228,1.0,2.9490000000000003,1778601248121000000
1412,1,8,9522.24092,10.099,1.0,0.0,1783907545519000000
264,1,6,9491.27147,13.058999999999997,1.0,0.0,1778853568349000000
2072,1,2,9481.25074,11.174,1.0,0.0,1786111948128000000
494,1,4,9475.2014,9.294,1.0,0.0,1780563958342000000
2067,1,3,9466.93059,11.030000000000001,1.0,0.0,1786111390127000000
917,1,3,9447.1104,8.736,1.0,0.0,1782220222551000000
2070,3,7,9446.665079999999,11.091000000000001,1.0,5.9110000000000005,1786111879227000000
886,3,7,9443.672999999999,8.389999999999999,1.0,5.908,1782193288604000000
511,2,8,9417.35875,9.457,1.0,2.895,1780564519407000000
89,1,16,9369.82509,12.342,0.0,0.0,1778278826141000000
1272,1,3,9368.6905,9.854000000000001,1.0,0.0,1783387171580000000
2028,1,2,9346.25424,10.074,0.0,0.0,1785947363055000000
180,1,4,9316.56086,12.381,0.0,0.0,1778610458139000000
1841,1,1,9312.22727,12.277,1.0,0.0,1785353605600000000
144,4,29,9274.12642,12.612,1.0,8.998000000000001,1778599010128000000
749,2,12,9209.140229999999,10.531,1.0,3.0170000000000003,1781129057629000000
1837,1,5,9181.46868,12.017000000000001,1.0,0.0,1785341581575000000
814,1,7,9179.790700000001,8.5,0.0,0.0,1781539974665000000
1944,2,7,9173.01393,10.164,0.0,3.0370000000000004,1785447277553000000
1070,1,5,9152.4576,8.437,1.0,0.0,1782740342650000000
151,2,10,9152.30355,12.538,1.0,2.998,1778601038153000000
1297,2,4,9140.674099999998,9.958,1.0,3.266,1783400662677000000
1345,1,3,9122.0496,10.272,1.0,0.0,1783499458585000000
1562,1,3,9105.05532,11.182,1.0,0.0,1784295439711000000
562,1,3,9103.232320000001,9.688,1.0,0.0,1780666071571000000
1074,2,6,9018.293199999998,8.344000000000001,1.0,3.0730000000000004,1782741290641000000
960,1,1,8995.380000000001,8.819,1.0,0.0,1782323873537000000
1771,1,2,8923.30225,11.435,1.0,0.0,1785279473654000000
1134,1,2,8879.4995,8.605,1.0,0.0,1782936252311000000
385,2,6,8849.684500000001,9.314,0.0,2.9890000000000003,1779842721742000000
1765,1,2,8737.05,11.129999999999999,1.0,0.0,1785279230605000000
752,1,10,8689.13544,10.009,1.0,0.0,1781133383558000000
1255,2,7,8649.85316,9.025,1.0,3.2260000000000004,1783382317623000000
692,2,11,8576.00283,9.350999999999999,1.0,3.028,1781018696580000000
357,1,6,8514.548200000001,10.8,0.0,0.0,1779698785359000000
1488,1,1,8491.6,10.0,1.0,0.0,1784218342734000000
1995,1,3,8482.42341,10.759,1.0,0.0,1785757266827000000
452,1,3,8471.8811,8.692,0.0,0.0,1780062737250000000
1538,2,15,8451.647079999999,10.36,1.0,2.943,1784248231717000000
1666,2,5,8440.379560000001,9.535,1.0,3.019,1785161466692000000
502,2,6,8407.7713,8.347999999999999,1.0,2.898,1780564327400000000
1490,2,9,8392.31032,9.903,1.0,3.019,1784218504703000000
273,1,6,8376.62088,11.858,1.0,0.0,1778983249229000000
433,1,7,8334.16161,8.929,0.0,0.0,1779973272839000000
1371,2,29,8322.03139,8.772,0.0,2.9170000000000003,1783518037684000000
312,2,7,8288.57982,12.599,1.0,2.895,1779200107411000000
430,1,10,8231.176950000001,8.854,0.0,0.0,1779956646709000000
790,1,11,8179.0616,7.893,0.0,0.0,1781472902635000000
1244,3,7,8043.43292,8.254,1.0,5.9270000000000005,1783378537686000000
508,1,11,8005.648300000001,7.994,1.0,0.0,1780564489274000000
1287,1,2,7963.539079999999,8.491,1.0,0.0,1783387849645000000
1140,2,11,7941.8547,7.7540000000000004,1.0,3.097,1782936447050000000
550,1,8,7924.225759999999,8.322,1.0,0.0,1780618908375000000
1789,1,2,7868.41906,10.0,1.0,0.0,1785295588579000000
1682,2,7,7824.296719999999,9.024,1.0,3.028,1785162627701000000
1080,1,5,7796.8369999999995,7.284999999999999,1.0,0.0,1782741398695000000
114,1,8,7789.59779,9.863,0.0,0.0,1778458799153000000
943,2,13,7761.9092,7.5009999999999994,1.0,2.9930000000000003,1782308570465000000
234,1,2,7738.68619,10.379,1.0,0.0,1778821588249000000
1985,1,4,7724.71123,9.457999999999998,1.0,0.0,1785534617569000000
1569,1,1,7699.63011,8.949,0.0,0.0,1784296990732000000
915,1,3,7680.0514,7.093,1.0,0.0,1782220087552000000
1798,2,7,7639.63731,9.968,1.0,3.072,1785298255542000000
1237,1,3,7580.6874,7.722,1.0,0.0,1783377856586000000
573,3,7,7532.50056,8.14,1.0,5.751,1780667340662000000
1751,6,12,7524.231099999999,9.404,1.0,14.973,1785248138672000000
713,2,3,7514.6852,8.461,1.0,2.978,1781020631673000000
916,1,1,7458.3264,6.888,1.0,0.0,1782220150549000000
754,1,7,7421.089,8.554,1.0,0.0,1781133398541000000
1476,1,3,7405.68494,8.564,1.0,0.0,1784200165736000000
1105,1,1,7350.6895,7.147,1.0,0.0,1782742535830000000
504,1,10,7289.1212,7.25,1.0,0.0,1780564351334000000
537,1,2,7250.206410000001,7.519,1.0,0.0,1780618320319000000
685,1,4,7246.984600000001,7.367,0.0,0.0,1780979870584000000
474,2,7,7235.9089,6.68,0.0,2.9610000000000003,1780477735326000000
1998,2,6,7235.793629999999,9.225999999999999,1.0,2.95,1785757908938000000
174,1,2,7200.852739999999,10.162999999999998,1.0,0.0,1778604788193000000
1885,3,11,7191.29106,9.998000000000001,1.0,5.942,1785356866638000000
446,2,13,7187.71355,7.465,0.0,3.099,1780046093195000000
128,3,6,7158.7668300000005,9.585,1.0,5.848000000000001,1778596265254000000
155,1,3,7151.52025,9.834999999999999,1.0,0.0,1778601179130000000
531,2,4,7040.12514,7.257999999999999,1.0,2.863,1780616592398000000
591,3,4,6991.02646,7.6899999999999995,1.0,6.007000000000001,1780677057378000000
1757,1,1,6990.984,8.8,1.0,0.0,1785278978615000000
1224,1,1,6975.263,7.025,1.0,0.0,1783344996984000000
1683,1,3,6919.76556,8.0,1.0,0.0,1785162711730000000
669,1,4,6911.140799999999,7.915,1.0,0.0,1780882170290000000
288,2,11,6909.97052,9.843,1.0,2.983,1779114831061000000
881,2,11,6872.3655,6.069999999999999,1.0,2.874,1782192754666000000
1605,1,6,6844.19457,7.241999999999999,0.0,0.0,1784641018152000000
1229,1,2,6831.23463,6.921,1.0,0.0,1783358971608000000
824,1,7,6808.441100000001,6.398,1.0,0.0,1781620287620000000
1124,1,9,6803.161,6.418,1.0,0.0,1782916536137000000
1316,1,3,6790.35054,7.597,1.0,0.0,1783435288616000000
609,2,14,6788.76681,7.625,1.0,2.9610000000000003,1780677945451000000
63,1,6,6773.9418,10.484,1.0,0.0,1778170061176000000
1025,1,2,6691.440600000001,5.382000000000001,0.0,0.0,1782363692550000000
39,1,2,6690.67561,10.0,0.0,0.0,1778019932135000000
1042,1,4,6662.963000000001,5.65,0.0,0.0,1782482414651000000
1172,4,14,6654.42683,6.679,1.0,8.832,1782972885225000000
152,1,1,6630.88652,9.092,1.0,0.0,1778601062159000000
412,1,10,6611.50068,6.720000000000001,0.0,0.0,1779882876836000000
2073,1,1,6607.936000000001,7.408,0.0,0.0,1786370851107000000
912,1,5,6528.6063,6.0040000000000004,1.0,0.0,1782220048538000000
574,1,2,6522.89652,7.053,1.0,0.0,1780667880376000000
1268,2,6,6503.19263,6.831,1.0,2.9690000000000003,1783384891653000000
1005,1,2,6461.5779999999995,5.518,0.0,0.0,1782332657527000000
1078,2,8,6355.273900000001,5.923000000000001,1.0,2.979,1782741371703000000
1410,1,1,6348.514340000001,6.719,1.0,0.0,1783906135484000000
42,1,2,6291.720230000001,9.367,0.0,0.0,1778021126106000000
422,3,12,6259.86402,7.100999999999999,1.0,5.841,1779939396973000000
1131,1,4,6217.2107,5.920999999999999,1.0,0.0,1782917829095000000
641,2,4,6181.83965,7.187,1.0,3.0330000000000004,1780690257302000000
1686,3,7,6147.64646,7.127000000000001,1.0,5.942,1785162843718000000
244,3,6,6079.814120000001,8.232,1.0,6.019,1778823394248000000
1518,1,1,6077.12542,7.346,1.0,0.0,1784247064728000000
1542,1,4,6039.50664,7.421,1.0,0.0,1784266873781000000
971,3,8,6012.4874,5.966,1.0,5.936,1782327983557000000
425,1,4,5982.179,6.796,1.0,0.0,1779939441685000000
1035,1,1,5954.13,5.089,1.0,0.0,1782426581488000000
1061,3,15,5942.3997,5.368,1.0,6.031000000000001,1782739826658000000
1559,2,2,5887.70217,6.859999999999999,0.0,3.0370000000000004,1784283316628000000
486,1,5,5886.3058,5.734,1.0,0.0,1780563676749000000
1411,1,2,5857.744640000001,6.208,1.0,0.0,1783906525529000000
940,1,5,5829.3225999999995,5.617,1.0,0.0,1782308486727000000
25,1,4,5806.47392,9.176,0.0,0.0,1777988709269000000
1889,1,5,5804.4909800000005,8.117,1.0,0.0,1785358729596000000
1687,1,4,5789.93889,6.731,1.0,0.0,1785162909769000000
419,1,5,5751.56881,6.487,1.0,0.0,1779939354743000000
1896,1,2,5667.373250000001,7.957,1.0,0.0,1785359293796000000
258,1,9,5660.35996,7.726,1.0,0.0,1778851801369000000
2048,1,1,5639.6237599999995,6.712,1.0,0.0,1786014412964000000
1547,1,1,5591.7492,6.883,1.0,0.0,1784267662674000000
445,1,3,5584.20911,5.803,0.0,0.0,1780046081195000000
1575,1,2,5581.31229,6.2909999999999995,0.0,0.0,1784304025796000000
1001,4,7,5547.3472,4.801,0.0,9.05,1782331787527000000
1560,1,5,5505.97869,6.390000000000001,0.0,0.0,1784283370697000000
541,1,1,5486.449439999999,5.704,1.0,0.0,1780618380328000000
1269,1,4,5432.3184,5.704,1.0,0.0,1783384912554000000
815,1,3,5407.214,5.0,0.0,0.0,1781547480613000000
1665,2,7,5340.108749999999,6.021,1.0,3.039,1785161169725000000
1846,1,6,5303.80875,7.0729999999999995,1.0,0.0,1785353989659000000
992,1,4,5284.7388,4.724,0.0,0.0,1782331559616000000
82,1,13,5271.88847,7.0,0.0,0.0,1778277896135000000
514,1,2,5247.27452,5.332,1.0,0.0,1780581748326000000
101,1,1,5244.24894,6.807,0.0,0.0,1778349287067000000
2023,1,4,5239.66662,5.838,0.0,0.0,1785857619983000000
1027,1,3,5238.5392,4.208,0.0,0.0,1782363722583000000
69,1,15,5237.96941,7.363,0.0,0.0,1778248805240000000
1468,1,2,5234.64573,6.0,1.0,0.0,1784198809706000000
451,1,15,5218.0070000000005,5.3580000000000005,0.0,0.0,1780062704168000000
1826,2,5,5195.67244,6.648000000000001,1.0,2.947,1785336226605000000
978,1,3,5179.95071,5.203,1.0,0.0,1782328295526000000
1888,2,6,5149.3717,7.197,1.0,2.8960000000000004,1785358720637000000
704,1,4,5142.95582,5.699,1.0,0.0,1781019323714000000
1286,1,8,5060.23992,5.389,1.0,0.0,1783387822670000000
852,1,4,5058.0653999999995,4.322,0.0,0.0,1782091533540000000
1734,1,3,5004.93845,6.107,1.0,0.0,1785245942637000000
981,3,6,4972.2651,4.741,0.0,6.011,1782331178465000000
1340,3,7,4913.86665,5.529,1.0,6.007000000000001,1783499410666000000
858,1,4,4894.393100000001,4.2,1.0,0.0,1782184876608000000
571,1,11,4893.58597,5.261,1.0,0.0,1780667247320000000
1153,1,3,4868.2724,4.8149999999999995,1.0,0.0,1782950553125000000
644,1,3,4827.78274,5.6290000000000004,1.0,0.0,1780690299302000000
1832,1,1,4789.78955,6.229,1.0,0.0,1785340567580000000
1531,2,4,4759.53042,5.796,1.0,3.02,1784248024686000000
410,1,5,4755.33714,4.849,0.0,0.0,1779882837729000000
931,1,1,4740.4896,4.452,1.0,0.0,1782237202575000000
1326,1,2,4737.4572,5.208,1.0,0.0,1783491646696000000
238,1,6,4735.11836,6.379,1.0,0.0,1778821777229000000
62,2,4,4719.122299999999,7.101999999999999,0.0,2.994,1778080862152000000
1713,1,3,4701.53626,5.603000000000001,1.0,0.0,1785236651674000000
21,2,4,4655.99997,7.477,0.0,2.9400000000000004,1777988211318000000
317,2,7,4646.22916,7.102,1.0,3.071,1779200191281000000
179,1,3,4645.56193,6.2010000000000005,0.0,0.0,1778609759182000000
1544,1,7,4637.64342,5.702,1.0,0.0,1784266939662000000
635,2,10,4637.13065,5.353,1.0,3.0660000000000003,1780689597348000000
1530,1,2,4633.716849999999,5.635,1.0,0.0,1784247751705000000
547,1,3,4563.80704,4.779999999999999,1.0,0.0,1780618467295000000
1310,3,5,4540.4464,5.041,1.0,6.057,1783434394563000000
53,1,3,4531.71414,7.089,1.0,0.0,1778076350181000000
313,1,3,4512.20224,6.862,1.0,0.0,1779200119353000000
524,1,2,4492.719,4.62,1.0,0.0,1780581966749000000
1749,1,5,4488.2126100000005,5.585,1.0,0.0,1785248063636000000
396,3,7,4465.09018,4.632000000000001,0.0,6.016,1779879978777000000
1086,1,1,4455.415800000001,4.206,1.0,0.0,1782741626724000000
1698,1,4,4433.713540000001,5.035,1.0,0.0,1785193230644000000
139,1,5,4407.57534,5.9510000000000005,1.0,0.0,1778598863092000000
988,1,2,4406.648099999999,4.0089999999999995,0.0,0.0,1782331499435000000
1726,1,3,4396.05032,5.3,1.0,0.0,1785238070657000000
1017,3,4,4374.563,3.594,0.0,5.930000000000001,1782334136561000000
211,2,14,4371.9853299999995,5.728,1.0,3.0940000000000003,1778809864229000000
1072,3,6,4362.099099999999,4.0280000000000005,1.0,5.9510000000000005,1782740999682000000
666,2,5,4354.92148,4.958,1.0,2.9850000000000003,1780882140446000000
415,1,9,4342.96098,4.8790000000000004,1.0,0.0,1779895311803000000
1853,1,1,4336.48455,5.829,1.0,0.0,1785354424573000000
698,1,1,4318.14,4.74,1.0,0.0,1781018921594000000
975,1,2,4314.7065,4.325,1.0,0.0,1782328100478000000
227,3,9,4305.64269,5.731,1.0,5.831,1778811184408000000
512,1,2,4274.382299999999,4.33,1.0,0.0,1780581565284000000
603,1,2,4256.82978,4.7459999999999996,1.0,0.0,1780677792425000000
329,3,4,4214.7092999999995,5.903,0.0,5.955,1779208276362000000
1184,1,2,4203.6,4.0,0.0,0.0,1782994461112000000
661,1,4,4194.280479999999,4.516,0.0,0.0,1780879119302000000
1893,1,3,4182.6282,5.8580000000000005,1.0,0.0,1785359197480000000
617,1,3,4182.6149000000005,4.735,1.0,0.0,1780684398340000000
959,2,6,4182.5556,4.105,1.0,3.035,1782322091450000000
406,1,2,4154.43238,4.259,0.0,0.0,1779882459895000000
864,1,1,4153.4295,3.579,1.0,0.0,1782185131544000000
727,1,3,4144.2523200000005,4.815,1.0,0.0,1781023175674000000
1500,2,5,4131.41418,4.9079999999999995,1.0,3.0340000000000003,1784223949690000000
1083,1,7,4129.733499999999,3.8819999999999997,1.0,0.0,1782741440820000000
1738,2,3,4124.00288,5.057,1.0,3.0220000000000002,1785246194628000000
1762,3,7,4115.83223,5.227,1.0,6.062,1785279188655000000
129,1,2,4110.129400000001,5.51,1.0,0.0,1778598305169000000
1125,2,4,4080.0506,3.86,1.0,3.0450000000000004,1782916926070000000
844,1,1,4045.629,3.521,0.0,0.0,1781812053523000000
545,2,7,4043.4347,4.2219999999999995,1.0,3.0650000000000004,1780618440289000000
1578,1,4,4033.64037,4.509,0.0,0.0,1784306800646000000
807,1,7,4014.0968000000003,3.852,0.0,0.0,1781473949517000000
330,1,1,4005.337,5.596,0.0,0.0,1779208777301000000
1556,1,1,3982.4826000000003,4.66,0.0,0.0,1784283025644000000
957,1,8,3978.0153,3.9,1.0,0.0,1782321905573000000
728,1,4,3977.7393599999996,4.627000000000001,1.0,0.0,1781023184776000000
949,1,11,3970.5696,3.856,1.0,0.0,1782321404479000000
921,1,5,3969.9839999999995,3.68,1.0,0.0,1782220294713000000
1979,1,1,3936.1900000000005,4.714,1.0,0.0,1785506912664000000
112,1,8,3934.75483,5.022,0.0,0.0,1778458757100000000
458,2,4,3879.7508,3.832,0.0,3.093,1780279307155000000
105,1,1,3877.8500000000004,5.0,0.0,0.0,1778388686092000000
619,1,2,3869.2429299999994,4.385999999999999,1.0,0.0,1780684470370000000
28,1,3,3808.8506,6.0,0.0,0.0,1777989468319000000
1660,1,3,3808.3526499999994,4.255,1.0,0.0,1785160965766000000
1465,1,9,3805.44817,4.0,1.0,0.0,1784123470746000000
1191,1,1,3802.2559900000006,3.853,1.0,0.0,1783004670109000000
1137,3,5,3797.6292000000008,3.6930000000000005,1.0,5.938000000000001,1782936294154000000
907,1,2,3797.5794,3.477,1.0,0.0,1782202618657000000
604,1,3,3795.1713799999998,4.2379999999999995,1.0,0.0,1780677804346000000
194,1,4,3793.37752,4.689,0.0,0.0,1778659358172000000
1816,2,3,3789.00536,4.764,1.0,3.0460000000000003,1785333397549000000
979,1,1,3773.83632,3.792,1.0,0.0,1782328388519000000
2055,1,7,3761.6935500000004,4.5120000000000005,1.0,0.0,1786023119063000000
761,1,3,3761.00577,4.073,0.0,0.0,1781140328638000000
