c,rounds,n,usd,sz,long_share,dur_s,t0
1642,1,4,3756.7681999999995,4.0809999999999995,1.0,0.0,1784902750181000000
325,1,2,3752.52042,5.298,0.0,0.0,1779207976529000000
1006,1,2,3747.9882,3.199,0.0,0.0,1782332672549000000
218,1,7,3719.2830000000004,4.9190000000000005,1.0,0.0,1778810395292000000
501,4,17,3712.2063000000003,3.6759999999999997,1.0,9.031,1780564312297000000
1977,1,1,3705.672,4.425,1.0,0.0,1785506855627000000
647,1,7,3697.71882,4.332,1.0,0.0,1780690647373000000
233,2,3,3691.8627500000002,4.948,1.0,3.124,1778821570203000000
634,1,4,3687.385,4.25,1.0,0.0,1780687218368000000
1478,1,8,3642.25338,4.216,1.0,0.0,1784200243776000000
596,2,7,3632.50927,4.014,1.0,3.0410000000000004,1780677171320000000
1064,1,4,3628.0152000000003,3.303,1.0,0.0,1782740210709000000
518,2,5,3615.8234599999996,3.692,1.0,3.0860000000000003,1780581817277000000
1248,2,3,3611.9935499999997,3.74,1.0,3.0730000000000004,1783381117584000000
314,2,6,3583.9221599999996,5.462,1.0,3.0570000000000004,1779200143330000000
732,1,1,3583.8765,3.81,0.0,0.0,1781035427561000000
935,1,4,3565.1087999999995,3.408,1.0,0.0,1782308420540000000
1062,1,2,3558.9243,3.193,1.0,0.0,1782740015774000000
316,1,3,3553.5072999999998,5.425,1.0,0.0,1779200167672000000
601,3,14,3546.86182,3.9550000000000005,1.0,6.079000000000001,1780677624328000000
226,1,2,3545.78313,4.718,1.0,0.0,1778811028371000000
1611,1,1,3506.46624,3.672,0.0,0.0,1784646994132000000
764,1,3,3473.31878,3.683,0.0,0.0,1781199185766000000
1336,1,3,3470.1912,3.89,1.0,0.0,1783499125652000000
1680,1,1,3468.95407,3.989,1.0,0.0,1785162513674000000
2014,1,3,3456.04552,4.176,0.0,0.0,1785768699914000000
1401,1,6,3431.4883200000004,3.5620000000000003,1.0,0.0,1783664466567000000
1855,1,2,3427.8515700000003,4.609,1.0,0.0,1785354436532000000
1037,2,2,3421.0343000000003,3.039,1.0,2.974,1782479819490000000
1458,1,4,3399.36473,3.477,0.0,0.0,1784018197512000000
543,1,1,3359.3199200000004,3.499,1.0,0.0,1780618419356000000
909,1,1,3335.4703999999997,3.064,1.0,0.0,1782202672661000000
1934,1,3,3318.67286,4.022,0.0,0.0,1785419368604000000
1950,1,2,3316.7694,3.6420000000000003,0.0,0.0,1785451150639000000
1337,1,9,3303.87911,3.704,1.0,0.0,1783499242585000000
163,4,7,3250.46415,4.513,1.0,9.024000000000001,1778601431103000000
837,2,4,3236.7564999999995,2.857,0.0,2.907,1781795028630000000
1760,1,8,3231.19571,4.095,1.0,0.0,1785279077661000000
289,1,3,3228.17557,4.601,1.0,0.0,1779114840063000000
803,1,4,3217.7249,3.096,0.0,0.0,1781473409550000000
1566,1,1,3192.9092,3.767,0.0,0.0,1784296807810000000
30,1,1,3188.5,5.0,0.0,0.0,1777989537259000000
472,1,3,3179.813,2.947,0.0,0.0,1780477483249000000
170,1,1,3156.8381600000002,4.438,1.0,0.0,1778604089092000000
1805,1,5,3155.0790700000002,4.147,1.0,0.0,1785298582614000000
1644,3,7,3153.2510300000004,3.4290000000000003,1.0,6.062,1784917528134000000
580,2,7,3147.1833500000002,3.428,1.0,3.0540000000000003,1780667976350000000
1363,1,1,3141.879,3.38,0.0,0.0,1783517518630000000
1472,2,3,3115.18297,3.589,1.0,2.951,1784199715665000000
1368,1,2,3108.28569,3.291,0.0,0.0,1783517731644000000
92,1,10,3070.5686299999998,4.027,0.0,0.0,1778292143224000000
246,1,3,3057.4431999999997,4.144,1.0,0.0,1778823424306000000
559,1,1,3055.16544,3.243,1.0,0.0,1780643244385000000
1435,1,2,3046.6769999999997,3.29,1.0,0.0,1783912417476000000
1508,1,2,3021.8721399999995,3.626,1.0,0.0,1784244268657000000
1066,1,7,3009.7660999999994,2.761,1.0,0.0,1782740249794000000
207,2,6,3000.6033500000003,3.9149999999999996,1.0,3.0940000000000003,1778809699239000000
583,1,6,2996.7815599999994,3.271,1.0,0.0,1780668000344000000
555,1,5,2993.2837499999996,3.1719999999999997,1.0,0.0,1780619091438000000
1242,3,5,2965.3005,3.0349999999999997,1.0,5.989000000000001,1783378513579000000
1693,1,2,2958.8411699999997,3.4530000000000003,1.0,0.0,1785163221765000000
1498,1,1,2956.43716,3.508,1.0,0.0,1784223859662000000
883,1,6,2950.2459,2.612,1.0,0.0,1782192805567000000
441,1,2,2939.45972,3.0789999999999997,0.0,0.0,1780043594117000000
1121,1,2,2936.0297,2.749,1.0,0.0,1782916383095000000
904,1,3,2931.2816000000003,2.659,1.0,0.0,1782202567619000000
1702,1,2,2908.40774,3.3609999999999998,1.0,0.0,1785200814713000000
819,1,2,2871.0843,2.679,1.0,0.0,1781619816678000000
1936,1,1,2851.20133,3.259,0.0,0.0,1785431986584000000
65,1,4,2840.20272,4.434,1.0,0.0,1778170514119000000
1133,1,1,2819.8757,2.729,1.0,0.0,1782936132147000000
517,1,2,2749.79832,2.8019999999999996,1.0,0.0,1780581811691000000
588,1,5,2748.7270599999997,3.013,1.0,0.0,1780677003364000000
1742,1,1,2742.1875,3.375,1.0,0.0,1785246347745000000
1024,3,7,2738.5795,2.204,0.0,6.119000000000001,1782363677462000000
124,1,4,2732.3134600000003,3.644,1.0,0.0,1778596148871000000
2004,1,1,2729.42994,3.499,1.0,0.0,1785763836988000000
899,1,4,2706.2244,2.442,1.0,0.0,1782194233606000000
1194,1,2,2705.4380699999997,2.755,1.0,0.0,1783004709053000000
1236,2,5,2695.9142,2.743,1.0,2.991,1783377841607000000
1795,1,1,2695.75768,3.508,1.0,0.0,1785298078561000000
1338,1,3,2684.08756,3.0140000000000002,1.0,0.0,1783499317692000000
1239,3,10,2673.0241400000004,2.732,1.0,5.946000000000001,1783377916660000000
662,2,8,2667.2938599999998,2.864,0.0,2.958,1780879131358000000
983,1,2,2660.931,2.47,0.0,0.0,1782331292792000000
1768,1,2,2658.55804,3.404,1.0,0.0,1785279278617000000
1092,2,5,2642.8516000000004,2.514,1.0,2.858,1782742001771000000
1701,1,2,2639.4470499999998,3.0,1.0,0.0,1785193272661000000
1840,1,1,2607.61104,3.428,1.0,0.0,1785341782591000000
892,2,5,2601.1452,2.322,1.0,2.95,1782193981593000000
1259,1,4,2585.25606,2.702,1.0,0.0,1783383301623000000
409,2,3,2573.17073,2.628,0.0,2.954,1779882666787000000
597,2,5,2569.2411,2.84,1.0,3.0690000000000004,1780677180319000000
407,1,4,2560.19946,2.622,0.0,0.0,1779882471725000000
1708,1,3,2559.96102,3.0130000000000003,1.0,0.0,1785216974654000000
1631,1,4,2559.1024800000005,2.7390000000000003,1.0,0.0,1784901202219000000
510,2,8,2550.9665099999997,2.5580000000000003,1.0,3.0060000000000002,1780564510356000000
627,3,4,2548.71337,2.9139999999999997,1.0,5.998,1780684911317000000
141,2,4,2543.55752,3.4379999999999997,1.0,3.076,1778598902097000000
1780,1,1,2539.6161,3.038,0.0,0.0,1785283267573000000
1161,1,1,2532.0448,2.528,1.0,0.0,1782950694102000000
1955,1,1,2527.7238,2.87,1.0,0.0,1785505595526000000
968,2,4,2523.6630000000005,2.494,1.0,3.109,1782327908438000000
1084,2,5,2481.2496,2.3400000000000003,1.0,3.072,1782741611683000000
432,1,7,2479.2500999999997,2.658,0.0,0.0,1779973267286000000
1021,1,1,2478.2,2.0,0.0,0.0,1782363635500000000
1026,1,5,2473.3925,1.987,0.0,0.0,1782363716941000000
263,1,7,2461.1658,3.3850000000000002,1.0,0.0,1778853559390000000
659,1,4,2458.64758,2.6559999999999997,0.0,0.0,1780879092329000000
1817,1,2,2452.0487599999997,3.092,1.0,0.0,1785333439514000000
532,3,8,2447.7499,2.5309999999999997,1.0,5.963,1780617618428000000
473,1,3,2446.8542,2.261,0.0,0.0,1780477729249000000
1510,2,2,2444.855,2.935,1.0,3.084,1784244325615000000
388,1,2,2442.2666400000003,2.538,0.0,0.0,1779842871699000000
651,1,4,2426.86816,2.851,1.0,0.0,1780691763378000000
431,1,2,2425.70967,2.6029999999999998,0.0,0.0,1779973260875000000
1971,1,4,2413.62171,2.843,1.0,0.0,1785506573625000000
1621,1,2,2409.85928,2.472,1.0,0.0,1784754001175000000
1903,3,4,2409.1475,3.393,1.0,5.865,1785359641697000000
626,1,2,2405.5533,2.745,1.0,0.0,1780684869303000000
1920,1,2,2400.75708,3.053,0.0,0.0,1785415333689000000
291,1,1,2398.62615,3.435,1.0,0.0,1779114939299000000
1198,3,7,2396.0937099999996,2.451,1.0,5.993,1783004853129000000
122,1,6,2391.21525,3.184,1.0,0.0,1778596127163000000
60,1,2,2370.5263,3.741,1.0,0.0,1778077082151000000
279,1,1,2368.71898,3.382,1.0,0.0,1779062991035000000
2053,1,2,2362.6142600000003,2.836,1.0,0.0,1786023104033000000
2027,1,2,2360.54508,2.5460000000000003,0.0,0.0,1785947351041000000
561,1,2,2360.1159399999997,2.509,1.0,0.0,1780666065275000000
566,1,3,2337.46864,2.5,1.0,0.0,1780667079381000000
1539,1,4,2337.34411,2.864,1.0,0.0,1784266690694000000
161,2,11,2325.90015,3.2190000000000003,1.0,2.951,1778601302161000000
1820,1,2,2320.46721,2.943,1.0,0.0,1785335170667000000
106,1,2,2303.3665900000005,2.967,0.0,0.0,1778391791077000000
1725,1,2,2291.46642,2.763,1.0,0.0,1785238064586000000
1429,2,5,2287.39862,2.463,1.0,3.091,1783912135481000000
836,2,4,2287.1528,2.023,0.0,3.111,1781794854525000000
695,1,2,2282.7054500000004,2.5,1.0,0.0,1781018819577000000
2012,1,2,2270.1114199999997,2.762,0.0,0.0,1785767964970000000
489,1,4,2265.6371,2.213,1.0,0.0,1780563874284000000
475,1,2,2255.1797,2.081,0.0,0.0,1780477744329000000
1167,1,3,2253.251,2.251,1.0,0.0,1782972297093000000
1094,1,2,2251.2000000000003,2.144,1.0,0.0,1782742019665000000
130,1,1,2248.19505,3.015,1.0,0.0,1778598311167000000
193,3,4,2228.4221000000002,2.768,0.0,5.907,1778659325223000000
210,1,7,2228.05953,2.914,1.0,0.0,1778809834364000000
1433,1,2,2208.28074,2.382,1.0,0.0,1783912282580000000
673,1,5,2207.80536,2.328,0.0,0.0,1780925406386000000
1962,2,3,2205.5453399999997,2.5429999999999997,1.0,3.0370000000000004,1785505985574000000
1502,2,3,2197.4080400000003,2.6270000000000002,1.0,3.0380000000000003,1784243428721000000
1030,1,1,2196.4048,1.756,0.0,0.0,1782365060518000000
1674,1,2,2194.3629,2.511,1.0,0.0,1785162327683000000
315,1,4,2188.3219200000003,3.3390000000000004,1.0,0.0,1779200158416000000
1319,1,4,2176.5850100000002,2.298,0.0,0.0,1783470343574000000
100,1,3,2165.36647,2.811,0.0,0.0,1778349221088000000
1031,1,1,2165.095,1.73,0.0,0.0,1782365069508000000
186,1,4,2158.19278,2.739,0.0,0.0,1778645303110000000
1016,2,4,2150.4177,1.775,0.0,2.982,1782333875489000000
1622,1,2,2146.41392,2.178,0.0,0.0,1784754481145000000
1473,1,2,2132.66488,2.4579999999999997,1.0,0.0,1784199724680000000
23,1,3,2132.37216,3.4,0.0,0.0,1777988379337000000
145,1,9,2115.98803,2.884,1.0,0.0,1778599040223000000
756,1,2,2112.85045,2.309,0.0,0.0,1781139881630000000
371,1,2,2112.3829,2.284,0.0,0.0,1779840174762000000
1164,1,1,2105.9038,2.002,0.0,0.0,1782958542118000000
192,1,1,2097.6043,2.614,0.0,0.0,1778659310132000000
341,1,4,2095.8008200000004,2.773,0.0,0.0,1779327367387000000
1796,1,4,2092.8,2.725,1.0,0.0,1785298090561000000
171,1,7,2089.86481,2.939,1.0,0.0,1778604095172000000
1511,1,1,2079.1,2.5,1.0,0.0,1784244355747000000
832,1,1,2077.2576,1.896,0.0,0.0,1781770182691000000
1831,1,1,2076.5514,2.695,1.0,0.0,1785340543585000000
843,1,1,2074.923,1.809,0.0,0.0,1781811960551000000
810,1,1,2061.233,1.921,0.0,0.0,1781530334488000000
1245,1,1,2053.5575,2.11,1.0,0.0,1783378600585000000
624,1,2,2041.6930199999997,2.326,1.0,0.0,1780684701328000000
910,1,9,2035.7696,1.8690000000000002,1.0,0.0,1782202681600000000
1448,1,5,2029.35918,2.21,1.0,0.0,1783920649507000000
1209,1,2,2029.2769799999999,2.118,1.0,0.0,1783014474083000000
689,1,3,2020.98016,2.1919999999999997,1.0,0.0,1781018645629000000
694,1,3,2016.6422699999998,2.205,1.0,0.0,1781018813565000000
420,2,5,2007.38963,2.265,1.0,3.0250000000000004,1779939363750000000
1581,1,2,2002.7669999999998,2.2249999999999996,0.0,0.0,1784308069707000000
132,1,2,1995.1398,2.682,1.0,0.0,1778598734225000000
37,1,2,1992.4581600000004,2.988,0.0,0.0,1778019911149000000
1049,1,1,1986.0385999999999,1.666,0.0,0.0,1782482783550000000
1990,1,2,1984.2856499999998,2.505,1.0,0.0,1785757095981000000
735,2,6,1981.3404500000001,2.12,0.0,3.2790000000000004,1781094815608000000
1900,1,1,1974.69,2.775,1.0,0.0,1785359512592000000
955,1,1,1942.75,1.9,1.0,0.0,1782321800462000000
12,2,4,1942.7487,3.1959999999999997,0.0,3.0890000000000004,1777981323303000000
1135,1,1,1932.4688,1.874,1.0,0.0,1782936258094000000
1120,1,2,1919.5464,1.6520000000000001,0.0,0.0,1782826677185000000
5,1,1,1917.6355799999997,3.381,0.0,0.0,1777863333293000000
924,1,3,1915.6172000000001,1.778,1.0,0.0,1782221284612000000
1813,2,2,1913.3684799999999,2.528,1.0,3.088,1785298777544000000
1649,2,7,1910.59574,2.086,1.0,3.0180000000000002,1784917762096000000
1464,1,1,1904.62,2.0,1.0,0.0,1784123452668000000
1991,1,3,1900.8778,2.405,1.0,0.0,1785757113926000000
963,1,1,1900.6416,1.872,1.0,0.0,1782323936456000000
691,1,3,1892.82381,2.055,1.0,0.0,1781018672585000000
1093,1,1,1892.8208000000002,1.802,1.0,0.0,1782742013631000000
570,1,3,1887.0974400000002,2.0260000000000002,1.0,0.0,1780667196369000000
1730,1,1,1885.6551999999997,2.288,1.0,0.0,1785245837707000000
1722,2,4,1880.77683,2.26,1.0,2.9480000000000004,1785238016672000000
933,1,9,1874.11,1.773,1.0,0.0,1782237580559000000
1166,1,1,1870.7104000000002,1.864,1.0,0.0,1782972150202000000
1756,1,1,1854.5595,2.325,1.0,0.0,1785278942699000000
1044,1,2,1851.2172000000003,1.5630000000000002,0.0,0.0,1782482510484000000
602,1,7,1848.27761,2.059,1.0,0.0,1780677657336000000
245,1,3,1845.7675,2.5,1.0,0.0,1778823406237000000
1499,1,1,1845.075,2.19,1.0,0.0,1784223880684000000
173,1,3,1828.37647,2.575,1.0,0.0,1778604122188000000
1260,1,2,1828.1353599999998,1.911,1.0,0.0,1783383313733000000
380,1,16,1825.5398400000001,1.9260000000000002,0.0,0.0,1779842205712000000
137,2,4,1821.93519,2.4570000000000003,1.0,3.0500000000000003,1778598848162000000
259,1,3,1815.6749599999998,2.4859999999999998,1.0,0.0,1778852827753000000
178,1,1,1811.36536,2.422,0.0,0.0,1778609018160000000
534,1,3,1809.2318400000001,1.872,1.0,0.0,1780618170299000000
1291,3,5,1806.4705099999999,1.9589999999999999,1.0,5.973000000000001,1783400476605000000
1827,2,3,1785.41398,2.29,1.0,3.004,1785336256569000000
2036,1,3,1778.3224999999998,2.062,1.0,0.0,1785979628020000000
1192,1,2,1775.5646600000002,1.802,1.0,0.0,1783004676155000000
997,1,1,1762.8665999999998,1.551,0.0,0.0,1782331625505000000
738,2,2,1753.81337,1.972,1.0,2.9360000000000004,1781118752635000000
499,1,1,1750.3872000000001,1.731,1.0,0.0,1780564291663000000
2007,2,6,1739.72695,2.25,1.0,3.0300000000000002,1785763896935000000
593,2,5,1739.41462,1.9170000000000003,1.0,2.9010000000000002,1780677102630000000
250,1,6,1738.3019100000001,2.37,1.0,0.0,1778824714238000000
1509,2,2,1726.9162999999999,2.073,1.0,3.028,1784244313638000000
1274,3,3,1721.87613,1.814,1.0,5.827,1783387276715000000
1439,1,1,1720.97528,1.864,1.0,0.0,1783916836588000000
1081,1,1,1704.3952,1.592,1.0,0.0,1782741410678000000
1931,3,7,1695.26683,2.0729999999999995,0.0,5.929,1785419134619000000
324,1,1,1691.4920499999998,2.393,0.0,0.0,1779207934375000000
1243,1,2,1686.97728,1.728,1.0,0.0,1783378528593000000
1986,1,4,1676.30416,2.064,1.0,0.0,1785607682589000000
175,1,3,1673.1148,2.363,1.0,0.0,1778604812123000000
1603,1,2,1669.22406,1.7760000000000002,0.0,0.0,1784640946088000000
1461,1,1,1660.5675,1.685,0.0,0.0,1784032240560000000
773,1,1,1657.8108,1.71,0.0,0.0,1781205113581000000
1821,1,1,1646.90608,2.092,1.0,0.0,1785335179666000000
767,1,1,1637.77244,1.721,0.0,0.0,1781201885658000000
1965,1,3,1632.255,1.887,1.0,0.0,1785506036634000000
485,1,1,1623.924,1.58,1.0,0.0,1780563661598000000
2054,1,2,1619.2319499999999,1.945,1.0,0.0,1786023113083000000
1200,2,3,1593.9577199999999,1.6540000000000001,1.0,3.04,1783013808086000000
1403,1,2,1593.0831799999999,1.654,1.0,0.0,1783664592626000000
495,2,9,1587.9797,1.564,1.0,3.024,1780564051298000000
938,1,5,1573.992,1.512,1.0,0.0,1782308468642000000
577,4,8,1556.0049,1.689,1.0,9.030000000000001,1780667931369000000
903,1,1,1548.12,1.4,1.0,0.0,1782202174604000000
96,1,2,1533.1975699999998,2.0,0.0,0.0,1778311007092000000
896,1,2,1532.4375,1.375,1.0,0.0,1782194122648000000
2008,1,4,1529.6640000000002,1.984,1.0,0.0,1785763926930000000
549,1,7,1521.10045,1.597,1.0,0.0,1780618488364000000
1703,1,1,1514.8875,1.75,1.0,0.0,1785204210784000000
1861,1,3,1510.8836400000002,2.037,1.0,0.0,1785354754683000000
945,1,3,1507.3220000000001,1.4620000000000002,1.0,0.0,1782314693543000000
880,1,5,1498.7746000000002,1.322,1.0,0.0,1782192745560000000
589,2,4,1493.94072,1.6380000000000001,1.0,3.012,1780677009347000000
1428,1,1,1493.28868,1.607,1.0,0.0,1783912129508000000
2062,1,2,1486.15798,1.714,1.0,0.0,1786111027219000000
19,1,1,1484.3380200000001,2.398,0.0,0.0,1777988169280000000
147,1,6,1479.46529,2.019,1.0,0.0,1778599484248000000
1290,1,1,1475.3280000000002,1.6,1.0,0.0,1783400470611000000
1210,1,1,1475.2892000000002,1.54,1.0,0.0,1783014483160000000
2006,1,2,1474.66273,1.9009999999999998,1.0,0.0,1785763863981000000
1932,1,2,1451.20002,1.77,0.0,0.0,1785419164604000000
1645,2,2,1447.2188,1.574,1.0,3.0250000000000004,1784917564053000000
889,1,4,1444.2792000000002,1.286,1.0,0.0,1782193936691000000
1474,2,2,1432.38606,1.652,1.0,3.028,1784199892687000000
1197,1,2,1432.24774,1.463,1.0,0.0,1783004817137000000
213,1,4,1431.81437,1.883,1.0,0.0,1778809912229000000
750,1,4,1431.61166,1.6389999999999998,1.0,0.0,1781129102601000000
2071,3,3,1430.9007900000001,1.6840000000000002,1.0,5.918,1786111927216000000
1293,2,2,1430.22677,1.554,1.0,2.857,1783400521733000000
189,1,1,1416.36242,1.793,0.0,0.0,1778646104108000000
1440,1,2,1416.2551600000002,1.534,1.0,0.0,1783916878577000000
176,1,2,1415.8691,2.0,1.0,0.0,1778604818198000000
351,1,2,1415.6965,1.805,0.0,0.0,1779656656293000000
231,1,2,1409.45978,1.888,1.0,0.0,1778821522206000000
1723,1,2,1409.13469,1.693,1.0,0.0,1785238037685000000
1904,2,3,1398.9270000000001,1.9729999999999999,1.0,3.0420000000000003,1785359746490000000
1112,3,3,1397.9859,1.2459999999999998,0.0,5.979,1782751364626000000
771,1,2,1390.93397,1.443,0.0,0.0,1781203805576000000
1023,1,4,1377.616,1.11,0.0,0.0,1782363665528000000
1972,1,3,1374.7733799999999,1.6219999999999999,1.0,0.0,1785506651503000000
1752,4,5,1373.90669,1.7229999999999999,1.0,8.984,1785248171603000000
743,1,2,1354.5488,1.5350000000000001,1.0,0.0,1781121986666000000
1823,1,4,1354.42341,1.7289999999999999,1.0,0.0,1785336028629000000
1549,1,3,1352.51448,1.668,1.0,0.0,1784267737654000000
1784,1,2,1345.6127999999999,1.68,1.0,0.0,1785290017538000000
1069,2,9,1336.593,1.23,1.0,3.039,1782740333668000000
74,1,1,1335.07803,1.859,0.0,0.0,1778253650157000000
2035,3,5,1334.77307,1.5390000000000001,1.0,5.916,1785979514070000000
2063,1,1,1331.94876,1.542,1.0,0.0,1786111114114000000
1041,1,4,1328.3676,1.185,1.0,0.0,1782479933586000000
1856,1,1,1326.41388,1.782,1.0,0.0,1785354466613000000
1604,1,1,1325.7410399999999,1.404,0.0,0.0,1784641009070000000
247,1,1,1324.9280999999999,1.797,1.0,0.0,1778824105222000000
405,1,4,1323.1108800000002,1.361,0.0,0.0,1779881676694000000
1717,2,4,1316.2626400000001,1.5750000000000002,1.0,2.967,1785237191697000000
1676,1,1,1308.24,1.5,1.0,0.0,1785162354756000000
1132,1,1,1300.25,1.25,1.0,0.0,1782931320174000000
1226,1,2,1294.49295,1.307,1.0,0.0,1783358869645000000
300,1,1,1271.67726,1.834,1.0,0.0,1779115710012000000
1919,1,1,1269.08524,1.622,0.0,0.0,1785415285594000000
1926,1,1,1268.0779799999998,1.583,0.0,0.0,1785418534625000000
2021,1,2,1266.00561,1.4129999999999998,0.0,0.0,1785857289916000000
1720,2,2,1263.96537,1.516,1.0,3.0180000000000002,1785237290677000000
1119,1,3,1256.6879999999999,1.08,0.0,0.0,1782794664126000000
81,1,5,1252.53774,1.6640000000000001,0.0,0.0,1778277887145000000
1555,1,3,1245.94356,1.46,0.0,0.0,1784283013644000000
40,1,2,1235.59064,1.844,0.0,0.0,1778019968119000000
459,1,3,1234.9689,1.2189999999999999,0.0,0.0,1780279331141000000
1373,1,1,1229.6149599999999,1.288,0.0,0.0,1783518409678000000
142,1,1,1227.08036,1.661,1.0,0.0,1778598911216000000
918,1,2,1226.0828000000004,1.1340000000000001,1.0,0.0,1782220249623000000
1563,2,2,1216.53602,1.503,1.0,2.9010000000000002,1784295526762000000
2056,1,3,1214.1436999999999,1.463,1.0,0.0,1786023134114000000
209,1,2,1212.0495,1.585,1.0,0.0,1778809786259000000
1564,1,3,1210.17814,1.5,1.0,0.0,1784295751762000000
1956,1,2,1203.94365,1.371,1.0,0.0,1785505610623000000
1567,1,2,1202.9182300000002,1.414,0.0,0.0,1784296855686000000
1383,1,1,1199.22192,1.222,0.0,0.0,1783582533601000000
1379,1,2,1195.0369899999998,1.2209999999999999,0.0,0.0,1783555956681000000
1582,1,2,1184.42407,1.416,1.0,0.0,1784327494715000000
418,1,6,1172.1147199999998,1.321,1.0,0.0,1779939342746000000
1053,1,1,1167.2219,0.977,0.0,0.0,1782482882490000000
1329,1,1,1161.6214400000001,1.288,1.0,0.0,1783493113587000000
799,1,4,1158.0251999999998,1.115,0.0,0.0,1781473151471000000
90,1,1,1157.6608800000001,1.524,0.0,0.0,1778278844134000000
10,3,4,1155.1673799999999,1.908,0.0,6.0760000000000005,1777980465269000000
891,1,4,1154.4981,1.03,1.0,0.0,1782193951579000000
1437,3,5,1153.47864,1.248,1.0,5.989000000000001,1783916803492000000
43,1,1,1151.9279800000002,1.714,0.0,0.0,1778021135103000000
1907,1,1,1145.51703,1.577,1.0,0.0,1785381328627000000
71,1,2,1144.40973,1.605,0.0,0.0,1778248895344000000
363,1,4,1142.9406,1.23,0.0,0.0,1779840085701000000
1590,1,3,1139.0994799999999,1.251,0.0,0.0,1784617045138000000
1090,1,1,1135.2,1.075,1.0,0.0,1782741938757000000
506,1,1,1132.2741,1.129,1.0,0.0,1780564372324000000
1122,1,2,1125.9236,1.058,1.0,0.0,1782916416205000000
221,1,2,1125.38373,1.491,1.0,0.0,1778810911284000000
1330,1,2,1118.94122,1.242,1.0,0.0,1783493140672000000
1333,1,2,1115.31446,1.241,1.0,0.0,1783498957630000000
382,1,4,1114.126,1.174,0.0,0.0,1779842217726000000
513,1,3,1113.41386,1.129,1.0,0.0,1780581571311000000
1241,1,3,1110.03104,1.1360000000000001,1.0,0.0,1783378111637000000
46,1,1,1109.7,1.644,0.0,0.0,1778021534238000000
1356,1,3,1104.01095,1.255,1.0,0.0,1783502062642000000
1685,1,1,1103.38686,1.278,1.0,0.0,1785162831878000000
711,1,1,1091.27044,1.222,1.0,0.0,1781020616682000000
241,1,4,1075.4841000000001,1.452,1.0,0.0,1778823289301000000
1045,1,1,1070.3259,0.903,0.0,0.0,1782482582574000000
1883,1,2,1069.34712,1.482,1.0,0.0,1785356836649000000
952,2,5,1066.4869999999999,1.0419999999999998,1.0,2.954,1782321506523000000
1835,2,2,1066.19671,1.393,1.0,3.008,1785341518550000000
937,1,1,1060.1208,1.017,1.0,0.0,1782308435596000000
1108,1,2,1050.5697,0.951,0.0,0.0,1782749153696000000
353,1,7,1050.26231,1.339,0.0,0.0,1779656731348000000
1623,1,1,1048.66128,1.062,0.0,0.0,1784754508142000000
1456,1,1,1037.5911,1.066,0.0,0.0,1784017825562000000
848,1,1,1036.7676,0.891,0.0,0.0,1782091119523000000
798,1,2,1036.5,1.0,0.0,0.0,1781473109500000000
1776,1,1,1032.8503699999999,1.277,0.0,0.0,1785281539550000000
280,1,6,1030.47303,1.472,1.0,0.0,1779063027119000000
1188,1,2,1022.0044,0.9580000000000001,0.0,0.0,1782995424186000000
465,1,1,1021.3125,0.975,0.0,0.0,1780336788119000000
1372,1,3,1019.89746,1.07,0.0,0.0,1783518103601000000
13,2,5,1014.44705,1.665,0.0,3.1300000000000003,1777987650257000000
1213,1,2,1013.9472,1.008,0.0,0.0,1783052987062000000
947,1,3,1012.3756000000001,0.9740000000000001,1.0,0.0,1782320216537000000
1168,1,1,1003.6,1.0,1.0,0.0,1782972672126000000
1406,1,2,996.4248500000001,1.0430000000000001,1.0,0.0,1783698195602000000
331,1,2,992.8284699999999,1.387,0.0,0.0,1779208792371000000
875,1,2,990.5308,0.866,1.0,0.0,1782192421645000000
503,1,2,990.1992,0.9840000000000001,1.0,0.0,1780564345238000000
281,1,2,989.6256000000001,1.3800000000000001,1.0,0.0,1779112818124000000
780,1,1,987.75,1.0,0.0,0.0,1781206331579000000
1471,1,3,986.54784,1.136,1.0,0.0,1784198848678000000
712,1,7,986.2342100000001,1.106,1.0,0.0,1781020626255000000
1983,2,2,982.2533999999999,1.194,1.0,2.951,1785511580666000000
239,2,3,972.7666800000001,1.312,1.0,2.95,1778823268299000000
739,1,1,972.0737,1.094,1.0,0.0,1781118914620000000
344,2,4,971.21189,1.271,0.0,3.0500000000000003,1779372133332000000
29,1,2,970.8818699999999,1.5270000000000001,0.0,0.0,1777989477431000000
898,1,4,969.8778000000001,0.8740000000000001,1.0,0.0,1782194152637000000
565,1,3,968.06182,1.034,1.0,0.0,1780667073762000000
1485,2,3,966.3801899999999,1.121,1.0,2.964,1784200687711000000
525,1,4,965.2961799999999,0.993,1.0,0.0,1780581972870000000
400,1,1,965.11,1.0,0.0,0.0,1779880398761000000
1232,1,3,963.56472,0.978,1.0,0.0,1783359091645000000
33,1,1,954.22413,1.473,0.0,0.0,1777991109372000000
1266,1,1,951.55308,0.998,1.0,0.0,1783384873644000000
556,1,2,950.5052800000001,1.0,1.0,0.0,1780642371302000000
492,1,1,948.4161,0.929,1.0,0.0,1780563919359000000
701,1,1,947.0124000000001,1.044,1.0,0.0,1781018984655000000
1409,1,1,946.4521,0.997,1.0,0.0,1783906000582000000
1671,3,4,946.25031,1.079,1.0,6.091,1785162225699000000
533,1,1,945.96072,0.978,1.0,0.0,1780618164378000000
914,1,2,944.812,0.872,1.0,0.0,1782220075572000000
