h_quote,n_fill,half_spread_T,A,A_se,B,B_se,edge,total
0.1,16513,8.06779969689718,0.0002790675830546795,0.003052742338606404,-5.532497982165313,1.0006577038055218,8.068078764480235,2.4475807823149225
0.5,45827,8.045173472929722,-0.03466285121375358,0.027037341096090427,-7.570718713771834,0.7633914328013667,8.01051062171597,0.3517919079441355
1.0,76856,8.00479727683996,-0.10143643123039545,0.028928376415922774,-7.953594778966403,0.7939904726998749,7.903360845609566,-0.13823393335683756
2.0,119618,7.928308884976437,-0.20358739830057754,0.03319925475666868,-7.810324648742716,0.7878495559389667,7.72472148667586,-0.1736031620668558
5.0,212269,7.780980131532311,-0.6829714759227696,0.05764745811939984,-7.623697023969013,0.736224183748901,7.098008655609541,-0.6136883683594724
10.0,321555,7.687809612276449,-1.312225983290651,0.04771441291223498,-7.50947177537117,0.6956339329417103,6.3755836289857974,-1.221888146385373
