dt,n_trade,n_row,vol,notional,px_open,px_close,px_min,px_max,px_med,sz_med,sz_p99,n_taker,buy_vol,sell_vol,n_liq,n_maker
2026-07-21,14918,14918,15910.224,5928273.5492899995,330.98,410.25,320.17,415.9,384.015,0.15,16.542,407,8225.129,7685.095,94,263
2026-07-22,12909,12909,10564.547,4278038.96663,411.25,415.35,384.0,428.73,406.36,0.155,12.543,339,5269.637,5294.91,132,203
2026-07-23,8734,8734,7847.832,3024196.34224,414.29,371.2,369.51,414.29,384.69,0.241,10.893,231,3465.685,4382.147,0,154
2026-07-24,9978,9978,9938.371,3447129.3845100002,371.98,328.66,326.19,380.02,342.11,0.177,13.237,299,4735.188,5203.183,45,176
2026-07-25,1331,1331,519.676,171731.412,327.68,329.56,327.5,334.12,330.29,0.151,3.963,80,230.495,289.181,0,55
2026-07-26,13138,13138,3037.721,1044654.36873,329.73,350.14,326.37,352.35,346.19,0.045,3.308,208,1873.375,1164.346,105,120
2026-07-27,57781,57815,30429.371,9684528.2805,350.23,292.96,292.5,352.35,319.49,0.048,7.521,502,15619.349,14810.022,162,274
2026-07-28,92935,93112,60955.128,16469924.24903,292.5,276.23,245.96,312.07,271.93,0.059,12.359,688,28840.106,32115.022,614,385
2026-07-29,68281,68321,62301.914,15470913.92292,276.18,238.35,230.11,294.72,246.95,0.075,16.991,571,29663.912,32638.002,845,333
2026-07-30,46248,46248,60186.618,15616207.43619,238.35,297.65,221.11,305.78,272.39,0.15,20.447,653,29687.216,30499.402,106,365
2026-07-31,127806,127806,120430.446,34975091.94451,298.1,277.4,260.53,318.4,292.89,0.074,17.716,1130,53707.901,66722.545,1256,646
2026-08-01,16111,16111,4005.455,1104683.69026,276.91,278.21,272.65,279.71,275.1,0.058,3.093,199,1514.358,2491.097,0,102
2026-08-02,26229,26229,13936.124,4097665.80256,278.21,307.46,277.97,311.23,290.02,0.059,12.832,356,7707.818,6228.306,17,198
2026-08-03,48735,48752,74480.194,23019164.76905,307.0,325.29,280.63,331.93,314.57,0.146,28.581,665,38288.064,36192.13,40,373
2026-08-04,74355,74355,44163.335,14506825.18288,324.44,359.8,301.04,362.0,329.11,0.049,16.521,519,23146.911,21016.424,99,300
2026-08-05,78999,78999,50649.104,17473173.23888,359.8,323.88,321.84,361.34,345.44,0.085,11.82,503,26773.378,23875.726,1,309
2026-08-06,70055,70055,31578.907,9861898.90513,324.15,313.09,300.0,325.26,311.58,0.054,8.678,484,13542.806,18036.101,11,273
2026-08-07,50247,50247,45347.453,13504114.14396,313.9,293.68,279.62,316.6,298.34,0.07,16.586,442,20664.964,24682.489,43,240
2026-08-08,6643,6643,1792.222,533046.98704,293.94,299.41,293.68,299.79,297.73,0.055,4.098,120,1122.465,669.7570000000001,0,60
2026-08-09,7029,7029,6249.257,1874780.54548,299.62,296.81,296.35,302.98,299.99,0.146,5.862,128,3031.358,3217.899,0,75
2026-08-10,39669,39669,23628.047,7126903.90219,296.92,288.48,286.0,309.56,303.42,0.066,8.988,306,10768.582,12859.465,0,189
