feature,target,n,n_days,d1,d10,spread_bp,se_bp,t,monotone_rho,max_dec_share,n_dec_pop
best_bid,fwd_mid_100ms,345339,6,-0.0012125201066306092,-0.0004190037620684292,-0.0100788207894492,0.014163520536424314,-0.7116042062797526,0.6242424242424242,0.48996203730247667,10
best_bid,fwd_micro_100ms,345339,6,0.00041076956709634304,-0.0002784529308819576,0.021415638078042584,0.023872958710248745,0.897066774921735,0.24848484848484845,0.48996203730247667,10
best_bid,fwd_mid_300ms,345339,6,-0.003685029268925012,0.0003822634406889025,-0.011299662472241526,0.007127635732319375,-1.5853310826484324,0.11515151515151514,0.48996203730247667,10
best_bid,fwd_micro_300ms,345339,6,-0.006374776288321692,0.001344782512386318,0.028829887171278618,0.05052104204447724,0.5706510793244849,0.24848484848484845,0.48996203730247667,10
best_bid,fwd_mid_500ms,345339,6,-0.007687400957970715,0.00025090095411281266,-0.023295558380846963,0.01394613702319733,-1.6703950593700791,0.309090909090909,0.48996203730247667,10
best_bid,fwd_micro_500ms,345339,6,-0.01328236274918227,0.002107638779161291,-0.04800956505638945,0.03147511609758185,-1.5253181245637375,0.28484848484848485,0.48996203730247667,10
best_bid,fwd_mid_1s,345339,6,-0.004806969613610862,0.00022860558205656188,-0.0823231197319211,0.03775471335769067,-2.1804726459445307,0.4424242424242424,0.48996203730247667,10
best_bid,fwd_micro_1s,345339,6,-0.005603410738110062,0.007658196584627535,-0.08752400658667144,0.03598378144508248,-2.432318202027998,0.16363636363636364,0.48996203730247667,10
best_bid,fwd_mid_3s,345339,6,0.016550982007692012,0.0034401674411510905,-0.2209403232306388,0.0950496882655608,-2.3244718342826145,0.33333333333333326,0.48996203730247667,10
best_bid,fwd_micro_3s,345339,6,0.015868485943623684,0.016967584769261235,-0.22212311843908114,0.08911342934310613,-2.4925886039449643,0.5151515151515151,0.48996203730247667,10
best_bid,fwd_mid_5s,345339,6,0.008485893325975585,0.014343466692077906,-0.2571829454283853,0.13855026098960035,-1.8562429517739385,0.5272727272727272,0.48996203730247667,10
best_bid,fwd_micro_5s,345339,6,0.008536142113630761,0.014517635714933343,-0.2669936484361745,0.148478565514442,-1.798196578146527,0.5272727272727272,0.48996203730247667,10
best_bid,fwd_mid_10s,345339,6,0.01674568850080596,0.02678665257764832,-0.5982857167430701,0.34241572568989037,-1.747249532823469,0.6121212121212121,0.48996203730247667,10
best_bid,fwd_micro_10s,345339,6,0.016942829485071684,0.026844980148110736,-0.6042534128629907,0.34833468365570625,-1.7346920683334375,0.5151515151515151,0.48996203730247667,10
best_bid,fwd_mid_30s,345339,6,0.05418813909309561,0.07965100630683736,-1.8410766093937678,1.0423604592843916,-1.76625714549621,0.1515151515151515,0.48996203730247667,10
best_bid,fwd_micro_30s,345339,6,0.05338385768334062,0.07939410542245623,-1.8204752878576302,1.0385422078854079,-1.7529141079054733,0.19999999999999998,0.48996203730247667,10
