dt,n_trade,n_row,vol,notional,px_open,px_close,px_min,px_max,px_med,sz_med,sz_p99,n_taker,buy_vol,sell_vol,n_liq,n_maker
2026-05-04,29188,29188,288591.02,28440073.8412,101.49,95.913,95.15,103.4,98.476,1.0,126.21,631,128965.25,159625.77,37,247
2026-05-05,32053,32053,491975.55,52950774.77101,95.913,113.49,95.629,114.73,108.55,2.9,178.2,1129,241020.06,250955.49,388,381
2026-05-06,34217,34544,323163.26,36259006.8963,113.45,111.0,106.67,117.22,112.55,2.6550000000000002,109.99,971,158252.0,164911.26,122,320
2026-05-07,23500,23619,253022.44,28106362.1618,111.07,108.32,106.66,114.62,110.45,3.15,132.65,628,106998.25,146024.19,23,234
2026-05-08,37508,37508,636522.9,77525828.4375,108.42,126.21,108.04,130.68,122.22,3.41,195.49,1266,318271.07,318251.83,73,414
2026-05-09,7521,7521,24599.33,3106365.9931,126.21,126.52,125.2,126.8,126.38,0.51,46.67,448,11883.55,12715.78,0,129
2026-05-10,19773,19773,93467.08,11922056.1016,126.52,126.31,125.46,128.79,127.58,0.78,59.8,502,58098.8,35368.28,0,183
2026-05-11,46731,46731,471342.73,60785648.594,126.3,128.7,124.08,135.0,128.87,1.03,138.41,1104,214774.51,256568.22,41,396
2026-05-12,52663,52935,497035.3,60478676.1572,128.7,117.63,115.04,129.0,120.84,0.86,126.02,1141,234115.63,262919.67,148,396
2026-05-13,51181,51181,420391.98,51023456.1749,117.79,120.07,116.56,126.69,121.75,1.34,88.7,937,203579.81,216812.17,134,332
2026-05-14,58023,58088,453450.61,52725061.1454,120.08,114.38,113.26,120.87,116.07,0.97,85.8,819,208128.55,245322.06,58,324
2026-05-15,58732,59159,699950.19,76825497.4943,114.37,106.96,106.83,114.93,109.96,2.09,112.63,991,326508.3,373441.89,480,362
2026-05-16,7114,7114,18764.8,2002742.1426,106.94,106.71,106.27,107.17,106.72,0.99,34.82,321,9542.36,9222.44,10,123
2026-05-17,8586,8586,37925.5,4087876.7993,106.7,107.68,106.2,108.75,107.62,1.43,53.39,326,15467.51,22457.99,3,119
2026-05-18,51974,52499,685430.42,73389224.7362,107.73,108.16,102.33,113.12,107.53,2.29,105.76,999,323969.49,361460.93,295,362
2026-05-19,47854,47951,807896.13,87335924.0161,108.22,111.86,102.5,113.08,107.55,3.67,143.13,813,392755.57,415140.56,82,309
2026-05-20,37417,37728,643545.4,75034879.0566,111.84,116.95,109.57,120.11,116.98,4.19,176.76,843,333533.55,310011.85,2,287
2026-05-21,32225,32225,646984.42,75601626.9824,118.4,119.37,113.26,120.04,117.11,4.1,222.45,693,313405.55,333578.87,6,244
2026-05-22,32229,32229,462411.53,55573684.6879,119.4,118.21,118.1,122.84,120.02,2.51,188.15,631,209965.97,252445.56,2,216
2026-05-23,17085,17085,115192.83,13629871.4922,118.22,122.39,116.6,122.76,118.3,1.47,62.28,398,74670.26,40522.57,0,138
2026-05-24,12308,12308,45491.67,5570413.1161,122.49,122.17,121.25,123.42,122.54,0.82,45.27,402,22308.46,23183.21,0,152
2026-05-25,9227,9227,39514.33,4878362.0472,122.17,123.31,121.81,124.25,123.54,1.44,52.3,414,23858.49,15655.84,0,136
2026-05-26,36140,36501,479053.17,58434326.6746,123.3,123.17,116.93,125.58,122.03,2.55,146.34,818,274716.31,204336.86,0,355
2026-05-27,23290,23311,251609.24,30243725.2103,123.16,119.63,117.42,125.53,120.57,2.06,146.68,618,122486.94,129122.3,0,196
2026-05-28,25946,25947,430067.61,51467768.9533,119.58,121.02,116.22,123.07,119.65,3.05,204.32,712,174031.73,256035.88,126,245
2026-05-29,25592,25614,500226.94,59442011.4844,121.0,115.5,113.75,126.62,119.72,4.22,206.8,783,215864.75,284362.19,13,304
2026-05-30,11134,11134,74634.64,8604478.3359,115.52,116.25,114.37,116.32,115.5,1.67,56.17,449,35920.34,38714.3,0,148
2026-05-31,10073,10073,65533.26,7575529.7568,116.25,115.89,114.07,116.68,115.58,1.79,56.34,356,27140.98,38392.28,0,130
2026-06-01,36588,36884,578121.5,63982924.0106,115.83,108.69,105.97,118.42,110.56,4.65,172.54,1181,304577.92,273543.58,296,410
2026-06-02,27257,27474,369816.89,39708650.5396,108.82,106.26,104.3,112.79,107.57,3.08,136.99,807,160320.49,209496.4,61,304
2026-06-03,37625,38025,680104.1,76600031.4386,106.24,110.73,106.1,118.29,112.51,3.08,206.84,1026,347957.41,332146.69,175,346
2026-06-04,37521,38278,605304.19,66589212.0474,110.7,109.82,106.34,114.18,110.36,3.01,202.5,769,293884.12,311420.07,107,289
2026-06-05,36414,37656,430710.63,44564596.145,109.68,96.97,96.807,109.98,102.99,2.13,140.64,929,184728.34,245982.29,505,418
2026-06-06,27354,27354,172422.44,16491411.72984,96.984,97.941,93.22,97.979,95.956,1.94,66.72,538,82793.99,89628.45,0,240
2026-06-07,17981,17981,94897.07,9474083.73165,97.969,101.21,97.651,101.99,99.817,2.0,51.6,431,48643.18,46253.89,1,127
2026-06-08,47988,48395,698788.56,75206002.77848,101.03,109.89,97.12,113.56,108.58,3.06,172.71,1274,344854.31,353934.25,142,406
2026-06-09,56002,56525,1047517.32,112880229.3259,109.9,107.05,99.5,114.07,107.35,3.0,225.76,1041,632497.63,415019.69,301,351
2026-06-10,46772,46952,721184.38,76726285.5982,107.05,105.13,103.53,111.62,106.43,2.35,192.44,614,281495.65,439688.73,0,254
2026-06-11,56865,57202,1140600.27,130296438.9584,105.14,118.58,104.69,119.31,113.36,2.43,222.47,926,569694.47,570905.8,109,328
2026-06-12,41887,42211,738562.78,90648836.4133,118.58,125.49,114.56,127.47,121.78,2.38,200.12,968,379023.72,359539.06,67,313
2026-06-13,17275,17275,66314.89,8310420.2519,125.3,126.73,124.04,127.01,125.14,1.0,52.15,494,37042.16,29272.73,0,132
2026-06-14,28745,28745,151576.9,19827197.8292,126.77,131.46,126.04,135.58,128.27,1.51,73.89,661,72915.42,78661.48,401,228
2026-06-15,41006,41006,403978.68,52054349.003,131.43,125.96,125.28,132.64,128.88,1.99,100.0,939,211797.13,192181.55,1,308
2026-06-16,32540,32667,395347.07,48369050.8226,126.0,118.43,116.76,128.72,124.62,1.9,139.95,1017,159155.37,236191.7,234,297
2026-06-17,35006,35142,452566.37,55095268.6641,118.47,124.42,118.15,125.23,121.4,2.05,172.62,756,248483.88,204082.49,0,249
2026-06-18,69016,69106,1290249.9,170273170.7873,124.44,134.29,124.13,135.47,131.74,3.34,195.11,1538,639432.82,650817.08,31,444
2026-06-19,40467,40467,230518.61,30912650.7313,134.31,134.3,130.72,138.59,133.65,1.69,74.4,918,126998.03,103520.58,16,281
2026-06-20,24716,24716,165842.74,22685329.3535,134.28,137.57,133.65,138.96,137.44,1.58,144.25,683,85152.18,80690.56,1,216
2026-06-21,27636,27636,74975.55,10272633.8673,137.58,134.72,134.17,138.95,137.75,0.67,39.89,519,35274.06,39701.49,0,173
2026-06-22,58579,58579,539081.5,75233238.4627,134.81,139.18,131.38,144.9,139.88,1.84,132.39,1162,268875.87,270205.63,160,382
2026-06-23,60722,60722,756621.28,101032458.0745,139.15,132.88,128.01,140.69,132.86,2.53,147.36,1181,369697.24,386924.04,464,376
2026-06-24,46154,46401,530988.99,71190115.7383,133.13,138.77,128.14,138.85,134.72,1.94,147.28,948,251444.8,279544.19,78,288
2026-06-25,41550,41735,437482.6,58170725.9284,138.82,131.91,125.54,140.8,133.12,2.1,101.75,974,209827.41,227655.19,1,334
2026-06-26,37884,37910,375571.53,48158138.9149,131.97,127.65,125.6,132.21,128.25,3.26,100.0,655,176849.57,198721.96,0,240
2026-06-27,5959,5984,35501.01,4526416.0014,127.67,126.8,126.27,128.41,127.77,1.7,84.1,218,15202.85,20298.16,0,77
2026-06-28,7130,7130,41244.28,5280927.673,126.8,128.5,126.17,128.83,128.16,2.15,57.33,213,25596.04,15648.24,0,90
2026-06-29,22962,23026,321661.03,40698987.9289,128.51,131.78,118.58,132.33,128.05,4.2,104.8,731,155853.3,165807.73,286,294
2026-06-30,21267,21267,346746.05,47472166.5776,131.65,139.27,130.21,142.27,137.29,3.54,155.03,726,212747.3,133998.75,68,280
2026-07-01,32186,32492,409761.94,53955294.0714,139.34,127.26,126.7,139.87,130.27,3.61,127.95,807,196331.21,213430.73,44,267
2026-07-02,39221,39944,609785.73,75890704.9364,127.3,121.02,117.72,131.0,123.57,3.03,200.0,868,259589.35,350196.38,81,341
2026-07-03,15420,15420,144800.9,17723994.5593,121.05,122.81,120.06,123.72,122.5,2.4,107.81,477,97651.84,47149.06,0,161
2026-07-04,6728,6728,42679.29,5291962.1989,122.79,124.18,122.64,124.88,123.78,1.62,75.13,210,27714.33,14964.96,0,84
2026-07-05,6755,6755,49948.99,6183613.2952,124.15,122.93,122.44,124.21,124.07,1.84,69.93,207,29018.55,20930.44,0,103
2026-07-06,32312,32312,368396.68,45776958.5315,122.91,121.14,120.85,127.27,123.99,2.4,144.01,590,207349.32,161047.36,1,245
2026-07-07,43511,43563,811086.22,90923598.6326,121.08,108.25,108.13,121.68,111.54,4.26,210.0,1036,365483.86,445602.36,163,361
2026-07-08,28483,28483,643399.22,69346331.2312,108.26,110.3,104.16,112.14,108.62,6.18,274.37,818,321244.01,322155.21,194,312
2026-07-09,20993,20993,358486.54,40734936.4913,110.39,112.71,109.48,116.58,113.24,4.44,207.47,662,177219.82,181266.72,16,241
2026-07-10,13497,13541,167333.73,18318191.3719,112.75,109.69,107.51,112.97,109.52,4.0,138.03,462,77911.1,89422.63,1,211
2026-07-11,14061,14061,82139.34,9199712.2785,109.67,111.34,109.43,113.35,112.24,2.68,60.29,318,47460.18,34679.16,0,122
2026-07-12,10372,10372,49141.2,5467673.0676,111.3,109.82,109.75,112.74,111.23,1.54,52.56,246,20287.79,28853.41,0,122
2026-07-13,18974,18974,265751.42,28057250.5589,109.78,102.4,101.62,110.93,105.84,3.99,167.91,693,126464.11,139287.31,78,259
2026-07-14,18386,18386,255148.06,27141440.6048,102.42,108.97,101.26,109.26,106.44,4.61,166.91,556,132330.54,122817.52,23,232
2026-07-15,31022,31022,491284.02,52123274.57151,108.99,103.22,99.325,115.48,109.655,4.52,210.31,830,211322.08,279961.94,55,349
2026-07-16,27716,27716,439314.0,43614922.90944,103.33,95.236,95.068,105.13,99.601,4.94,184.96,682,234961.06,204352.94,152,285
2026-07-17,33609,33609,537899.54,50481874.23884,95.259,94.103,89.735,98.079,94.079,4.69,253.86,761,243798.46,294101.08,105,316
2026-07-18,7834,7834,43629.28,4082347.63265,94.004,92.775,92.725,94.464,93.784,2.0,67.28,197,17137.95,26491.33,0,92
2026-07-19,10953,10953,60955.46,5716167.94864,92.788,94.868,92.58,95.449,93.743,2.25,56.77,213,26460.24,34495.22,0,98
2026-07-20,28653,28653,336711.41,32906272.20156,94.843,97.665,94.167,101.0,97.585,2.57,183.26,528,171446.8,165264.61,19,188
2026-07-21,25553,25553,329966.86,34048824.94434,97.651,106.14,96.732,106.19,102.87,3.23,166.87,654,175353.39,154613.47,51,241
2026-07-22,26977,26977,307806.81,32035062.3903,106.19,103.88,100.75,108.5,103.74,2.94,156.42,563,140196.44,167610.37,2,213
2026-07-23,82172,82172,1970364.54,205173701.18994,103.87,104.69,99.337,113.69,103.61,8.43,248.11,1107,985219.22,985145.32,29,454
2026-07-24,68540,68540,1893135.75,185712809.27351,104.69,91.577,91.26,106.91,97.29,5.54,300.0,1069,932395.03,960740.72,36,403
2026-07-25,11340,11340,54241.8,5022620.87053,91.526,93.315,91.52,93.413,92.57,1.86,49.95,400,27202.64,27039.16,0,125
2026-07-26,15850,15850,108180.81,10260445.26716,93.255,95.7,93.098,95.978,94.6585,2.4,84.26,363,57552.53,50628.28,0,149
2026-07-27,45877,46078,655962.15,60098244.28351,95.49,90.97,87.072,95.7,91.57849999999999,4.575,182.67,864,314216.7,341745.45,254,338
2026-07-28,52361,52785,848531.16,73438608.13054,90.974,87.548,83.212,91.45,86.877,5.38,174.19,726,417617.13,430914.03,209,292
2026-07-29,51320,51638,852056.21,71710081.55281,87.597,81.204,79.093,89.38,84.518,4.96,201.16,799,407425.09,444631.12,538,343
2026-07-30,48626,48626,700137.63,60985399.37459,81.196,95.233,79.52,95.532,85.76,3.89,120.45,730,358551.99,341585.64,60,281
2026-07-31,44566,44569,547395.61,51364256.85409,95.244,89.3,89.03,97.895,94.22,4.62,100.0,666,265147.44,282248.17,51,251
2026-08-01,8085,8085,65258.35,5868451.20626,89.352,89.86,89.018,90.75,89.875,2.22,86.12,253,36717.090000000004,28541.260000000002,0,87
2026-08-02,14146,14146,80945.76,7476152.66812,89.86,92.959,89.86,93.95,92.266,2.12,57.76,262,42359.93,38585.83,0,118
2026-08-03,35841,35960,556426.24,49727618.3025,92.822,92.422,85.678,92.88,90.195,4.92,167.52,648,298799.25,257626.99,88,271
2026-08-04,62201,62201,1086660.35,105340124.75623,92.402,97.594,89.91,101.79,96.947,5.13,199.15,974,535323.74,551336.61,21,340
2026-08-05,61554,61554,1179869.21,118972678.46545,97.691,100.98,97.266,102.91,100.35,4.62,202.5,770,506124.29,673744.92,1,251
2026-08-06,42175,42175,1090726.2,109109204.78787,100.99,100.27,95.799,103.49,99.925,3.23,328.75,639,529839.26,560886.94,26,237
2026-08-07,37414,37414,839371.72,84506187.47335,100.29,101.61,98.13,103.67,101.02,3.32,254.69,514,501346.48,338025.24,1,194
2026-08-08,2692,2692,18560.96,1885972.4775,101.62,102.45,100.71,102.65,101.44,1.97,78.4,245,8696.79,9864.17,0,80
2026-08-09,5875,5875,48328.23,4947792.9787,102.48,102.26,101.71,103.12,102.3,1.96,99.57,199,23745.46,24582.77,0,90
2026-08-10,39426,39426,640051.53,63791435.21533,102.26,97.327,96.17,103.87,98.798,4.87,169.3,780,250481.52,389570.01,13,269
