dt,grid_s,series,n,rv,rvol,bv,medrv,rho1,rv_ac1,rv_nw5,rs_up,rs_dn,rq,tq,se_rv,jump,rj,z,mean_abs,max_share,zero_share,ret_sum,park_bp,oc_bp,gap_max_s
2026-05-04,0.0,mid,79019,118176.44232725484,343.76800654984584,76297.99860465102,97541.93298772066,-0.18291145190377425,74958.61385671305,80995.51757277883,52956.09479453771,65220.34753271713,1819163003858.8362,98290358892.40125,6785.549778279861,41878.44372260383,0.3543721819500524,31.065378807343507,0.4481062054067665,0.0649837440732954,0.4792012047735355,-652.9966102899198,783.8173896871581,-652.9966102899199,4367.591619558
2026-05-04,0.0,micro,79019,998505.437224372,999.2524391886027,917287.9497976,1092383.0509525079,-0.38042978267507177,238824.78345588432,302944.1505603791,491400.4197071671,507105.017517205,8924000002769.242,6526069236600.89,15028.962958367247,81217.48742677202,0.08133905374870963,10.520546762152613,1.9865115828682365,0.008571850734725385,0.00003796555258861793,-660.5672258474904,783.8173896871581,-652.9966102899199,4367.591619558
2026-05-04,0.0,spread,79019,108119403.28696293,10398.048051772166,67863272.68546213,98700767.16619948,-0.299267503768009,43406188.234048724,41763765.75775048,58030450.31719045,50088952.96977249,1.8595339921132598e+17,6.669843858827005e+16,2169458.236025738,40256130.601500794,0.3723303068428504,35.242336993126685,12.300280399741748,0.002399781197395757,0.4782014452220352,-320.73814454425656,783.8173896871581,-652.9966102899199,4367.591619558
2026-05-04,0.0,bp,79019,26516.477847469272,162.83880940202576,25234.077281738122,31591.706247683465,-0.4238530253517146,4038.3628589963555,6713.165537275225,13125.362606982444,13391.115240486826,1001341529.8240749,1320984561.8222413,159.19900441418812,1282.40056573115,0.048362402167735186,12.094997068361216,0.37184289676522836,0.00015014496734022643,0.013098115643073185,-1.2184538292322782,783.8173896871581,-652.9966102899199,4367.591619558
2026-05-04,0.0,ofi,79019,652734234.6449788,25548.664048145038,606680371.0858705,777033877.9798409,-0.3797339078598548,157610076.4744225,235436920.2595707,323540657.6927412,329193576.9522375,9.514089847155519e+17,9.475165706714943e+17,4907189.816483692,46053863.55910826,0.070555305842288,15.840013998807207,53.78904431845509,0.004317748985231165,0.0007846214201647705,131781.63700000127,783.8173896871581,-652.9966102899199,4367.591619558
2026-05-04,0.1,mid,863971,115393.82821476617,339.6966708914972,27905.886032360595,45991.82676502105,-0.06406648113212256,100609.1254993569,89118.19599288105,50618.551027932575,64775.2771868336,20323072118086.426,295364586953.1894,6858.988810504637,87487.94218240558,0.7581682966577439,46.36874994161654,0.038548025687249764,0.06655076621077194,0.955418642523881,-652.9966102899198,783.8173896871581,-652.9966102899199,4367.591619558
2026-05-04,0.1,micro,863971,938551.2324167129,968.7885385452869,248532.0607317488,411018.33514394844,-0.10378169987678743,743743.4627058755,551823.4423719128,460056.4080200757,478494.8243966373,95218181325515.47,21854894253425.98,14846.543541297593,690019.1716849641,0.7351960637334696,46.55372134452148,0.17060231997968525,0.00911941646878457,0.9164555291786414,-660.5672258474904,783.8173896871581,-652.9966102899199,4367.591619558
2026-05-04,0.1,spread,863971,103358277.31278205,10166.527298580477,18360007.005126514,36348449.73273195,-0.08922678731065631,84913623.51900326,67974873.66961484,55822583.27287689,47535694.039905176,1.9822675365804646e+18,2.4024776890459736e+16,2142133.5814291374,84998270.30765554,0.8223653926664665,116.02488594504295,1.0568985385867533,0.0024355182396026227,0.9553017404519365,-320.7381445442573,783.8173896871581,-652.9966102899199,4367.591619558
2026-05-04,0.1,bp,863971,25449.00815560176,159.5274526706979,5365.969661797573,9875.242673984108,-0.08284389362008256,21232.41831056466,15254.492008593508,12611.674537293857,12837.333618307905,10674273026.447641,705496614.7456125,157.19349451768994,20083.03849380419,0.7891481809825885,189.89016377996938,0.03220785979471183,0.00015674781914761093,0.9175562605689311,-1.21845382923227,783.8173896871581,-652.9966102899199,4367.591619558
2026-05-04,0.1,ofi,863971,643426754.4472889,25365.85804673851,154083695.88295913,312198208.399801,-0.05460071602816563,573206027.8588035,350630325.63137394,320837073.36472124,322589681.0825676,1.057395290531417e+19,5.366482553722544e+17,4947480.613533752,489343058.56432974,0.7605264393842018,190.53260542961328,4.71213492235272,0.004380207319300839,0.9167136396939249,131781.63700000127,783.8173896871581,-652.9966102899199,4367.591619558
