dt,n_trade,n_row,vol,notional,px_open,px_close,px_min,px_max,px_med,sz_med,sz_p99,n_taker,buy_vol,sell_vol,n_liq,n_maker
2026-05-30,9123,9123,2770.211,4669466.3953,1681.8,1691.8,1673.7,1694.4,1685.4,0.1,5.929,315,1325.583,1444.628,0,100
2026-05-31,11096,11096,3905.042,6697605.7355,1691.3,1727.9,1688.7,1736.7,1714.1,0.0895,5.272,441,2335.69,1569.352,8,143
2026-06-01,45733,46101,47206.845,82716604.5305,1726.3,1757.4,1686.9,1800.0,1750.7,0.282,10.498,981,20224.724,26982.121,100,351
2026-06-02,37934,38274,38546.019,66878493.0273,1757.7,1718.6,1709.1,1771.0,1729.5,0.203,11.381,736,21119.592,17426.427,0,269
2026-06-03,50275,50921,48208.537,86105272.5693,1718.8,1784.5,1708.6,1863.5,1784.4,0.209,10.596,1033,21414.568,26793.969,264,382
2026-06-04,54856,56591,57978.401,103069928.9667,1784.6,1730.1,1706.5,1826.2,1781.5,0.265,10.161,1064,28424.031,29554.37,26,348
2026-06-05,62665,64946,71091.26,115065032.4996,1730.5,1530.9,1514.3,1740.9,1628.3,0.334,10.881,1305,31407.326,39683.934,520,469
2026-06-06,19970,19970,8690.508,13303762.9003,1531.8,1552.2,1498.4,1562.2,1534.5,0.192,5.219,529,4361.986,4328.522,49,195
2026-06-07,22041,22041,10015.594,15649527.4974,1551.1,1573.3,1532.5,1592.6,1561.4,0.209,4.846,547,5447.016,4568.578,0,191
2026-06-08,62872,63125,69382.378,112491344.3645,1573.3,1649.8,1534.8,1694.0,1619.5,0.288,10.638,969,36517.63,32864.748,25,359
2026-06-09,81674,82479,113150.164,188315144.3048,1649.8,1627.6,1540.8,1798.0,1655.5,0.258,17.801,1135,58292.167,54857.997,256,389
2026-06-10,82981,83658,83650.827,138706422.9606,1628.6,1615.5,1578.0,1764.4,1650.2,0.242,9.31,890,37218.501,46432.326,81,342
2026-06-11,90376,90812,91038.072,160607308.8302,1615.4,1912.5,1596.1,1915.0,1741.0,0.214,9.152,1332,48669.352,42368.72,316,488
2026-06-12,100952,101688,78522.199,152146901.4123,1912.0,1994.0,1844.9,2020.4,1939.3,0.16,9.0,1868,38065.266,40456.933,181,594
2026-06-13,22095,22095,6208.572,12357356.1881,1994.1,1997.2,1974.4,2002.9,1990.4,0.08,3.075,618,3449.898,2758.674,0,199
2026-06-14,25464,25464,8468.305,17237418.0294,1997.9,2057.8,1993.4,2074.0,2047.9,0.105,3.233,758,4528.741,3939.564,66,291
2026-06-15,62891,62891,47321.272,98598778.5311,2057.5,2104.7,2024.2,2127.3,2085.0,0.124,9.113,1414,24940.721,22380.551,27,460
2026-06-16,68769,69151,60323.946,124563986.6984,2103.8,2020.7,1982.9,2167.1,2069.2,0.146,9.342,1417,28736.323,31587.623,14,425
2026-06-17,81035,81599,66376.55,133124205.1891,2021.3,2011.9,1944.4,2079.2,2008.9,0.123,9.714,1120,35120.373,31256.177,13,413
2026-06-18,71194,71369,52647.506,112385222.5124,2011.7,2210.1,2008.0,2222.0,2159.6,0.126,9.067,1400,24863.474,27784.032,132,450
2026-06-19,35968,35968,10293.374,22530096.0313,2210.3,2211.5,2157.9,2222.0,2190.8,0.081,3.275,807,4941.662,5351.712,0,230
2026-06-20,13371,13371,2921.093,6491791.5216,2211.2,2227.2,2205.0,2237.6,2223.4,0.069,2.484,492,1339.273,1581.82,0,163
2026-06-21,10923,10923,2832.082,6264829.1353,2226.4,2191.0,2185.0,2230.9,2212.1,0.071,2.781,419,1388.432,1443.65,0,149
2026-06-22,69573,69573,45024.647,102874981.4033,2190.9,2267.3,2183.0,2353.7,2277.4,0.106,8.357,1361,22110.605,22914.042,59,475
2026-06-23,153076,153076,120595.108,247402339.0779,2267.2,1986.5,1951.0,2280.5,2067.6,0.11,9.91,2098,58861.007,61734.101,463,697
2026-06-24,121981,122799,99213.753,198179022.4144,1986.2,2150.7,1863.1,2163.4,2007.4,0.12,10.0,1792,49446.078,49767.675,519,620
2026-06-25,121986,123196,111933.162,248852754.244,2150.6,2316.8,2086.0,2377.0,2220.6,0.184,10.745,1978,60147.517,51785.645,28,680
2026-06-26,127667,127824,91688.135,199917373.6553,2317.4,2110.8,2065.3,2324.9,2192.2,0.147,9.205,1602,41428.484,50259.651,33,592
2026-06-27,11749,11841,4584.454,9638982.6794,2111.1,2093.9,2079.6,2125.1,2104.1,0.118,5.176,503,2270.628,2313.826,0,162
2026-06-28,12933,12933,4282.082,9037762.7742,2093.5,2118.8,2083.5,2136.5,2113.7,0.101,3.864,438,2284.017,1998.065,0,148
2026-06-29,102403,102965,85793.742,172485709.1249,2121.0,2060.4,1896.7,2148.1,2027.4,0.168,9.848,1571,41752.426,44041.316,260,537
2026-06-30,92756,92756,75152.604,162210850.9057,2057.7,2245.9,2029.3,2278.9,2149.1,0.192,9.992,1409,41769.713,33382.891,61,493
2026-07-01,123065,124088,103959.283,218236711.0149,2245.6,2016.3,2003.7,2250.3,2095.4,0.1825,10.0,1531,49185.641,54773.642,31,498
2026-07-02,178605,180677,198081.39,371111043.4479,2017.8,1763.0,1696.0,2111.0,1898.9,0.243,11.545,2299,95153.377,102928.013,228,807
2026-07-03,72299,72299,51397.738,93413256.7368,1763.0,1816.7,1747.5,1854.9,1820.2,0.211,10.382,1396,29947.988,21449.75,1,473
2026-07-04,6694,6694,3103.36,5662472.6441,1816.1,1831.5,1812.0,1832.1,1824.9,0.125,8.168,338,1578.021,1525.339,0,121
2026-07-05,28580,28580,8988.768,16625371.9837,1830.9,1842.8,1826.1,1871.3,1855.4,0.1,2.787,579,4432.301,4556.467,3,214
2026-07-06,117746,117746,93054.673,167304913.1545,1841.0,1690.0,1681.8,1922.2,1812.7,0.23,9.9,1508,45520.649,47534.024,213,611
2026-07-07,183386,184288,191275.056,305237881.3012,1689.8,1580.2,1490.7,1720.1,1612.7,0.291,11.782,2422,91800.737,99474.319,531,920
2026-07-08,189919,189919,216584.07,353688284.189,1580.1,1745.2,1494.8,1748.0,1645.0,0.29,14.255,1864,106619.51,109964.56,151,718
2026-07-09,166409,166409,170111.568,312000678.0284,1745.3,1887.5,1657.4,1949.8,1832.7,0.232,12.274,2143,83812.713,86298.855,90,760
2026-07-10,133580,136993,106378.783,197288114.6522,1887.5,1932.8,1770.0,1944.9,1857.2,0.259,10.0,1644,49766.961,56611.822,20,592
2026-07-11,25099,25099,11540.655,22488998.487,1932.9,1946.2,1911.6,1983.0,1946.2,0.15,5.109,778,6663.758,4876.897,32,320
2026-07-12,24927,24927,8948.75,17434273.2292,1944.9,1929.2,1923.8,1970.0,1950.8,0.13,5.232,503,4415.304,4533.446,0,183
2026-07-13,147130,147130,118798.864,209017440.9486,1929.0,1634.9,1616.5,1931.0,1783.4,0.273,8.418,1947,57672.52,61126.344,105,645
2026-07-14,145999,145999,133717.104,232631813.6258,1637.1,1768.5,1616.0,1815.2,1749.6,0.283,11.722,1554,66901.77,66815.334,11,525
2026-07-15,158488,158488,228187.415,366410543.2059,1768.3,1580.9,1481.6,1803.3,1610.5,0.305,19.635,2106,107880.731,120306.684,45,805
2026-07-16,209160,209160,291766.815,434276323.9686,1580.6,1368.2,1355.8,1615.0,1496.2,0.322,17.259,2391,141941.403,149825.412,355,946
2026-07-17,289924,289924,427900.22,598317117.3883,1367.9,1352.3,1309.8,1500.0,1385.8,0.376,15.723,2537,205763.011,222137.209,245,1012
2026-07-18,23550,23550,14209.775,19160200.9914,1351.9,1344.5,1339.3,1363.5,1347.0,0.192,7.217,850,6934.81,7274.965,0,240
2026-07-19,44729,44729,28507.505,38984234.7804,1344.2,1375.4,1344.0,1392.9,1365.6,0.238,7.217,734,15724.663,12782.842,0,259
2026-07-20,152361,152361,190069.138,266795976.739,1375.2,1408.5,1340.0,1454.6,1403.9,0.354,12.222,1549,96091.384,93977.754,23,541
2026-07-21,157904,157904,248026.637,383485403.3233,1408.3,1632.1,1390.6,1640.4,1537.1,0.363,18.156,2236,136404.82200000001,111621.815,182,807
2026-07-22,228928,228928,381918.86,602123540.3413,1632.1,1621.4,1506.1,1667.0,1578.5,0.465,17.059,2046,172820.707,209098.153,16,709
2026-07-23,196958,196958,257727.203,419620765.1318,1621.3,1616.8,1547.8,1694.9,1626.4,0.349,11.41,1744,133359.401,124367.802,1,638
2026-07-24,131150,131150,159167.325,240207961.0872,1617.1,1433.7,1411.4,1627.2,1510.5,0.4,10.753,1597,74125.332,85041.993,183,606
2026-07-25,22722,22722,14137.485,20368441.3342,1433.7,1442.8,1427.8,1452.5,1441.1,0.162,9.202,579,8075.763,6061.722,0,196
2026-07-26,36206,36206,20737.669,30332297.7842,1442.8,1485.4,1437.9,1487.1,1460.0,0.196,7.049,668,11247.478,9490.191,0,226
2026-07-27,236409,238326,452090.445,595330644.9917,1485.0,1248.0,1223.4,1517.6,1285.4,0.652,14.276,2765,218612.37,233478.075,445,1168
2026-07-28,368898,370636,749093.689,841010122.2122,1248.1,1120.0,1025.4,1265.7,1112.6,0.659,19.672,3826,352584.747,396508.942,1500,1572
2026-07-29,484473,487051,930935.457,977937960.03069,1120.2,1008.7,970.6,1166.1,1050.2,0.541,18.21,3671,458589.424,472346.033,707,1402
2026-07-30,340427,340427,547086.598,647199317.23894,1008.7,1352.8,994.91,1363.4,1123.6,0.369,15.0,3765,279635.483,267451.115,140,1230
2026-07-31,362572,362694,711821.678,923606618.249,1352.6,1206.6,1190.5,1429.7,1328.9,0.431,22.037,3787,354294.133,357527.545,482,1249
2026-08-01,37545,37545,20576.02,24838217.3138,1206.6,1216.5,1167.1,1227.6,1212.9,0.123,8.189,1036,9365.489,11210.531,10,353
2026-08-02,63775,63775,38166.147,47301649.2179,1216.5,1242.3,1212.5,1256.2,1240.3,0.158,8.189,1005,20117.284,18048.863,0,313
2026-08-03,247003,247716,410317.467,502915793.8593,1242.0,1327.7,1123.0,1328.4,1242.4,0.252,21.806,2436,210172.808,200144.659,273,816
2026-08-04,213409,213409,285646.466,393054114.9175,1327.6,1436.0,1265.0,1446.1,1374.8,0.3,17.647,2786,146695.847,138950.619,80,911
2026-08-05,314705,314705,574022.434,775960399.637307,1435.7,1245.2,1228.3,1489.6,1392.5,0.394,23.331,3792,281679.935,292342.499,2,1333
2026-08-06,271992,271992,468813.932,585435698.6067,1246.3,1275.7,1168.3,1323.3,1246.7,0.248,23.896,3626,239298.241,229515.691,297,1212
2026-08-07,137986,137986,215083.807,268485136.2178,1275.7,1219.7,1186.1,1327.8,1258.3,0.236,24.755,2463,105764.969,109318.838,238,831
2026-08-08,14835,14835,9559.345,11629652.0462,1219.6,1219.9,1210.0,1221.8,1216.6,0.164,9.502,704,4799.317,4760.028,0,177
2026-08-09,23707,23707,10390.409,12728420.691300001,1219.9,1223.6,1215.9,1235.6,1223.0,0.09,4.101,660,5479.966,4910.443,0,184
2026-08-10,118510,118510,173035.814,213830695.5019,1223.5,1235.8,1189.5,1277.4,1231.1,0.279,19.936,1702,83940.755,89095.059,5,567
