h_quote,n_fill,half_spread_T,A,A_se,B,B_se,edge,total
0.1,197399,1.8129993779194147,-0.007090476938185203,0.002234009041454816,-1.6656042297101372,0.534415353239504,1.8059089009812295,0.05230467127109226
0.5,527386,1.495262551059506,-0.10576875622285865,0.02452453168696129,-2.007662746636148,0.8117834092645827,1.3894937948366473,-0.7061689517995006
1.0,810802,1.4656689937033425,-0.24033657177677548,0.04686584686093406,-2.046155817720198,0.9296747952684096,1.2253324219265669,-0.908823395793631
2.0,1156362,1.5085280417844,-0.4196602754230926,0.06994215896136488,-2.018405002343575,0.9380642049890915,1.0888677663613073,-1.0175372359822679
5.0,1800873,1.6052181830342,-0.8350898286100564,0.07939004168285145,-2.0223560660960653,0.8902674315997587,0.7701283544241436,-1.340227711671922
10.0,2442570,1.707492055919604,-1.1991657526142123,0.07349646216011112,-2.052400396459373,0.8405877123933122,0.5083263033053917,-1.6320740931539812
