wid,user,n_ord,n_fill,n_full,n_part,n_cxl,v_ord_c,v_fill_c,n_fillev,qplace_c,share_q0,med_ttf_s,med_fill_c,fill_completeness,adv1,adv60,adv10_med,adv10_placebo,n_adv_bad,fill_rate,fill_prob,fill_to_order,fill_to_cancel,maker_share,vol_exec_quoted,avg_ttf_s,partial_freq,fill_size,queue_at_fill,adverse_10s
5258,0xa33a2a0179eb17700f12877f3c331b295037ee7b,15101775.0,109352.0,54621.0,54731.0,14992421.0,159581578.429,472352.67100000003,109352.0,15.931909885228723,0.8106116028970664,0.236717701,2.303,0.4804920428383877,-0.3908117419947375,0.055973003889833214,-0.1317635897671198,-0.0366317629120147,0,0.007241003127115852,0.006160236975205611,0.0036168596075626873,0.0072938186567733125,0.020381192755606712,0.0029599448485851144,4.459590699809981,0.5005029629087717,4.31956133404053,0.0,-0.3906584997725261
8531,0xf9a28ab8bd579e6a75cc5dd138954e3db8967c5a,1656167.0,144713.0,139037.0,5635.0,1511451.0,17439617.374,442620.433,144713.0,21.250008874105085,0.6904217312888269,0.825902235,2.0,0.9456642900780219,0.5052214281837885,-0.12206741557907666,0.16430703508064784,-0.0052838258020854794,0,0.08737826559761183,0.026838455337775922,0.08395107498217269,0.09574442042778761,0.019098298615407017,0.025380168813788562,6.460932569564525,0.03893914161132725,3.0586086460787905,0.0,0.5408167797880888
499,0x399965e15d4e61ec3529cc98b7f7ebb93b733336,7748740.0,297676.0,147544.0,150132.0,7451049.0,27034753.739,439414.896,297676.0,12.380480125672044,0.8640904876442844,1.102742234,0.5,0.5107438195604139,0.22426140358723876,0.49825134869831406,0.0672669119638254,0.0013505638296963743,0,0.03841605215815733,0.031823594892187966,0.019041031187005886,0.03995088476803736,0.018959985292558827,0.016253704407379364,4.85056262652194,0.5043470081565191,1.4761515741947622,0.0,0.32944739223966746
143,0x44a3e107c375c1abfa28c1ac5e92bc85f0b435dd,4365740.0,45744.0,8494.0,37250.0,4319992.0,178314044.345,423431.305,45744.0,19.252094455006482,0.9391832808674362,2.7566109385,2.99,0.2994512424205638,0.7475842003161309,0.36323413155695117,0.4077544839963806,-0.020835495505982668,2,0.010477948755537436,0.007929965416880803,0.0019456037235382776,0.0105889084979787,0.018270321257404507,0.0023746379964370607,6.700494733647102,0.8143144456103533,9.256543043896468,0.0,0.5059607160652093
4480,0x354bcb431a332079950d2ce3a4698745e0f66425,4231997.0,29998.0,9944.0,20054.0,4201966.0,183965657.128,419806.026,29998.0,27.577982218087588,0.8440896059737316,1.758764988,5.4095,0.44512112841230467,0.6805137398578004,1.723134076648285,0.5279366476018076,-0.01609832324532283,1,0.0070883793159588725,0.005126650401622455,0.0023497181118039543,0.007139039202125862,0.01811389680036602,0.002281980411745582,3.8592648538682917,0.6685112340822722,13.994467164477632,0.0,1.0398094635496018
25013,0xa2aba48c45719262eee06ecf328ca4dce7e750d9,58221.0,16386.0,14606.0,1780.0,41834.0,1341396.1840000001,413978.69,16386.0,24.23682794867831,0.9133406566581228,8.0867736215,14.138,0.9197075199086494,1.5411511808028235,1.7105041798854597,1.406226149339373,0.013679750708129459,0,0.2814448394909053,0.33556076971812826,0.25087167860394016,0.39169096906822204,0.017862457429829073,0.3086177632960972,31.234784909706885,0.10862931771024045,25.26417002319053,0.0,1.9723697644389393
4918,0xf9109ada2f73c62e9889b45453065f0d99260a2d,20957845.0,90927.0,52309.0,38618.0,20866840.0,150013384.286,363836.783,90927.0,19.04823692245076,0.8324040164087675,1.084281823,4.0,0.6537426174913256,1.1254686127108005,1.7935224910232557,0.794436500078721,0.032153084474839985,0,0.004338566298204801,0.003709964865127968,0.0024959150141629543,0.0043574877652773495,0.015698921719239842,0.00242536214172961,3.88079967924391,0.42471433127673847,4.001416333982205,0.0,1.427304966429436
26045,0xd2c555b02faa9814a6cc9f458dd41f7bc6d0d381,6880747.0,31871.0,8320.0,23551.0,6848870.0,207158195.395,307195.692,31871.0,14.135828145839398,0.8570801041699351,0.22195842500000001,3.189,0.3655250269565697,0.16790655318327596,0.7584194339695723,0.31127597208863805,0.09734808814903435,0,0.004631909878389657,0.004056914771812521,0.001209171039132815,0.004653468382375487,0.013254957570344703,0.0014829038813272773,0.5425610197723322,0.7389476326440965,9.638721470929685,0.0,0.3250831431789871
1323,0x9b89b84179fb680d97c7b2ea80ad2e88e0811869,4098236.0,23191.0,8857.0,14334.0,4075031.0,191846344.363,293686.24,23191.0,19.63202611977446,0.8768918977189427,1.530114231,3.23,0.22067311786050556,0.5612582350757098,1.175677862104758,0.5110776071353406,0.04869302235810322,0,0.005658776117334385,0.006937142885984927,0.002161173734260301,0.005690999651290996,0.01267204831177799,0.0015308409496941195,11.26369668437286,0.6180846017851753,12.663802337113536,0.0,0.7922724634630355
161,0x57dd78cd36e76e2011e8f6dc25cabbaba994494b,1338757.0,47824.0,33926.0,13898.0,1290844.0,109228337.236,277945.903,47824.0,8.48661947687295,0.9332970893275343,22.402567585,0.016,0.5014144036348319,1.3398066964517608,2.2856617339648446,1.2445403359229217,-0.027492350230212105,0,0.03572268903169134,0.005074907711927554,0.025341417449171136,0.037048628649162876,0.011992880261862997,0.002544631823877964,164.51322921122915,0.29060722649715626,5.811849761625962,0.0,1.9425606302070524
7997,0xd46ee4619bad797c572647408406eaf896110003,13859334.0,92738.0,48541.0,44197.0,13766569.0,53001245.806,275382.311,92738.0,19.765848120912594,0.7790873212706765,0.5981987275,1.1705,0.5497724882735768,0.19266311982784462,0.6230783858842082,0.12085752600242797,0.004165389550041252,0,0.006691374924653667,0.009450764890196136,0.003502404949617348,0.0067364642562718425,0.011882265744561514,0.005195770529771686,1.8233311097344023,0.4765791800556406,2.9694657098492527,0.0,0.36769677654510613
21453,0x46921f6961bdb411b756c9712f6bdb58fbd9164f,2329790.0,105239.0,63345.0,41894.0,2224546.0,11351558.701,271341.882,105239.0,28.55998215633169,0.8878077518790563,0.38841508900000005,1.749,0.6609605724480035,0.5894590872254919,-0.20506042908531882,0.29779808098889526,0.056632201434620305,0,0.045171023997871054,0.03616477602884926,0.0271891458028406,0.0473080799408059,0.011707928290112477,0.02390349106648204,0.6819303451913455,0.39808436036070277,2.578339607940022,0.0,0.5646095474228443
5078,0x388d9e1ccaec74527f73f8c87b5928ba28c06c03,13498289.0,222013.0,127591.0,94422.0,13276252.0,26472257.045,268277.337,222013.0,17.99198701413194,0.8141820524023368,0.7383832690000001,0.922,0.6871920399810186,0.1609173307285443,0.5680369453251279,0.07233482343063022,0.060703477364191114,0,0.016447491974723612,0.014747380827270144,0.0094523831872321,0.016722565977205013,0.011575698525811577,0.010134282715068733,2.621785246283182,0.4252994194033683,1.208385711647516,0.0,0.3011349974791737
8454,0x25773676902085225ae5751075e4161369334897,16724232.0,37358.0,18542.0,18816.0,16686813.0,766527884.955,255268.92500000002,37358.0,18.37728782714806,0.8841212056319931,1.6125041920000003,2.04,0.43902813816573466,0.7262336823639043,0.909264139692958,0.4964134133957935,0.07084027913574162,0,0.0022337647552365934,0.0007585385116604522,0.0011086906711172148,0.002238773814987919,0.01101440826814233,0.0003330197505012957,5.612068779160074,0.5036672198725842,6.833045800096365,0.0,0.8970035315526265
5070,0xecb63caa47c7c4e77f60f1ce858cf28dc2b82b00,17058894.0,106325.0,71174.0,35151.0,16952379.0,144735598.792,233248.219,106325.0,18.260962266721396,0.8930731248530449,0.8230687050000001,0.9410000000000001,0.6514039539441125,0.5080369598518388,1.0563039871248217,0.40550267124847805,0.014395534120482521,0,0.006232819079595664,0.002473959488809547,0.0041722517298014745,0.006271981059413549,0.010064253264995231,0.0016115469929080942,3.775545386713934,0.33059957676933927,2.1937288408182463,0.0,0.7333805399354599
2802,0x4e60e3a4a32d63d245aa4e4ce304b4254b088f95,24369641.0,340225.0,206753.0,133472.0,24029400.0,54016066.818,216690.046,340225.0,5.976801465273945,0.9057388492909104,0.271469512,0.539,0.6920096654207589,0.056444016020166354,0.33973516551395555,0.13502292014057107,0.0023614701072501537,1,0.013961018137279905,0.005797007250732552,0.008484039629471769,0.01415869726252008,0.009349797020089859,0.004011585048021147,1.5801943652269586,0.3923050922183849,0.6369021853185393,0.0,0.17607313000867766
