coin,px,lag,rho,se,n_days,t
xyz:MU,trade,23,0.0016968684139346336,0.0033643758388461954,98,0.504363512049406
xyz:MU,trade,24,-0.00193120315926072,0.00332657786277395,98,-0.5805374889527877
xyz:MU,trade,25,-0.000029085932585021377,0.0035630440344677126,98,-0.008163225686703184
xyz:MU,trade,26,-0.006131535480237514,0.004322650530219104,98,-1.4184666184260615
xyz:MU,trade,27,-0.0019645079089879044,0.0037071220734415196,98,-0.5299280331397738
xyz:MU,trade,28,-0.008456473600620103,0.003462798514153218,98,-2.4420923036834625
xyz:MU,trade,29,0.004525474554384335,0.0033169168609104103,98,1.3643617685196385
xyz:MU,trade,30,0.0051591831409518755,0.003548379856607272,98,1.4539545791145223
xyz:MU,trade,31,0.00018317539977608503,0.00344353412635519,98,0.05319401320118965
xyz:MU,trade,32,-0.0021533019930029484,0.003919449803760156,98,-0.549388843030254
xyz:MU,trade,33,-0.0038849423367113764,0.0031056771737776705,98,-1.250916344272134
xyz:MU,trade,34,0.0030316834336500975,0.003801100704006514,98,0.7975804036064028
xyz:MU,trade,35,-0.0023752527068297805,0.0033747973471023453,98,-0.7038208409370744
xyz:MU,trade,36,0.0035555114225362104,0.0036887277755290023,98,0.9638855559153624
xyz:MU,trade,37,-0.00225675022688284,0.003241218116845279,98,-0.6962660782235061
xyz:MU,trade,38,-0.000512890954265381,0.003463894019367219,98,-0.14806773861951916
xyz:MU,trade,39,0.00012443715246063494,0.003911726196655968,98,0.03181131454625147
xyz:MU,trade,40,-0.0008478895495309161,0.003915118686775924,98,-0.21656803212501022
xyz:MU,trade,41,-0.0011262788243189574,0.003450750648603152,98,-0.3263866152643831
xyz:MU,trade,42,-0.003468823163216911,0.004293679188763013,98,-0.8078906249668507
xyz:MU,trade,43,-0.0027211240741670563,0.003280499005833208,98,-0.8294848037839666
xyz:MU,trade,44,-0.002201610373195699,0.003538322210280393,98,-0.6222187359870861
xyz:MU,trade,45,-0.0033311202921082156,0.003239200180033833,98,-1.0283774101523488
xyz:MU,trade,46,0.005577559426798807,0.003420466416631029,98,1.6306429438042533
xyz:MU,trade,47,-0.007475405489319549,0.00317030592830157,98,-2.3579445196711197
xyz:MU,trade,48,-0.006662488579023344,0.0037149465067410135,98,-1.7934278641519663
xyz:MU,trade,49,-0.004272843605199432,0.0034235980067134214,98,-1.2480564589711478
xyz:MU,trade,50,0.0038893356303618108,0.0036104400203395034,98,1.0772469860878846
xyz:MU,trade,51,-0.005588729613774569,0.004113620670865057,98,-1.3585913872314606
xyz:MU,trade,52,-0.0026761535020322965,0.0033959844877853988,98,-0.7880346661352035
xyz:MU,trade,53,-0.001102735038079024,0.0031891119878531553,98,-0.34578122131777583
xyz:MU,trade,54,-0.0014861045039977541,0.003405932515163086,98,-0.43632822945894306
xyz:MU,trade,55,-0.0020609955856802043,0.0031900911325116717,98,-0.6460616640934359
xyz:MU,trade,56,-0.0018665221405449876,0.0033876208012329034,98,-0.5509831973713464
xyz:MU,trade,57,-0.004298603207480327,0.003374499854422968,98,-1.2738489829377628
xyz:MU,trade,58,-0.00011160411788709902,0.0031160331756956176,98,-0.03581608782524747
xyz:MU,trade,59,-0.001383563303229969,0.003280169374878122,98,-0.4217962992479242
xyz:MU,trade,60,0.004612321331494994,0.0035306780407197455,98,1.3063556853104483
xyz:SNDK,mid,1,0.01577777410867977,0.007287532169627623,99,2.1650366326253874
xyz:SNDK,mid,2,-0.00804857560176019,0.0055006008123873506,99,-1.4632175422791638
xyz:SNDK,mid,3,-0.0010827042618457901,0.005538735179420884,99,-0.1954786114108808
xyz:SNDK,mid,4,0.0005949638387868156,0.005281276286743291,99,0.11265531407251961
xyz:SNDK,mid,5,-0.0076369311305459564,0.005443510084760859,99,-1.4029424051083497
xyz:SNDK,mid,6,-0.006552967694164584,0.0047885425002588185,99,-1.3684681077405911
xyz:SNDK,mid,7,-0.0047446624453272605,0.0053589812008397394,99,-0.8853665029807873
xyz:SNDK,mid,8,-0.005762476405823594,0.004625774114595395,99,-1.2457323386461174
xyz:SNDK,mid,9,-0.002780097901798846,0.003935154557692586,99,-0.7064774359025384
xyz:SNDK,mid,10,0.007058413428190538,0.004165988734601417,99,1.6942948908060012
xyz:SNDK,mid,11,0.0005234336141279966,0.004257613317126625,99,0.12294061840290633
xyz:SNDK,mid,12,-0.00191182299688675,0.004512698694095892,99,-0.42365403198490725
xyz:SNDK,mid,13,-0.0010261257261200342,0.00426075085233493,99,-0.24083213538705464
xyz:SNDK,mid,14,-0.004998811087266954,0.0038164681851637966,99,-1.3098002773085904
xyz:SNDK,mid,15,0.00008447125871158354,0.004205308595655134,99,0.020086815697392114
xyz:SNDK,mid,16,-0.0037000140801814346,0.004312081105643438,99,-0.8580576268240965
xyz:SNDK,mid,17,-0.004394383905414881,0.004210075607150365,99,-1.0437779069695299
xyz:SNDK,mid,18,-0.008642998755469776,0.004576013873995943,99,-1.8887614840036298
xyz:SNDK,mid,19,-0.0010351886501306594,0.004214496693472651,99,-0.24562568805284485
xyz:SNDK,mid,20,0.005712074231881435,0.0032680062832704418,99,1.7478773713265643
xyz:SNDK,mid,21,0.0002583257193973566,0.0038239681183692598,99,0.06755436013088943
xyz:SNDK,mid,22,0.0037747703514036646,0.003641300742074125,99,1.0366543767690866
xyz:SNDK,mid,23,0.0013120462042440543,0.003860553182256279,99,0.3398596372857726
xyz:SNDK,mid,24,-0.0020627717345419296,0.0031758677636064053,99,-0.649514365232738
xyz:SNDK,mid,25,-0.005352637809720805,0.003312855581402409,99,-1.6157172198417742
xyz:SNDK,mid,26,-0.004452564871525957,0.003725510110210851,99,-1.1951557611727854
xyz:SNDK,mid,27,0.0027116315501445106,0.004184315423339059,99,0.6480466398445279
xyz:SNDK,mid,28,-0.0069061610815452056,0.0038262748735818637,99,-1.8049307249795647
xyz:SNDK,mid,29,0.005176651143783084,0.003970085154336912,99,1.3039143853446373
xyz:SNDK,mid,30,0.0007490075394025374,0.004027944072897322,99,0.18595281509551154
xyz:SNDK,mid,31,0.0017387670929876918,0.0038162002786223696,99,0.4556278407943984
xyz:SNDK,mid,32,-0.006051754317777088,0.0037660079722537263,99,-1.6069414516282825
xyz:SNDK,mid,33,-0.0027353255666559668,0.003250520466760764,99,-0.841503874418547
xyz:SNDK,mid,34,-0.0007628597843104378,0.0036426244191384493,99,-0.20942586897028181
xyz:SNDK,mid,35,0.0014640886154423593,0.0034781953001620024,99,0.4209334120410568
xyz:SNDK,mid,36,0.005695216803117671,0.003608564745644781,99,1.5782498595851147
xyz:SNDK,mid,37,-0.0013322842194861797,0.0039128208321193535,99,-0.3404920073390012
xyz:SNDK,mid,38,-0.0017453808690582363,0.003086265335092806,99,-0.5655316959342874
xyz:SNDK,mid,39,0.00407167543045606,0.003441591759717621,99,1.1830791432363659
xyz:SNDK,mid,40,-0.003234481650565973,0.0033947889095611644,99,-0.9527784309228482
xyz:SNDK,mid,41,-0.0001967659623719944,0.0033078234830454492,99,-0.059485024935742876
xyz:SNDK,mid,42,-0.002741755813444416,0.0035269005919720854,99,-0.7773839216464415
xyz:SNDK,mid,43,-0.00487849866430252,0.0035964550493474976,99,-1.3564742496052113
xyz:SNDK,mid,44,-0.004158732277899393,0.003335919515660045,99,-1.2466524622002295
xyz:SNDK,mid,45,0.0012451996196728174,0.003683796102884502,99,0.3380207766379349
xyz:SNDK,mid,46,-0.004125492636449545,0.0033899854195112693,99,-1.2169647139793045
xyz:SNDK,mid,47,-0.004380042507124803,0.003122468242641498,99,-1.402750057569662
xyz:SNDK,mid,48,-0.004835884837782864,0.0038635571111172488,99,-1.2516664562477353
xyz:SNDK,mid,49,-0.007017646090268966,0.0034516700692780954,99,-2.033116129125482
xyz:SNDK,mid,50,0.0024235244034049083,0.0033323964551056277,99,0.7272617277250373
xyz:SNDK,mid,51,-0.0036980005000198605,0.0038134598417235593,99,-0.969723205043241
xyz:SNDK,mid,52,-0.008959169699377092,0.003065739858946798,99,-2.9223515730571212
xyz:SNDK,mid,53,-0.0028835445196778915,0.0035109159864019457,99,-0.82130832262751
xyz:SNDK,mid,54,0.0029874128449312778,0.0036026907176914917,99,0.8292171265940731
xyz:SNDK,mid,55,-0.0027024682121850096,0.0033437580511952577,99,-0.8082128463867135
xyz:SNDK,mid,56,-0.0029002707183176835,0.0035053588637113044,99,-0.8273819688883486
xyz:SNDK,mid,57,-0.000498571646085649,0.003526229595013702,99,-0.1413894451996713
xyz:SNDK,mid,58,-0.004428339874749005,0.004153490867658757,99,-1.0661730134596819
xyz:SNDK,mid,59,0.00035134714812526575,0.00320339136751833,99,0.10967974493777034
xyz:SNDK,mid,60,0.0034779935927217198,0.0036107609246539126,99,0.9632300961756646
xyz:SNDK,micro,1,0.011977109508590959,0.007349567413117548,99,1.629634621381137
xyz:SNDK,micro,2,-0.008474768534800932,0.005523608038921164,99,-1.5342813022004669
xyz:SNDK,micro,3,-0.001146354325889274,0.0055521335966061194,99,-0.20647095498386633
xyz:SNDK,micro,4,0.0007187826595509481,0.005278213137517897,99,0.1361791653394578
xyz:SNDK,micro,5,-0.00673926906133129,0.005498461000410971,99,-1.2256646106660714
xyz:SNDK,micro,6,-0.006586027860559961,0.004816191479048868,99,-1.3674763325358092
xyz:SNDK,micro,7,-0.005290895504846869,0.005333826726408565,99,-0.9919511405668396
xyz:SNDK,micro,8,-0.005450999187354386,0.0046615148569356035,99,-1.1693621826055438
xyz:SNDK,micro,9,-0.0030188438628121613,0.003921629978497016,99,-0.7697931419754058
xyz:SNDK,micro,10,0.0077213270728704675,0.0041356683447818,99,1.8670082872126075
xyz:SNDK,micro,11,0.00018658970563619325,0.004370596635323384,99,0.04269204440605792
xyz:SNDK,micro,12,-0.002257008020176388,0.004469726946336486,99,-0.504954340001976
xyz:SNDK,micro,13,-0.0003950968830909059,0.0041711091036685235,99,-0.09472226049983086
xyz:SNDK,micro,14,-0.005238985718879297,0.0038131499298015574,99,-1.3739259707398765
xyz:SNDK,micro,15,0.00006681059601991579,0.004187957195807689,99,0.015953027429887738
xyz:SNDK,micro,16,-0.0026506002480859566,0.004264092444307864,99,-0.6216094708791415
xyz:SNDK,micro,17,-0.004568465117300618,0.004292034101674624,99,-1.0644055962924757
xyz:SNDK,micro,18,-0.009379137880689135,0.004513718079587541,99,-2.0779184068018246
xyz:SNDK,micro,19,-0.0015091574593450966,0.00418128014537957,99,-0.3609319172294057
xyz:SNDK,micro,20,0.006689755066564746,0.0032386739849242768,99,2.0655845873048437
xyz:SNDK,micro,21,-0.0003399170182807523,0.0039054005869860707,99,-0.08703768300067721
xyz:SNDK,micro,22,0.0035029796836390553,0.0036857351653568145,99,0.9504154602762767
xyz:SNDK,micro,23,0.0017918410356015612,0.003812569231662328,99,0.469982556833544
xyz:SNDK,micro,24,-0.001782687343033884,0.003232282358458429,99,-0.5515258709898415
xyz:SNDK,micro,25,-0.005504424693093188,0.0033361881549812187,99,-1.6499143445715445
xyz:SNDK,micro,26,-0.004701273386345904,0.003630150235689853,99,-1.295063036269214
xyz:SNDK,micro,27,0.0029052851942121464,0.004161628561717426,99,0.6981125660607226
xyz:SNDK,micro,28,-0.006586024432259573,0.0038497022023579537,99,-1.710788026207745
xyz:SNDK,micro,29,0.00499397850691518,0.003904954542628262,99,1.2788826226780967
xyz:SNDK,micro,30,0.0005145210979879745,0.004019477015299401,99,0.12800697603930672
xyz:SNDK,micro,31,0.001694774707055478,0.003744080405431306,99,0.4526544634556921
xyz:SNDK,micro,32,-0.00614381071216879,0.003793494645331072,99,-1.61956488319561
xyz:SNDK,micro,33,-0.0020784082189657634,0.003239420873311389,99,-0.6415986993505973
xyz:SNDK,micro,34,-0.0005231595349083893,0.0036779489433068076,99,-0.14224219611869374
xyz:SNDK,micro,35,0.0008181288622952244,0.0034869410884339983,99,0.23462652265876102
xyz:SNDK,micro,36,0.005995199246988543,0.003589504371567253,99,1.6702025200127875
xyz:SNDK,micro,37,-0.0020141628581251607,0.003868240235934195,99,-0.5206922877784328
xyz:SNDK,micro,38,-0.0006910396320553521,0.003085322519130148,99,-0.2239764652708588
xyz:SNDK,micro,39,0.0036268051051050213,0.0034321064463205477,99,1.0567286189486353
xyz:SNDK,micro,40,-0.0033229380684450934,0.0034362117412714815,99,-0.9670353047613783
xyz:SNDK,micro,41,-0.00022327647543043993,0.003285767851413568,99,-0.06795260210924041
xyz:SNDK,micro,42,-0.0021972019534565214,0.0035069102365918106,99,-0.6265349852786284
xyz:SNDK,micro,43,-0.0050835147617382705,0.0036023723688546265,99,-1.4111574932367619
xyz:SNDK,micro,44,-0.0043970854023342035,0.0033049219247628485,99,-1.3304657424395057
xyz:SNDK,micro,45,0.0013645860811555132,0.0036629936061566364,99,0.3725330229520365
xyz:SNDK,micro,46,-0.004175383077783196,0.003392087646957184,99,-1.230918393729789
xyz:SNDK,micro,47,-0.004708466292480298,0.003081322741317508,99,-1.5280665765206596
xyz:SNDK,micro,48,-0.004327125826606268,0.0038307394077619636,99,-1.129579792830207
xyz:SNDK,micro,49,-0.007217714647695645,0.003477499293825205,99,-2.0755474085966674
xyz:SNDK,micro,50,0.002125479995945297,0.003377645819251636,99,0.6292785299840072
xyz:SNDK,micro,51,-0.00294039478611803,0.0038413002653811435,99,-0.7654686129636046
xyz:SNDK,micro,52,-0.00925179514363098,0.003058989046742306,99,-3.0244616774563973
xyz:SNDK,micro,53,-0.0033463957243404004,0.0034781926449009037,99,-0.9621076420957534
xyz:SNDK,micro,54,0.0038814600176459504,0.00359746434091153,99,1.078943291669282
xyz:SNDK,micro,55,-0.003035903088265575,0.003350199003629921,99,-0.9061858967112676
xyz:SNDK,micro,56,-0.0025320562538736313,0.003527246882222482,99,-0.7178562596894859
xyz:SNDK,micro,57,-0.0013114561925083599,0.003500700158371792,99,-0.37462682697118804
xyz:SNDK,micro,58,-0.0037680958569811353,0.004132122986944827,99,-0.9119031231369898
xyz:SNDK,micro,59,0.00029982625002614426,0.0032122123824333774,99,0.0933394851678562
xyz:SNDK,micro,60,0.0028338186009429583,0.0035686063822279904,99,0.7940967137915946
xyz:SNDK,trade,1,0.0015393934630012359,0.006618902163453582,99,0.23257534633175753
xyz:SNDK,trade,2,-0.010956090300052528,0.005588796452279307,99,-1.9603666717159203
xyz:SNDK,trade,3,0.00264864185788214,0.005749934855694282,99,0.4606385853674732
xyz:SNDK,trade,4,-0.0004645189614892823,0.005178758725043473,99,-0.08969696912948633
xyz:SNDK,trade,5,-0.006073507612456895,0.005517295195324347,99,-1.100812517264603
xyz:SNDK,trade,6,-0.0069817364569545225,0.004969071721296016,99,-1.4050383750817688
xyz:SNDK,trade,7,-0.004790281832770683,0.005211694406736166,99,-0.9191409662429932
xyz:SNDK,trade,8,-0.004594646949729513,0.004693768729936553,99,-0.9788822615876134
xyz:SNDK,trade,9,-0.0022509199931348856,0.004074734674874632,99,-0.5524089720526748
xyz:SNDK,trade,10,0.007136591763922483,0.004249788863932831,99,1.6792814872497344
xyz:SNDK,trade,11,0.0012382807648963952,0.004555218365145445,99,0.27183784961247576
xyz:SNDK,trade,12,-0.004054532366379949,0.004823790213834791,99,-0.8405283369810354
xyz:SNDK,trade,13,0.0002467624382232365,0.004372321380568877,99,0.05643739715014511
xyz:SNDK,trade,14,-0.005234104115720155,0.0039812275437935,99,-1.3146960474238192
xyz:SNDK,trade,15,0.0010798568368414283,0.0045150486748373525,99,0.23916837106530828
xyz:SNDK,trade,16,0.00030058207961640324,0.004223608123592147,99,0.07116713265547003
xyz:SNDK,trade,17,-0.005815840591437137,0.004205046615713098,99,-1.3830620972678274
